species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb,E_Hp
Alopias_vulpinus,4.621314e+02,3.724236e+03,6.796051e+03,2.000000e-01,7.548833e+03,2.938000e+05,7.357214e-03,2.963500e+02,False,False,9.718533e+02,6.627600e-01,3.823000e-02,1.855490e+01,2.108000e-09,3.350000e+06,1.134000e+08
Diaphanosoma_excisum,4.435841e-01,1.441648e+00,1.153319e+01,1.700000e-01,1.290346e-05,1.676471e-04,5.220633e+00,3.021500e+02,False,False,1.301489e+02,7.108400e-01,2.738000e-02,2.195786e+03,3.251000e-05,1.158000e-02,8.478000e-02
Larus_crassirostris,4.801221e+00,8.584906e+00,1.463908e+03,2.800000e-01,4.830000e+01,5.220000e+02,4.344536e-02,3.143500e+02,False,False,9.308482e+03,9.900600e-01,2.153900e-02,4.674828e+03,2.765000e-15,1.262000e+03,1.964000e+04
Enteromius_liberiensis,6.233082e+00,2.590192e+02,2.022289e+03,2.000000e-01,1.000000e-03,2.380000e+01,1.977957e+00,2.971500e+02,True,False,5.079807e+01,9.886700e-01,2.765400e-02,2.964030e+01,3.494000e-09,4.327000e-02,2.587000e+02
Pteroglossus_bailloni,2.918586e+00,9.490579e+00,9.423769e+02,2.800000e-01,6.200000e+00,1.200000e+02,5.252676e-02,3.120000e+02,False,False,3.807572e+03,9.917300e-01,2.687700e-02,2.204626e+03,1.414000e-13,1.319000e+02,6.953000e+03
Deania_calcea,2.258862e+03,2.213554e+04,5.565469e+04,2.000000e-01,8.730000e+01,6.600000e+03,6.715047e-03,2.781500e+02,False,False,7.149429e+02,7.070300e-01,7.392500e-02,3.758680e+01,3.080000e-08,7.776000e+04,7.274000e+06
Macropus_rufogriseus,2.585881e+01,1.234389e+02,7.109127e+02,3.000000e-01,5.400000e-01,1.400000e+04,1.800502e-02,3.096500e+02,False,True,6.037877e+02,8.083000e-01,5.401000e-02,2.792000e+01,1.860000e-11,3.989000e+02,7.225000e+06
Tetrapturus_pfluegeri,5.918233e+00,8.640620e+02,4.320310e+03,2.000000e-01,5.230000e-04,5.800000e+04,6.712481e+04,2.913500e+02,True,False,1.399651e+03,8.400700e-01,2.509700e-02,2.751258e+02,2.427000e-08,3.920000e-02,8.906000e+06
Stigmochelys_pardalis,1.300753e+02,3.416295e+03,1.895896e+04,3.000000e-01,9.950000e+01,5.400000e+04,7.911827e-02,2.971500e+02,False,False,5.362003e+02,7.430100e-01,1.248900e-02,2.065630e+01,1.067000e-10,5.233000e+04,2.135000e+07
Tachycineta_cyaneoviridis,3.225491e+00,1.150756e+01,4.039487e+02,2.800000e-01,1.800000e+00,1.770000e+01,6.758285e-02,3.147500e+02,False,False,7.340915e+02,9.357600e-01,2.942700e-02,4.429257e+02,9.492000e-12,2.889000e+02,5.344000e+03
Chionomesa_fimbriata,5.812279e+00,8.389537e+00,4.479520e+02,2.800000e-01,4.000000e-01,4.700000e+00,4.464764e-02,3.147500e+02,False,False,4.195532e+03,9.983600e-01,4.010400e-02,6.316676e+03,4.709000e-14,1.856000e+00,2.929000e+02
Esox_niger,1.147338e+01,7.094376e+02,6.281678e+03,2.000000e-01,8.200000e-03,6.100000e+03,4.298215e+01,2.841500e+02,False,False,3.350750e+02,9.212200e-01,2.538400e-01,1.844460e+01,5.552000e-08,2.839000e+00,1.183000e+04
Solea_senegalensis,3.748369e+00,1.789186e+03,4.920262e+03,2.000000e-01,1.770000e-04,1.830000e+03,3.683777e+03,2.931500e+02,True,False,1.026472e+02,8.386600e-01,7.982500e-02,2.384920e+01,5.663000e-09,1.430000e-01,1.104000e+06
Talpa_europaea,2.569910e+01,5.566603e+01,3.605911e+02,3.000000e-01,3.250000e+00,9.250000e+01,5.490983e-02,3.114500e+02,False,True,2.607295e+03,9.810400e-01,5.260000e-02,1.133000e+03,2.582000e-11,1.510000e+02,1.036000e+05
Ammospermophilus_harrisii,1.891214e+01,8.748262e+01,8.316590e+02,3.000000e-01,3.800000e+00,1.260000e+02,8.667014e-02,3.106500e+02,False,True,2.557773e+03,8.988700e-01,2.197300e-02,1.196765e+03,3.256000e-11,7.510000e+02,4.076000e+05
Petaurus_norfolcensis,1.864073e+01,1.168853e+02,1.326793e+03,3.000000e-01,3.330000e-01,4.050000e+02,3.346415e-02,3.090500e+02,False,True,4.802675e+02,9.988700e-01,6.315300e-02,8.254750e+01,1.496000e-18,1.485000e+00,6.370000e+03
Ardeotis_kori,4.079601e+00,8.412667e+00,1.606673e+03,2.800000e-01,9.900000e+01,5.890000e+03,3.027373e-02,3.134000e+02,False,False,1.747321e+03,9.972000e-01,7.163500e-02,1.634380e+02,5.498000e-22,8.393000e+02,1.007000e+04
Rhea_americana,7.790824e+00,6.411834e+01,8.449128e+02,2.800000e-01,4.312500e+02,2.300000e+04,8.876656e-02,3.121500e+02,False,False,1.894889e+04,9.857200e-01,2.993200e-02,2.913613e+03,3.958000e-13,8.503000e+03,1.763000e+06
Chionis_albus,5.761465e+00,1.269822e+01,1.381045e+03,2.800000e-01,3.200000e+01,8.380000e+02,5.213443e-02,3.143500e+02,False,False,1.001459e+04,9.931300e-01,1.753900e-02,4.736769e+03,2.735000e-14,4.431000e+02,2.893000e+04
Sympterygia_bonapartii,2.167640e+02,1.294161e+03,2.930328e+03,2.000000e-01,2.076611e+01,4.710000e+03,3.276084e-01,2.851500e+02,False,False,3.061727e+03,2.796400e-01,8.896400e-02,1.000773e+02,2.784000e-07,5.153000e+04,1.073000e+07
Eliomys_quercinus,1.903315e+01,9.749155e+01,4.315212e+02,3.000000e-01,2.000000e+00,1.200000e+02,7.647365e-02,3.106500e+02,False,True,2.609825e+03,9.443800e-01,4.176300e-02,1.068945e+03,1.693000e-10,2.164000e+02,3.553000e+05
Lissotriton_boscai,5.375850e+01,2.408381e+03,6.278993e+03,2.800000e-01,4.200000e-03,2.750000e+00,2.165952e-01,2.931500e+02,False,False,7.249099e+01,5.909100e-01,6.171300e-02,3.263420e+01,3.639000e-08,1.704000e+01,2.350000e+03
Falco_mexicanus,6.857384e+00,1.264700e+01,9.823565e+02,2.800000e-01,3.060000e+01,9.440000e+02,7.879013e-02,3.120000e+02,False,False,1.224236e+04,9.952200e-01,9.266200e-02,3.499998e+03,1.802000e-12,3.609000e+02,6.039000e+04
Mergus_serrator,9.567972e+00,1.933662e+01,1.026302e+03,2.800000e-01,4.650000e+01,9.080000e+02,2.075413e-01,3.138500e+02,False,False,1.880809e+04,9.653000e-01,2.259300e-02,9.500000e+03,6.053000e-14,3.447000e+03,4.308000e+05
Orcaella_brevirostris,1.082001e+02,5.719873e+02,2.781199e+03,3.000000e-01,1.230000e+04,1.900000e+05,4.314686e-03,3.086500e+02,False,True,1.248263e+03,8.936800e-01,1.989700e-02,4.155080e+01,2.273000e-11,2.063000e+06,3.094000e+07
Peromyscus_mexicanus,2.849625e+01,4.390135e+01,1.059825e+02,3.000000e-01,4.400000e+00,4.600000e+01,4.967222e-02,3.097500e+02,False,True,2.617584e+03,9.757100e-01,3.423700e-02,1.638547e+03,2.224000e-08,3.045000e+02,1.766000e+04
Hydrocynus_vittatus,2.633650e+00,4.722407e+02,1.414300e+03,2.000000e-01,2.204082e-03,2.800000e+04,1.934525e+03,3.011500e+02,True,False,9.714122e+01,6.982200e-01,5.639900e-02,5.765600e+00,4.062000e-09,3.007000e+00,3.787000e+06
Magumma_parva,2.858030e+00,9.425312e+00,4.217046e+02,2.800000e-01,1.200000e+00,1.030000e+01,6.758285e-02,3.147500e+02,False,False,5.369891e+02,9.502900e-01,3.363700e-02,3.532189e+02,4.460000e-13,2.097000e+02,3.088000e+03
Pterodroma_nigripennis,8.110351e+00,2.332845e+01,1.633708e+03,2.800000e-01,3.300000e+01,3.500000e+02,1.530262e-02,3.105500e+02,False,False,3.417816e+03,9.928700e-01,5.788100e-02,1.046165e+03,4.945000e-28,7.714000e+02,4.980000e+04
Setophaga_striata,2.449740e+00,6.098230e+00,3.595587e+02,2.800000e-01,1.500000e+00,1.500000e+01,2.252762e-01,3.147500e+02,False,False,1.153119e+03,9.249500e-01,3.673400e-02,7.785236e+02,3.438000e-12,2.938000e+02,3.608000e+03
Peucaea_cassinii,2.449740e+00,5.733381e+00,4.660946e+02,2.800000e-01,1.600000e+00,1.810000e+01,9.011046e-02,3.147500e+02,False,False,9.855743e+02,9.793200e-01,4.014200e-02,6.198257e+02,4.143000e-12,9.134000e+01,1.162000e+03
Pedetes_capensis,1.458553e+01,5.914126e+01,1.330838e+03,3.000000e-01,2.600000e+02,3.500000e+03,5.410125e-02,3.126500e+02,False,True,6.828685e+02,8.441800e-01,3.462500e-02,5.824810e+01,5.740000e-15,1.495000e+05,2.517000e+06
Okapia_johnstoni,5.484917e+02,6.667182e+02,2.501062e+03,3.000000e-01,1.600000e+04,3.000000e+05,9.901617e-03,3.112500e+02,False,True,2.257420e+03,9.478200e-01,2.531000e-01,4.241170e+01,1.403000e-12,3.628000e+06,1.157000e+08
Picathartes_gymnocephalus,4.082900e+00,1.320412e+01,5.326795e+02,2.800000e-01,1.200000e+01,2.500000e+02,9.011046e-02,3.147500e+02,False,False,1.614544e+03,9.655300e-01,3.969300e-02,4.798507e+02,1.324000e-12,8.262000e+02,2.296000e+04
Anas_rubripes,4.700410e+00,2.569986e+01,9.805420e+02,2.800000e-01,3.200000e+01,1.111000e+03,1.955041e-01,3.143500e+02,False,False,7.200971e+03,9.813200e-01,3.810800e-02,2.126849e+03,7.242000e-14,1.555000e+03,1.750000e+05
Urechis_caupo,2.209990e+00,7.281916e+02,4.839877e+03,4.000000e-02,8.200000e-06,1.600000e+02,8.264673e+04,2.901500e+02,True,False,8.665241e+01,5.000000e-01,2.939800e-02,1.228450e+01,2.441000e-08,1.715000e-03,2.389000e+04
Columba_livia,3.674610e+00,1.802305e+01,1.697235e+03,2.800000e-01,1.520000e+01,3.000000e+02,1.237307e-01,3.137800e+02,False,False,1.326312e+04,7.294900e-01,1.770000e-02,7.099063e+03,2.343000e-14,1.105000e+03,2.171000e+04
Proechimys_semispinosus,4.508027e+01,7.544133e+01,4.174646e+02,3.000000e-01,2.300000e+01,5.000000e+02,1.479790e-01,3.110500e+02,False,True,2.064259e+03,9.054300e-01,2.306100e-02,5.689452e+02,6.146000e-10,4.932000e+03,3.192000e+05
Microtus_abbreviatus,2.301389e+01,3.152842e+01,3.925644e+02,3.000000e-01,3.500000e+00,6.000000e+01,3.429756e-01,3.101500e+02,False,True,9.629788e+03,9.784400e-01,1.896100e-01,4.883977e+03,2.575000e-12,2.159000e+02,8.421000e+04
Thamnophis_butleri,1.605659e+02,1.332697e+03,8.204918e+03,3.000000e-01,3.200000e+00,1.250000e+02,2.047552e-02,2.881500e+02,False,False,8.569461e+02,7.772200e-01,5.794200e-02,1.954502e+02,7.758000e-09,3.284000e+03,2.641000e+05
Rhynchotus_rufescens,4.082900e+00,5.119235e+00,8.105623e+02,2.800000e-01,3.550000e+01,7.450000e+02,1.480454e-01,3.126000e+02,False,False,7.907798e+02,9.715000e-01,8.950300e-02,1.133285e+02,2.984000e-19,4.504000e+03,9.191000e+03
Mastomys_natalensis,1.445482e+01,4.128134e+01,2.011989e+02,3.000000e-01,2.400000e+00,4.000000e+01,3.625634e-01,3.093500e+02,False,True,2.579699e+03,8.343000e-01,2.844200e-02,1.555763e+03,3.880000e-09,1.024000e+03,1.624000e+05
Micropterus_dolomieu,3.163838e+00,4.619204e+02,6.004965e+03,2.000000e-01,3.820000e-04,5.400000e+03,9.135773e+01,2.981500e+02,True,False,2.095235e+02,9.979000e-01,1.411100e-02,1.875760e+01,9.992000e-10,8.192000e-04,6.408000e+02
Buteo_rufofuscus,1.582869e+01,2.205817e+01,1.031396e+03,2.800000e-01,3.000000e+01,1.330000e+03,4.266064e-02,3.141500e+02,False,False,5.592748e+03,9.981900e-01,8.682500e-02,1.141454e+03,6.559000e-13,1.203000e+02,2.916000e+04
Saxicola_rubicola,1.882227e+00,3.764454e+00,4.318366e+02,2.800000e-01,1.700000e+00,1.480000e+01,2.547260e-01,3.136500e+02,False,False,2.338965e+03,9.719500e-01,3.964000e-02,2.005785e+03,1.670000e-13,1.710000e+02,3.047000e+03
Desmodillus_auricularis,2.279554e+01,4.154993e+01,5.422941e+02,3.000000e-01,2.200000e+00,5.450000e+01,1.484803e-01,3.091500e+02,False,True,4.820402e+03,9.682400e-01,2.226500e-02,3.890394e+03,1.727000e-10,1.318000e+02,2.290000e+04
Hypotaenidia_owstoni,4.263063e+00,7.621469e+00,4.530197e+02,2.800000e-01,1.200000e+01,2.170000e+02,1.313409e-01,3.127500e+02,False,False,5.268046e+03,9.876800e-01,5.354000e-02,2.206779e+03,9.305000e-12,4.124000e+02,1.505000e+04
Morus_capensis,8.982380e+00,4.774963e+01,3.890047e+02,2.800000e-01,7.000000e+01,2.665000e+03,2.056530e-02,3.137500e+02,False,False,2.408473e+03,9.954400e-01,2.405100e-02,4.422108e+02,1.384000e-10,6.669000e+02,2.596000e+04
Anas_acuta,5.675349e+00,1.450395e+01,1.261355e+03,2.800000e-01,2.500000e+01,6.800000e+02,1.737814e-01,3.133500e+02,False,False,8.906884e+03,9.937900e-01,1.276500e-01,2.289950e+03,1.311000e-17,3.422000e+02,1.349000e+05
Onychoprion_fuscatus,8.371975e+00,1.576446e+01,1.724958e+03,2.800000e-01,2.340000e+01,2.000000e+02,2.075413e-02,3.138500e+02,False,False,2.578744e+03,9.949700e-01,8.965100e-02,7.765421e+02,1.862000e-22,4.729000e+02,2.891000e+04
Rana_temporaria,7.210998e+01,1.332411e+03,5.881406e+03,2.800000e-01,5.000000e-02,6.860000e+01,3.570575e+00,2.911500e+02,False,False,3.719734e+03,4.251900e-01,2.161600e-02,1.133109e+03,3.221000e-09,2.748000e+01,1.303000e+06
Massoutiera_mzabi,5.729302e+01,1.399135e+02,4.986672e+02,3.000000e-01,2.050000e+01,1.950000e+02,2.907751e-02,3.095500e+02,False,True,1.796337e+03,8.314400e-01,2.728300e-02,5.792981e+02,4.142000e-10,9.850000e+03,8.466000e+05
Euphonia_hirundinacea,3.062175e+00,5.372885e+00,5.326795e+02,2.800000e-01,1.100000e+00,1.520000e+01,1.295338e-01,3.147500e+02,False,False,7.914873e+02,9.808900e-01,2.712300e-02,5.545839e+02,3.652000e-12,5.271000e+01,4.441000e+02
Plegadis_falcinellus,3.707527e+00,1.018905e+01,1.509578e+03,2.800000e-01,2.380000e+01,6.050000e+02,6.213659e-02,3.121500e+02,False,False,2.115312e+04,9.964300e-01,7.887600e-02,8.707236e+03,2.634000e-18,1.923000e+02,5.491000e+04
Haematopus_ostralegus,5.721479e+00,9.317878e+00,2.029974e+03,2.800000e-01,3.200000e+01,4.800000e+02,6.399096e-02,3.141500e+02,False,False,4.440400e+03,9.898600e-01,3.147900e-02,1.595939e+03,8.757000e-15,8.183000e+02,1.496000e+04
Pipistrellus_tenuis,6.277989e+01,9.510847e+01,3.343314e+03,3.000000e-01,4.800000e-01,4.200000e+00,4.067821e-02,3.079500e+02,False,True,1.357181e+03,9.671500e-01,2.237700e-02,1.731523e+03,9.334000e-13,4.682000e+01,5.789000e+03
Microgale_talazaci,7.808521e+01,3.204005e+02,8.027877e+02,3.000000e-01,3.600000e+00,5.000000e+01,4.334894e-02,3.039500e+02,False,True,1.685548e+03,5.074400e-01,2.185500e-01,3.013050e+02,1.569000e-16,1.499000e+04,3.175000e+06
Tachycineta_leucorrhoa,3.164247e+00,1.155577e+01,6.658494e+02,2.800000e-01,1.700000e+00,2.600000e+01,1.239019e-01,3.147500e+02,False,False,1.123136e+03,9.125500e-01,2.523600e-02,6.861605e+02,2.192000e-12,2.991000e+02,6.728000e+03
Acipenser_transmontanus,3.070489e+01,9.281163e+03,7.684996e+04,2.000000e-01,2.240000e-02,8.160000e+05,2.810672e+02,2.861500e+02,False,False,9.443777e+02,4.500000e-01,6.326700e-02,7.406600e+00,4.692000e-10,3.057000e+01,8.870000e+07
Hylobates_lar,4.664513e+01,5.958539e+02,4.393670e+03,3.000000e-01,3.072000e+02,6.810000e+03,4.248536e-03,3.106500e+02,False,True,1.001243e+02,9.394700e-01,1.580000e-02,6.250500e+00,6.358000e-13,8.912000e+04,3.258000e+06
Pelophylax_porosus,3.470897e+00,1.175602e+03,4.102459e+03,2.800000e-01,4.200000e-03,6.250000e+01,8.531469e+00,2.881500e+02,False,False,3.210265e+02,6.616400e-01,4.679100e-02,6.841590e+01,7.317000e-08,7.938000e+00,8.199000e+04
Leptailurus_serval,3.618045e+01,2.055040e+02,1.686224e+03,3.000000e-01,2.630000e+02,1.800000e+04,8.302576e-02,3.111500e+02,False,True,4.813251e+03,7.481000e-01,2.772800e-02,4.074955e+02,1.515000e-11,9.439000e+04,4.345000e+07
Bitis_arietans,1.983776e+02,1.209522e+03,3.994021e+03,3.000000e-01,3.500000e+00,6.800000e+03,6.171225e-01,2.971500e+02,False,False,1.010663e+03,8.671700e-01,2.960300e-02,8.365790e+01,2.627000e-09,8.707000e+02,3.077000e+06
Delphinus_delphis,7.528632e+01,7.295603e+02,2.289959e+03,3.000000e-01,7.500000e+03,1.360000e+05,1.205000e-02,3.101500e+02,False,True,8.044510e+02,6.351200e-01,2.480800e-02,1.805560e+01,1.255000e-12,6.900000e+06,9.080000e+07
Ploceus_castaneiceps,2.245595e+00,7.451990e+00,1.020969e+03,2.800000e-01,1.600000e+00,1.800000e+01,5.631904e-02,3.147500e+02,False,False,1.276126e+03,9.642700e-01,4.152000e-02,8.428862e+02,3.238000e-15,1.480000e+02,2.559000e+03
Styela_plicata,6.286376e-01,3.922747e+01,1.917345e+02,6.000000e-02,2.450000e-05,6.000000e+01,6.537294e+03,2.926500e+02,False,False,6.520158e+02,9.000000e-01,7.739300e-02,2.915123e+02,2.141000e-05,6.077000e-04,5.221000e+02
Hypsugo_savii,4.703550e+01,1.208312e+02,4.208659e+02,3.000000e-01,1.300000e+00,5.300000e+00,1.140506e-02,3.071500e+02,False,True,2.492008e+03,9.606200e-01,7.008000e-02,2.496869e+03,4.516000e-22,2.316000e+02,3.739000e+04
Typhlichthys_subterraneus,1.486507e+02,1.100015e+03,2.846295e+03,2.000000e-01,5.200000e-03,3.700000e+00,7.026679e-02,2.861500e+02,False,False,6.578921e+01,9.282700e-01,2.454400e-02,4.533790e+01,5.562000e-07,1.414000e+00,1.982000e+02
Oceanodroma_microsoma,1.813792e+01,3.171826e+01,2.027791e+03,2.800000e-01,4.000000e+00,3.000000e+01,1.775331e-02,3.121500e+02,False,False,2.395573e+03,9.899000e-01,2.380700e-02,1.932664e+03,7.146000e-15,1.434000e+02,9.419000e+03
Spizella_passerina,2.449740e+00,5.550956e+00,5.238016e+02,2.800000e-01,1.300000e+00,1.220000e+01,1.802209e-01,3.147500e+02,False,False,1.048443e+03,9.484700e-01,3.615800e-02,7.585758e+02,2.737000e-12,1.827000e+02,1.959000e+03
Sternotherus_depressus,6.960445e+01,3.457518e+03,2.652253e+04,3.000000e-01,3.290486e+00,3.120000e+02,8.264673e-03,2.901500e+02,False,False,5.790843e+01,9.111800e-01,2.191000e-02,8.675600e+00,3.442000e-10,7.994000e+02,3.426000e+04
Rhynchocyclus_fulvipectus,4.899480e+00,1.548010e+01,4.438996e+02,2.800000e-01,3.000000e+00,3.100000e+01,4.505523e-02,3.147500e+02,False,False,7.917105e+02,9.483800e-01,2.133000e-02,4.482641e+02,6.659000e-12,3.469000e+02,5.171000e+03
Motacilla_alba,2.653885e+00,7.396922e+00,6.081425e+02,2.800000e-01,2.320000e+00,2.720000e+01,1.126381e-01,3.147500e+02,False,False,1.045683e+03,9.595400e-01,4.232400e-02,5.629978e+02,1.189000e-14,2.636000e+02,4.189000e+03
Calcarius_ornatus,2.408911e+00,6.057401e+00,1.775598e+02,2.800000e-01,1.970000e+00,2.000000e+01,9.011046e-02,3.147500e+02,False,False,1.146695e+03,9.702700e-01,4.344400e-02,7.045366e+02,2.802000e-11,1.630000e+02,2.081000e+03
Serinus_canaria,2.551812e+00,7.659698e+00,1.065359e+03,2.800000e-01,8.900000e-01,1.530000e+01,1.712099e-01,3.147500e+02,False,False,8.012022e+02,9.527700e-01,3.136100e-02,5.257672e+02,3.099000e-13,1.268000e+02,2.599000e+03
Fulica_americana,4.695335e+00,2.667562e+01,1.104374e+03,2.800000e-01,2.050000e+01,5.380000e+02,4.038488e-01,3.135500e+02,False,False,1.365537e+04,6.102800e-01,1.277400e-02,5.497099e+03,9.324000e-13,1.640000e+03,4.725000e+04
Oenanthe_familiaris,2.704921e+00,7.812807e+00,4.483386e+02,2.800000e-01,2.000000e+00,1.600000e+01,6.758285e-02,3.147500e+02,False,False,1.210842e+03,9.559700e-01,3.230100e-02,8.564135e+02,2.357000e-13,2.087000e+02,2.216000e+03
Pooecetes_gramineus,2.449740e+00,6.098230e+00,3.506807e+02,2.800000e-01,2.300000e+00,2.515000e+01,9.011046e-02,3.147500e+02,False,False,1.123329e+03,9.746500e-01,4.564000e-02,6.300585e+02,1.028000e-11,1.638000e+02,2.194000e+03
Cepaea_nemoralis,2.412369e+01,4.643810e+02,3.522059e+03,1.500000e-01,2.304000e-03,1.333333e+00,1.817119e-01,2.946500e+02,True,False,1.455591e+01,8.280200e-01,3.411800e-02,2.490770e+01,4.252000e-09,2.223000e+00,1.229000e+02
Diplosoma_listerianum,4.237790e+00,5.721017e+01,9.535028e+01,6.000000e-02,4.200000e-06,3.900000e-04,1.551597e-01,2.926500e+02,False,False,1.014433e+01,9.000000e-01,2.105200e-02,1.372628e+02,2.163000e-05,5.465000e-04,5.220000e-02
Cyanoramphus_novaezelandiae,7.122891e+00,1.560837e+01,7.315292e+02,2.800000e-01,5.500000e+00,8.150000e+01,1.186555e-01,3.116500e+02,False,False,2.132940e+03,9.766000e-01,3.691000e-02,1.033351e+03,1.390000e-12,3.814000e+02,2.245000e+04
Cheirogaleus_medius,7.089528e+01,1.461731e+02,1.091529e+03,3.000000e-01,1.900000e+01,3.800000e+02,3.321030e-02,3.111500e+02,False,True,1.293443e+03,8.786400e-01,5.580600e-01,1.725245e+02,1.509000e-18,1.646000e+04,3.253000e+06
Equus_ferus_caballus,2.951840e+02,4.790769e+02,4.185876e+03,3.000000e-01,3.800000e+04,4.500000e+05,9.069865e-03,3.114500e+02,False,True,4.412550e+04,7.425000e-01,3.181900e-02,2.510839e+03,3.493000e-20,1.900000e+07,8.995000e+08
Fregata_magnificens,1.021505e+01,1.377929e+01,1.638228e+03,2.800000e-01,8.000000e+01,1.350000e+03,2.075413e-02,3.138500e+02,False,False,1.674442e+04,9.970400e-01,2.445800e-02,7.155041e+03,1.456000e-15,5.148000e+02,9.199000e+03
Crocidura_suaveolens,2.841053e+01,7.437933e+01,2.396944e+02,3.000000e-01,5.300000e-01,7.700000e+00,1.460192e-01,3.082500e+02,False,True,9.775780e+02,9.145200e-01,7.992000e-02,6.338731e+02,9.402000e-10,2.002000e+02,5.541000e+04
Akodon_dolores,1.562502e+01,4.245154e+01,3.497029e+02,3.000000e-01,2.600000e+00,5.400000e+01,5.427464e-01,3.093500e+02,False,True,2.919976e+03,8.060200e-01,3.167300e-02,1.555763e+03,6.046000e-10,1.239000e+03,2.550000e+05
Eisenia_andrei,1.722827e+01,4.580972e+01,2.065010e+03,1.600000e-01,2.000000e-02,9.300000e-01,1.216442e+00,2.956500e+02,False,False,1.401428e+03,5.540000e-01,7.365000e-02,1.467214e+03,8.618000e-10,1.932000e+01,3.430000e+03
Rattus_lutreolus,1.684728e+01,3.499617e+01,3.689507e+02,3.000000e-01,4.870000e+00,1.150000e+02,1.508602e-01,3.098500e+02,False,True,5.077427e+03,9.579200e-01,2.290500e-02,3.215502e+03,6.020000e-10,4.426000e+02,5.032000e+04
Esox_masquinongy,1.649853e+01,1.823088e+03,1.806589e+04,2.000000e-01,1.280000e-02,3.850000e+04,7.472646e+02,2.861500e+02,False,False,9.556982e+02,6.785800e-01,8.637400e-02,2.875540e+01,3.813000e-09,9.293000e+00,3.081000e+06
Cryptobranchus_alleganiensis,6.330281e+01,2.373855e+03,1.260301e+04,2.800000e-01,1.665745e-01,2.500000e+03,4.165670e-01,2.911500e+02,False,False,2.083549e+02,9.733400e-01,2.709100e-02,1.958570e+01,1.896000e-09,1.151000e+01,4.115000e+04
Ardenna_gravis,2.344658e+01,4.011336e+01,2.867071e+03,2.800000e-01,2.300000e+02,1.300000e+03,1.775331e-02,3.121500e+02,False,False,1.608819e+04,9.815900e-01,3.551500e-02,6.038546e+03,2.823000e-15,1.374000e+04,5.489000e+05
Ammospiza_leconteii,2.551812e+00,5.105755e+00,1.775598e+02,2.800000e-01,1.700000e+00,1.380000e+01,1.802209e-01,3.147500e+02,False,False,1.180133e+03,9.465600e-01,3.673500e-02,8.446628e+02,8.111000e-11,2.346000e+02,1.824000e+03
Myotis_thysanodes,6.032956e+01,1.831782e+02,1.799489e+03,3.000000e-01,1.320000e+00,6.000000e+00,1.016955e-02,3.079500e+02,False,True,5.732807e+03,9.816600e-01,3.020400e-02,9.401540e+03,3.649000e-12,1.141000e+02,1.155000e+04
Taxidea_taxus,3.828727e+01,7.602931e+01,1.881946e+03,3.000000e-01,9.350000e+01,7.200000e+03,2.789666e-02,3.111500e+02,False,True,6.298171e+03,9.961900e-01,1.246400e-01,6.501668e+02,2.541000e-32,6.989000e+02,6.457000e+05
Streptopelia_decaocto,2.575260e+00,5.232379e+00,8.680143e+02,2.800000e-01,7.000000e+00,1.574000e+02,1.855960e-01,3.137800e+02,False,False,1.353623e+04,9.924700e-01,4.574900e-02,9.000000e+03,2.322000e-17,1.148000e+02,1.060000e+04
Balaenoptera_edeni,1.417842e+02,9.187346e+02,5.888466e+03,3.000000e-01,1.000000e+06,2.000000e+07,6.113647e-03,3.101500e+02,False,True,3.222750e+03,9.252800e-01,7.571100e-02,2.137450e+01,6.767000e-23,4.704000e+07,3.925000e+09
Potorous_tridactylus,2.732664e+01,1.255712e+02,1.299899e+03,3.000000e-01,3.330000e-01,1.430000e+03,2.230943e-02,3.090500e+02,False,True,5.913300e+02,9.998300e-01,3.288700e-02,7.925540e+01,1.038000e-12,1.349000e-01,1.134000e+03
Plectrophenax_nivalis,2.551812e+00,7.659698e+00,4.527776e+02,2.800000e-01,3.000000e+00,4.180000e+01,1.126381e-01,3.147500e+02,False,False,1.953350e+03,9.549600e-01,3.485900e-02,1.146651e+03,3.548000e-13,2.365000e+02,3.949000e+03
Chlorodrepanis_flava,2.878444e+00,7.986330e+00,4.217046e+02,2.800000e-01,1.400000e+00,1.640000e+01,6.758285e-02,3.147500e+02,False,False,1.076037e+03,9.704700e-01,2.798100e-02,7.856318e+02,6.276000e-13,9.032000e+01,1.331000e+03
Fejervarya_limnocharis,3.000000e+01,2.411462e+02,1.055731e+03,2.800000e-01,1.900000e-03,6.000000e+00,4.262449e+00,2.991500e+02,False,False,4.596761e+01,5.284200e-01,1.946800e-02,1.495610e+01,1.134000e-08,9.093000e+00,1.200000e+04
Callimico_goeldii,1.728255e+02,2.617262e+02,1.973595e+03,3.000000e-01,4.815000e+01,5.550000e+02,1.349821e-02,3.091500e+02,False,True,4.793993e+02,9.301500e-01,1.398000e-01,6.050630e+01,3.752000e-13,2.117000e+04,6.919000e+05
Atherina_presbyter,4.174714e+01,5.075802e+02,3.924371e+03,2.000000e-01,2.200000e-03,7.040000e+01,8.791218e+00,2.851500e+02,True,False,1.214038e+02,6.546000e-01,2.951000e-02,3.583000e+01,5.235000e-07,3.468000e+00,4.162000e+03
