species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb,E_Hp
Lagorchestes_conspicillatus,2.312435e+01,9.722898e+01,6.557137e+02,3.000000e-01,5.670000e-01,4.400000e+03,3.201620e-02,3.091500e+02,False,True,7.112773e+02,7.674100e-01,3.297100e-02,5.267620e+01,4.655900e-11,3.729591e+02,2.738171e+06
Eulemur_flavifrons,1.199304e+02,2.450244e+02,2.536629e+03,3.000000e-01,7.000000e+01,1.850000e+03,2.877835e-02,3.097500e+02,False,True,1.184706e+03,8.826500e-01,5.216700e-02,1.367529e+02,1.866000e-12,2.647000e+04,3.537000e+06
Poecilia_reticulata,1.857274e+01,6.765782e+01,6.052722e+02,2.000000e-01,2.700598e-03,1.074593e+00,2.878160e+00,2.991500e+02,False,False,8.357348e+01,5.085300e-01,9.553700e-03,5.901250e+01,6.650000e-07,5.145000e+00,8.103000e+01
Quintana_atrizona,1.680417e+01,5.041252e+01,5.476360e+02,2.000000e-01,3.100000e-03,2.100000e-01,1.118444e+00,3.006500e+02,True,False,2.667569e+02,7.467300e-01,6.568200e-03,1.425063e+03,2.642000e-08,2.346000e+00,1.522000e+02
Fregetta_tropica,5.460612e+00,1.566569e+01,1.633708e+03,2.800000e-01,9.000000e+00,1.100000e+02,1.530262e-02,3.105500e+02,False,False,5.212794e+03,9.967800e-01,7.013100e-02,2.558350e+03,5.795000e-13,9.432000e+01,1.200000e+04
Pipistrellus_pipistrellus,1.700780e+01,9.080346e+01,4.208659e+02,3.000000e-01,1.125000e+00,5.000000e+00,1.140506e-02,3.071500e+02,False,True,4.441759e+01,7.588100e-01,2.201000e-02,2.127810e+01,9.945100e-11,2.103989e+03,6.091722e+03
Circaetus_cinereus,1.009275e+01,2.698290e+01,4.011612e+02,2.800000e-01,1.000000e+02,2.048000e+03,1.698223e-02,3.116700e+02,False,False,6.605108e+03,9.954800e-01,8.060200e-02,1.241434e+03,2.982000e-11,1.186000e+03,2.103000e+05
Anatololacerta_danfordi,4.247460e+01,5.703901e+02,3.943900e+03,3.000000e-01,2.447589e-01,6.900000e+00,1.977738e-02,2.991500e+02,False,False,4.504402e+01,7.787000e-01,3.306500e-02,1.965360e+01,1.236000e-09,3.308000e+02,2.968000e+03
Halobaena_caerulea,8.951822e+00,1.915690e+01,1.633708e+03,2.800000e-01,4.400000e+01,2.500000e+02,1.530262e-02,3.105500e+02,False,False,7.234420e+03,9.891400e-01,4.234300e-02,3.454097e+03,1.854000e-13,1.817000e+03,5.020000e+04
Rana_muscosa,7.095739e+01,5.250847e+03,1.339648e+04,2.800000e-01,4.200000e-03,7.600000e+01,3.975664e-01,2.831500e+02,False,False,9.294508e+01,9.734200e-01,1.428400e-01,2.320040e+01,1.430000e-08,7.658000e-01,1.696000e+03
Pluvialis_apricaria,5.111008e+00,9.863392e+00,6.000847e+02,2.800000e-01,1.950000e+01,2.600000e+02,8.532128e-02,3.141500e+02,False,False,1.274223e+04,9.864400e-01,1.777300e-02,9.500000e+03,9.382000e-13,6.435000e+02,2.408000e+04
Calidris_alpina,8.415254e+00,9.956567e+00,1.350191e+03,2.800000e-01,8.500000e+00,4.860000e+01,8.532128e-02,3.141500e+02,False,False,2.302413e+03,9.854400e-01,7.114400e-02,1.158070e+03,2.547000e-23,5.266000e+02,4.896000e+03
Cuon_alpinus,4.082361e+01,1.112980e+02,1.134638e+03,3.000000e-01,2.750000e+02,1.500000e+04,7.094776e-02,3.119500e+02,False,True,1.093692e+04,9.467100e-01,3.032600e-02,1.574839e+03,1.100000e-14,2.131000e+04,9.247000e+06
Phoenicopterus_chilensis,5.107525e+00,1.498117e+01,2.511958e+03,2.800000e-01,8.500000e+01,2.530000e+03,1.859107e-02,3.126500e+02,False,False,1.993966e+04,9.975300e-01,2.352000e-02,7.456294e+03,1.145000e-34,3.689000e+02,3.298000e+04
Falco_columbarius,6.636178e+00,1.086103e+01,7.253446e+02,2.800000e-01,1.300000e+01,2.120000e+02,8.754459e-02,3.120000e+02,False,False,1.510065e+04,9.952900e-01,1.048400e-01,7.210824e+03,2.297000e-16,1.573000e+02,2.653000e+04
Pelobates_varaldii,2.845398e+00,9.708208e+02,3.464403e+03,2.800000e-01,3.100000e-03,3.960000e+01,3.243884e+00,2.901500e+02,False,False,7.114557e+01,8.277900e-01,3.249400e-02,1.909340e+01,6.274000e-10,3.563000e+00,2.055000e+04
Perna_canaliculus,5.665630e+00,1.946224e+02,1.075477e+04,1.380000e-01,4.108007e-07,2.536232e+02,1.859639e+05,2.881500e+02,True,False,3.280993e+01,8.575600e-01,1.359100e-02,2.658900e+01,3.083000e-09,6.694000e-05,2.801000e+02
Ceratotherium_simum,5.350438e+02,8.911549e+02,3.560027e+03,3.000000e-01,5.250000e+04,2.175000e+06,4.572575e-03,3.105500e+02,False,True,3.034382e+03,8.348600e-01,1.806400e-01,3.093030e+01,1.470000e-16,2.985000e+07,1.619000e+09
Cistothorus_palustris,2.858030e+00,7.601067e+00,3.995097e+02,2.800000e-01,6.730000e-01,9.400000e+00,2.252762e-01,3.147500e+02,False,False,6.545736e+02,9.398200e-01,2.566300e-02,4.961540e+02,9.885000e-13,1.115000e+02,1.971000e+03
Tunchiornis_ochraceiceps,3.062175e+00,7.075514e+00,4.438996e+02,2.800000e-01,1.730000e+00,1.160000e+01,4.505523e-02,3.147500e+02,False,False,9.128596e+02,9.651400e-01,3.384400e-02,6.788699e+02,1.379000e-12,1.826000e+02,1.496000e+03
Arremon_castaneiceps,2.858030e+00,9.060463e+00,4.438996e+02,2.800000e-01,4.260000e+00,3.500000e+01,4.505523e-02,3.147500e+02,False,False,9.877289e+02,9.615000e-01,4.839000e-02,4.640159e+02,1.808000e-12,5.210000e+02,6.991000e+03
Planorbis_planorbis,1.250000e+01,6.000000e+01,2.100000e+02,1.500000e-01,6.117000e-05,4.336000e-01,1.000000e+01,2.931500e+02,True,False,8.358020e+01,9.631000e-01,1.730000e-02,7.659000e+02,2.806000e-06,5.026000e-03,2.513000e+01
Turdus_rufiventris,2.551812e+00,6.565151e+00,7.768243e+02,2.800000e-01,5.300000e+00,7.220000e+01,7.208837e-02,3.147500e+02,False,False,1.881165e+03,9.813200e-01,5.076000e-02,8.376174e+02,8.172000e-13,2.180000e+02,3.367000e+03
Glyptemys_insculpta,4.086132e+01,7.659714e+03,3.516393e+04,3.000000e-01,4.500000e+00,1.600000e+03,2.047552e-02,2.881500e+02,False,False,1.981166e+02,8.021600e-01,6.502400e-02,1.524570e+01,2.691000e-10,6.071000e+03,1.484000e+06
Mecistops_cataphractus,3.248272e+01,2.919485e+03,1.295687e+04,3.000000e-01,1.504945e+02,6.850000e+04,5.418227e-02,2.981500e+02,False,False,5.724653e+02,8.665700e-01,3.359500e-02,1.856960e+01,1.001000e-10,3.600000e+04,4.293000e+07
Dicrostonyx_groenlandicus,1.886087e+01,2.684262e+01,2.403504e+02,3.000000e-01,4.350000e+00,5.900000e+01,3.967957e-01,3.115500e+02,False,True,1.292103e+03,9.216900e-01,1.456400e-01,3.994897e+02,1.758000e-19,1.744000e+03,7.396000e+04
Pseudosida_bidentata,9.315265e-01,2.484071e+00,1.508186e+01,1.700000e-01,1.292869e-05,5.176471e-04,9.017456e+00,3.021500e+02,False,False,1.382361e+02,7.219100e-01,2.034800e-02,1.738753e+03,2.674000e-05,1.045000e-02,1.502000e-01
Buteo_platypterus,1.182143e+01,1.631693e+01,8.579337e+02,2.800000e-01,2.800000e+01,4.400000e+02,5.332580e-02,3.141500e+02,False,False,4.605102e+03,9.952700e-01,9.533000e-02,1.231116e+03,7.872000e-13,4.248000e+02,3.211000e+04
Raja_clavata,3.279269e+02,7.848742e+03,1.805211e+04,2.000000e-01,8.500000e+00,9.900000e+03,1.809207e-01,2.851500e+02,False,False,8.212134e+02,4.213000e-01,4.402000e-02,2.822000e+01,1.999000e-08,1.273000e+04,1.070000e+07
Pternistis_bicalcaratus,4.899480e+00,6.747602e+00,2.505526e+02,2.800000e-01,1.550000e+01,3.810000e+02,1.245248e-01,3.138500e+02,False,False,1.866534e+02,9.622400e-01,8.201100e-02,2.728280e+01,6.432000e-11,3.520000e+03,6.377000e+03
Gypaetus_barbatus,9.010772e+00,2.638580e+01,2.359772e+03,2.800000e-01,1.250000e+02,6.175000e+03,2.542619e-02,3.116500e+02,False,False,5.856975e+03,9.947400e-01,3.053600e-02,1.009245e+03,9.337000e-14,1.340000e+03,1.047000e+05
Numenius_arquata,5.352620e+00,1.113255e+01,1.490836e+03,2.800000e-01,5.000000e+01,8.285000e+02,8.532128e-02,3.141500e+02,False,False,3.109513e+03,9.867100e-01,6.347000e-02,6.686252e+02,2.834000e-13,2.108000e+03,8.748000e+04
Pongo_pygmaeus,1.684046e+02,8.065497e+02,5.378652e+03,3.000000e-01,1.500000e+03,3.850000e+04,2.831535e-03,3.088500e+02,False,True,1.187988e+03,7.393000e-01,3.292100e-02,4.751670e+01,9.984000e-14,9.974000e+05,5.158000e+07
Cercomacroides_serva,5.271131e+00,6.940887e+00,4.688162e+02,2.800000e-01,2.800000e+00,2.000000e+01,4.266064e-02,3.141500e+02,False,False,7.847905e+03,9.962100e-01,3.912800e-02,8.979786e+03,2.239000e-13,3.708000e+01,9.528000e+02
Geocapromys_ingrahami,8.886123e+01,2.666626e+02,5.600743e+02,3.000000e-01,8.000000e+01,6.600000e+02,1.124851e-02,3.091500e+02,False,True,3.755567e+03,5.858700e-01,1.833500e-02,7.757551e+02,6.767000e-10,8.796000e+04,5.992000e+06
Sporophila_plumbea,2.653885e+00,7.032073e+00,2.663398e+02,2.800000e-01,1.200000e+00,1.030000e+01,1.013743e-01,3.147500e+02,False,False,7.985184e+02,9.490400e-01,3.425900e-02,5.797322e+02,1.312000e-11,1.790000e+02,2.101000e+03
Oryx_leucoryx,1.952677e+02,3.524054e+02,1.502505e+03,3.000000e-01,5.000000e+03,1.500000e+05,1.384355e-02,3.116500e+02,False,True,1.718350e+03,8.907200e-01,1.913400e-01,3.804640e+01,1.265000e-16,2.810000e+06,1.356000e+08
Myodes_rutilus,2.303421e+01,3.392203e+01,4.143161e+02,3.000000e-01,2.900000e+00,2.900000e+01,1.525647e-01,3.097500e+02,False,True,8.598860e+03,9.874100e-01,4.043300e-01,4.480528e+03,1.958000e-15,1.500000e+02,5.932000e+04
Coracias_cyanogaster,3.739438e+00,7.156265e+00,1.018075e+03,2.800000e-01,1.600000e+01,1.420000e+02,2.946738e-02,3.132500e+02,False,False,5.853400e+02,9.882700e-01,5.460000e-02,1.540420e+02,6.102000e-14,8.950000e+02,4.643000e+03
Casuarius_bennetti,1.663701e+01,7.746512e+01,1.581531e+03,2.800000e-01,3.400000e+02,3.500000e+04,8.219884e-02,3.113200e+02,False,False,1.163850e+03,9.749800e-01,1.237700e-01,4.657330e+01,1.641000e-12,3.131000e+04,5.418000e+06
Corynorhinus_rafinesquii,4.860200e+01,5.556660e+01,6.964602e+01,3.000000e-01,2.500000e+00,1.300000e+01,1.435832e-01,3.079500e+02,False,True,3.880597e+02,9.236400e-01,6.170400e-03,2.748466e+02,9.878000e-14,2.561000e+02,2.484000e+04
Antrozous_pallidus,5.624609e+01,1.614626e+02,1.416199e+04,3.000000e-01,3.100000e+00,2.080000e+01,1.900843e-02,3.071500e+02,False,True,2.309158e+03,8.468800e-01,2.055000e-02,1.837778e+03,2.245000e-08,1.424000e+03,1.750000e+05
Neurergus_crocatus,7.225466e+01,2.416517e+03,7.618852e+03,2.800000e-01,4.200000e-03,8.870000e+00,2.479402e-01,2.881500e+02,False,False,1.086615e+02,9.341700e-01,2.050300e-02,5.990460e+01,1.367000e-08,1.248000e+00,3.048000e+03
Deirochelys_reticularia,8.413821e+01,1.601023e+03,7.281045e+03,3.000000e-01,1.100000e+01,2.763000e+03,3.164381e-02,2.951500e+02,False,False,4.273460e+02,9.201600e-01,2.461500e-02,4.169070e+01,1.400000e-09,2.331000e+03,5.597000e+05
Calendulauda_barlowi,2.755957e+00,7.498994e+00,4.438996e+02,2.800000e-01,2.600000e+00,2.830000e+01,4.505523e-02,3.147500e+02,False,False,1.597478e+03,9.750400e-01,3.562200e-02,1.027038e+03,5.609000e-12,1.329000e+02,1.694000e+03
Coenocorypha_pusilla,4.274661e+00,9.540816e+00,9.376324e+02,2.800000e-01,1.100000e+01,7.000000e+01,4.266064e-02,3.141500e+02,False,False,9.719748e+03,9.882800e-01,2.182300e-02,9.499439e+03,1.303000e-15,4.495000e+02,1.710000e+04
Mustela_nigripes,4.522586e+01,1.044852e+02,7.695171e+02,3.000000e-01,9.500000e+00,7.560000e+02,1.622771e-01,3.121500e+02,False,True,1.966058e+03,9.173000e-01,1.408600e-01,2.799455e+02,1.220000e-27,2.813000e+03,3.121000e+06
Phaeognathus_hubrichti,8.000000e+01,3.010328e+03,1.154549e+04,2.800000e-01,1.790000e-01,1.400000e+01,1.365035e-02,2.881500e+02,False,False,7.550378e+01,7.299100e-01,2.618500e-02,2.563420e+01,3.897000e-09,3.495000e+02,1.514000e+04
Ploceus_cucullatus,2.653885e+00,9.586016e+00,1.065359e+03,2.800000e-01,3.500000e+00,3.400000e+01,4.505523e-02,3.147500e+02,False,False,1.755673e+03,9.538300e-01,3.245900e-02,1.089392e+03,1.601000e-14,2.840000e+02,3.905000e+03
Apodemus_agrarius,9.728999e+00,2.606554e+01,2.622445e+02,3.000000e-01,1.900000e+00,4.000000e+01,2.324799e-01,3.106500e+02,False,True,1.926986e+03,9.187600e-01,1.945600e-02,1.325475e+03,2.191000e-11,3.811000e+02,3.346000e+04
Coccyzus_erythropthalmus,2.404063e+00,5.498788e+00,2.689463e+02,2.800000e-01,7.500000e+00,4.850000e+01,5.019590e-02,3.126500e+02,False,False,7.923558e+03,9.942900e-01,9.635000e-02,5.181056e+03,8.417000e-12,1.685000e+02,8.654000e+03
Egretta_thula,4.316384e+00,8.737418e+00,1.226395e+03,2.800000e-01,2.000000e+01,3.700000e+02,6.767151e-02,3.126500e+02,False,False,1.214812e+04,9.915200e-01,2.097600e-02,7.498198e+03,1.609000e-12,3.398000e+02,1.032000e+04
Mytilus_trossulus,2.069002e+00,4.336036e+02,1.489681e+03,9.000000e-02,7.777778e-06,3.777778e+01,1.387142e+04,2.911500e+02,True,False,5.847327e+01,5.285400e-01,4.451700e-02,2.685330e+01,9.115000e-08,9.598000e-03,1.941000e+04
Dryocopus_martius,2.654471e+00,6.879324e+00,7.995925e+02,2.800000e-01,9.000000e+00,2.550000e+02,8.404281e-02,3.120000e+02,False,False,1.415013e+04,9.942200e-01,2.732500e-02,9.606896e+03,4.862000e-13,9.973000e+01,6.257000e+03
Chinchilla_lanigera,1.201995e+02,1.854046e+02,1.705656e+03,3.000000e-01,3.500000e+01,6.425000e+02,4.033638e-02,3.078500e+02,False,True,4.929470e+03,9.524500e-01,5.190100e-02,1.335041e+03,5.171000e-23,3.863000e+03,9.711000e+05
Trochalopteron_elliotii,2.245595e+00,6.258934e+00,6.658494e+02,2.800000e-01,1.500000e+00,4.500000e+01,9.011046e-02,3.147500e+02,False,False,1.158986e+03,9.923900e-01,3.996900e-02,5.705473e+02,3.908000e-13,2.535000e+01,8.113000e+02
Acipenser_nudiventris,2.150340e+01,1.067361e+04,2.561665e+04,2.000000e-01,2.874196e-02,8.000000e+04,6.089714e+02,2.861500e+02,False,False,4.207302e+02,7.561900e-01,9.331300e-02,9.483400e+00,5.067000e-09,5.997000e+00,3.107000e+07
Condylura_cristata,4.464929e+01,1.089217e+02,1.929228e+02,3.000000e-01,1.500000e+00,5.530000e+01,5.701762e-02,3.108500e+02,False,True,2.621613e+03,9.595500e-01,1.191300e-01,1.072143e+03,5.058000e-10,1.923000e+02,2.736000e+05
Carollia_perspicillata,1.106266e+02,1.713995e+02,1.461611e+03,3.000000e-01,5.000000e+00,1.500000e+01,2.326201e-02,3.095500e+02,False,True,9.653317e+02,7.692200e-01,1.455800e-01,3.620441e+02,9.118000e-18,8.045000e+03,4.260000e+05
Tympanuchus_phasianellus,3.102205e+00,4.290284e+00,3.613739e+02,2.800000e-01,1.250000e+01,8.170000e+02,2.490495e-01,3.138500e+02,False,False,1.239266e+04,9.916300e-01,2.005600e-02,5.958847e+03,2.530000e-11,1.405000e+02,1.136000e+03
Rhodeus_amarus,2.071728e+01,4.201005e+02,2.100502e+03,2.000000e-01,2.000000e-03,8.630000e+00,3.237321e-01,2.931500e+02,True,False,4.700735e+01,9.035800e-01,2.974700e-02,3.774540e+01,4.050000e-08,7.991000e-01,5.662000e+02
Aequipecten_opercularis,3.211318e+00,9.601026e+02,9.568913e+03,9.000000e-02,1.640000e-07,1.070000e+02,6.270305e+03,2.831500e+02,True,False,1.474086e+01,9.999700e-01,1.666900e-02,3.878750e+01,3.605000e-08,9.004000e-09,6.447000e-01
Donacobius_atricapilla,3.470465e+00,9.672898e+00,3.240467e+02,2.800000e-01,2.900000e+00,3.600000e+01,5.631904e-02,3.147500e+02,False,False,1.132042e+03,9.743900e-01,2.855000e-02,6.430279e+02,6.318000e-12,1.498000e+02,2.430000e+03
Falco_naumanni,6.304369e+00,1.068570e+01,6.226181e+02,2.800000e-01,1.030000e+01,1.700000e+02,7.003567e-02,3.120000e+02,False,False,1.768581e+04,9.967200e-01,1.098800e-01,9.499271e+03,3.102000e-16,8.576000e+01,1.945000e+04
Phalacrocorax_brasilianus,4.742701e+00,8.834972e+00,6.071082e+02,2.800000e-01,3.000000e+01,1.550000e+03,6.848862e-02,3.138500e+02,False,False,2.771322e+04,9.990600e-01,1.453800e-01,7.300121e+03,1.317000e-15,4.631000e+01,3.948000e+04
Euryceros_prevostii,3.266320e+00,9.103904e+00,7.102394e+02,2.800000e-01,8.000000e+00,8.600000e+01,6.082456e-02,3.147500e+02,False,False,1.363420e+03,9.683200e-01,4.677500e-02,5.278162e+02,1.573000e-12,6.501000e+02,9.309000e+03
Dasyurus_viverrinus,2.283386e+01,1.058060e+02,6.147368e+02,3.000000e-01,2.350000e-02,7.000000e+02,6.636987e-02,3.089500e+02,False,True,4.405058e+03,9.999400e-01,3.566900e-02,1.296595e+03,1.466900e-12,7.810100e-04,1.113364e+03
Uncia_uncia,1.010793e+02,2.528847e+02,1.609136e+03,3.000000e-01,4.750000e+02,5.000000e+04,2.898449e-02,3.110500e+02,False,True,1.423492e+03,9.095700e-01,2.710600e-01,4.303490e+01,1.207000e-22,2.277000e+05,5.527000e+07
Mycteria_cinerea,4.126299e+00,2.181044e+01,1.468447e+03,2.800000e-01,4.100000e+01,2.300000e+03,4.647769e-02,3.126500e+02,False,False,3.089468e+04,9.969200e-01,7.176500e-02,9.394682e+03,6.793000e-17,1.863000e+02,3.469000e+05
Oceanodroma_tristrami,1.683295e+01,3.059847e+01,1.689826e+03,2.800000e-01,9.000000e+00,1.300000e+02,1.775331e-02,3.121500e+02,False,False,8.684151e+03,9.947300e-01,2.021300e-02,6.867853e+03,1.386000e-13,1.233000e+02,1.713000e+04
Myiopsitta_monachus,7.293644e+00,1.358169e+01,1.268063e+03,2.800000e-01,4.760000e+00,8.170000e+01,2.439941e-01,3.119500e+02,False,False,1.079959e+04,9.749800e-01,2.772300e-02,9.497057e+03,8.871000e-16,2.809000e+02,3.284000e+04
Chordeiles_minor,3.465820e+00,6.570546e+00,6.295695e+02,2.800000e-01,5.400000e+00,8.400000e+01,3.176774e-02,3.109500e+02,False,False,1.473668e+04,9.984300e-01,8.327300e-02,9.998329e+03,6.237000e-13,2.069000e+01,2.106000e+03
Corvus_caurinus,3.674610e+00,1.389038e+01,7.413124e+02,2.800000e-01,1.500000e+01,2.940000e+02,9.011046e-02,3.147500e+02,False,False,1.861867e+03,9.543400e-01,4.349900e-02,5.228349e+02,1.624000e-13,1.288000e+03,3.737000e+04
Symsagittifera_roscoffensis,4.824738e+00,1.375050e+02,4.402573e+02,5.000000e-02,4.200000e-06,2.310000e-02,1.243591e+01,2.911500e+02,True,False,3.714595e+00,9.000000e-01,2.307500e-02,9.935910e+01,2.235000e-07,5.684000e-04,1.315000e+00
Centropus_toulou,3.005079e+00,5.805068e+00,4.841033e+02,2.800000e-01,1.020000e+01,2.037500e+02,4.461858e-02,3.126500e+02,False,False,6.931952e+03,9.976200e-01,8.496500e-02,2.812075e+03,2.648000e-12,6.494000e+01,3.753000e+03
Macaca_fascicularis,3.971788e+01,3.036353e+02,3.034624e+03,3.000000e-01,3.200000e+02,6.393000e+03,1.088367e-02,3.107500e+02,False,True,2.131526e+02,9.165700e-01,1.972100e-02,1.448510e+01,1.513000e-12,1.066000e+05,3.211000e+06
Erithacus_rubecula,2.858030e+00,7.965916e+00,8.567263e+02,2.800000e-01,1.800000e+00,1.860000e+01,2.329355e-01,3.147500e+02,False,False,1.232889e+03,8.662300e-01,3.052700e-02,7.871207e+02,3.612000e-16,5.481000e+02,7.532000e+03
Limosa_limosa,3.902952e+00,7.114022e+00,1.106406e+03,2.800000e-01,2.500000e+01,2.940000e+02,8.532128e-02,3.141500e+02,False,False,1.616355e+04,9.908000e-01,3.611700e-02,9.897929e+03,3.943000e-13,6.207000e+02,2.519000e+04
Ardea_purpurea,4.943370e+00,1.142489e+01,1.430719e+03,2.800000e-01,3.700000e+01,1.066000e+03,7.101325e-02,3.121500e+02,False,False,2.646080e+04,9.966800e-01,8.382400e-02,9.500000e+03,2.624000e-18,2.308000e+02,7.776000e+04
Catharus_bicknelli,2.755957e+00,7.134145e+00,5.282405e+02,2.800000e-01,2.500000e+00,3.000000e+01,9.011046e-02,3.147500e+02,False,False,9.400774e+02,9.733400e-01,4.323400e-02,4.811057e+02,8.944000e-14,1.977000e+02,2.996000e+03
Myotis_myotis,7.507583e+01,2.080559e+02,3.550067e+04,3.000000e-01,5.900000e+00,2.855000e+01,1.034247e-02,3.071500e+02,False,True,2.940518e+03,9.078300e-01,1.151600e-01,1.464259e+03,1.457000e-10,2.141000e+03,4.295000e+05
Aglaoctenus_lagotis,1.249986e+01,1.597808e+02,2.336930e+02,1.700000e-01,2.670000e-04,7.200000e-01,5.081105e+00,2.998500e+02,True,False,7.909392e+00,8.572700e-01,6.203500e-03,2.514550e+01,3.764300e-07,1.546600e-01,7.555950e+01
Antigone_canadensis,5.349041e+00,1.103744e+01,1.968687e+03,2.800000e-01,1.091000e+02,4.110000e+03,3.718215e-02,3.126500e+02,False,False,6.088950e+03,9.957100e-01,4.000000e-02,1.101011e+03,4.679000e-14,8.536000e+02,2.183000e+04
Arctocephalus_forsteri,5.072926e+01,4.430212e+02,2.400827e+03,3.000000e-01,3.600000e+03,4.000000e+04,1.274561e-02,3.106500e+02,False,True,6.370745e+02,5.568400e-01,2.400100e-02,1.733110e+01,1.905000e-12,4.818000e+06,4.710000e+07
Rallus_elegans,4.936178e+00,9.316707e+00,1.188511e+03,2.800000e-01,1.470000e+01,3.400000e+02,1.857535e-01,3.127500e+02,False,False,1.387888e+04,9.799000e-01,1.752800e-02,9.499803e+03,5.945000e-13,5.991000e+02,1.998000e+04
Gammarus_roeselii,1.053785e+01,6.879222e+02,2.502689e+03,1.700000e-01,1.230000e-04,5.910000e-02,5.949982e+00,2.861500e+02,True,False,4.613270e+01,8.279100e-01,1.384600e-02,3.985945e+02,1.373000e-05,8.377000e-02,1.265000e+01
Lycaon_pictus,6.903569e+01,1.975997e+02,1.248419e+03,3.000000e-01,3.180000e+02,2.650000e+04,1.089378e-01,3.114500e+02,False,True,4.696699e+03,7.101600e-01,1.247300e-01,2.057776e+02,8.601000e-19,2.379000e+05,1.726000e+08
Oceanites_oceanicus,7.877604e+00,1.557617e+01,1.960449e+03,2.800000e-01,6.500000e+00,5.800000e+01,1.530262e-02,3.105500e+02,False,False,4.806354e+03,9.971700e-01,7.246500e-02,2.683662e+03,2.325000e-15,6.478000e+01,5.530000e+03
Charadrius_vociferus,3.467956e+00,6.550583e+00,5.110097e+02,2.800000e-01,9.000000e+00,1.210000e+02,8.532128e-02,3.141500e+02,False,False,2.392720e+03,9.887000e-01,3.204600e-02,1.080121e+03,1.658000e-12,2.893000e+02,5.331000e+03
Basiliscus_basiliscus,4.431798e+01,3.397712e+02,1.237513e+03,3.000000e-01,2.000000e+00,1.601000e+02,2.969666e-01,3.011500e+02,False,False,2.560536e+02,4.747200e-01,1.851900e-02,3.165050e+01,6.032000e-09,6.303000e+03,2.070000e+05
Aethia_cristatella,1.016597e+01,1.465427e+01,5.203785e+02,2.800000e-01,2.950000e+01,2.870000e+02,2.075413e-02,3.138500e+02,False,False,9.563947e+03,9.948100e-01,2.226400e-02,5.896691e+03,2.292000e-12,4.517000e+02,9.968000e+03
Speleomantes_ambrosii,6.558538e+02,3.402913e+03,1.334286e+04,2.800000e-01,8.710000e-02,1.330000e+01,1.274090e-02,2.881500e+02,False,False,9.605330e+01,8.267100e-01,9.771800e-03,4.562380e+01,3.166000e-08,6.180000e+01,2.705000e+03
Panthera_tigris_tigris,7.261801e+01,2.946073e+02,1.290345e+03,3.000000e-01,1.190000e+03,1.600000e+05,1.317477e-02,3.110500e+02,False,True,3.411409e+03,9.834700e-01,5.892200e-02,1.217629e+02,4.744000e-12,3.128000e+04,1.849000e+07
Numenius_phaeopus,4.088807e+00,6.272334e+00,1.134535e+03,2.800000e-01,3.500000e+01,3.657000e+02,8.532128e-02,3.141500e+02,False,False,3.057345e+03,9.896300e-01,9.347000e-02,7.600775e+02,3.332000e-13,1.294000e+03,1.828000e+04
Otus_senegalensis,5.973843e+00,9.805406e+00,8.068388e+02,2.800000e-01,8.000000e+00,8.900000e+01,8.365984e-02,3.126500e+02,False,False,2.052863e+04,9.917100e-01,4.013600e-02,1.981550e+04,3.170000e-14,1.908000e+02,1.488000e+04
Pycnogonum_litorale,5.138109e+01,5.170222e+02,5.274590e+03,1.700000e-01,2.522321e-07,7.700000e-02,9.384615e+01,2.881500e+02,True,False,9.368246e+00,9.517000e-01,5.472000e-04,2.440000e+02,3.298000e-08,8.419000e-06,2.095000e+00
Progne_chalybea,3.164247e+00,1.119093e+01,6.170205e+02,2.800000e-01,2.800000e+00,4.200000e+01,7.208837e-02,3.147500e+02,False,False,1.082842e+03,9.658600e-01,3.052700e-02,5.565823e+02,2.949000e-12,1.885000e+02,4.612000e+03
Myadestes_palmeri,2.960102e+00,1.007466e+01,9.677012e+02,2.800000e-01,3.600000e+00,4.300000e+01,1.261546e-01,3.147500e+02,False,False,1.109073e+03,9.186200e-01,4.246000e-02,4.965476e+02,3.318000e-16,8.133000e+02,1.568000e+04
Dendrocygna_bicolor,6.168858e+00,1.878114e+01,5.155902e+02,2.800000e-01,2.780000e+01,7.165000e+02,2.889116e-01,3.143500e+02,False,False,3.341625e+03,9.688600e-01,4.261100e-02,8.536087e+02,4.165000e-13,2.024000e+03,1.847000e+05
Lagothrix_lagothricha,1.221472e+02,7.444519e+02,2.844822e+03,3.000000e-01,3.000000e+02,7.650000e+03,5.624254e-03,3.091500e+02,False,True,4.513825e+02,7.225700e-01,1.978800e-02,2.673800e+01,5.539000e-12,2.645000e+05,8.772000e+06
Alona_iheringula,1.006101e+00,3.056268e+00,3.416946e+01,1.700000e-01,3.097386e-06,1.720000e-05,8.802926e-01,2.981500e+02,False,False,1.387932e+02,6.458200e-01,1.503300e-02,5.190840e+03,7.904000e-06,4.202000e-03,3.517000e-02
Psittacula_eupatria,3.301225e+00,1.100408e+01,1.721353e+03,2.800000e-01,1.000000e+01,2.380000e+02,2.788504e-02,3.119500e+02,False,False,1.050044e+04,9.978400e-01,5.318000e-02,5.345524e+03,6.659000e-18,5.013000e+01,1.153000e+04
