species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb_p,E_Hp
Raja_montagui,3.279269e+02,3.912544e+03,1.805211e+04,2.000000e-01,5.300000e+00,2.788000e+03,7.644538e-02,2.851500e+02,False,False,6.966373e+02,7.596200e-01,5.405200e-02,5.809670e+01,1.209000e-08,2.124138e-03,1.305000e+06
Falco_mexicanus,6.857384e+00,1.264700e+01,9.823565e+02,2.800000e-01,3.060000e+01,9.440000e+02,7.879013e-02,3.120000e+02,False,False,1.224236e+04,9.952200e-01,9.266200e-02,3.499998e+03,1.802000e-12,5.976155e-03,6.039000e+04
Chirocentrus_nudus,9.026620e-01,1.377036e+02,2.677883e+03,2.000000e-01,3.773184e-04,1.200000e+03,2.925759e+02,2.981500e+02,True,False,2.183158e+02,9.742300e-01,2.797600e-02,3.926050e+01,1.417000e-09,1.744197e-06,4.136000e+03
Saxicola_rubetra,2.858030e+00,6.141671e+00,3.062907e+02,2.800000e-01,1.700000e+00,2.100000e+01,2.815952e-01,3.147500e+02,False,False,1.096469e+03,9.381200e-01,3.136400e-02,6.949663e+02,4.366000e-12,8.721334e-02,2.878000e+03
Progne_subis,3.062175e+00,1.254825e+01,6.170205e+02,2.800000e-01,5.000000e+00,6.400000e+01,1.126381e-01,3.147500e+02,False,False,1.780595e+03,8.100300e-01,3.636500e-02,7.382583e+02,2.535000e-12,5.277778e-02,3.744000e+04
Deania_calceus,2.258862e+03,2.213554e+04,5.565469e+04,2.000000e-01,8.730000e+01,6.600000e+03,6.715047e-03,2.781500e+02,False,False,7.149429e+02,7.070300e-01,7.392500e-02,3.758680e+01,3.080000e-08,1.069013e-02,7.274000e+06
Galeocerdo_cuvier,2.911215e+02,1.769145e+03,5.764292e+03,2.000000e-01,9.290000e+02,1.144000e+06,2.368027e-02,2.991500e+02,False,False,9.539094e+02,9.769000e-01,2.173000e-02,1.974230e+01,1.815000e-09,4.824364e-03,3.103000e+06
Circus_aeruginosus,1.422579e+01,1.884973e+01,9.423206e+02,2.800000e-01,2.430000e+01,7.430000e+02,1.066516e-01,3.141500e+02,False,False,4.505166e+03,9.932100e-01,5.112000e-02,1.204397e+03,5.200000e-14,1.380623e-02,2.601000e+04
Calcarius_lapponicus,2.449740e+00,5.733381e+00,2.663398e+02,2.800000e-01,1.500000e+00,2.835000e+01,1.126381e-01,3.147500e+02,False,False,8.573254e+02,9.864300e-01,4.097800e-02,4.491431e+02,8.230000e-12,5.728175e-02,1.008000e+03
Crocodylus_rhombifer,2.385302e+01,1.823335e+03,1.328848e+04,3.000000e-01,1.120000e+02,8.000000e+04,1.264253e-01,2.981500e+02,False,False,7.541293e+02,8.419200e-01,6.600300e-02,2.043030e+01,1.630000e-10,2.770796e-03,2.260000e+07
Rhabdotorrhinus_corrugatus,5.289936e+00,1.505230e+01,2.545187e+03,2.800000e-01,3.000000e+01,1.590000e+03,1.964492e-02,3.132500e+02,False,False,5.356531e+03,9.988800e-01,6.218100e-02,1.126096e+03,6.587000e-19,3.334194e-03,1.936000e+04
Tauraco_corythaix,4.432602e+00,9.370905e+00,6.984612e+02,2.800000e-01,2.000000e+01,3.120000e+02,4.438328e-02,3.121500e+02,False,False,1.526731e+04,9.941600e-01,3.116300e-02,9.500000e+03,3.589000e-12,2.047791e-02,1.381000e+04
Gygis_alba,1.076397e+01,2.132467e+01,1.729777e+03,2.800000e-01,1.600000e+01,1.250000e+02,2.075413e-02,3.138500e+02,False,False,3.487413e+03,9.917800e-01,4.442300e-02,1.607971e+03,1.105000e-13,1.262398e-02,3.670000e+04
Speleomantes_ambrosii,6.558538e+02,3.402913e+03,1.334286e+04,2.800000e-01,8.710000e-02,1.330000e+01,1.274090e-02,2.881500e+02,False,False,9.605330e+01,8.267100e-01,9.771800e-03,4.562380e+01,3.166000e-08,2.284658e-02,2.705000e+03
Xiphias_gladius,1.898303e+00,1.642500e+03,4.015000e+03,2.000000e-01,1.661124e-03,6.500000e+05,4.109589e+04,2.931500e+02,True,False,1.651206e+03,8.992600e-01,3.836800e-02,5.012570e+01,5.065000e-08,7.129690e-09,1.226000e+07
Accipiter_cooperii,5.973843e+00,9.658038e+00,1.091922e+03,2.800000e-01,2.200000e+01,5.180000e+02,7.436430e-02,3.126500e+02,False,False,1.568670e+04,9.953800e-01,5.603900e-02,6.897050e+03,1.071000e-13,1.323050e-02,1.718000e+04
Phasianus_colchicus,5.384922e+00,7.054678e+00,1.265804e+03,2.800000e-01,1.850000e+01,1.000000e+03,2.346335e-01,3.141500e+02,False,False,3.897257e+03,9.914600e-01,4.944000e-02,9.203226e+02,2.339000e-28,7.282934e-02,4.008000e+03
Phalacrocorax_aristotelis,4.884206e+00,1.143893e+01,1.557655e+03,2.800000e-01,3.580000e+01,1.990000e+03,5.893476e-02,3.132500e+02,False,False,3.643850e+03,9.966400e-01,5.423100e-02,6.526384e+02,2.002000e-13,1.199796e-02,1.957000e+04
Sceloporus_undulatus,2.597660e+01,5.810443e+01,1.795381e+03,3.000000e-01,5.600000e-01,1.800000e+01,1.706279e-01,2.971500e+02,False,False,5.415735e+02,5.573700e-01,1.257800e-02,2.178685e+02,5.781000e-09,3.745968e-02,2.480000e+04
Ardeola_idae,4.939861e+00,1.031879e+01,8.068388e+02,2.800000e-01,2.150000e+01,2.530000e+02,5.391412e-02,3.126500e+02,False,False,1.842841e+04,9.916200e-01,2.418500e-02,1.400090e+04,3.136000e-12,2.183415e-02,2.050000e+04
Geothlypis_formosa,2.551812e+00,6.017878e+00,3.107297e+02,2.800000e-01,2.800000e+00,1.420000e+01,1.013743e-01,3.147500e+02,False,False,8.352104e+02,9.300300e-01,5.602700e-02,4.757001e+02,1.059000e-11,1.366139e-01,5.812000e+03
Chlorochrysa_nitidissima,3.470465e+00,1.186199e+01,6.658494e+02,2.800000e-01,2.300000e+00,1.330000e+01,2.252762e-02,3.147500e+02,False,False,8.568912e+02,9.380500e-01,2.737300e-02,6.026442e+02,1.739000e-12,1.134105e-01,3.281000e+03
Dromas_ardeola,4.238612e+00,1.053231e+01,1.172041e+03,2.800000e-01,4.400000e+01,2.980000e+02,2.133032e-02,3.141500e+02,False,False,6.116667e+03,9.927700e-01,4.463800e-02,2.579189e+03,6.195000e-17,2.869779e-02,4.070000e+04
Grus_americana,5.809820e+00,1.730451e+01,1.290942e+03,2.800000e-01,1.372000e+02,6.948500e+03,3.718215e-02,3.126500e+02,False,False,9.170058e+03,9.963400e-01,4.000000e-02,1.588100e+03,6.476000e-13,8.185189e-03,9.709000e+04
Anthobaphes_violacea,2.960102e+00,9.892233e+00,2.219498e+02,2.800000e-01,1.200000e+00,8.800000e+00,3.829695e-02,3.147500e+02,False,False,5.818010e+02,9.563300e-01,3.082600e-02,4.244041e+02,1.483000e-11,6.917051e-02,2.170000e+03
Corvus_monedula,3.715439e+00,1.648515e+01,1.020969e+03,2.800000e-01,1.130000e+01,2.600000e+02,1.103853e-01,3.147500e+02,False,False,2.334984e+03,9.036200e-01,3.630100e-02,7.332541e+02,7.995000e-13,3.034118e-02,5.481000e+04
Chirocentrus_dorab,9.026620e-01,1.721295e+02,2.677883e+03,2.000000e-01,3.773184e-04,1.200000e+03,2.925759e+02,2.981500e+02,True,False,1.756044e+02,9.742300e-01,2.753400e-02,3.191000e+01,1.372000e-09,1.115650e-06,5.949000e+03
Leptoptilos_crumeniferus,4.421034e+00,1.915782e+01,2.404380e+03,2.800000e-01,6.800000e+01,7.000000e+03,3.718215e-02,3.126500e+02,False,False,1.683436e+04,9.988300e-01,1.269000e-01,2.478211e+03,3.889000e-19,4.693622e-04,2.399000e+05
Lobatus_gigas,2.116685e+00,6.781328e+02,7.725899e+03,1.500000e-01,1.400000e-05,5.000000e+02,1.760313e+04,3.001500e+02,True,False,1.945736e+01,8.670000e-01,1.172600e-02,1.504730e+01,1.929000e-11,2.776398e-08,2.093000e+05
Myadestes_palmeri,2.960102e+00,1.007466e+01,9.677012e+02,2.800000e-01,3.600000e+00,4.300000e+01,1.261546e-01,3.147500e+02,False,False,1.109073e+03,9.186200e-01,4.246000e-02,4.965476e+02,3.318000e-16,5.186862e-02,1.568000e+04
Zonotrichia_atricapilla,2.449740e+00,5.733381e+00,4.660946e+02,2.800000e-01,3.100000e+00,3.150000e+01,1.351657e-01,3.147500e+02,False,False,1.232784e+03,9.653300e-01,5.013600e-02,6.329682e+02,3.891000e-12,8.426184e-02,3.590000e+03
Pterodroma_hypoleuca,8.951822e+00,2.327474e+01,2.012728e+03,2.800000e-01,3.900000e+01,3.600000e+02,1.530262e-02,3.105500e+02,False,False,2.385547e+03,9.923100e-01,7.198800e-02,5.972956e+02,8.321000e-14,2.230571e-02,5.057000e+04
Prosopeia_tabuensis,3.959891e+00,1.187967e+01,1.398165e+03,2.800000e-01,3.000000e+01,2.500000e+02,3.898682e-02,3.116500e+02,False,False,1.496176e+04,9.900000e-01,4.978800e-02,8.547606e+03,3.247000e-17,1.424716e-02,6.781000e+04
Mytilus_californianus,1.182287e+00,4.327169e+02,8.630693e+03,9.000000e-02,7.290000e-08,1.000000e+02,2.780773e+04,2.911500e+02,True,False,1.078888e+01,9.804600e-01,2.132200e-02,4.844100e+00,1.845000e-09,2.027112e-07,1.586000e+01
Coenocorypha_pusilla,4.274661e+00,9.540816e+00,9.376324e+02,2.800000e-01,1.100000e+01,7.000000e+01,4.266064e-02,3.141500e+02,False,False,9.719748e+03,9.882800e-01,2.182300e-02,9.499439e+03,1.303000e-15,2.628655e-02,1.710000e+04
Micropterus_dolomieu,3.163838e+00,4.619204e+02,6.004965e+03,2.000000e-01,3.820000e-04,5.400000e+03,9.135773e+01,2.981500e+02,True,False,2.095235e+02,9.979000e-01,1.411100e-02,1.875760e+01,9.992000e-10,1.278402e-06,6.408000e+02
Ammospiza_leconteii,2.551812e+00,5.105755e+00,1.775598e+02,2.800000e-01,1.700000e+00,1.380000e+01,1.802209e-01,3.147500e+02,False,False,1.180133e+03,9.465600e-01,3.673500e-02,8.446628e+02,8.111000e-11,1.286184e-01,1.824000e+03
Branchinella_thailandensis,1.898303e+00,6.011293e+00,1.423727e+01,1.700000e-01,6.395721e-07,2.147059e-01,6.286865e+02,2.981500e+02,True,False,3.450261e+02,9.977000e-01,3.234300e-02,8.282586e+03,1.237000e-04,1.534258e-06,2.306000e+00
Pooecetes_gramineus,2.449740e+00,6.098230e+00,3.506807e+02,2.800000e-01,2.300000e+00,2.515000e+01,9.011046e-02,3.147500e+02,False,False,1.123329e+03,9.746500e-01,4.564000e-02,6.300585e+02,1.028000e-11,7.465816e-02,2.194000e+03
Motacilla_flava,2.653885e+00,6.667224e+00,3.906317e+02,2.800000e-01,1.000000e+00,1.800000e+01,1.351657e-01,3.147500e+02,False,False,1.177860e+03,9.763700e-01,2.552700e-02,8.828024e+02,1.468000e-12,5.471136e-02,8.055000e+02
Macrocheira_kaempferi,2.150340e+01,4.805960e+03,9.568913e+04,1.700000e-01,1.800000e-04,1.900000e+04,1.567576e+03,2.831500e+02,True,False,4.529965e+01,9.519400e-01,3.321500e-02,1.309800e+01,1.563000e-10,7.346579e-07,3.976000e+04
Vanellus_armatus,1.162106e+01,1.675878e+01,8.719982e+02,2.800000e-01,1.110000e+01,1.580000e+02,7.465612e-02,3.141500e+02,False,False,1.477005e+03,9.898800e-01,5.267900e-02,4.666339e+02,2.223000e-14,2.541519e-02,1.409000e+04
Gammarus_pulex,1.120860e+02,7.125469e+02,1.082696e+03,1.700000e-01,1.350000e-04,5.100000e-02,3.183411e-01,2.861500e+02,True,False,4.028563e+01,8.942400e-01,1.776000e-02,3.233844e+02,3.032000e-06,1.534838e-02,3.545000e+00
Stigmochelys_pardalis,1.300753e+02,3.416295e+03,1.895896e+04,3.000000e-01,9.950000e+01,5.400000e+04,7.911827e-02,2.971500e+02,False,False,5.362003e+02,7.430100e-01,1.248900e-02,2.065630e+01,1.067000e-10,2.451054e-03,2.135000e+07
Haematopus_bachmani,5.833665e+00,1.032916e+01,2.015910e+03,2.800000e-01,3.250000e+01,5.484000e+02,5.759187e-02,3.141500e+02,False,False,1.982287e+03,9.933300e-01,9.282000e-02,3.908194e+02,3.684000e-16,3.018839e-02,2.601000e+04
Thamnophis_sirtalis,6.327677e+01,5.251972e+02,3.233443e+03,3.000000e-01,5.300000e+00,2.318000e+03,1.039140e-01,2.991500e+02,False,False,7.166884e+02,9.421100e-01,2.048100e-02,9.330210e+01,2.862000e-09,3.433819e-03,1.715000e+05
Oceanodroma_leucorhoa,1.813792e+01,2.894046e+01,2.027791e+03,2.800000e-01,8.500000e+00,8.700000e+01,1.775331e-02,3.121500e+02,False,False,2.891571e+03,9.930500e-01,3.086700e-02,1.612101e+03,1.389000e-14,1.680556e-02,1.224000e+04
Anarhichas_denticulatus,1.609634e+03,1.175033e+04,3.133420e+04,2.000000e-01,9.740981e-02,3.200000e+04,2.170153e+01,2.761500e+02,True,False,4.216785e+02,7.329700e-01,1.713100e-02,2.302769e+02,2.594900e-07,7.433951e-06,6.924138e+06
Rhinopomastus_cyanomelas,3.665767e+00,6.981543e+00,5.378925e+02,2.800000e-01,2.200000e+00,3.030000e+01,1.078282e-01,3.126500e+02,False,False,5.441736e+03,9.943600e-01,9.009100e-02,3.861997e+03,1.373000e-16,7.938206e-03,5.049000e+03
Taeniopygia_guttata,3.062175e+00,1.035915e+01,5.326795e+02,2.800000e-01,8.000000e-01,1.170000e+01,1.126381e-01,3.147500e+02,False,False,7.726178e+02,9.210800e-01,2.626100e-02,5.597757e+02,3.552000e-12,4.474812e-02,3.732000e+03
Anous_tenuirostris,1.046497e+01,1.627335e+01,1.300946e+03,2.800000e-01,1.700000e+01,1.150000e+02,2.075413e-02,3.138500e+02,False,False,4.213256e+03,9.958100e-01,8.159200e-02,1.782632e+03,1.206000e-13,1.553239e-02,1.775000e+04
Huso_huso,2.247923e+01,9.399528e+03,2.695902e+04,2.000000e-01,6.500000e-02,3.200000e+06,3.412555e+03,2.881500e+02,False,False,1.899262e+03,4.308100e-01,1.551200e-02,1.667810e+01,1.154000e-08,5.696248e-07,2.772000e+07
Pica_pica,4.287045e+00,1.450282e+01,9.632622e+02,2.800000e-01,7.000000e+00,1.850000e+02,1.351657e-01,3.147500e+02,False,False,1.515675e+03,9.548800e-01,2.929500e-02,5.282844e+02,1.194000e-12,2.969883e-02,1.793000e+04
Alburnoides_bipunctatus,1.458659e+01,1.611818e+03,3.194463e+03,2.000000e-01,3.100000e-03,3.000000e+01,9.391251e+00,2.891500e+02,True,False,1.378967e+02,6.917900e-01,5.974200e-02,3.338310e+01,5.777000e-08,1.083283e-04,3.314000e+04
Psittrichas_fulgidus,8.427657e+00,2.580490e+01,1.761860e+03,2.800000e-01,1.500000e+01,8.650000e+02,2.837910e-02,3.119500e+02,False,False,2.071727e+04,9.976800e-01,2.923700e-02,1.047869e+04,1.025000e-13,1.820374e-03,2.778000e+04
Columba_palumbus,3.090312e+00,1.624305e+01,8.583158e+02,2.800000e-01,1.400000e+01,5.000000e+02,1.237307e-01,3.137800e+02,False,False,1.645873e+04,9.239400e-01,2.544100e-02,8.923175e+03,9.559000e-14,2.774158e-02,9.055000e+03
Stephanoaetus_coronatus,1.963559e+01,3.408541e+01,8.438692e+02,2.800000e-01,9.300000e+01,3.950000e+03,1.919729e-02,3.141500e+02,False,False,1.821110e+04,9.980600e-01,3.502000e-02,4.856715e+03,2.945000e-12,2.167318e-03,1.279000e+05
Caiman_latirostris,2.608924e+01,2.213152e+03,1.605691e+04,3.000000e-01,3.000000e+01,6.200000e+04,1.625468e-01,2.981500e+02,False,False,4.940242e+02,9.194500e-01,3.432400e-02,1.658060e+01,1.567000e-10,1.697279e-03,3.822000e+06
Hippocampus_kuda,1.183143e+01,6.014308e+01,8.996814e+02,2.000000e-01,3.100000e-03,1.150000e+02,5.557523e+00,3.009500e+02,True,False,4.154754e+01,9.940400e-01,2.268200e-02,4.536060e+01,3.368000e-09,1.916091e-04,3.766000e+02
Daphnia_obtusa,1.745456e+00,6.732473e+00,2.485197e+01,1.700000e-01,8.701706e-06,1.223529e-03,8.772779e+00,2.951500e+02,False,False,2.741429e+02,7.180900e-01,1.710400e-02,3.162144e+03,3.340000e-04,2.672697e-02,1.824000e-01
Lumbricus_rubellus,2.897842e+01,8.772919e+01,2.065010e+03,1.600000e-01,8.000000e-03,3.810000e+00,9.716591e-02,2.956500e+02,False,False,3.455621e+02,9.850200e-01,2.336700e-02,3.716324e+02,4.751000e-09,3.641052e-03,3.878000e+01
Rallus_limicola,4.263063e+00,7.621469e+00,4.530197e+02,2.800000e-01,5.700000e+00,7.000000e+01,1.688668e-01,3.127500e+02,False,False,3.174894e+03,9.733400e-01,3.528000e-02,1.836265e+03,9.996000e-12,4.775281e-02,1.068000e+04
Sardinella_albella,3.293736e+00,4.007379e+02,3.205903e+03,2.000000e-01,3.200000e-04,2.840000e+01,2.994476e+02,2.921500e+02,True,False,2.746854e+03,7.700000e-01,2.126900e-02,2.089998e+03,1.081000e-08,3.744025e-07,5.649000e+04
Perdix_perdix,4.899480e+00,6.747602e+00,2.505526e+02,2.800000e-01,9.250000e+00,3.860000e+02,3.320660e-01,3.138500e+02,False,False,3.431389e+03,9.886800e-01,7.034000e-02,9.543832e+02,2.699000e-11,3.983479e-02,6.537000e+03
Lophotibis_cristata,4.060625e+00,1.254833e+01,8.618110e+02,2.800000e-01,3.640000e+01,5.830000e+02,5.325993e-02,3.121500e+02,False,False,1.911326e+04,9.910300e-01,3.095000e-02,1.045700e+04,2.203000e-13,1.055779e-02,7.225000e+04
Catharus_dryas,2.858030e+00,7.965916e+00,4.438996e+02,2.800000e-01,3.890000e+00,3.000000e+01,4.505523e-02,3.147500e+02,False,False,1.139090e+03,9.666900e-01,4.614000e-02,5.965365e+02,1.602000e-12,9.058481e-02,4.121000e+03
Malurus_splendens,2.755957e+00,6.769296e+00,6.658494e+02,2.800000e-01,3.300000e+00,3.000000e+01,1.351657e-01,3.147500e+02,False,False,1.228439e+03,9.488300e-01,4.385800e-02,6.506892e+02,1.321000e-12,8.582117e-02,5.346000e+03
Pseudoseisura_lophotes,3.878755e+00,1.117573e+01,2.219498e+02,2.800000e-01,5.700000e+00,6.930000e+01,6.307732e-02,3.147500e+02,False,False,1.288149e+03,9.628800e-01,3.187900e-02,5.835486e+02,4.098000e-11,6.270124e-02,7.019000e+03
Dissostichus_mawsoni,5.531569e+02,1.929967e+04,9.138925e+04,2.000000e-01,4.770000e-02,1.210000e+05,5.732821e+02,2.744500e+02,True,False,4.042186e+03,4.500000e-01,2.848100e-02,3.790260e+02,6.437000e-08,1.041481e-07,7.184000e+07
Liopholis_inornata,5.842067e+01,2.171301e+02,2.431929e+03,3.000000e-01,1.850000e+00,2.140657e+01,2.467177e-02,2.981500e+02,False,False,8.727265e+01,4.572100e-01,1.966300e-02,1.555570e+01,3.353000e-09,1.861247e-01,6.544000e+04
Acipenser_persicus,1.367098e+01,3.640523e+03,1.423500e+04,2.000000e-01,9.765937e-02,7.000000e+04,3.013000e+02,2.931500e+02,False,False,5.620473e+02,5.657100e-01,4.375900e-02,1.232640e+01,8.726000e-10,1.448381e-06,3.613000e+07
Phaethon_lepturus,9.199241e+00,2.064299e+01,1.923839e+03,2.800000e-01,3.500000e+01,4.100000e+02,2.034184e-02,3.116800e+02,False,False,9.827178e+03,9.952500e-01,5.676300e-02,3.880073e+03,1.121000e-14,7.746878e-03,6.005000e+04
Symsagittifera_roscoffensis,4.824738e+00,1.375050e+02,4.402573e+02,5.000000e-02,4.200000e-06,2.310000e-02,1.243591e+01,2.911500e+02,True,False,3.714595e+00,9.000000e-01,2.307500e-02,9.935910e+01,2.235000e-07,4.322433e-04,1.315000e+00
Phymaturus_antofagastensis,1.085566e+02,2.750101e+03,8.805146e+03,3.000000e-01,9.478933e-01,3.010000e+01,2.271399e-03,2.911500e+02,False,False,6.560349e+01,9.168800e-01,5.119900e-02,2.060020e+01,1.097000e-09,3.655602e-02,1.205000e+04
Aquila_spilogaster,8.219477e+00,1.935117e+01,2.826483e+03,2.800000e-01,7.000000e+01,1.631000e+03,3.396447e-02,3.116700e+02,False,False,8.275090e+03,9.952700e-01,8.567100e-02,1.797850e+03,3.047000e-20,5.590909e-03,1.364000e+05
Carcharias_taurus,2.892414e+01,1.295801e+03,2.533755e+03,2.000000e-01,9.200000e+00,2.690000e+05,4.736055e+00,2.991500e+02,False,False,1.228548e+03,9.245500e-01,5.600500e-02,3.294260e+01,6.058000e-09,4.410089e-05,1.685000e+07
Larus_pacificus,5.185318e+00,1.237432e+01,1.381045e+03,2.800000e-01,6.300000e+01,1.500000e+03,4.583485e-02,3.143500e+02,False,False,2.423540e+04,9.961600e-01,4.057800e-02,9.499993e+03,5.658000e-17,4.888685e-03,9.792000e+04
Peltophryne_lemur,4.973512e-01,1.820305e+02,1.942405e+03,2.800000e-01,5.000000e-02,6.912000e+02,8.262951e+00,3.008500e+02,False,False,3.782350e+02,8.578700e-01,9.540000e-02,6.925120e+01,4.327000e-10,1.894599e-04,1.907000e+05
Cypseloides_niger,5.593270e+00,1.338099e+01,9.152911e+02,2.800000e-01,3.300000e+00,4.420000e+01,1.759003e-02,3.120500e+02,False,False,4.680478e+03,9.962300e-01,2.005700e-02,4.417235e+03,3.487000e-12,1.524917e-02,2.408000e+03
Nestor_notabilis,6.769757e+00,1.545838e+01,3.312296e+03,2.800000e-01,1.870000e+01,9.220000e+02,5.675821e-02,3.119500e+02,False,False,2.706679e+04,9.981900e-01,1.146400e-01,9.220148e+03,7.161000e-25,1.281392e-03,4.396000e+04
Macrochelys_temminckii,4.670403e+01,2.827351e+03,1.777086e+04,3.000000e-01,2.994233e+00,5.850000e+04,1.186774e-01,2.971500e+02,False,False,5.024430e+02,9.844500e-01,9.558400e-03,2.577460e+01,1.686000e-10,5.342321e-04,1.706000e+05
Cypseloides_fumigatus,8.371975e+00,1.556477e+01,7.547941e+02,2.800000e-01,5.000000e+00,4.400000e+01,2.133032e-02,3.141500e+02,False,False,4.163646e+03,9.961300e-01,4.672600e-02,2.876835e+03,1.087000e-13,8.342260e-03,7.842000e+03
Actinonaias_ligamentina,2.247923e+01,2.201147e+03,1.567927e+04,9.000000e-02,5.300000e-07,1.017000e+03,2.663704e+03,2.881500e+02,True,False,3.595064e+01,9.833500e-01,3.880600e-03,1.486380e+01,9.080000e-10,6.612875e-08,5.763000e+01
Urocolius_macrourus,2.568038e+00,4.348510e+00,6.238775e+02,2.800000e-01,2.340000e+00,5.578000e+01,2.885182e-01,3.130200e+02,False,False,4.762225e+03,9.896100e-01,5.832000e-02,2.947677e+03,1.124000e-14,2.433428e-02,2.471000e+03
Coracias_cyanogaster,3.739438e+00,7.156265e+00,1.018075e+03,2.800000e-01,1.600000e+01,1.420000e+02,2.946738e-02,3.132500e+02,False,False,5.853400e+02,9.882700e-01,5.460000e-02,1.540420e+02,6.102000e-14,1.927633e-01,4.643000e+03
Lepomis_macrochirus,5.400401e+00,4.073393e+02,2.732673e+03,2.000000e-01,4.585824e-03,3.402000e+02,4.037591e+02,2.981500e+02,True,False,1.461372e+02,7.525200e-01,7.027300e-02,2.489330e+01,3.151000e-09,1.337844e-04,2.069000e+04
Pelecanoides_georgicus,1.843341e+01,2.614951e+01,1.408188e+03,2.800000e-01,1.500000e+01,1.650000e+02,1.775331e-02,3.121500e+02,False,False,3.276740e+03,9.973300e-01,9.999000e-02,1.045422e+03,5.660000e-15,1.094834e-02,1.297000e+04
Lonchura_oryzivora,2.858030e+00,1.489805e+01,2.663398e+02,2.800000e-01,2.000000e+00,2.480000e+01,1.126381e-01,3.147500e+02,False,False,8.776346e+02,8.763800e-01,2.777500e-02,4.679899e+02,2.748000e-11,4.167795e-02,1.329000e+04
Cypseloides_cherriei,5.593270e+00,1.384826e+01,9.096060e+02,2.800000e-01,3.400000e+00,2.230000e+01,1.759003e-02,3.120500e+02,False,False,5.041077e+01,9.585200e-01,6.093000e-02,1.786510e+01,2.805000e-12,5.362345e-01,1.689000e+03
Sturnus_vulgaris,2.449740e+00,1.011157e+01,1.016530e+03,2.800000e-01,6.400000e+00,7.400000e+01,2.252762e-01,3.147500e+02,False,False,1.830442e+03,8.189700e-01,4.841200e-02,6.712987e+02,2.020000e-14,5.114445e-02,5.199000e+04
Lepomis_cyanellus,1.265535e+00,1.154801e+02,2.309602e+03,2.000000e-01,5.230000e-04,9.600000e+02,1.125735e+02,2.981500e+02,True,False,1.686717e+02,9.923700e-01,7.457900e-02,1.936360e+01,2.585000e-09,5.662594e-05,2.128000e+02
Atlapetes_semirufus,3.041760e+00,6.872675e+00,6.658494e+02,2.800000e-01,2.900000e+00,3.085000e+01,4.505523e-02,3.147500e+02,False,False,8.279105e+02,9.875300e-01,4.183500e-02,4.154825e+02,1.687000e-12,8.605769e-02,1.248000e+03
Chionomesa_fimbriata,5.812279e+00,8.389537e+00,4.479520e+02,2.800000e-01,4.000000e-01,4.700000e+00,4.464764e-02,3.147500e+02,False,False,4.195532e+03,9.983600e-01,4.010400e-02,6.316676e+03,4.709000e-14,6.336634e-03,2.929000e+02
Podocnemis_unifilis,2.335202e+01,8.925156e+02,1.352032e+04,3.000000e-01,2.190000e+01,1.160000e+04,2.070957e-01,3.001500e+02,False,False,1.950802e+02,8.490600e-01,5.719300e-02,8.284600e+00,1.326000e-11,4.696970e-03,4.026000e+06
Egretta_tricolor,5.035781e+00,1.019365e+01,9.520698e+02,2.800000e-01,4.540000e+01,3.340000e+02,6.135055e-02,3.126500e+02,False,False,9.117234e+03,9.765300e-01,2.415600e-02,4.899435e+03,3.039000e-12,6.156208e-02,5.211000e+04
Acrocephalus_arundinaceus,2.858030e+00,7.601067e+00,4.483386e+02,2.800000e-01,2.000000e+00,2.570000e+01,1.126381e-01,3.147500e+02,False,False,1.502734e+03,9.575500e-01,2.999400e-02,1.007170e+03,6.244000e-12,6.612131e-02,2.506000e+03
Fulmarus_glacialoides,1.843341e+01,2.661248e+01,1.408188e+03,2.800000e-01,6.000000e+01,7.450000e+02,1.775331e-02,3.121500e+02,False,False,8.837166e+03,9.941100e-01,3.520100e-02,3.330597e+03,3.634000e-13,2.832326e-02,3.972000e+04
Alytes_cisternasii,3.150000e+01,7.615000e+02,6.570000e+03,2.800000e-01,2.240000e-02,4.130000e+00,4.931507e-01,2.881500e+02,False,False,4.466022e+02,5.012100e-01,1.987800e-02,2.238191e+02,7.706000e-10,7.339063e-04,6.167000e+04
Ambystoma_mexicanum,1.591192e+01,7.425565e+02,8.227791e+03,2.800000e-01,4.200000e-03,1.100000e+02,2.066168e+00,2.901500e+02,False,False,1.339040e+02,8.397300e-01,7.026600e-02,2.535360e+01,2.626000e-09,4.756111e-04,9.123000e+03
Spizella_pallida,2.449740e+00,5.368532e+00,3.062907e+02,2.800000e-01,1.200000e+00,1.145000e+01,9.011046e-02,3.147500e+02,False,False,7.502196e+02,9.791400e-01,3.932800e-02,5.137931e+02,1.458000e-11,9.527019e-02,8.161000e+02
Donacobius_atricapilla,3.470465e+00,9.672898e+00,3.240467e+02,2.800000e-01,2.900000e+00,3.600000e+01,5.631904e-02,3.147500e+02,False,False,1.132042e+03,9.743900e-01,2.855000e-02,6.430279e+02,6.318000e-12,6.164609e-02,2.430000e+03
Nycticorax_nycticorax,5.994978e+00,1.240548e+01,1.134953e+03,2.800000e-01,3.070000e+01,5.900000e+02,7.436430e-02,3.126500e+02,False,False,9.571395e+03,9.954100e-01,1.201300e-01,2.693199e+03,4.666000e-13,4.291744e-03,7.582000e+04
