species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,s_p_M,s_Hb_bj,s_Hbj_p,E_Hp,k_J,1/s_M,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Campylorhynchus_brunneicapillus,3.266320e+00,3.240467e+02,2.800000e-01,3.350000e+00,3.657500e+01,3.850000e+01,3.153866e-01,3.147500e+02,False,9.507147e+02,1.982600e-01,3.890500e-02,7.984073e-01,1.000000e+00,5.430244e-02,3.928000e+04,1.543700e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,val
Cancer_pagurus,9.589244e+02,1.169902e+05,1.700000e-01,3.300000e-05,4.520000e+02,3.100000e+03,2.564317e+03,2.811500e+02,True,1.609452e+01,5.452000e-02,1.996900e-02,3.302531e-02,5.078740e-06,1.932227e-02,1.446000e+05,2.000000e-03,1.791135e-02,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Caperea_marginata,1.317013e+02,5.724897e+03,3.000000e-01,7.650000e+04,2.182388e+06,3.200000e+06,6.113647e-03,3.101500e+02,False,5.673968e+03,3.013000e-01,4.000000e-02,9.536748e-01,1.000000e+00,1.937883e-02,1.143000e+09,3.915300e-03,1.000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Caprimulgus_europaeus,3.878755e+00,6.284205e+02,2.800000e-01,6.500000e+00,6.365000e+01,6.700000e+01,7.574546e-02,3.128500e+02,False,1.035493e+03,4.566000e-02,4.157300e-02,6.304979e-01,1.000000e+00,8.361765e-02,1.020000e+04,1.677800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,test
Caprimulgus_pectoralis,3.674610e+00,6.284205e+02,2.800000e-01,5.500000e+00,5.177500e+01,5.450000e+01,3.787273e-02,3.128500e+02,False,1.090497e+03,8.476000e-02,3.633700e-02,9.045157e-01,1.000000e+00,5.930799e-02,2.052000e+04,1.883000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Caranx_hippos,5.798411e+00,1.175789e+03,2.000000e-01,5.230000e-04,4.800000e+03,3.200000e+04,8.504929e+01,2.979500e+02,True,4.022805e+01,1.500000e-04,2.180000e-02,7.251074e-02,8.225440e-05,8.789618e-04,4.007000e+03,2.000000e-03,4.396274e-02,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,val
Caranx_ignobilis,1.595433e+00,4.549478e+03,2.000000e-01,5.200000e-04,3.517199e+03,8.000000e+04,1.011105e+05,2.999500e+02,True,3.028712e+02,1.859600e-01,2.741400e-02,5.276999e-02,2.763942e-01,4.419311e-07,1.481000e+06,2.000000e-03,7.075333e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Carassius_auratus,1.570285e+00,1.763249e+04,2.000000e-01,5.200000e-04,3.720000e+01,1.500000e+03,2.212710e+02,2.911500e+02,True,1.881915e+02,4.236000e-02,1.124100e-01,1.654602e-02,9.998828e-01,1.201493e-05,7.102000e+03,2.000000e-03,9.999610e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,train
Carcharhinus_coatesi,1.689170e+02,1.478024e+03,2.000000e-01,4.439315e+02,2.566943e+03,5.100000e+03,4.736055e-03,2.991500e+02,False,2.859998e+02,1.724500e-01,3.637700e-02,3.720097e-01,1.000000e+00,1.481373e-01,1.369000e+06,1.993100e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Carcharhinus_leucas,1.363759e+02,5.657202e+03,2.000000e-01,2.490000e+03,8.486000e+04,4.100000e+05,7.353451e-02,3.031500e+02,False,7.475160e+02,3.231000e-01,2.324000e-02,2.329355e-01,1.000000e+00,2.251176e-02,3.826000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,train
Carcharias_taurus,2.892414e+01,2.533755e+03,2.000000e-01,9.200000e+00,8.166000e+04,2.690000e+05,4.736055e+00,2.991500e+02,False,1.228548e+03,7.545000e-02,5.600500e-02,3.058081e-01,1.000000e+00,4.410089e-05,1.685000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Carcharodon_carcharias,2.505297e+02,8.313031e+03,2.000000e-01,3.500000e+04,5.787000e+05,3.324000e+06,5.052309e-02,2.971500e+02,False,2.192341e+03,2.070000e-01,1.176100e-01,1.518591e-01,1.000000e+00,4.405730e-02,2.583000e+08,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Cardinalis_cardinalis,2.449740e+00,1.265114e+03,2.800000e-01,3.500000e+00,4.047000e+01,4.260000e+01,1.351657e-01,3.147500e+02,False,1.722605e+03,4.691000e-02,4.543000e-02,7.608073e-01,1.000000e+00,6.356780e-02,5.701000e+03,3.649400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,val
Carduelis_carduelis,2.449740e+00,1.198529e+03,2.800000e-01,1.300000e+00,1.814500e+01,1.910000e+01,1.126381e-01,3.147500e+02,False,1.033560e+03,3.920000e-02,3.456400e-02,7.689184e-01,1.000000e+00,4.988390e-02,2.584000e+03,2.688100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,train
Careproctus_reinhardti,5.500000e+01,2.920000e+03,2.000000e-01,3.300000e-02,1.180000e+01,2.150000e+02,6.849315e-01,2.761500e+02,True,6.354014e+01,4.696000e-02,1.872900e-02,3.477737e-02,1.900077e-01,1.164112e-02,2.218000e+03,2.000000e-03,5.809600e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Caretta_caretta,2.761787e+01,2.105097e+04,2.800000e-01,1.941000e+01,7.900000e+04,1.626200e+05,8.911702e-01,2.931500e+02,False,7.472709e+02,2.714400e-01,6.807400e-02,2.314563e-01,1.000000e+00,2.567089e-04,9.875000e+07,1.123300e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,train
Cariama_cristata,5.613987e+00,1.643934e+03,2.800000e-01,6.025000e+01,2.612500e+03,2.750000e+03,3.893101e-02,3.131500e+02,False,3.099451e+03,7.010000e-03,3.943500e-02,4.903228e-01,1.000000e+00,2.830986e-02,1.775000e+04,2.113400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,val
Carinascincus_ocellatus,1.537963e+02,7.742849e+03,3.000000e-01,6.096632e-01,2.995275e+00,1.200000e+01,4.029525e-03,2.981500e+02,False,1.469616e+02,1.069200e-01,6.037000e-02,8.648793e-02,1.000000e+00,1.322110e-01,2.881000e+03,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Casuarius_bennetti,1.246109e+01,1.581531e+03,2.800000e-01,3.400000e+02,3.325000e+04,3.500000e+04,8.219884e-02,3.113200e+02,False,1.836213e+04,2.025000e-02,1.796400e-02,5.622925e-01,1.000000e+00,1.559232e-02,6.196000e+04,1.222700e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Casuarius_casuarius,1.233772e+01,1.824843e+03,2.800000e-01,4.130000e+02,5.557500e+04,5.850000e+04,9.863860e-02,3.113200e+02,False,1.644526e+04,1.466200e-01,2.973000e-02,9.455096e-01,1.000000e+00,7.100614e-03,2.604000e+06,6.648200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Cathartes_aura,7.961655e+00,1.068557e+03,2.800000e-01,6.000000e+01,1.474400e+03,1.552000e+03,3.893101e-02,3.131500e+02,False,3.348232e+03,5.812000e-02,2.220700e-02,8.709627e-01,1.000000e+00,3.459974e-02,8.607000e+04,3.180400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,train
Catharus_bicknelli,2.755957e+00,5.282405e+02,2.800000e-01,2.500000e+00,2.850000e+01,3.000000e+01,9.011046e-02,3.147500e+02,False,9.400774e+02,2.666000e-02,4.323400e-02,6.510749e-01,1.000000e+00,6.598798e-02,2.996000e+03,1.970100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,train
Catharus_dryas,2.858030e+00,4.438996e+02,2.800000e-01,3.890000e+00,2.850000e+01,3.000000e+01,4.505523e-02,3.147500e+02,False,1.139090e+03,3.331000e-02,4.614000e-02,8.043083e-01,1.000000e+00,9.058481e-02,4.121000e+03,2.523300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Catharus_minimus,2.755957e+00,5.282405e+02,2.800000e-01,2.700000e+00,3.420000e+01,3.600000e+01,9.011046e-02,3.147500e+02,False,1.865516e+03,3.038000e-02,3.338600e-02,7.402213e-01,1.000000e+00,7.016706e-02,2.095000e+03,4.762000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,train
Catharus_ustulatus,2.449740e+00,4.882896e+02,2.800000e-01,3.900000e+00,2.650500e+01,2.790000e+01,9.011046e-02,3.147500e+02,False,1.100982e+03,5.855000e-02,6.076300e-02,7.882450e-01,1.000000e+00,8.983559e-02,9.002000e+03,2.145900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,train
Catherpes_mexicanus,3.266320e+00,3.240467e+02,2.800000e-01,1.300000e+00,1.083000e+01,1.140000e+01,4.956075e-01,3.147500e+02,False,5.896826e+02,3.129100e-01,3.130400e-02,7.419493e-01,1.000000e+00,6.862664e-02,2.432000e+04,1.156600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,val
Cecropis_semirufa,3.980827e+00,7.102394e+02,2.800000e-01,2.200000e+00,2.935500e+01,3.090000e+01,1.576933e-01,3.147500e+02,False,1.137539e+03,1.284400e-01,2.078300e-02,8.548210e-01,1.000000e+00,5.103858e-02,1.011000e+04,2.713600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Centrocercus_urophasianus,5.307770e+00,3.372823e+02,2.800000e-01,3.050000e+01,1.330000e+03,1.400000e+03,1.452789e-01,3.138500e+02,False,3.835312e+03,2.152000e-02,2.664700e-02,5.178292e-01,1.000000e+00,2.988757e-02,1.690000e+04,3.887100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,test
Centronyx_henslowii,2.143522e+00,4.882896e+02,2.800000e-01,1.366000e+00,1.206500e+01,1.270000e+01,1.351657e-01,3.147500e+02,False,1.256011e+03,4.818000e-02,3.828700e-02,7.376284e-01,1.000000e+00,8.492436e-02,1.917000e+03,3.836500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,train
Centropus_senegalensis,3.706264e+00,4.105584e+02,2.800000e-01,1.230000e+01,1.624500e+02,1.710000e+02,6.576410e-02,3.144500e+02,False,2.628391e+03,3.052000e-02,3.453700e-02,7.607289e-01,1.000000e+00,6.453361e-02,7.751000e+03,4.442800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,val
Centropus_sinensis,3.105249e+00,4.105584e+02,2.800000e-01,1.480000e+01,3.070875e+02,3.232500e+02,8.768546e-02,3.144500e+02,False,5.761780e+03,3.998000e-02,3.424200e-02,8.386801e-01,1.000000e+00,4.772202e-02,9.943000e+03,9.932100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Centropus_toulou,3.005079e+00,4.105584e+02,2.800000e-01,1.020000e+01,1.935625e+02,2.037500e+02,5.261128e-02,3.144500e+02,False,6.178553e+03,3.135000e-02,3.132500e-02,8.752587e-01,1.000000e+00,5.274750e-02,4.404000e+03,1.307000e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Centropyge_bicolor,3.939623e+00,2.875925e+03,2.000000e-01,2.900000e-03,7.260000e+00,7.670000e+01,1.837183e+01,3.016500e+02,True,5.582776e+01,6.030000e-02,2.834500e-02,6.194399e-02,3.204880e-01,1.001383e-03,2.169000e+03,2.000000e-03,6.873973e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,train
Centropyge_loriculus,4.271141e+00,1.753837e+03,2.000000e-01,2.900000e-03,3.400000e+00,7.740000e+01,1.594903e+01,3.000500e+02,True,7.663630e+01,4.021000e-02,3.402000e-02,1.797767e-02,1.905960e-01,3.403968e-03,6.654000e+02,2.000000e-03,5.807592e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,val
Centroscymnus_coelolepis,3.564986e+03,5.347479e+04,2.000000e-01,1.866998e+02,6.450000e+03,1.225000e+04,2.468453e-03,2.770500e+02,False,8.102066e+02,4.868400e-01,8.584000e-02,3.951438e-01,1.000000e+00,1.293600e-02,2.047000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Centroscymnus_crepidater,2.753648e+03,3.648584e+04,2.000000e-01,2.355685e+02,5.549436e+03,1.010000e+04,1.936824e-03,2.801500e+02,False,6.340983e+02,3.403000e-01,7.440100e-02,3.160258e-01,1.000000e+00,2.532547e-02,8.142000e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Centroscymnus_owstonii,2.753648e+03,1.652189e+04,2.000000e-01,2.566170e+02,1.168991e+04,4.970000e+04,4.357855e-03,2.795500e+02,False,8.293066e+02,2.346000e-01,7.216300e-02,1.542043e-01,1.000000e+00,1.545910e-02,8.778000e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Centroscymnus_plunketi,3.924733e+03,6.933696e+04,2.000000e-01,2.680000e+02,2.106107e+04,3.170000e+04,3.516162e-03,2.800500e+02,False,7.638308e+02,5.529000e-01,3.674000e-02,4.533834e-01,1.000000e+00,1.059194e-02,3.176000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Cephalopholis_fulva,2.910441e+00,4.635539e+03,2.000000e-01,4.490000e-04,4.156000e+01,1.200000e+03,1.449670e+03,3.001500e+02,True,1.080100e+02,3.820800e-01,2.161300e-02,1.738066e-02,6.306085e-02,1.381604e-04,7.969000e+04,2.000000e-03,3.688830e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Cephaloscyllium_isabellum,8.695654e+02,1.240748e+04,2.000000e-01,2.610984e+01,2.809301e+03,8.030000e+03,2.498493e-03,2.849500e+02,False,3.554926e+02,2.838000e-02,3.521400e-02,2.065730e-01,1.000000e+00,6.273585e-03,1.908000e+05,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Cepphus_columba,6.328495e+00,7.323845e+02,2.800000e-01,4.370000e+01,4.596100e+02,4.838000e+02,3.216890e-02,3.138500e+02,False,7.843721e+03,2.338000e-01,2.118900e-02,9.619985e-01,1.000000e+00,9.667637e-02,6.529000e+04,1.085800e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,train
Cepphus_grylle,5.103625e+00,1.440677e+03,2.800000e-01,3.300000e+01,4.061250e+02,4.275000e+02,4.150825e-02,3.138500e+02,False,3.867780e+03,1.229300e-01,3.720900e-02,9.371944e-01,1.000000e+00,6.842675e-02,8.314000e+04,4.586800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,train
Cerastoderma_edule,4.373967e+00,1.192109e+04,9.000000e-02,2.700000e-07,1.088889e-01,1.000000e+01,3.405372e+03,2.861500e+02,True,1.419325e+01,3.110000e-02,9.151600e-03,4.519211e-03,7.369650e-02,1.821429e-05,7.054900e+00,2.000000e-03,4.300754e-01,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,test
Ceratophrys_stolzmanni,8.819519e-01,1.158885e+03,2.800000e-01,4.900000e-03,2.074148e+01,1.255000e+02,1.087252e+01,3.001500e+02,False,2.628268e+03,4.640000e-03,1.171000e-01,7.277425e-03,1.000000e+00,1.038955e-04,4.056000e+02,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,train
Cercomacroides_serva,3.266320e+00,4.438996e+02,2.800000e-01,2.800000e+00,1.900000e+01,2.000000e+01,4.505523e-02,3.147500e+02,False,1.140281e+03,3.619000e-02,3.359100e-02,7.874947e-01,1.000000e+00,1.118229e-01,2.326000e+03,3.024000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Cereopsis_novaehollandiae,7.349220e+00,1.293579e+03,2.800000e-01,3.400000e+01,6.175000e+03,6.500000e+03,1.303361e-01,3.143500e+02,False,1.681165e+03,1.028000e-02,2.416500e-02,5.167276e-01,1.000000e+00,5.364444e-03,7.093000e+04,8.404900e-03,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Ceriodaphnia_dubia,1.265535e+00,3.733329e+01,1.700000e-01,5.176471e-06,2.774265e-05,3.947059e-05,2.246240e+00,2.981500e+02,False,6.934808e+01,5.438100e-01,1.014900e-02,2.157101e-03,1.000000e+00,2.215423e-01,2.386000e-02,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,test
Ceriodaphnia_lacustris,2.000000e+00,9.300000e+01,1.700000e-01,2.882353e-06,9.588235e-06,2.764706e-05,1.580359e+00,2.931500e+02,False,9.900541e+01,3.401500e-01,2.286500e-02,2.764866e-03,1.000000e+00,1.637495e-01,2.731000e-02,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,train
Ceriodaphnia_pulchella,4.079776e+00,1.907303e+02,1.700000e-01,2.411684e-09,5.887900e-07,2.747059e-05,1.715780e+00,2.881500e+02,False,2.863296e+01,1.300000e-03,2.058000e-02,2.297132e-04,1.000000e+00,3.755115e-03,3.177000e-06,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,train
Cerorhinca_monocerata,9.186525e+00,1.358766e+03,2.800000e-01,5.450000e+01,5.168950e+02,5.441000e+02,2.075413e-02,3.138500e+02,False,2.235010e+03,5.434000e-02,2.325500e-02,8.431132e-01,1.000000e+00,9.727754e-02,3.967000e+04,2.705300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,train
Certhia_familiaris,3.062175e+00,3.639977e+02,2.800000e-01,1.550000e+00,8.645000e+00,9.100000e+00,9.011046e-02,3.147500e+02,False,8.983349e+02,6.365000e-02,2.810900e-02,7.626151e-01,1.000000e+00,1.156093e-01,1.986000e+03,2.950900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Certhilauda_chuana,3.062175e+00,4.438996e+02,2.800000e-01,3.980000e+00,2.888000e+01,3.040000e+01,6.127511e-02,3.147500e+02,False,3.903149e+02,2.747100e-01,6.980400e-02,9.410253e-01,1.000000e+00,5.537092e-02,1.348000e+05,4.796100e-03,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,val
Cervus_canadensis,5.966894e+01,1.432869e+03,3.000000e-01,1.550000e+04,2.000000e+05,2.330000e+05,1.395801e-02,3.117500e+02,False,9.514140e+02,1.640800e-01,1.736700e-01,6.957165e-01,1.000000e+00,3.937908e-02,4.896000e+08,5.771100e-04,1.000000e+00,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,train
Cetengraulis_edentulus,2.042916e+00,5.592483e+02,2.000000e-01,2.700000e-04,2.300000e+01,1.405800e+02,1.183160e+02,3.005500e+02,True,1.305196e+02,2.378000e-02,1.785300e-02,1.004822e-01,9.919872e-01,5.730028e-06,2.178000e+03,2.000000e-03,9.973443e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,train
Cetengraulis_mysticetus,1.751037e+00,6.391286e+02,2.000000e-01,2.700000e-04,2.140000e+01,1.220000e+02,3.367867e+02,2.990500e+02,True,5.916266e+02,3.777000e-02,2.085900e-02,3.855201e-02,7.366248e-01,3.572803e-06,3.118000e+03,2.000000e-03,9.051160e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,train
Cetorhinus_maximus,2.885827e+03,4.122610e+04,2.000000e-01,2.219354e+04,2.625000e+06,4.650000e+06,1.819236e-03,2.846500e+02,False,6.104264e+03,7.555000e-02,5.098800e-02,3.529904e-01,1.000000e+00,3.473761e-03,2.725000e+08,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,test
Chaenocephalus_aceratus,4.928058e+02,5.995803e+04,2.000000e-01,4.500000e-02,6.340000e+02,9.780000e+02,7.547279e+00,2.721500e+02,True,1.068416e+03,7.199200e-01,1.129400e-01,1.363336e-01,1.889773e-02,8.050485e-04,1.030000e+07,2.000000e-03,2.743061e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,test
Chaenodraco_wilsoni,7.234226e+02,2.933881e+04,2.000000e-01,5.610000e-02,6.280000e+01,5.757000e+02,2.938088e-01,2.723500e+02,True,4.926889e+03,1.144200e-01,3.171700e-02,7.380726e-03,2.360243e-01,5.616772e-04,2.051000e+04,2.000000e-03,6.519905e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,val
Chaetura_brachyura,3.572537e+00,9.795981e+02,2.800000e-01,1.600000e+00,1.900000e+01,2.000000e+01,5.716630e-02,3.112500e+02,False,7.990915e+02,8.638000e-02,2.369700e-02,8.529291e-01,1.000000e+00,5.019133e-02,6.272000e+03,2.093200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Chaetura_pelagica,4.082900e+00,9.183732e+02,2.800000e-01,1.250000e+00,2.232500e+01,2.350000e+01,7.349953e-02,3.112500e+02,False,1.144941e+03,3.545000e-02,1.607600e-02,6.205509e-01,1.000000e+00,6.065802e-02,1.079000e+03,3.648500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Chaetura_vauxi,3.878755e+00,3.122469e+02,2.800000e-01,1.500000e+00,1.919000e+01,2.020000e+01,9.799937e-02,3.112500e+02,False,1.128880e+03,8.599000e-02,1.848700e-02,7.643472e-01,1.000000e+00,5.947150e-02,3.368000e+03,3.415800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,test
Chalcites_basalis,2.404063e+00,6.842639e+02,2.800000e-01,1.300000e+00,1.900000e+01,2.000000e+01,1.972923e-01,3.144500e+02,False,1.226176e+03,1.838600e-01,3.699400e-02,9.089229e-01,1.000000e+00,4.390306e-02,1.568000e+04,2.776500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Chalcites_lucidus,2.203725e+00,6.842639e+02,2.800000e-01,1.400000e+00,2.090000e+01,2.200000e+01,1.972923e-01,3.144500e+02,False,4.312157e+03,4.135900e-01,2.249000e-02,9.675185e-01,1.000000e+00,5.812227e-02,1.145000e+04,1.149200e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Chamaea_fasciata,3.164247e+00,5.593135e+02,2.800000e-01,1.200000e+00,1.349000e+01,1.420000e+01,1.216491e-01,3.147500e+02,False,8.289058e+02,4.904000e-02,2.652500e-02,7.365163e-01,1.000000e+00,6.395917e-02,2.253000e+03,2.471600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,test
Chamelea_gallina,2.166667e+00,1.642500e+04,9.000000e-02,1.440000e-07,2.552741e-01,1.990000e+01,2.184723e+03,2.931500e+02,True,2.311768e+00,7.660000e-03,1.318200e-02,5.562259e-03,3.684927e-04,1.396745e-03,4.731000e+00,2.000000e-03,7.204674e-02,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,train
Champsocephalus_gunnari,5.970940e+02,3.441147e+04,2.000000e-01,3.100000e-02,9.770000e+01,2.400000e+03,5.084351e+00,2.746500e+02,True,1.146652e+03,3.258000e-01,2.859100e-02,4.921787e-03,8.994258e-02,1.328502e-03,7.866000e+04,2.000000e-03,4.589724e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,val
Channa_argus,5.373996e-01,1.961508e+03,2.000000e-01,4.300000e-03,2.160000e+02,8.000000e+03,8.794252e+02,3.001500e+02,True,9.030760e+02,1.512000e-02,8.200000e-02,6.736847e-03,9.998989e-01,1.153721e-05,8.574000e+03,2.000000e-03,9.999666e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,val
Channa_punctata,5.291711e-01,5.820882e+02,2.000000e-01,5.000000e-04,2.800000e+01,3.000000e+02,8.219178e+01,3.001500e+02,False,9.746243e+01,3.040000e-03,4.454000e-02,6.724158e-02,1.000000e+00,6.852200e-07,3.459327e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
