species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,s_p_M,s_Hb_bj,s_Hbj_p,E_Hp,k_J,1/s_M,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Abbottina_rivularis,1.809277e+01,1.761029e+03,2.000000e-01,5.200000e-04,8.700000e-01,7.900000e+01,7.772727e+00,2.911500e+02,True,7.530925e+01,2.945000e-02,2.022100e-02,5.675091e-03,6.599569e-01,7.784867e-04,8.934000e+01,2.000000e-03,8.716723e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,train
Ablennes_hians,1.954569e+00,2.675317e+03,2.000000e-01,5.200000e-04,1.440000e+02,4.200000e+03,1.794180e+02,3.010500e+02,True,2.013985e+02,3.600000e-03,2.279700e-02,2.896199e-03,1.205722e-01,2.710988e-05,1.083000e+03,2.000000e-03,4.943480e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Abramis_brama,1.568040e+01,6.603860e+03,2.000000e-01,2.800000e-03,3.190000e+02,6.050000e+03,2.271399e+03,2.911500e+02,True,4.010921e+02,3.363300e-01,1.641600e-02,1.679914e-02,9.998177e-01,2.318259e-06,2.366000e+05,1.245200e-03,9.999395e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,train
Abroscopus_superciliaris,2.245595e+00,4.438996e+02,2.800000e-01,7.800000e-01,6.175000e+00,6.500000e+00,7.208837e-02,3.147500e+02,False,6.630061e+02,4.178000e-02,3.479000e-02,8.170111e-01,1.000000e+00,6.523777e-02,1.472000e+03,2.183800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Acanthis_flammea,2.041450e+00,5.415575e+02,2.800000e-01,1.300000e+00,1.349000e+01,1.420000e+01,2.252762e-01,3.147500e+02,False,1.294710e+03,7.092000e-02,3.765300e-02,7.600791e-01,1.000000e+00,6.411498e-02,3.305000e+03,3.709000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,test
Acanthis_hornemanni,2.245595e+00,3.018517e+02,2.800000e-01,1.300000e+00,1.206500e+01,1.270000e+01,1.013743e-01,3.147500e+02,False,7.095930e+02,4.207000e-02,4.746800e-02,7.512956e-01,1.000000e+00,6.175461e-02,3.203000e+03,1.732800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,train
Acanthisitta_chloris,4.082900e+00,4.438996e+02,2.800000e-01,1.000000e+00,6.650000e+00,7.000000e+00,1.351657e-01,3.147500e+02,False,7.262339e+02,3.137600e-01,1.929700e-02,9.073893e-01,1.000000e+00,9.198488e-02,1.058000e+04,2.005400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Acanthiza_chrysorrhoa,3.572537e+00,3.995097e+02,2.800000e-01,3.000000e+00,2.945000e+01,3.100000e+01,1.576933e-01,3.147500e+02,False,1.535986e+03,1.222000e-01,2.477500e-02,8.317368e-01,1.000000e+00,7.616629e-02,8.467000e+03,3.826500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,val
Acanthiza_inornata,3.878755e+00,3.995097e+02,2.800000e-01,3.000000e+00,1.995000e+01,2.100000e+01,1.351657e-01,3.147500e+02,False,1.307576e+03,1.567700e-01,2.392600e-02,8.310237e-01,1.000000e+00,1.146692e-01,8.419000e+03,3.485100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Acanthochromis_polyacanthus,8.099636e+00,2.217275e+03,2.000000e-01,4.400000e-03,9.800000e+00,1.520000e+02,5.953252e+00,3.006500e+02,True,3.048360e+01,1.270000e-02,2.037400e-02,3.285483e-02,1.183914e-02,3.029645e-02,6.443000e+02,2.000000e-03,2.331055e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Acanthoclinus_littoreus,2.055290e+01,4.233590e+03,2.000000e-01,5.200000e-04,1.010000e+01,4.900000e+01,6.676124e+01,2.904500e+02,True,6.480231e+01,2.675700e-01,2.342300e-02,1.422683e-01,3.573427e-01,1.007634e-04,1.703000e+04,2.000000e-03,7.116147e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Acanthocybium_solandri,2.176640e+00,2.269925e+03,2.000000e-01,6.000000e-04,6.000000e+03,1.126000e+05,2.643260e+04,2.978500e+02,True,4.021079e+02,2.092000e-02,3.301300e-02,2.089177e-02,1.516077e-02,3.616279e-06,3.440000e+05,2.000000e-03,2.480412e-01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Acanthodactylus_boskianus,2.071300e+02,5.274590e+03,3.000000e-01,2.926869e-01,1.996629e+00,4.020000e+00,1.706294e-02,2.881500e+02,False,1.590329e+02,5.278300e-01,2.270500e-02,2.351265e-01,1.000000e+00,5.459373e-02,1.563000e+04,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Acanthodactylus_harranensis,2.071300e+02,5.860656e+03,3.000000e-01,2.930112e-01,1.998841e+00,8.700000e+00,1.706294e-02,2.881500e+02,False,8.613410e+01,4.614500e-01,2.744500e-02,1.575174e-01,1.000000e+00,8.599415e-02,1.026000e+04,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Acanthopagrus_arabicus,2.859242e+00,2.656496e+03,2.000000e-01,2.200000e-04,1.730000e+02,1.500000e+03,5.270101e+03,3.003500e+02,True,1.149410e+02,1.838700e-01,1.944400e-02,9.951631e-02,4.276822e-01,2.674829e-06,1.021000e+05,2.000000e-03,7.536832e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,val
Acanthopagrus_australis,3.575561e+00,3.322021e+03,2.000000e-01,2.200000e-04,2.067618e+02,4.300000e+03,1.264291e+04,2.978500e+02,True,1.899408e+02,2.566100e-01,1.720200e-02,5.244939e-02,6.830278e-01,9.651826e-07,1.752000e+05,2.000000e-03,8.807807e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Acarichthys_heckelii,1.985823e+00,1.449651e+03,2.000000e-01,1.800000e-03,4.700000e+01,2.760000e+02,1.439602e+02,2.976500e+02,False,2.032896e+03,4.012000e-02,3.194500e-02,2.405225e-02,1.000000e+00,4.464364e-06,6.861000e+03,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,val
Accipiter_cooperii,4.491190e+00,1.042870e+03,2.800000e-01,2.200000e+01,4.921000e+02,5.180000e+02,7.786202e-02,3.131500e+02,False,1.508098e+03,2.606000e-02,4.893700e-02,6.020661e-01,1.000000e+00,3.799139e-02,3.485000e+04,1.347900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Accipiter_fasciatus,6.124350e+00,1.027459e+03,2.800000e-01,1.400000e+01,5.510000e+02,5.800000e+02,5.839651e-02,3.131500e+02,False,2.725279e+03,1.232000e-02,1.844800e-02,5.131906e-01,1.000000e+00,3.564331e-02,3.824000e+03,3.807000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,train
Accipiter_nisus,6.736785e+00,1.037733e+03,2.800000e-01,1.650000e+01,2.945000e+02,3.100000e+02,8.759477e-02,3.131500e+02,False,2.367240e+03,3.787000e-02,1.906700e-02,5.291955e-01,1.000000e+00,7.858234e-02,7.858000e+03,3.751300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Achoerodus_gouldii,1.124464e+01,3.024217e+04,2.000000e-01,2.700000e-04,7.639097e+03,2.000000e+04,9.325997e+02,2.913500e+02,True,1.299555e+02,4.189000e-02,2.102200e-02,4.448801e-01,2.060584e-01,1.454970e-07,9.416000e+05,1.748300e-03,5.907351e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,val
Achoerodus_viridis,2.195824e+00,1.277500e+04,2.000000e-01,2.604167e-04,7.000000e+01,3.600000e+03,9.589041e+03,2.931500e+02,True,1.481794e+02,4.784600e-01,9.932900e-02,7.740855e-03,9.996738e-01,9.874396e-07,3.105000e+05,3.253000e-04,9.998915e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Achondrostoma_arcasii,2.729620e+01,8.204918e+03,2.000000e-01,9.000000e-04,7.600000e-01,1.620000e+02,7.379720e+00,2.881500e+02,True,9.676464e+01,3.080000e-02,2.490000e-02,3.888773e-03,8.854111e-01,5.056369e-04,1.845000e+02,2.000000e-03,9.604367e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,val
Acipenser_baerii,4.445217e+01,3.917359e+04,2.000000e-01,9.200000e-03,9.000000e+03,8.530000e+04,5.870025e+02,2.881500e+02,False,6.547930e+02,3.006300e-01,1.378400e-02,6.150561e-02,1.000000e+00,7.080833e-07,2.833000e+06,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,train
Acipenser_gueldenstaedtii,1.312793e+01,2.285656e+04,2.000000e-01,5.102457e-02,1.164501e+04,1.150000e+05,3.646501e+02,2.881500e+02,False,1.987531e+04,4.377100e-01,3.223300e-02,7.269134e-01,1.000000e+00,8.479263e-09,2.821000e+08,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,test
Acipenser_medirostris,3.899034e+01,4.269442e+04,2.000000e-01,4.310000e-02,2.719060e+04,1.170000e+05,3.400913e+02,2.861500e+02,False,8.894127e+02,5.263200e-01,6.287100e-02,1.818990e-01,1.000000e+00,1.576402e-06,3.619000e+07,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,test
Acipenser_persicus,1.367098e+01,1.423500e+04,2.000000e-01,9.765937e-02,2.800000e+04,7.000000e+04,3.013000e+02,2.931500e+02,False,5.620473e+02,4.342900e-01,4.375900e-02,4.449224e-01,1.000000e+00,1.448381e-06,3.613000e+07,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,train
Acipenser_ruthenus,1.284527e+01,2.254813e+04,2.000000e-01,1.400000e-03,2.920000e+02,6.400000e+03,1.842797e+02,2.881500e+02,False,2.214462e+02,2.196000e-01,5.178900e-02,5.321506e-02,1.000000e+00,3.601460e-06,2.740000e+05,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,test
Acipenser_stellatus,1.097912e+01,9.245404e+03,2.000000e-01,4.381668e-02,1.298272e+04,8.000000e+04,2.465000e+02,2.911500e+02,False,9.256682e+03,3.940200e-01,2.526900e-02,8.389319e-01,1.000000e+00,1.711819e-08,1.506000e+08,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,val
Acipenser_sturio,1.929895e+01,7.032787e+04,2.000000e-01,1.242000e-02,1.242000e+04,4.600000e+05,9.341958e+02,2.931500e+02,False,8.457356e+02,1.627000e-01,3.179000e-02,6.717097e-02,1.000000e+00,3.292102e-07,7.761000e+06,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,train
Acipenser_transmontanus,3.070489e+01,7.684996e+04,2.000000e-01,2.240000e-02,5.309630e+04,8.160000e+05,2.810672e+02,2.861500e+02,False,9.443777e+02,5.500000e-01,6.326700e-02,2.103323e-02,1.000000e+00,3.446449e-07,8.870000e+07,4.054800e-04,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,test
Acridotheres_cristatellus,3.062175e+00,5.326795e+02,2.800000e-01,6.900000e+00,1.106750e+02,1.165000e+02,9.574237e-02,3.147500e+02,False,2.559602e+03,8.124000e-02,3.272200e-02,9.129204e-01,1.000000e+00,3.890434e-02,1.798000e+04,4.585000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,val
Acridotheres_tristis,3.572537e+00,2.663398e+02,2.800000e-01,4.200000e+00,1.073500e+02,1.130000e+02,3.041228e-01,3.147500e+02,False,1.775277e+03,8.710000e-02,2.822500e-02,7.663263e-01,1.000000e+00,3.146716e-02,1.888000e+04,3.017000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,test
Acrocephalus_arundinaceus,2.858030e+00,4.483386e+02,2.800000e-01,2.000000e+00,2.441500e+01,2.570000e+01,1.126381e-01,3.147500e+02,False,1.502734e+03,4.245000e-02,2.999400e-02,7.542291e-01,1.000000e+00,6.612131e-02,2.506000e+03,3.918900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,val
Acrocephalus_melanopogon,2.143522e+00,4.927286e+02,2.800000e-01,1.100000e+00,1.197000e+01,1.260000e+01,9.011046e-02,3.147500e+02,False,1.424778e+03,4.040000e-02,3.369400e-02,8.297508e-01,1.000000e+00,6.436228e-02,1.474000e+03,4.651200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,train
Acrocephalus_palustris,2.347667e+00,4.350216e+02,2.800000e-01,1.200000e+00,1.197000e+01,1.260000e+01,9.912151e-02,3.147500e+02,False,1.204669e+03,4.569000e-02,3.446800e-02,8.030616e-01,1.000000e+00,7.109208e-02,1.868000e+03,3.727500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,train
Acrocephalus_scirpaceus,2.143522e+00,4.483386e+02,2.800000e-01,1.000000e+00,1.045000e+01,1.100000e+01,9.011046e-02,3.147500e+02,False,9.285087e+02,2.771000e-02,3.550300e-02,7.419823e-01,1.000000e+00,5.921386e-02,1.183000e+03,2.800700e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,train
Acrocheilus_alutaceus,7.408694e+00,3.906959e+03,2.000000e-01,1.200000e-03,3.140000e+01,3.416000e+02,1.110839e+01,2.891500e+02,True,5.631580e+01,3.444000e-02,8.210700e-02,7.025903e-02,1.294925e-01,2.410316e-04,6.049000e+03,2.000000e-03,5.072381e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,test
Acroteriobatus_annulatus,2.281560e+02,2.123638e+03,2.000000e-01,3.547230e+01,7.464953e+02,8.000000e+03,2.966607e-02,2.951500e+02,False,2.098990e+02,8.518000e-02,1.940300e-02,8.315460e-02,1.000000e+00,2.925508e-02,1.329000e+05,2.000900e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Actinonaias_ligamentina,2.247923e+01,1.567927e+04,9.000000e-02,5.300000e-07,2.500000e+01,1.017000e+03,2.663704e+03,2.881500e+02,True,3.595064e+01,1.665000e-02,3.880600e-03,1.426006e-02,4.184234e-01,1.580427e-07,5.763000e+01,2.000000e-03,7.482461e-01,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,train
Actitis_macularius,4.491190e+00,5.625795e+02,2.800000e-01,6.050000e+00,4.560000e+01,4.800000e+01,1.450462e-01,3.141500e+02,False,1.332659e+03,2.271900e-01,2.949200e-02,8.396460e-01,1.000000e+00,1.004974e-01,3.418000e+04,2.374300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,train
Acyrtops_beryllinus,8.099636e+00,1.847729e+02,2.000000e-01,3.400000e-04,1.931776e-02,1.100000e-01,7.035662e-01,3.006500e+02,False,2.184339e+01,9.012000e-02,2.172200e-02,4.373710e-02,1.000000e+00,1.756835e-02,8.595000e+00,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Aegolius_acadicus,5.716060e+00,7.061480e+02,2.800000e-01,7.500000e+00,1.150450e+02,1.211000e+02,9.912936e-02,3.133500e+02,False,1.303102e+03,6.760000e-02,2.154200e-02,7.220827e-01,1.000000e+00,5.540431e-02,1.484000e+04,2.226800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,train
Aegotheles_cristatus,5.307770e+00,7.921267e+02,2.800000e-01,7.000000e+00,5.700000e+01,6.000000e+01,7.574546e-02,3.128500e+02,False,1.752175e+03,1.226400e-01,2.026900e-02,8.257172e-01,1.000000e+00,9.503849e-02,1.169000e+04,3.930000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aerodramus_bartschi,4.695335e+00,1.291929e+03,2.800000e-01,1.110000e+00,7.799500e+00,8.210000e+00,1.633323e-02,3.112500e+02,False,2.887136e+02,7.140000e-02,2.346100e-02,8.754658e-01,1.000000e+00,7.225695e-02,4.639000e+03,7.768300e-03,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Aerodramus_brevirostris,4.082900e+00,9.795981e+02,2.800000e-01,1.800000e+00,1.211250e+01,1.275000e+01,3.266646e-02,3.112500e+02,False,9.043359e+02,7.196000e-02,2.093800e-02,8.335472e-01,1.000000e+00,1.017272e-01,2.779000e+03,2.810300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aerodramus_fuciphagus,4.695335e+00,1.291929e+03,2.800000e-01,1.800000e+00,1.121000e+01,1.180000e+01,5.716630e-02,3.112500e+02,False,1.004689e+03,3.534300e-01,1.546500e-02,9.218620e-01,1.000000e+00,1.157522e-01,1.130000e+04,3.064300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Aerodramus_hirundinaceus,4.899480e+00,6.122488e+02,2.800000e-01,1.100000e+00,9.595000e+00,1.010000e+01,1.633323e-02,3.112500e+02,False,7.646903e+02,3.245000e-01,1.355200e-02,9.808948e-01,1.000000e+00,6.483491e-02,1.272000e+04,1.992400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,test
Aerodramus_spodiopygius,4.695335e+00,1.291929e+03,2.800000e-01,1.100000e+00,1.092500e+01,1.150000e+01,5.716630e-02,3.112500e+02,False,6.020745e+02,1.747100e-01,1.674900e-02,8.948167e-01,1.000000e+00,5.736767e-02,8.388000e+03,1.688300e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,val
Aeronautes_saxatalis,4.899480e+00,6.122488e+02,2.800000e-01,1.700000e+00,4.275000e+01,4.500000e+01,7.023288e-02,3.112500e+02,False,9.348081e+02,4.703000e-02,1.521400e-02,7.481242e-01,1.000000e+00,3.152632e-02,3.800000e+03,2.283600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Aethia_cristatella,6.940930e+00,5.203785e+02,2.800000e-01,2.950000e+01,2.726500e+02,2.870000e+02,2.075413e-02,3.138500e+02,False,4.087779e+03,5.585000e-02,2.004500e-02,8.816092e-01,1.000000e+00,1.129954e-01,1.085000e+04,7.720000e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,test
Aethia_psittacula,7.247147e+00,7.227479e+02,2.800000e-01,2.810000e+01,2.593500e+02,2.730000e+02,2.075413e-02,3.138500e+02,False,1.579442e+03,4.005000e-02,2.654400e-02,8.149205e-01,1.000000e+00,9.356779e-02,2.161000e+04,2.098500e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,train
Aethia_pusilla,6.124350e+00,3.902838e+02,2.800000e-01,1.230000e+01,8.740000e+01,9.200000e+01,2.075413e-02,3.138500e+02,False,1.084280e+03,6.969000e-02,3.080500e-02,8.805580e-01,1.000000e+00,1.095696e-01,2.184000e+04,1.727900e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,train
Aethia_pygmaea,7.247147e+00,7.227479e+02,2.800000e-01,1.600000e+01,1.130500e+02,1.190000e+02,2.075413e-02,3.138500e+02,False,1.381553e+03,1.960100e-01,2.508200e-02,9.526377e-01,1.000000e+00,1.118425e-01,6.502000e+04,2.055100e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,val
Aethotaxis_mitopteryx,7.006655e+02,8.802589e+04,2.000000e-01,1.400000e-02,4.300000e+01,2.830000e+02,1.226912e+00,2.740500e+02,True,1.292177e+03,2.540500e-01,2.300400e-02,1.901181e-02,1.863636e-01,3.577683e-04,3.997000e+04,2.000000e-03,5.901664e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,val
Aetobatus_flagellum,1.306304e+02,3.300262e+03,2.000000e-01,6.247945e+02,7.915963e+03,1.390000e+04,2.302847e-02,3.013500e+02,False,3.990422e+02,3.086500e-01,2.793100e-02,4.911746e-01,1.000000e+00,3.762742e-02,1.138000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Aetobatus_narinari,1.543993e+02,3.732414e+04,2.000000e-01,1.245494e+03,2.474276e+04,1.300000e+05,2.164819e-02,3.006500e+02,False,6.021048e+02,1.296500e-01,4.048800e-02,2.652850e-01,1.000000e+00,3.443781e-02,1.005000e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Aetomylaeus_bovinus,4.365015e+02,6.648354e+03,2.000000e-01,9.661323e+02,9.090126e+03,1.160000e+05,1.263471e-02,2.903500e+02,False,6.712919e+02,8.250000e-02,6.335300e-02,4.759779e-02,1.000000e+00,5.197708e-02,1.396000e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Afrotis_afra,4.287045e+00,5.020855e+02,2.800000e-01,3.300000e+01,6.650000e+02,7.000000e+02,2.987539e-02,3.134000e+02,False,4.769841e+03,2.377000e-02,3.398000e-02,8.498655e-01,1.000000e+00,4.406509e-02,1.567000e+04,6.020400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,train
Agapornis_personatus,4.695335e+00,1.555560e+03,2.800000e-01,2.500000e+00,5.320000e+01,5.600000e+01,1.205675e-01,3.144500e+02,False,1.438419e+03,3.030800e-01,3.019900e-02,9.658367e-01,1.000000e+00,3.220259e-02,6.338000e+04,2.225800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Agapornis_roseicollis,4.756578e+00,1.555560e+03,2.800000e-01,3.820000e+00,5.320000e+01,5.600000e+01,1.096068e-01,3.144500e+02,False,1.292022e+03,2.951800e-01,2.362200e-02,9.487051e-01,1.000000e+00,4.498855e-02,5.677000e+04,2.095600e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,val
Agelaioides_badius,2.653885e+00,7.546294e+02,2.800000e-01,3.550000e+00,4.298750e+01,4.525000e+01,9.011046e-02,3.147500e+02,False,1.197684e+03,2.473000e-02,4.907600e-02,6.481060e-01,1.000000e+00,6.632220e-02,3.774000e+03,2.250800e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Agelaius_phoeniceus,2.449740e+00,8.877992e+02,2.800000e-01,3.150000e+00,3.762000e+01,3.960000e+01,1.182700e-01,3.147500e+02,False,1.740937e+03,3.720000e-02,4.246300e-02,7.507624e-01,1.000000e+00,6.196603e-02,3.886000e+03,3.883200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,train
Aglaoctenus_lagotis,1.249986e+01,2.336930e+02,1.700000e-01,2.670000e-04,9.700000e-02,7.200000e-01,5.081105e+00,2.998500e+02,True,7.909392e+00,1.427300e-01,6.203500e-03,6.515510e-02,3.136547e-02,6.525850e-02,7.555950e+01,2.000000e-03,3.283191e-01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Ailuroedus_crassirostris,4.797407e+00,6.658494e+02,2.800000e-01,1.300000e+01,1.710000e+02,1.800000e+02,5.631904e-02,3.147500e+02,False,1.199472e+03,2.739000e-02,3.870100e-02,6.794459e-01,1.000000e+00,6.061983e-02,1.452000e+04,1.509200e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Aix_galericulata,5.920205e+00,4.787623e+02,2.800000e-01,3.200000e+01,5.130000e+02,5.400000e+02,2.280881e-01,3.133500e+02,False,2.189866e+03,3.385400e-01,3.020100e-02,8.839721e-01,1.000000e+00,4.105566e-02,4.869000e+05,1.678400e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,test
Alasmidonta_heterodon,1.458659e+01,5.807853e+03,9.000000e-02,2.914483e-07,2.914483e-01,3.500000e+00,5.498074e+00,2.901500e+02,True,1.830970e+01,6.200000e-04,2.078500e-02,5.109248e-02,7.609121e-01,2.067340e-06,5.940000e-01,2.000000e-03,9.132285e-01,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,train
Alauda_arvensis,2.245595e+00,4.483386e+02,2.800000e-01,3.400000e+00,2.375000e+01,2.500000e+01,1.351657e-01,3.147500e+02,False,9.995912e+02,8.192000e-02,6.721200e-02,7.857510e-01,1.000000e+00,8.361538e-02,1.300000e+04,1.917700e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,train
