species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,s_p_M,s_Hb_bj,s_Hbj_p,E_Hp,k_J,1/s_M,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Mustelus_antarcticus,5.102267e+02,2.395847e+04,2.000000e-01,1.545406e+02,7.500000e+03,2.470000e+04,1.784338e-02,2.891500e+02,False,5.554427e+02,2.078761e-01,4.494368e-02,2.479790e-01,1.000000e+00,1.144485e-02,5.054526e+06,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Anchoa_hepsetus,3.339737e+00,9.752033e+02,2.000000e-01,2.700000e-04,3.130000e+00,2.976000e+01,1.850281e+02,2.975500e+02,True,3.550312e+02,6.393199e-02,3.260359e-02,1.548641e-02,5.004374e-01,6.472701e-05,9.370660e+02,2.000000e-03,7.975480e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
Coccyzus_americanus,2.404063e+00,2.280880e+02,2.800000e-01,8.500000e+00,5.937500e+01,6.250000e+01,1.150872e-01,3.144500e+02,False,1.648297e+03,2.952488e-01,7.002164e-02,9.407142e-01,1.000000e+00,7.268277e-02,1.311904e+05,1.980275e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Crinia_georgiana,9.775128e+01,5.754712e+03,2.800000e-01,1.035714e-02,7.142857e-01,4.285714e+00,1.737706e-01,2.851500e+02,False,6.242161e+02,1.946165e-01,5.080082e-02,2.514394e-02,1.000000e+00,4.699490e-03,1.856883e+03,2.237107e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Clemmys_guttata,3.129938e+01,9.101307e+03,3.000000e-01,3.377290e+00,8.025681e+01,3.870000e+02,2.636984e-02,2.951500e+02,False,8.891754e+01,2.008622e-01,2.698459e-02,2.080299e-01,1.000000e+00,1.262178e-02,3.552695e+05,4.255305e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False
Cepphus_columba,6.328495e+00,7.323845e+02,2.800000e-01,4.370000e+01,4.596100e+02,4.838000e+02,3.216890e-02,3.138500e+02,False,7.801762e+03,9.995033e-02,2.007916e-02,9.180890e-01,1.000000e+00,9.795766e-02,1.925248e+04,1.444903e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
Zonotrichia_leucophrys,2.755957e+00,5.903865e+02,2.800000e-01,2.700000e+00,2.451000e+01,2.580000e+01,1.351657e-01,3.147500e+02,False,3.142841e+03,8.229337e-02,2.527549e-02,8.230443e-01,1.000000e+00,1.060841e-01,2.287391e+03,1.091228e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Rhynchophanes_mccownii,2.449740e+00,2.663398e+02,2.800000e-01,2.030000e+00,2.413000e+01,2.540000e+01,1.576933e-01,3.147500e+02,False,4.017829e+03,4.296882e-02,2.238581e-02,7.389573e-01,1.000000e+00,8.617803e-02,7.207242e+02,1.635682e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Setipinna_phasa,4.987017e+00,2.730392e+03,2.000000e-01,5.200000e-04,3.720000e+01,3.720000e+02,7.910952e+01,2.951500e+02,True,7.418148e+01,6.851529e-02,1.564877e-02,8.639441e-02,9.999936e-01,1.189506e-05,8.271564e+03,1.731721e-03,9.999979e-01,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True
Chelus_fimbriata,1.007447e+02,6.328995e+03,3.000000e-01,1.500000e+01,4.772607e+03,1.170000e+04,1.810082e-01,3.011500e+02,False,3.699353e+02,1.360894e-01,1.396605e-02,3.603626e-01,1.000000e+00,2.790100e-03,1.614794e+06,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Pterocles_namaqua,3.266320e+00,1.130110e+03,2.800000e-01,1.160000e+01,1.634000e+02,1.720000e+02,5.530436e-02,3.145500e+02,False,5.623300e+03,4.223153e-02,2.892999e-02,8.779546e-01,1.000000e+00,6.546852e-02,5.264214e+03,1.241660e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Pseudomys_novaehollandiae,1.693026e+01,6.276672e+02,3.000000e-01,4.000000e+00,1.460000e+01,1.700000e+01,1.529473e-01,3.106500e+02,False,1.499671e+03,2.659267e-01,2.148878e-02,4.002353e-01,1.000000e+00,3.769252e-02,1.049921e+05,2.000000e-03,1.000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Channa_punctata,5.291711e-01,5.820882e+02,2.000000e-01,5.000000e-04,2.800000e+01,3.000000e+02,8.219178e+01,3.001500e+02,False,8.530342e+01,6.473130e-02,2.086873e-01,8.100676e-02,1.000000e+00,1.577792e-05,9.849714e+03,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Cichla_monoculus,4.481218e+00,1.847682e+03,2.000000e-01,4.200000e-03,4.740000e+02,5.118000e+03,1.535175e+01,2.996500e+02,False,2.337809e+02,3.720664e-03,2.475496e-02,7.039921e-02,1.000000e+00,6.215015e-06,4.321725e+03,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Amazona_agilis,5.511915e+00,2.235262e+03,2.800000e-01,1.400000e+01,2.016375e+02,2.122500e+02,6.357196e-02,3.144500e+02,False,1.879303e+03,2.670084e-01,2.543926e-02,9.605666e-01,1.000000e+00,4.474788e-02,1.455894e+05,2.193942e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Scorpaena_elongata,2.678859e+01,1.955567e+04,2.000000e-01,1.800000e-03,4.119375e+02,1.500000e+03,5.039460e+01,2.870500e+02,True,1.523864e+02,1.984013e-01,2.778900e-02,2.772370e-01,9.999999e-01,3.301543e-06,3.256256e+05,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Neotrygon_kuhlii,1.503577e+02,2.699044e+03,2.000000e-01,4.148209e+01,6.841583e+02,2.024700e+03,8.336285e-03,3.009500e+02,False,7.215349e+01,9.780124e-02,1.663190e-02,2.590539e-01,1.000000e+00,2.850547e-02,4.930282e+05,3.722005e-04,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Gambusia_punctata,1.680417e+01,5.476360e+02,2.000000e-01,1.780000e-02,8.848234e-01,1.950000e+00,6.847614e-01,3.006500e+02,True,1.554190e+02,1.369664e-01,1.497796e-02,5.088089e-02,5.013118e-02,2.062942e-01,8.684790e+02,2.000000e-03,4.363870e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Porcellio_scaber,3.500000e+01,1.500000e+03,1.700000e-01,4.000000e-04,5.000000e-02,8.340000e-02,2.600000e-01,2.931500e+02,False,3.471802e+01,1.556171e-01,2.356000e-02,2.303617e-01,1.000000e+00,2.985292e-03,9.432996e+01,2.000000e-03,1.000000e+00,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
Liparis_gibbus,5.500000e+01,2.920000e+03,2.000000e-01,9.200000e-02,9.800000e-01,1.967000e+03,1.369863e+00,2.728500e+02,True,1.529329e+02,3.967106e-02,2.070645e-02,2.652157e-04,4.364215e-01,2.041511e-01,8.746921e+01,2.000000e-03,7.617938e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
Chalcites_lucidus,2.203725e+00,6.842639e+02,2.800000e-01,1.400000e+00,2.090000e+01,2.200000e+01,1.972923e-01,3.144500e+02,False,3.628756e+03,2.332578e-01,2.265677e-02,9.455788e-01,1.000000e+00,5.519400e-02,5.932223e+03,1.199334e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Gavialis_gangeticus,2.172184e+01,2.768433e+04,3.000000e-01,1.300000e+02,6.929501e+04,1.353418e+05,1.336496e-01,2.951500e+02,False,9.245551e+02,2.590866e-01,2.842874e-02,4.368298e-01,1.000000e+00,1.089795e-03,6.252980e+07,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True
Jassa_falcata,1.106353e+01,2.174990e+02,1.700000e-01,1.200000e-04,1.047436e-02,2.705882e-02,4.500452e-01,2.861500e+02,True,3.133419e+01,6.531137e-02,2.257347e-02,2.637094e-02,2.837500e-02,2.451090e-01,5.320323e+00,2.000000e-03,3.614732e-01,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Alosa_sapidissima,1.397881e+01,7.670234e+03,2.000000e-01,5.978459e-03,6.520293e+02,3.600000e+03,1.016918e+03,2.881500e+02,True,3.824567e+03,3.740247e-01,2.183876e-02,2.757733e-01,1.553177e-01,3.009148e-07,7.321482e+06,2.000000e-03,5.495656e-01,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False
Hoplias_malabaricus,1.856021e+00,1.427015e+03,2.000000e-01,4.200000e-03,6.798143e+01,3.800000e+03,3.521551e+01,2.981500e+02,True,7.174687e+02,4.341973e-04,8.503573e-02,2.531173e-03,8.437815e-03,1.830881e-03,2.320872e+02,2.000000e-03,2.069348e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Archboldia_papuensis,5.409842e+00,6.658494e+02,2.800000e-01,1.700000e+01,1.187500e+02,1.250000e+02,2.252762e-02,3.147500e+02,False,1.408153e+03,5.109482e-02,3.248599e-02,8.789077e-01,1.000000e+00,1.006568e-01,1.881921e+04,2.161739e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Picathartes_gymnocephalus,4.082900e+00,5.326795e+02,2.800000e-01,1.200000e+01,2.375000e+02,2.500000e+02,9.011046e-02,3.147500e+02,False,4.979863e+03,4.501970e-02,2.296990e-02,8.277099e-01,1.000000e+00,4.994296e-02,6.889101e+03,1.004919e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Glaucostegus_cemiculus,9.308963e+01,3.119266e+03,2.000000e-01,2.382365e+02,2.390797e+04,1.128000e+05,4.488236e-02,2.985500e+02,False,6.073957e+02,2.637292e-02,3.727349e-02,1.235154e-01,1.000000e+00,5.543380e-03,8.256186e+05,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Corbula_gibba,3.449084e-01,8.323001e+02,9.000000e-02,1.131000e-07,7.201646e-03,1.944444e-01,4.567423e+01,2.911500e+02,True,6.875034e+00,4.349299e-03,2.155558e-01,5.814647e-03,3.803705e-02,3.575329e-04,8.465942e-02,2.000000e-03,3.385644e-01,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Orthotomus_sutorius,2.796786e+00,4.438996e+02,2.800000e-01,7.800000e-01,6.650000e+00,7.000000e+00,7.321475e-02,3.147500e+02,False,8.356933e+02,3.556223e-02,2.468131e-02,7.515271e-01,1.000000e+00,8.590799e-02,7.642299e+02,3.162360e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Macropus_rufus,3.504931e+01,1.955862e+03,3.000000e-01,8.170000e-01,1.400000e+04,3.500000e+04,1.656558e-02,3.094500e+02,False,9.445715e+02,1.827694e-01,5.231284e-02,3.393139e-01,1.000000e+00,3.265992e-05,1.306246e+07,1.988994e-03,1.000000e+00,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Elagatis_bipinnulata,2.092191e+00,1.018199e+03,2.000000e-01,3.300000e-05,3.660000e+01,8.193000e+02,1.548428e+04,3.006500e+02,True,5.198657e+01,6.024489e-02,2.016473e-02,3.280348e-02,3.324569e-02,2.067088e-05,1.035973e+04,2.000000e-03,3.219573e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Lepadogaster_lepadogaster,2.225009e+01,4.402573e+03,2.000000e-01,3.225600e-03,1.468184e+00,6.300000e+00,2.793821e-01,2.901500e+02,False,8.409482e+01,4.112812e-02,4.848301e-02,7.648199e-02,1.000000e+00,1.760367e-03,3.605042e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Elusor_macrurus,2.712357e+01,8.305300e+03,3.000000e-01,3.214755e+00,2.903876e+03,3.800000e+03,5.309862e-02,2.961500e+02,False,2.479509e+02,8.603064e-02,3.147641e-02,7.804534e-01,1.000000e+00,2.874108e-04,3.345425e+06,7.232589e-04,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Chirocentrus_nudus,9.026620e-01,2.677883e+03,2.000000e-01,3.773184e-04,9.809580e+01,1.200000e+03,2.925759e+02,2.981500e+02,True,2.114679e+02,2.577000e-02,2.802242e-02,2.076419e-02,3.524095e-01,4.760968e-06,4.298989e+03,2.126963e-03,7.070929e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Holothuria_scabra,6.327677e-01,9.238408e+03,9.000000e-02,4.200000e-06,1.800000e+02,2.000000e+03,7.360575e+04,2.981500e+02,True,1.100152e+01,1.713925e-02,4.699335e-02,6.519599e-02,4.925774e-04,2.925918e-05,1.086403e+04,2.000000e-03,7.920361e-02,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
Phoenicopterus_roseus,5.198730e+00,2.366727e+03,2.800000e-01,7.600000e+01,2.850000e+03,3.000000e+03,1.859107e-02,3.126500e+02,False,9.588905e+03,5.343147e-03,2.064376e-02,5.721416e-01,1.000000e+00,4.048457e-02,3.080358e+03,1.133063e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False
Anolis_sagrei,5.000000e+01,2.555000e+03,3.000000e-01,2.600000e-01,1.896540e+00,2.500000e+00,4.931507e-02,2.931500e+02,False,3.558964e+02,5.246173e-01,3.516413e-02,1.624357e-01,1.000000e+00,7.318514e-02,1.517206e+04,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Tympanuchus_phasianellus,3.102205e+00,3.613739e+02,2.800000e-01,1.250000e+01,7.761500e+02,8.170000e+02,2.490495e-01,3.138500e+02,False,2.260323e+03,3.832609e-02,1.694894e-02,4.532804e-01,1.000000e+00,2.838227e-02,1.691712e+04,2.639359e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Ammospiza_maritima,2.551812e+00,3.551197e+02,2.800000e-01,2.400000e+00,2.113750e+01,2.225000e+01,1.576933e-01,3.147500e+02,False,3.959491e+03,5.885950e-02,2.408547e-02,7.326233e-01,1.000000e+00,1.282884e-01,9.457313e+02,1.606659e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
Crenichthys_baileyi,2.051540e+00,1.095000e+03,2.000000e-01,3.600000e-03,4.798431e-01,8.900000e+00,3.041096e-01,2.931500e+02,True,5.831785e+01,2.932171e-02,3.028532e-02,2.775484e-02,1.000000e+00,4.767813e-03,8.198979e+01,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
Streptoprocne_zonaris,4.899480e+00,9.795981e+02,2.800000e-01,9.000000e+00,3.325000e+01,3.500000e+01,3.266646e-02,3.112500e+02,False,7.450603e+01,1.759364e-01,8.396160e-02,3.401199e-01,1.000000e+00,2.491369e-01,5.451752e+04,8.032800e-04,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Gyrinophilus_gulolineatus,2.924275e+01,1.316411e+04,2.800000e-01,1.720000e-03,6.838169e+00,1.040000e+01,1.686403e-02,2.861500e+02,False,4.636918e+03,5.267180e-04,1.784235e-02,6.162618e-02,1.000000e+00,1.632381e-05,2.826536e+01,2.000000e-03,1.000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
Buteo_rufofuscus,8.063727e+00,1.130204e+03,2.800000e-01,3.000000e+01,1.263500e+03,1.330000e+03,3.893101e-02,3.131500e+02,False,2.024061e+02,1.229460e-02,5.052554e-02,1.296933e-01,1.000000e+00,5.797497e-02,3.247306e+04,8.735085e-04,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Carcharhinus_leucas,1.363759e+02,5.657202e+03,2.000000e-01,2.490000e+03,8.486000e+04,4.100000e+05,7.353451e-02,3.031500e+02,False,7.474526e+02,3.230602e-01,2.324289e-02,2.329748e-01,1.000000e+00,2.251247e-02,3.825841e+07,2.000000e-03,1.000000e+00,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Brachidontes_pharaonis,1.100000e+00,1.460000e+03,9.000000e-02,8.284301e-08,8.400000e-02,1.545600e+00,1.208408e+03,2.931500e+02,True,1.885036e+00,3.984219e-03,1.657123e-02,2.077170e-02,1.414122e-03,1.995036e-04,1.042148e+00,2.000000e-03,1.127334e-01,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Odocoileus_virginianus,8.363023e+01,1.044636e+03,3.000000e-01,3.600000e+03,4.500000e+04,7.000000e+04,4.327389e-02,3.121500e+02,False,1.013066e+03,1.765586e-01,2.727540e-01,6.302249e-01,1.000000e+00,7.123077e-02,7.018853e+07,2.000000e-03,1.000000e+00,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False
Dendragapus_obscurus,7.773977e+00,6.745647e+02,2.800000e-01,2.270000e+01,1.207450e+03,1.271000e+03,1.660330e-01,3.138500e+02,False,6.212311e+03,5.600915e-02,3.025884e-02,8.595175e-01,1.000000e+00,1.720500e-02,4.474466e+04,7.281906e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Ratabulus_diversidens,7.712629e+00,4.879523e+03,2.000000e-01,6.500000e-05,2.280496e+02,1.704000e+03,2.664195e+03,2.928500e+02,True,3.621002e+01,3.753650e-02,2.120931e-02,9.676773e-02,2.734944e-03,6.558439e-05,5.411572e+04,2.000000e-03,1.403552e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Tyrannus_savana,2.449740e+00,4.927286e+02,2.800000e-01,2.800000e+00,2.850000e+01,3.000000e+01,6.758285e-02,3.147500e+02,False,3.348769e+03,5.256630e-02,2.902371e-02,8.878843e-01,1.000000e+00,8.427286e-02,1.928497e+03,1.106329e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Pagellus_acarne,2.367019e+00,4.319810e+03,2.000000e-01,8.320000e-05,5.515600e+01,3.915300e+02,4.220092e+02,2.915500e+02,True,1.876806e+01,4.322363e-02,2.171766e-02,1.210284e-01,1.430588e-03,6.047045e-04,2.100932e+04,2.000000e-03,1.136143e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Eulamprus_quoyii,3.961285e+01,5.556072e+03,3.000000e-01,9.700000e-01,1.100000e+01,4.180000e+01,1.079900e-02,2.991500e+02,False,1.686548e+02,1.479256e-01,2.833462e-02,1.412466e-01,1.000000e+00,5.883538e-02,1.438020e+04,2.000000e-03,1.000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Xolmis_pyrope,3.674610e+00,3.551197e+02,2.800000e-01,3.000000e+00,3.515000e+01,3.700000e+01,5.406628e-02,3.147500e+02,False,1.450608e+03,2.267818e-02,2.481346e-02,7.108803e-01,1.000000e+00,7.780010e-02,1.484961e+03,3.754920e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Oryzias_latipes,6.960445e+00,3.042667e+03,2.000000e-01,6.500000e-04,1.780000e-01,8.000000e-01,6.193875e+01,2.991500e+02,True,1.462149e+02,5.301189e-01,1.055600e-02,1.791166e-02,2.645280e-02,7.052978e-02,7.091582e+02,2.000000e-03,3.267216e-01,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Pyrrholaemus_sagittatus,3.776682e+00,2.175108e+02,2.800000e-01,2.000000e+00,1.225500e+01,1.290000e+01,1.351657e-01,3.147500e+02,False,7.097191e+02,1.228552e-01,2.591340e-02,7.812836e-01,1.000000e+00,9.589603e-02,6.696312e+03,1.878580e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Labeo_rohita,1.453048e+00,1.767876e+03,2.000000e-01,5.236000e-04,1.100000e+03,4.500000e+04,1.696952e+04,3.011500e+02,True,4.595920e+02,1.257348e-02,2.816033e-02,6.798551e-03,1.478418e-02,1.475446e-05,3.676050e+04,2.000000e-03,2.463248e-01,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Rallus_limicola,3.878755e+00,4.209497e+02,2.800000e-01,5.700000e+00,6.650000e+01,7.000000e+01,1.817319e-01,3.135500e+02,False,1.977701e+03,1.670223e-01,2.719787e-02,8.263484e-01,1.000000e+00,6.818608e-02,2.310054e+04,3.775598e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True
Nautilus_pompilius,4.008750e+02,5.233480e+03,2.100000e-01,4.000000e+00,2.428849e+02,4.900000e+02,3.013699e-02,2.912500e+02,True,5.385832e+01,9.786988e-02,2.051580e-02,1.783459e-01,1.812689e-02,9.999972e-01,9.612909e+04,2.000000e-03,2.860346e-01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Microcarbo_coronatus,4.572848e+00,1.215640e+03,2.800000e-01,1.360000e+01,7.505000e+02,7.900000e+02,6.169591e-02,3.137500e+02,False,3.243326e+03,1.053633e-02,2.422345e-02,6.718311e-01,1.000000e+00,1.831536e-02,6.359207e+03,3.957178e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Stolephorus_insularis,1.390455e+00,2.875925e+02,2.000000e-01,2.700000e-04,3.850000e-01,2.720000e+00,2.128011e+00,3.016500e+02,True,9.035153e+01,3.882698e-03,3.021090e-02,3.165606e-02,3.644885e-01,8.722605e-04,1.071742e+01,2.000000e-03,7.218477e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
Bubulcus_ibis,4.695335e+00,1.118389e+03,2.800000e-01,1.910000e+01,3.705000e+02,3.900000e+02,6.169591e-02,3.137500e+02,False,3.954528e+03,1.094947e-01,2.599068e-02,9.308348e-01,1.000000e+00,4.189688e-02,4.421786e+04,5.749201e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True
Asio_flammeus,5.103625e+00,1.099573e+03,2.800000e-01,1.600000e+01,3.857000e+02,4.060000e+02,1.784328e-01,3.133500e+02,False,3.021531e+03,7.336761e-02,2.396061e-02,7.003632e-01,1.000000e+00,4.288937e-02,2.663045e+04,4.249742e-02,1.000000e+00,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Platax_orbicularis,5.784828e-01,3.167193e+03,2.000000e-01,1.200000e-03,3.150000e+02,8.287000e+03,1.894422e+04,2.991500e+02,True,8.078499e+01,8.914983e-04,3.517879e-01,3.187176e-02,1.082137e-02,2.618154e-04,1.970518e+03,2.000000e-03,2.219112e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Ambiserrula_jugosa,3.900612e+00,2.847447e+03,2.000000e-01,6.500000e-05,1.840721e+00,1.960000e+01,1.264291e+02,2.978500e+02,True,2.436484e+01,7.825264e-02,2.159300e-02,7.724356e-02,1.592374e-01,1.727088e-04,8.496440e+02,2.000000e-03,5.433189e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Haematopus_bachmani,5.307770e+00,2.034384e+03,2.800000e-01,3.250000e+01,5.209800e+02,5.484000e+02,5.706888e-02,3.140500e+02,False,8.028482e+03,8.302002e-02,2.366625e-02,9.035626e-01,1.000000e+00,6.320222e-02,2.010121e+04,1.395711e-01,1.000000e+00,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Trematomus_pennellii,7.006655e+02,5.497780e+04,2.000000e-01,4.200000e-03,4.930000e+01,3.630000e+02,2.040824e+00,2.714500e+02,True,4.364607e+03,9.473006e-02,2.247200e-02,1.166251e-02,1.068767e-01,5.416708e-05,1.987750e+04,2.000000e-03,5.014446e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Pomatomus_saltatrix,1.960000e+00,3.953961e+03,2.000000e-01,5.200000e-04,1.769686e+02,1.440000e+04,3.763315e+03,2.941500e+02,True,8.195571e+01,2.815150e-01,2.109657e-02,1.197463e-02,2.569841e-03,5.694317e-04,3.959760e+05,2.000000e-03,1.374461e-01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Forbesichthys_agassizii,5.946027e+01,7.115737e+03,2.000000e-01,2.800000e-03,5.200000e-01,3.700000e+00,2.136110e-01,2.861500e+02,False,2.117028e+02,5.121513e-02,2.436578e-02,1.962637e-02,1.000000e+00,2.497334e-03,1.257491e+02,2.000000e-03,1.000000e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
