0,0.185
0,0.198
0,0.2
0,0.212
0,0.219
0,0.22
0,0.225
0,0.228
0,0.238
0,0.239
0,0.243
0,0.249
0,0.252
0,0.255
0,0.257
0,0.259
0,0.26
0,0.262
0,0.264
0,0.264
0,0.267
0,0.267
0,0.269
0,0.272
0,0.272
0,0.288
0,0.289
0,0.302
0,0.328
0,0.357
5,0.294
10,0.196
11,0.282
11,0.437
16,0.306
26,0.302
31,0.322
32,0.357
33,0.328
33,0.336
34,0.3
34,0.367
36,0.319
37,0.402
38,0.326
38,0.336
39,0.319
40,0.248
40,0.372
40,0.372
43,0.329
44,0.362
53,0.527
56,0.455
57,0.425
59,0.449
76,0.568
82,0.624
85,0.601
91,0.549
91,0.771
96,0.654
106,0.593
112,0.708
113,0.607
113,0.652
114,0.741
116,0.659
117,0.81
118,0.803
119,0.727
120,0.736
121,0.811
123,0.695
124,0.63
133,0.859
136,0.801
137,0.748
137,0.752
139,0.757
