0.494,0.070380771
0.499,0.052445267
0.757,0.084584442
0.828,0.141968657
0.933,0.130952487
0.958,0.125707502
1.1,0.144214844
1.125,0.136648667
1.135,0.134497435
1.196,0.242553468
1.245,0.150240181
1.257,0.175996108
1.258,0.15796458
1.286,0.188087023
1.327,0.228658388
1.342,0.13751953
1.346,0.14133288
1.355,0.194225948
1.394,0.200962461
1.407,0.305996909
1.43,0.6270706
1.434,0.145392369
1.45,0.1757845
1.514,0.187391202
1.625,0.214297289
1.651,0.327553766
1.742,0.41808
1.79,0.2549587
1.91,0.3887398
2.19,0.0258534
2.25,0.2606878
2.251,0.9746712
2.3,0.6478868
2.32,0.11659
2.342,0.42156
2.454,0.696936
2.519,0.609598
2.649,0.532449
2.858,0.825962
2.945,1.375315
2.953,0.439997
3.087,1.228626
3.09,0.4618954
3.092,0.890496
3.14,0.4965236
3.141,1.151371
3.158,0.99477
3.162,0.44268
3.165,1.29765
3.18,1.103126
3.24,0.4118922
3.28,0.38376
3.34,0.4197281
3.421,0.533676
3.427,0.418094
3.43,0.607863
3.471,1.003119
3.52,0.3371104
3.521,0.5075926
3.54,0.885
3.571,0.839185
3.6,0.3263815
3.614,0.84929
3.63,0.5550311
3.643,0.936251
3.651,0.945609
3.652,0.832656
3.669,0.491646
3.731,0.794703
3.747,0.992955
3.77,0.4717946
3.816,1.705752
3.817,0.904629
3.83,0.7175196
3.886,1.503882
3.9,0.741253
3.931,1.253989
3.98,0.3511867
4.037,0.787215
4.045,0.72001
4.08,0.3393871
4.27,0.5756215
4.32,0.713701
4.426,0.48686
4.64,0.6483334
4.657,1.415728
4.709,1.634023
4.711,1.455699
4.75,1.047126
