4.3,1.87
5,3.199
4.6,2.568
4.6,2.386
4.7,2.76
4.9,3.365
4.6,2.737
4.6,2.841
4.4,1.971
4.6,2.548
4.7,3.163
4.2,1.981
4.7,2.763
4.5,2.394
4.7,3.362
5,3.568
4.9,4.1
5,3.62
4.3,3.44
4.2,2.6
4.6,3.08
