species,ab,ap,am,d_V,Wwb,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,h_a,E_Hb_p,E_Hp,class_other,class_Actinopterygii,class_Aves,class_Mammalia,class_Reptilia,class_Amphibia,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Pangasianodon_hypophthalmus,4.641682e-01,6.324294e+02,5.055722e+03,2.000000e-01,7.000000e-04,4.400000e+04,5.821956e+05,2.971500e+02,True,False,1.119505e+03,4.500000e-01,1.002800e-01,2.793160e+01,2.240000e-10,1.511787e-07,8.017000e+06,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Paralithodes_camtschaticus,1.277233e+03,9.047067e+03,3.884917e+04,1.700000e-01,5.240000e-04,8.000000e+03,3.088869e+03,2.801500e+02,True,False,2.847218e+02,5.169100e-01,2.306100e-02,6.671300e+01,1.389000e-08,2.252814e-07,2.310000e+06,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
Pecten_maximus,2.393850e+00,6.947057e+02,1.384624e+04,9.000000e-02,1.155556e-06,2.222222e+02,3.033302e+04,2.861500e+02,True,False,5.820433e+01,8.865400e-01,3.021500e-02,4.905920e+01,9.121000e-09,7.857143e-08,3.234000e+03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Percina_tanasi,5.084109e+01,5.739242e+02,2.989047e+03,2.000000e-01,1.410000e-02,2.436480e+01,8.029316e-01,2.856500e+02,True,False,9.838873e+02,7.925400e-01,2.716300e-02,6.895128e+02,4.928000e-07,1.181750e-03,2.652000e+03,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Perna_canaliculus,5.665630e+00,1.946224e+02,1.075477e+04,1.380000e-01,4.108007e-07,2.536232e+02,1.859639e+05,2.881500e+02,True,False,3.280993e+01,8.575600e-01,1.359100e-02,2.658900e+01,3.083000e-09,2.389861e-07,2.801000e+02,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Phorcus_lineatus,2.687925e+00,1.572436e+03,1.569748e+04,1.500000e-01,3.000000e-06,8.000000e-01,3.185224e-01,2.851500e+02,True,False,2.287082e+01,9.991500e-01,1.384600e-01,2.527640e+01,7.026000e-10,1.323575e-05,7.173000e-01,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
Placopecten_magellanicus,6.814280e+00,8.637010e+02,1.727402e+04,9.000000e-02,1.666667e-06,5.555556e+02,7.217847e+04,2.801500e+02,True,False,6.220174e+02,5.902800e-01,7.445200e-03,3.304513e+02,2.715000e-08,5.853029e-08,1.007000e+03,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
Planorbis_planorbis,1.250000e+01,6.000000e+01,2.100000e+02,1.500000e-01,6.117000e-05,4.336000e-01,1.000000e+01,2.931500e+02,True,False,8.358020e+01,9.631000e-01,1.730000e-02,7.659000e+02,2.806000e-06,2.000000e-04,2.513000e+01,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
Pleurobrachia_bachei,1.927096e+00,9.614066e+01,2.612285e+02,1.000000e-02,3.333333e-07,9.000000e+00,5.837801e+02,2.881500e+02,True,False,2.464862e+00,9.796600e-01,9.791100e-02,1.425290e+01,1.067400e-05,1.059908e-05,1.171800e+00,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Pollachius_virens,2.320180e+01,5.178069e+03,3.236293e+04,2.000000e-01,9.000000e-04,3.200000e+04,2.008471e+03,2.791500e+02,True,False,8.512399e+01,5.508400e-01,1.302700e-01,1.754460e+01,5.047000e-09,1.140711e-06,2.530000e+06,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Pomacentrus_amboinensis,1.853940e+00,1.362646e+02,1.015032e+03,2.000000e-01,2.900000e-03,3.830000e+01,1.837183e+01,3.016500e+02,True,False,7.437422e+01,9.845300e-01,5.498100e-02,7.275800e+01,7.773000e-10,3.395191e-04,3.826000e+02,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Pomacentrus_coelestis,1.853940e+00,2.271077e+01,7.415761e+01,2.000000e-01,2.900000e-03,1.070000e+01,1.837183e+01,3.016500e+02,True,False,1.101028e+02,9.715700e-01,4.850000e-02,1.700136e+02,1.363000e-06,1.118414e-03,1.993000e+02,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Potamopyrgus_antipodarum,5.218392e+01,4.141802e+02,1.602951e+03,1.500000e-01,3.800000e-05,3.742500e-02,3.633475e-01,2.891500e+02,True,False,2.370684e+00,9.873000e-01,3.906000e-03,3.780000e+01,2.873000e-08,4.523490e-03,4.470000e-02,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Ptychocheilus_oregonensis,1.458659e+01,2.676639e+03,9.050977e+03,2.000000e-01,1.030000e-02,2.400000e+03,4.695626e+01,2.891500e+02,True,False,2.205071e+02,7.826700e-01,1.204800e-01,1.804520e+01,4.489000e-09,5.792833e-05,2.037000e+05,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Pycnogonum_litorale,5.138109e+01,5.170222e+02,5.274590e+03,1.700000e-01,2.522321e-07,7.700000e-02,9.384615e+01,2.881500e+02,True,False,9.368246e+00,9.517000e-01,5.472000e-04,2.440000e+02,3.298000e-08,4.018616e-06,2.095000e+00,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Quintana_atrizona,1.680417e+01,5.041252e+01,5.476360e+02,2.000000e-01,3.100000e-03,2.100000e-01,1.118444e+00,3.006500e+02,True,False,2.667569e+02,7.467300e-01,6.568200e-03,1.425063e+03,2.642000e-08,1.541393e-02,1.522000e+02,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Ramazzottius_oberhaeuseri,9.500000e+00,2.150000e+01,9.000000e+02,7.000000e-02,5.920000e-08,5.190000e-06,1.250000e-01,2.931500e+02,True,False,3.331137e+00,9.766000e-01,1.139000e-03,3.871000e+02,4.319000e-08,9.279169e-02,1.637000e-05,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Rhodeus_amarus,2.071728e+01,4.201005e+02,2.100502e+03,2.000000e-01,2.000000e-03,8.630000e+00,3.237321e-01,2.931500e+02,True,False,4.700735e+01,9.035800e-01,2.974700e-02,3.774540e+01,4.050000e-08,1.411339e-03,5.662000e+02,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True
Ruditapes_philippinarum,1.799879e+00,3.647999e+02,8.594417e+03,9.000000e-02,2.555556e-08,1.088889e+01,5.084831e+03,2.881500e+02,True,False,3.432868e+00,9.916600e-01,5.821200e-03,1.110790e+01,3.054000e-09,5.044457e-08,8.885000e+00,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Salmo_salar,6.388717e+02,3.389329e+03,9.782748e+03,2.000000e-01,1.600000e-01,1.240415e+04,1.926728e+01,2.831500e+02,True,False,1.613783e+02,4.175400e-01,2.977600e-02,1.395070e+01,8.075000e-09,5.846660e-04,1.063000e+06,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True
Salvelinus_alpinus,2.501248e+02,3.884917e+03,6.360536e+03,2.000000e-01,9.795575e-02,1.500000e+04,2.316652e+00,2.831500e+02,True,False,4.606913e+02,9.636200e-01,4.862500e-02,6.446120e+01,1.609000e-05,8.175228e-05,6.483000e+04,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True
Sardina_pilchardus,1.284527e+01,5.860656e+02,4.688525e+03,2.000000e-01,2.500000e-04,1.120000e+02,1.432434e+03,2.881500e+02,True,False,3.960024e+02,9.450200e-01,1.718100e-02,3.961953e+02,4.056000e-08,3.713906e-06,3.013000e+03,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
Sardinella_albella,3.293736e+00,4.007379e+02,3.205903e+03,2.000000e-01,3.200000e-04,2.840000e+01,2.994476e+02,2.921500e+02,True,False,2.746854e+03,7.700000e-01,2.126900e-02,2.089998e+03,1.081000e-08,3.744025e-07,5.649000e+04,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Sardinella_aurita,4.391648e+00,4.940604e+02,2.404427e+03,2.000000e-01,1.984000e-04,1.660000e+02,1.821640e+02,2.921500e+02,True,False,3.280427e+02,9.514000e-01,2.895000e-02,9.378000e+01,5.553000e-08,3.386888e-06,3.859000e+03,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Sardinella_brasiliensis,1.662339e+00,7.584422e+02,2.336002e+03,2.000000e-01,3.200000e-04,1.780000e+02,7.680216e+01,2.951500e+02,True,False,6.948408e+01,9.500200e-01,1.342200e-01,1.213420e+01,4.467000e-09,6.506700e-06,1.194000e+04,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Sardinella_gibbosa,1.265535e+00,2.309602e+02,1.847682e+03,2.000000e-01,3.200000e-04,2.610000e+02,3.160718e+02,2.981500e+02,True,False,6.959666e+02,9.748600e-01,3.877600e-02,1.809591e+02,4.256000e-09,3.970614e-07,2.246000e+04,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Sardinella_longiceps,1.265535e+00,2.309602e+02,6.928806e+02,2.000000e-01,3.200000e-04,2.000000e+02,4.069965e+02,2.981500e+02,True,False,3.042521e+03,9.726700e-01,2.029700e-02,2.406186e+03,4.955000e-08,2.669539e-08,7.196000e+04,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Scomber_scombrus,3.588541e+01,1.698550e+03,1.698550e+04,2.000000e-01,5.500000e-05,2.800000e+03,3.781379e+03,2.851500e+02,True,False,7.758885e+01,8.567000e-01,3.233000e-02,3.369000e+01,8.440000e-09,3.891192e-07,1.351000e+05,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Scophthalmus_maximus,3.541383e+01,5.430501e+03,4.626884e+04,2.000000e-01,1.880000e-04,1.550000e+04,6.816682e+03,2.831500e+02,True,False,1.076989e+02,6.681300e-01,4.023800e-02,2.892970e+01,3.670000e-09,1.074894e-07,3.071000e+06,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Semicossyphus_pulcher,2.195824e+00,1.460000e+03,1.934500e+04,2.000000e-01,1.280000e-04,1.600000e+04,8.500000e+04,2.931500e+02,True,False,3.829771e+02,3.804100e-01,7.479300e-02,7.397900e+00,1.588000e-10,1.067571e-07,4.351000e+06,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Septifer_virgatus,6.327677e-01,2.315930e+02,2.771523e+03,9.000000e-02,1.254960e-06,5.810000e+00,4.329750e+03,2.981500e+02,True,False,6.110012e+00,8.641000e-01,2.986000e-02,6.137000e+00,3.685000e-10,8.667928e-06,3.701000e+01,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Silurus_glanis,7.000000e+00,2.362000e+03,2.920000e+04,2.000000e-01,1.200000e-03,1.140000e+05,9.369863e+03,2.931500e+02,True,False,5.542222e+02,8.507400e-01,2.116100e-02,1.815930e+01,1.957000e-10,1.715566e-07,9.373000e+05,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Siphateles_bicolor,5.818187e+00,1.428966e+03,2.134721e+03,2.000000e-01,9.000000e-04,1.250000e+03,9.687401e+01,2.861500e+02,True,False,9.417836e+01,4.798400e-01,3.846200e-02,1.152820e+01,2.622000e-06,1.084280e-04,2.729000e+04,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True
Smeringurus_mesaensis,2.309602e+02,6.458976e+02,1.350959e+03,1.700000e-01,1.300000e-02,2.200000e+00,9.958425e-02,2.981500e+02,True,False,1.373494e+01,9.433300e-01,3.889900e-02,3.026390e+01,1.127000e-09,4.988254e-03,7.662000e+02,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Solea_senegalensis,3.748369e+00,1.789186e+03,4.920262e+03,2.000000e-01,1.770000e-04,1.830000e+03,3.683777e+03,2.931500e+02,True,False,1.026472e+02,8.386600e-01,7.982500e-02,2.384920e+01,5.663000e-09,1.295290e-07,1.104000e+06,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Solea_solea,1.396972e+01,1.644411e+03,1.657159e+04,2.000000e-01,4.598000e-04,1.109700e+03,1.733463e+03,2.861500e+02,True,False,2.896690e+02,7.823900e-01,7.282600e-02,3.419550e+01,2.529000e-09,1.836233e-06,1.954000e+05,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Spisula_solidissima,2.000000e+00,7.132416e+02,1.712384e+04,9.000000e-02,1.021111e-06,6.714537e+04,3.600000e+05,2.871500e+02,True,False,1.739289e+01,5.348700e-01,1.700900e-02,8.961500e+00,6.799000e-10,6.013874e-07,1.874000e+03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Stagnicola_palustris,1.200000e+01,6.400000e+01,3.600000e+02,1.500000e-01,5.970000e-05,2.467000e-01,2.304151e+01,2.931500e+02,True,False,8.558485e+01,8.959000e-01,1.722000e-02,1.031000e+03,3.907000e-07,1.409524e-04,1.155000e+02,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
Stichopus_vastus,5.291711e-01,1.936766e+02,1.062311e+03,9.000000e-02,4.200000e-06,2.850000e+03,8.801565e+04,3.001500e+02,True,False,9.066790e+00,9.852700e-01,3.958600e-02,7.677900e+00,2.291000e-09,1.900581e-08,7.061000e+03,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
Streptocephalus_sealii,2.687925e+00,8.870153e+01,2.580408e+02,1.700000e-01,2.060000e-05,8.000000e-02,1.395128e+01,2.851500e+02,True,False,1.213638e+03,9.597200e-01,8.577300e-02,8.835265e+03,3.617000e-05,7.290323e-05,1.550000e+01,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Streptocephalus_siamensis,2.531071e+00,7.909596e+00,2.385534e+01,1.700000e-01,3.311396e-07,5.000000e-02,4.131664e+02,2.981500e+02,True,False,8.679333e+01,9.950500e-01,4.766000e-02,2.251165e+03,1.418000e-05,9.448041e-06,9.113000e-01,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Streptocephalus_sirindhornae,2.531071e+00,1.107343e+01,4.277510e+01,1.700000e-01,6.401799e-07,1.435294e-01,5.218689e+02,2.981500e+02,True,False,1.877264e+02,9.912800e-01,1.870500e-02,3.729247e+03,9.289000e-06,3.082794e-06,6.027000e+00,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Streptocephalus_torvicornis,3.201805e+00,1.585716e+01,7.593212e+01,1.700000e-01,1.001412e-05,1.564706e-01,1.058449e+02,2.981500e+02,True,False,6.545223e+01,9.398900e-01,1.582400e-02,7.838072e+02,2.871000e-06,4.489914e-04,6.891000e+00,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Streptocephalus_vitreus,1.250000e+00,1.525000e+01,3.000000e+01,1.700000e-01,5.882353e-06,7.647059e-03,1.050000e+01,2.931500e+02,True,False,1.798657e+02,9.881800e-01,4.080900e-02,8.740149e+03,7.497000e-05,8.246885e-04,3.451000e-01,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Succinea_putris,2.625586e+01,2.596413e+02,5.324104e+02,1.500000e-01,3.682002e-05,5.090000e-01,2.404160e-01,2.891500e+02,True,False,1.074882e+01,9.985900e-01,2.202100e-02,1.258343e+02,1.030000e-06,1.044660e-03,9.091000e-02,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False
Symsagittifera_roscoffensis,4.824738e+00,1.375050e+02,4.402573e+02,5.000000e-02,4.200000e-06,2.310000e-02,1.243591e+01,2.911500e+02,True,False,3.714595e+00,9.000000e-01,2.307500e-02,9.935910e+01,2.235000e-07,4.322433e-04,1.315000e+00,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
Tetrapturus_pfluegeri,5.918233e+00,8.640620e+02,4.320310e+03,2.000000e-01,5.230000e-04,5.800000e+04,6.712481e+04,2.913500e+02,True,False,1.399651e+03,8.400700e-01,2.509700e-02,2.751258e+02,2.427000e-08,4.401527e-09,8.906000e+06,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Thamnocephalus_platyurus,6.327677e-01,8.225980e+00,1.898303e+01,1.700000e-01,1.410000e-05,1.564706e-01,3.160718e+01,2.981500e+02,True,False,6.169012e+02,9.955200e-01,2.308300e-02,9.259518e+03,1.144000e-04,1.903644e-05,3.622000e+00,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False
Trachurus_mediterraneus,1.616535e+00,9.850085e+02,1.966784e+04,2.000000e-01,2.780000e-04,1.672000e+03,2.847288e+02,2.901500e+02,True,False,2.386942e+02,9.664200e-01,2.648000e-02,3.843110e+01,7.532000e-10,5.834464e-06,2.948000e+03,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Trachurus_trachurus,2.155796e+01,6.018147e+02,2.407259e+04,2.000000e-01,1.000000e-03,1.178000e+03,2.326297e+02,2.881500e+02,True,False,1.959727e+02,9.388000e-01,4.962000e-02,4.333000e+01,5.102000e-10,6.510615e-06,1.837000e+04,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Trichiurus_lepturus_japonicus,2.704494e+00,1.857045e+02,6.681688e+03,2.000000e-01,4.250000e-04,5.000000e+03,7.205925e+02,2.911500e+02,True,False,1.377926e+03,9.661300e-01,2.288100e-02,2.673848e+02,1.019000e-08,1.709501e-06,3.105000e+03,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Urechis_caupo,2.209990e+00,7.281916e+02,4.839877e+03,4.000000e-02,8.200000e-06,1.600000e+02,8.264673e+04,2.901500e+02,True,False,8.665241e+01,5.000000e-01,2.939800e-02,1.228450e+01,2.441000e-08,7.178736e-08,2.389000e+04,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
Urosalpinx_cinerea,1.053667e+02,1.277498e+03,4.688525e+03,1.500000e-01,7.000000e-06,3.700000e+00,8.190210e-01,2.931500e+02,True,False,2.315363e+01,9.994100e-01,2.164300e-02,5.170480e+01,3.561000e-08,2.739481e-06,4.468000e+00,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Xiphias_gladius,1.898303e+00,1.642500e+03,4.015000e+03,2.000000e-01,1.661124e-03,6.500000e+05,4.109589e+04,2.931500e+02,True,False,1.651206e+03,8.992600e-01,3.836800e-02,5.012570e+01,5.065000e-08,7.129690e-09,1.226000e+07,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Xylonora_atlantica,5.375850e+01,2.859952e+02,1.753251e+03,9.000000e-02,1.230187e-06,1.687500e+00,2.244875e+00,2.771500e+02,True,False,1.436114e+01,7.288500e-01,5.312500e-03,2.922470e+01,5.874000e-05,6.315789e-04,1.653000e+00,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Abroscopus_superciliaris,2.245595e+00,7.353481e+00,4.438996e+02,2.800000e-01,7.800000e-01,6.500000e+00,7.208837e-02,3.147500e+02,False,False,6.630061e+02,9.582200e-01,3.479000e-02,5.330640e+02,4.147000e-12,6.523777e-02,1.472000e+03,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Acanthis_flammea,2.041450e+00,6.054789e+00,5.415575e+02,2.800000e-01,1.300000e+00,1.420000e+01,2.252762e-01,3.147500e+02,False,False,1.294710e+03,9.290800e-01,3.765300e-02,9.076351e+02,2.215000e-12,6.411498e-02,3.305000e+03,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True
Acanthis_hornemanni,2.245595e+00,6.988632e+00,3.018517e+02,2.800000e-01,1.300000e+00,1.270000e+01,1.013743e-01,3.147500e+02,False,False,7.095930e+02,9.579300e-01,4.746800e-02,4.321025e+02,8.946000e-13,6.175461e-02,3.203000e+03,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True
Acanthisitta_chloris,8.014527e+00,1.109715e+01,4.688162e+02,2.800000e-01,1.000000e+00,7.000000e+00,1.279819e-01,3.141500e+02,False,False,3.037650e+03,9.813200e-01,2.606900e-02,4.238578e+03,1.013000e-14,2.528452e-02,2.759000e+03,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Acanthiza_chrysorrhoa,3.572537e+00,1.050467e+01,3.995097e+02,2.800000e-01,3.000000e+00,3.100000e+01,1.576933e-01,3.147500e+02,False,False,1.535986e+03,8.778000e-01,2.477500e-02,9.359217e+02,1.093000e-11,7.616629e-02,8.467000e+03,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Acanthiza_inornata,3.878755e+00,1.026361e+01,3.995097e+02,2.800000e-01,3.000000e+00,2.100000e+01,1.351657e-01,3.147500e+02,False,False,1.307576e+03,8.432300e-01,2.392600e-02,8.401305e+02,1.023000e-11,1.146692e-01,8.419000e+03,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Accipiter_cooperii,5.973843e+00,9.658038e+00,1.091922e+03,2.800000e-01,2.200000e+01,5.180000e+02,7.436430e-02,3.126500e+02,False,False,1.568670e+04,9.953800e-01,5.603900e-02,6.897050e+03,1.071000e-13,1.323050e-02,1.718000e+04,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Accipiter_fasciatus,1.202179e+01,1.593930e+01,9.376324e+02,2.800000e-01,1.400000e+01,5.800000e+02,6.399096e-02,3.141500e+02,False,False,9.488967e+03,9.988400e-01,1.562900e-01,2.480232e+03,2.615000e-13,2.086632e-03,1.743000e+04,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True
Accipiter_nisus,1.322397e+01,1.630660e+01,9.470087e+02,2.800000e-01,1.650000e+01,3.100000e+02,9.598644e-02,3.141500e+02,False,False,5.960028e+03,9.934000e-01,5.116600e-02,2.303233e+03,7.756000e-13,2.159869e-02,1.226000e+04,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Acipenser_gueldenstaedtii,1.312793e+01,7.618852e+03,2.285656e+04,2.000000e-01,5.102457e-02,1.150000e+05,3.646501e+02,2.881500e+02,False,False,1.987531e+04,5.622900e-01,3.223300e-02,1.183176e+03,1.804000e-09,8.479263e-09,2.821000e+08,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Acipenser_nudiventris,2.150340e+01,1.067361e+04,2.561665e+04,2.000000e-01,2.874196e-02,8.000000e+04,6.089714e+02,2.861500e+02,False,False,4.207302e+02,7.561900e-01,9.331300e-02,9.483400e+00,5.067000e-09,1.930158e-07,3.107000e+07,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Acipenser_oxyrinchus,8.604283e+00,3.880506e+03,2.903926e+04,2.000000e-01,8.200000e-03,2.024000e+05,1.652935e+04,2.901500e+02,False,False,2.094976e+03,4.259900e-01,5.090900e-02,2.571870e+01,6.387000e-10,5.551485e-08,1.010000e+08,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True
Acipenser_persicus,1.367098e+01,3.640523e+03,1.423500e+04,2.000000e-01,9.765937e-02,7.000000e+04,3.013000e+02,2.931500e+02,False,False,5.620473e+02,5.657100e-01,4.375900e-02,1.232640e+01,8.726000e-10,1.448381e-06,3.613000e+07,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Acipenser_ruthenus,1.284527e+01,4.094431e+03,2.254813e+04,2.000000e-01,1.400000e-03,6.400000e+03,1.842797e+02,2.881500e+02,False,False,2.214462e+02,7.804000e-01,5.178900e-02,1.187580e+01,1.871000e-08,3.601460e-06,2.740000e+05,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Acipenser_sturio,1.929895e+01,5.110000e+03,7.032787e+04,2.000000e-01,1.242000e-02,4.600000e+05,9.341958e+02,2.931500e+02,False,False,8.457356e+02,8.373000e-01,3.179000e-02,1.728000e+01,2.688000e-10,3.292102e-07,7.761000e+06,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
Acipenser_transmontanus,3.070489e+01,9.281163e+03,7.684996e+04,2.000000e-01,2.240000e-02,8.160000e+05,2.810672e+02,2.861500e+02,False,False,9.443777e+02,4.500000e-01,6.326700e-02,7.406600e+00,4.692000e-10,3.446449e-07,8.870000e+07,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True
Acridotheres_cristatellus,3.062175e+00,1.291310e+01,5.326795e+02,2.800000e-01,6.900000e+00,1.165000e+02,9.574237e-02,3.147500e+02,False,False,2.559602e+03,9.187600e-01,3.272200e-02,1.128490e+03,2.162000e-12,3.890434e-02,1.798000e+04,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Acridotheres_tristis,3.572537e+00,1.196406e+01,2.663398e+02,2.800000e-01,4.200000e+00,1.130000e+02,3.041228e-01,3.147500e+02,False,False,1.775277e+03,9.129000e-01,2.822500e-02,7.391793e+02,3.910000e-11,3.146716e-02,1.888000e+04,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Acrocephalus_arundinaceus,2.858030e+00,7.601067e+00,4.483386e+02,2.800000e-01,2.000000e+00,2.570000e+01,1.126381e-01,3.147500e+02,False,False,1.502734e+03,9.575500e-01,2.999400e-02,1.007170e+03,6.244000e-12,6.612131e-02,2.506000e+03,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True
Acrocephalus_melanopogon,2.143522e+00,6.521710e+00,4.927286e+02,2.800000e-01,1.100000e+00,1.260000e+01,9.011046e-02,3.147500e+02,False,False,1.424778e+03,9.596000e-01,3.369400e-02,1.141155e+03,3.145000e-12,6.436228e-02,1.474000e+03,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
Acrocephalus_palustris,2.347667e+00,6.725855e+00,4.350216e+02,2.800000e-01,1.200000e+00,1.260000e+01,9.912151e-02,3.147500e+02,False,False,1.204669e+03,9.543100e-01,3.446800e-02,9.159652e+02,4.759000e-12,7.109208e-02,1.868000e+03,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Acrocephalus_scirpaceus,2.143522e+00,6.521710e+00,4.483386e+02,2.800000e-01,1.000000e+00,1.100000e+01,9.011046e-02,3.147500e+02,False,False,9.285087e+02,9.722900e-01,3.550300e-02,6.852738e+02,4.630000e-12,5.921386e-02,1.183000e+03,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True
