Row,init_loss,z_i,kap_i,v_i,p_M_i,E_Hb_i,E_Hp_i,final_loss,z_f,kap_f,v_f,p_M_f,E_Hb_f,E_Hp_f,convergence,n_runs,n_iter,execution_time,error,error_message
Donacobius_atricapilla,0.107265839742518,1.70272530927977,0.974686031971973,0.0281662186794626,659.581340465065,144.681254953973,2344.94147585299,0.107211147310008,1.6971027365025,0.97459225886209,0.0280268153987849,666.365235073152,143.856643050126,2316.0262527336,0,1,500,60.4717802,0,""
Deltentosteus_quadrimaculatus,0.0154801131492893,1.87579348718447,0.93741100772425,0.0272153788702485,26.2991414233207,0.0682147146875843,717.057214668177,0.0154801131492852,1.87579352080219,0.937411001653634,0.0272153795923067,26.2991393525816,0.0682147252489721,717.057235873174,1,1,325,15.6218133,0,""
Girardinus_metallicus,0.16800647778815,0.167285861886711,0.852691987797466,0.00720598909225913,1370.60362900204,3.03933653138688,354.298191485601,0.167987464946527,0.167302921362716,0.852725771723827,0.00720606877265484,1370.76765694663,3.03931052276433,354.321965843588,0,1,500,272.8216444,0,""
Turdus_merula,0.221103815927922,1.35955603260064,0.970629458115496,0.0261020930882033,4954.25005602706,19.2036600380509,417.420712698419,0.221103323334759,1.35954736734695,0.970629125245885,0.0261017939598186,4954.22395796187,19.2025759539603,417.422420743335,0,1,500,364.6045027,0,""
Creagrus_furcatus,0.12007955145554,4.0614525415872,0.88262063250945,0.0360666997460573,482.459309651632,14449.0848709849,206437.025125701,0.120011178483934,4.06582896648928,0.882016131093968,0.0362681203071435,485.271837297693,14553.9297652308,209552.263819523,0,1,500,43.317118,0,""
Thalassarche_melanophrys,0.0968263909477097,5.32773078462505,0.891253151670884,0.0200715206567623,415.565457604467,21060.3371399784,408968.380920885,0.0944970743709972,5.45635836291009,0.904255539991335,0.0201458118918367,386.030729412368,18958.5613797755,375097.972175568,0,8,4000,257.989201,0,""
Wallago_attu,0.0618784377186005,14.1599713691259,0.975857132092569,0.0308378752532212,20.8973100050819,0.106074480463073,124666.210500257,0.0595227768992586,14.7033560163954,0.975158209622112,0.030475089570355,21.4934688954173,0.104032599567549,131373.924056564,0,2,1000,51.1726018,0,""
Ardenna_pacifica,0.101518321074639,3.0870318766549,0.678442830207292,0.018716442217343,419.27113328101,29514.5451943723,322744.417558654,0.101465543606365,3.0842316234225,0.678878849771248,0.0186298112869581,417.184654590437,29630.496357398,323767.267432779,0,1,500,47.9628388,0,""
Percilia_irwini,0.0132650365633825,1.30264971386026,0.919980448102759,0.0199477100296904,17.5848256887387,0.188314309916276,494.152537572221,0.00163882104962168,1.32284541242491,0.922824110756884,0.0201810943929148,18.2135073323613,0.178477531121246,547.054686682427,0,2,1000,51.9462472,0,""
Erilepis_zonifer,0.193806237875807,8.7796702085589,0.75,0.0408545752872849,113.648264861223,0.952224778380084,4126670.2014149,0.121417760730894,3.94071025890144,0.75,0.0315367455899514,46.7600020632379,2.76814421693006,11838721.3600242,0,6,3000,131.2938659,0,""
Junco_phaeonotus,0.116458228433414,1.20841174723855,0.970660282040446,0.0237674679106515,1290.3170839093,80.2844808015668,930.548656468943,0.116379556916875,1.2045918546716,0.971236565451769,0.0236878676719094,1315.42000697463,77.5285848091187,904.043775291329,0,1,500,53.0521673,0,""
Alectoris_chukar,0.163701454693186,5.49595992061998,0.936178064133547,0.0703321310887928,174.286894510668,3077.00298438392,163907.564561495,0.163701445938961,5.4966387745768,0.936187058377432,0.070346630672882,174.218081062209,3077.31879408151,163928.476497226,0,1,500,36.2281102,0,""
Rhizoprionodon_porosus,0.0323319639358952,11.5354186256415,0.72927208279246,0.028732,17.7669892882044,115560.502430139,974095.418304231,0.0323319635196421,11.5355353634551,0.729292720996355,0.028732,17.7666364956096,115543.091816251,973957.957058962,0,1,500,47.0757493,0,""
Buteo_oreophilus,0.106249988151431,3.76778970086209,0.933305427362176,0.0306313875389038,600.489423366765,4137.27774322326,80570.5706012702,0.10619538934233,3.75986160529469,0.932804011104862,0.0306158788498938,603.893929552838,4180.86041786525,81139.2482965619,0,1,500,68.4359361,0,""
Eremophila_alpestris,0.120906364219658,0.98176744685,0.955089978321782,0.0231978047730457,5064.05710882995,77.8411591213242,780.159371854327,0.120306842047405,0.939384616738952,0.953744177708385,0.0224687989431988,5850.42478365696,71.7598985069656,712.30958066084,0,4,2000,134.5865705,0,""
Aerodramus_bartschi,0.0314097284101051,1.92626235216595,0.961305706151407,0.0408518182936357,20.0493911730656,305.758760653043,1618.38571335644,0.0314097284101051,1.92626235216595,0.961305706151407,0.0408518182936357,20.0493911730656,305.758760653043,1618.38571335644,1,1,281,62.9716846,0,""
Caprimulgus_pectoralis,0.118747054977021,2.14312563480821,0.912581741030128,0.036048158239517,459.26148595295,1257.20678130578,20828.852259923,0.118700988815677,2.14478280057369,0.911812417111072,0.0362029644535903,462.382101432161,1265.04042760141,21078.6620698864,0,1,500,47.7797224,0,""
Meleagris_gallopavo,0.125297406296529,6.01802913056167,0.994755217002349,0.0192174347155454,1380.3441182425,72.64065557665,3805.52685026225,0.125291723992221,6.01803725546651,0.994755615545096,0.0192188867618909,1380.57724923906,72.6370331033225,3807.05604573863,1,1,489,117.8489562,0,""
Otus_senegalensis,0.10281479237653,2.11273579753975,0.899173313002322,0.0284803968023489,657.933285337691,1537.12629206771,20963.4390983823,0.102747546128603,2.11305279795867,0.899231642910295,0.0285847472428388,663.403348370884,1531.53379724407,20920.5412900264,0,1,500,36.4954115,0,""
Surnia_ulula,0.122737027724952,2.57559759759506,0.918623015044537,0.0234068947130983,990.300875734082,1469.53909981807,26674.2527251223,0.122665211151095,2.56828625374204,0.920455715175727,0.0232617518310476,1001.14186327735,1418.87352001648,25705.5825586686,0,1,500,36.5249641,0,""
Eudocimus_albus,0.13143489666208,3.41904848131027,0.94965547897574,0.0355469421798665,1150.18627937384,1830.9814047461,44438.4077632652,0.129377594460726,3.23241816048875,0.94851026699978,0.0336603244501245,1373.85311570238,1650.25589521489,38748.3548343977,0,11,5500,666.4062296,0,""
Argulus_coregoni,0.334754047281642,0.0868010674907669,0.736259111756406,0.0207074114017052,724.014513440969,0.00565719373257205,42.3556082605198,0.179646170994169,0.0840879955929811,0.649147854274483,0.0207975263288458,744.572896095757,0.00795404193565522,144.008192703732,0,5,2500,169.1051653,0,""
Cynoglossus_joyneri,0.086954457767719,3.67592090474086,0.95156342129665,0.0286325693014819,45.667085574853,0.0105505477752544,11004.9028274786,0.0869498229702876,3.67614582314375,0.951610566297593,0.028610848740703,45.7083418990951,0.0105432278785254,11011.2613165482,0,1,500,43.0534982,0,""
Alasmidonta_heterodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,"Maximum execution time exceeded"
