0.02063,30,2.6
0.02472,30,3.9
0.02547,30,2.6
0.02005,30,2.3
0.02674,30,3.9
0.02642,30,3.2
0.03171,30,5.2
0.00644,30,0.5
0.00950,30,0.8
0.00826,30,1
0.01307,30,1.5
0.00748,30,0.8
0.00859,30,0.9
0.00692,30,0.8
0.01409,25,3.2
0.01253,25,2.6
0.01406,25,2.9
0.02053,25,3.8
0.01362,25,3.8
0.01328,25,3.2
0.01455,25,3.1
0.01897,25,2.8
0.00536,18,2.6
0.00410,18,2.8
0.00592,18,3.6
0.00383,18,2.2
0.00491,18,3.5
0.00458,18,3.3
0.00490,18,3.2
0.00384,25,0.5
0.00303,25,0.8
0.00429,25,0.9
0.00415,25,0.9
0.00330,25,0.5
0.00431,25,0.9
0.00321,25,0.7
0.00148,18,0.7
0.00235,18,0.8
0.00211,18,0.8
0.00158,18,0.8
0.00194,18,0.9
0.00196,18,0.5
0.00194,18,0.7
0.00188,18,0.3
0.00626,30,0.5
0.00711,30,0.8
0.00504,30,0.7
0.00631,30,0.9
0.00595,30,0.9
0.00484,30,0.5
0.00498,30,0.8
0.00912,25,2.7
0.01502,25,3.9
0.01203,25,3.1
0.01151,25,2.5
0.01123,25,3.5
0.01068,25,3.3
0.01407,25,3.5
0.00844,25,2.2
0.02168,30,3
0.01809,30,3.1
0.02070,30,3.2
0.01520,30,2.5
0.01799,30,3.5
0.02384,30,2.6
0.02525,30,3.2
0.02903,30,3.6
0.00220,18,0.9
0.00170,18,0.7
0.00158,18,0.5
0.00268,18,1.3
0.00173,18,0.8
0.00182,18,0.9
0.00425,18,3.52
0.00427,18,2.46
0.00302,18,1.69
0.00349,18,2.3
0.00445,18,2.16
0.00403,18,3.06
0.00465,18,1.68
0.00332,25,0.67
0.00276,25,0.61
0.00293,25,0.86
0.00338,25,0.77
0.00323,25,0.58
0.00355,25,0.88
0.00378,25,0.97
0.00192,25,0.33
0.01496,30,2.68
0.01791,30,3.21
0.01958,30,3.02
0.01710,30,3.31
0.02402,30,3.61
0.02157,30,3.5
0.01416,30,2.15
0.01112,25,3.52
0.01698,25,3.41
0.01300,25,4.81
0.00994,25,2.02
0.01313,25,3.63
0.01011,25,2.37
0.00957,25,2.22
0.00703,25,1.66
0.00620,30,0.75
0.00613,30,0.85
0.00530,30,0.56
0.00796,30,0.67
0.00460,30,0.63
0.00394,30,0.32
0.00465,30,0.98
0.00267,25,0.78
0.00440,25,0.87
0.00355,25,0.9
0.00493,25,1.37
0.00232,25,0.525
0.00316,25,0.92
0.00136,25,0.51
0.00197,18,0.81
0.00188,18,0.76
0.00189,18,0.92
0.00190,18,0.96
0.00173,18,0.71
0.00211,18,0.53
0.00654,18,3.57
0.00390,18,2.78
0.00311,18,3.49
0.00333,18,3
0.00345,18,3.02
0.00346,18,2.66
0.00345,18,2.36
0.00352,18,2.55
0.01681,30,2.55
0.02184,30,3.29
0.01972,30,3.4
0.02393,30,3.36
0.02131,30,2.13
0.02140,30,4.38
0.02267,30,2.26
0.00470,30,0.68
0.00656,30,0.91
0.00491,30,0.75
0.00546,30,0.54
0.01035,25,2.59
0.00850,25,1.58
0.00858,25,2.34
0.01224,25,2.52
0.01320,25,3.3
0.00878,25,1.63
0.01222,25,3.91
0.01326,25,3.56
0.01834,25,3.07
0.00310,25,0.75
0.00302,25,0.92
0.00315,25,0.53
0.00259,25,0.68
0.00141,18,0.61
0.00163,18,0.72
0.00202,18,0.51
0.00215,18,1.12
0.00166,18,0.51
0.00279,18,0.88
0.00244,18,0.76
0.00340,18,2.53
0.00294,18,1.58
0.00622,18,3.52
0.00461,18,3.52
0.00626,18,2.88
0.00514,18,3.18
0.00485,18,3.88
0.00247,18,1.55
0.00348,18,2.32
0.01195,25,4.28
0.01063,25,3.29
0.00988,25,3.33
0.01089,25,3.1
0.00953,25,2.4
0.00803,25,2
0.01028,25,2.16
0.02036,30,2.46
0.01425,30,2.85
0.01762,30,3.33
0.01766,30,3.01
0.01822,30,2.69
0.02233,30,3.74
0.02083,30,3.67
0.02388,30,3.89
0.00732,30,0.74
0.00765,30,1.1
0.00820,30,1.06
0.00540,30,0.71
0.00446,30,0.61
0.00510,30,0.48
0.00500,30,0.5
0.00693,30,0.85
0.00252,18,1.16
0.00320,18,1.47
0.00215,18,0.91
0.00154,18,0.53
0.00179,18,0.68
0.00159,18,0.47
0.00316,18,2.79
0.00520,18,2.57
0.00481,18,3.65
0.00412,18,2.62
0.00378,18,2.92
0.00513,18,3.73
0.00526,18,3.27
0.00519,18,3.96
0.00460,25,1.02
0.00332,25,0.51
0.00406,25,1.09
0.00442,25,0.84
0.00362,25,0.74
0.00284,25,0.6
0.00371,25,0.69
0.00318,25,0.49
0.02222,30,3.06
0.02502,30,4.24
0.01132,30,1.51
0.01017,30,1.47
0.01631,30,3.23
0.02965,30,3.9
0.01330,30,2.27
0.02299,30,2.78
0.02618,30,2.89
0.00694,30,0.89
0.00460,30,0.67
0.00357,30,0.46
0.00776,30,1.41
0.00671,30,1.13
0.01742,25,3.87
0.01901,25,4.34
0.01650,25,3.09
0.01953,25,4.17
0.01682,25,3.21
0.01466,25,3.28
0.00624,25,2.6
0.01548,25,3.74
0.00157,18,0.55
0.00156,18,0.95
0.00179,18,0.81
0.00184,18,0.76
0.00282,18,2.26
0.00346,18,3.01
0.00425,18,4.24
0.00347,18,3.229
0.00270,18,1.91
0.00266,18,2.07
0.00324,18,3.16
0.00452,18,1.35
0.00245,25,0.67
0.00237,25,0.47
0.00356,25,0.88
0.00364,25,1.14
0.00385,30,0.54
0.00542,30,0.82
0.00517,30,0.73
0.00559,30,0.84
0.02609,30,3.1
0.01554,30,1.97
0.02893,30,3.84
0.02063,30,3.61
0.02594,30,3.09
0.03013,30,3.48
0.01732,30,2.22
0.00973,25,1.92
0.01384,25,3.14
0.01245,25,3.83
0.01355,25,3.09
0.01345,25,2.37
0.01758,25,2.31
0.01366,25,2.43
0.01548,25,2.86
0.00115,18,0.76
0.00159,18,0.65
0.00308,18,1.17
0.00191,18,1.25
0.00175,18,0.89
0.00147,18,0.51
0.00143,18,0.83
0.00367,18,0.63
0.00408,25,0.9
0.00381,25,0.83
0.00292,25,0.75
0.00328,25,0.68
0.00504,25,1.09
0.00445,25,0.94
0.00323,18,2.17
0.00404,18,3.13
0.00565,18,3.28
0.00638,18,3.89
0.00373,18,3.58
0.00406,18,1.97
0.00443,18,2.83
0.00400,30,0.75
0.00453,30,0.61
0.00614,30,0.82
0.00363,30,0.49
0.00490,30,0.87
0.00793,30,1.23
0.01250,30,1.76
0.01802,30,3.24
0.01923,30,4.44
0.02091,30,3.28
0.01901,30,2.29
0.01127,30,2.66
0.01671,30,2.91
0.02222,30,2.86
0.01877,30,2.49
0.01298,25,3.68
0.01002,25,3.04
0.00731,25,2.13
0.01027,25,3.54
0.01162,25,3.28
0.00878,25,1.88
0.01206,25,3.56
0.00319,18,2.21
0.00247,18,1.8
0.00282,18,2.13
0.00335,18,2.66
0.00351,18,2.26
0.00350,18,2.95
0.00457,18,3.06
0.00313,18,3.58
0.00348,25,0.56
0.00522,25,0.86
0.00615,25,0.96
0.00440,25,0.87
0.00202,18,0.9
0.00181,18,0.94
0.00151,18,0.74
0.00208,18,1.07
0.00190,18,0.65
0.00147,18,0.82
0.00163,18,0.7
0.00631,30,1.05
0.00583,30,0.86
0.00532,30,0.7
0.00582,30,0.62
0.00655,30,0.93
0.00498,30,0.67
0.00588,30,0.79
0.01614,30,2.58
0.01723,30,2.95
0.01654,30,3.6
0.01768,30,2.06
0.01313,30,1.81
0.02331,30,2.99
0.01629,30,2.15
0.01412,30,2.22
0.00868,25,2.21
0.00597,25,1.71
0.00970,25,2.5
0.01033,25,2.75
0.00787,25,2.57
0.00998,25,3.13
0.01042,25,3.22
0.01134,25,4.53
0.00173,18,0.55
0.00175,18,0.61
0.00243,18,0.81
0.00254,18,0.92
0.00204,18,0.8
0.00280,18,1.15
0.00430,25,0.87
0.00378,25,0.84
0.00329,25,0.63
0.00360,25,0.52
0.00553,25,1.27
0.00358,25,0.76
0.00313,18,2.6
0.00439,18,3.34
0.00410,18,2.66
0.00754,18,4.05
0.00436,18,4.6
0.00287,18,2.19
0.00215,18,1.71
0.00313,18,3.05
