species,Wwi,d_V,genus,family,order,class,phylum,p_Am,kap,v,p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,metamorphosis,estim_k_J,data_split
Dugong_dugon,5.1900000000e+05,3.0000000000e-01,Dugong,Dugongidae,Sirenia,Mammalia,Chordata,1.0469082025e+03,8.8757679955e-01,4.2236476619e-02,1.9315337405e+01,6.4604436811e+06,6.4604436818e+06,1.1311791997e+08,2.0000000000e-03,1.0000000000e+00,False,False,train
Dussumieria_acuta,7.6890000000e+01,2.0000000000e-01,Dussumieria,Dussumieriidae,Clupeiformes,Actinopterygii,Chordata,5.0987814141e+02,9.9370084704e-01,1.6311025484e-02,8.6497668733e+02,1.4307758074e-03,8.3438697636e-02,2.1539859059e+03,2.0000000000e-03,3.7585107370e+00,True,False,train
Dussumieria_hasseltii,7.8900000000e+01,2.0000000000e-01,Dussumieria,Dussumieriidae,Clupeiformes,Actinopterygii,Chordata,2.5909263466e+01,9.5603789106e-01,2.1220313779e-02,2.2850023100e+01,5.2040004665e-02,2.6148095887e+00,1.3613844662e+04,2.0000000000e-03,3.6595965883e+00,True,False,train
Dyscophus_antongilii,2.3000000000e+02,2.8000000000e-01,Dyscophus,Microhylidae,Anura,Amphibia,Chordata,1.0661991013e+02,9.8953668467e-01,2.1398352858e-02,2.1567430340e+01,4.3830961922e-02,1.0915913623e+00,3.7113221614e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Echinotriton_andersoni,1.4700000000e+01,2.8000000000e-01,Echinotriton,Salamandridae,Caudata,Amphibia,Chordata,5.0228660869e+01,9.5000000000e-01,3.9930647234e-02,2.0519909115e+01,5.0359356684e+00,3.5205724490e+01,2.5575166238e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Eclectus_roratus,5.6080000000e+02,2.8000000000e-01,Eclectus,Psittaculidae,Psittaciformes,Aves,Chordata,2.3561262832e+03,9.2573512475e-01,2.0152424196e-02,7.0539609291e+02,1.1893240125e+03,1.1893240127e+03,5.4060712774e+04,2.9227498084e-02,1.0000000000e+00,False,True,val
Egernia_cunninghami,3.6335791658e+02,3.0000000000e-01,Egernia,Scincidae,Squamata,Reptilia,Chordata,4.8518097805e+02,7.5850121267e-01,1.1590897499e-02,8.7461778581e+01,4.8607986171e+03,4.8607986176e+03,3.8196849887e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Egernia_striolata,4.6459696853e+01,3.0000000000e-01,Egernia,Scincidae,Squamata,Reptilia,Chordata,1.7481859447e+02,6.2237313448e-01,1.2796994932e-02,3.9709999637e+01,6.5635336288e+03,6.5635336295e+03,9.3311154747e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Egretta_caerulea,3.1500000000e+02,2.8000000000e-01,Egretta,Ardeidae,Pelecaniformes,Aves,Chordata,3.6573317321e+03,6.9410166877e-01,2.9233362872e-02,1.0306325142e+03,7.6979839226e+03,7.6979839234e+03,1.5593955421e+05,4.1751271467e-02,1.0000000000e+00,False,True,train
Egretta_gularis,4.8300000000e+02,2.8000000000e-01,Egretta,Ardeidae,Pelecaniformes,Aves,Chordata,3.4519361970e+03,9.7395492461e-01,2.5520280764e-02,1.1996138276e+03,5.0169313247e+02,5.0169313252e+02,1.0117982827e+04,4.8922351103e-02,1.0000000000e+00,False,True,test
Egretta_thula,3.7000000000e+02,2.8000000000e-01,Egretta,Ardeidae,Pelecaniformes,Aves,Chordata,7.1004237827e+03,9.2752433390e-01,2.7961551921e-02,3.1386603753e+03,7.8452769876e+02,7.8452769884e+02,1.5830957115e+04,1.2855298958e-01,1.0000000000e+00,False,True,train
Egretta_tricolor,3.3400000000e+02,2.8000000000e-01,Egretta,Ardeidae,Pelecaniformes,Aves,Chordata,2.5347465938e+03,7.0537314084e-01,5.5244662556e-02,5.1444988361e+02,3.4343439431e+04,3.4343439434e+04,4.0184667022e+05,2.1060098926e-02,1.0000000000e+00,False,True,train
Eisenia_andrei,9.3000000000e-01,1.6000000000e-01,Eisenia,Lumbricidae,Haplotaxida,Clitellata,Annelida,1.4014322284e+03,5.5400022148e-01,7.3650000000e-02,1.4672144163e+03,1.9315818382e+01,1.9315818384e+01,3.4295464523e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Eisenia_fetida,2.4000000000e+00,1.6000000000e-01,Eisenia,Lumbricidae,Haplotaxida,Clitellata,Annelida,2.8252744316e+03,5.7560000000e-01,1.4772466413e-02,4.7393559211e+03,5.2294855155e+00,5.2294855160e+00,1.0545828838e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Elagatis_bipinnulata,8.1930000000e+02,2.0000000000e-01,Elagatis,Carangidae,Carangiformes,Actinopterygii,Chordata,5.1986569925e+01,9.3975511001e-01,2.0164734178e-02,1.8831497596e+01,7.1193848855e-03,2.1414460794e-01,1.0359725577e+04,2.0000000000e-03,3.1060014657e+00,True,False,train
Elanus_caeruleus,2.5850000000e+02,2.8000000000e-01,Elanus,Accipitridae,Accipitriformes,Aves,Chordata,4.3260247784e+03,9.2869274529e-01,2.0321780150e-02,2.0368160165e+03,8.0670862821e+02,8.0670862829e+02,1.1855184121e+04,8.3457849044e-02,1.0000000000e+00,False,True,train
Elassoma_zonatum,1.0567000000e+00,2.0000000000e-01,Elassoma,Elassomatidae,Centrarchiformes,Actinopterygii,Chordata,4.2306493837e+01,9.7692279454e-01,2.3427391436e-02,5.0383832941e+01,5.8299857687e-03,7.9569507426e-03,1.3535625996e+01,2.0000000000e-03,1.1063534692e+00,True,False,train
Eleothreptus_candicans,4.6000000000e+01,2.8000000000e-01,Eleothreptus,Caprimulgidae,Caprimulgiformes,Aves,Chordata,2.2751713041e+03,8.9890365934e-01,2.5360128756e-02,1.4031314573e+03,7.8918501555e+02,7.8918501563e+02,6.9988778211e+03,5.7386931467e-02,1.0000000000e+00,False,True,val
Eleutherodactylus_coqui,2.2000000000e+01,2.8000000000e-01,Eleutherodactylus,Eleutherodactylidae,Anura,Amphibia,Chordata,1.1885266923e+02,5.9868536963e-01,7.5639891407e-02,2.7515133003e+01,2.6449992240e+02,2.6449992242e+02,5.8816611028e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Elliptio_arca,4.5500000000e+01,9.0000000000e-02,Elliptio,Unionidae,Unionoida,Bivalvia,Mollusca,3.5009386941e+01,9.9629761503e-01,1.8792713457e-02,1.3198052145e+01,2.4852448066e-06,3.2352839183e-06,2.7327310963e+01,2.0000000000e-03,1.0917776048e+00,True,False,test
Elliptio_complanata,4.5500000000e+01,9.0000000000e-02,Elliptio,Unionidae,Unionoida,Bivalvia,Mollusca,1.3121130074e+01,9.9746353669e-01,4.5696000000e-03,6.1527216618e+00,1.3133889228e-06,2.6078085990e-06,1.2735078971e+01,8.2530670305e-04,1.2564964277e+00,True,True,train
Elseya_albagula,5.5000000000e+03,3.0000000000e-01,Elseya,Chelidae,Testudines,Reptilia,Chordata,1.8144400715e+02,7.8066401233e-01,5.3975367892e-02,9.0881413991e+00,3.4534022625e+04,3.4534022629e+04,9.2678900047e+06,3.5024244304e-04,1.0000000000e+00,False,True,train
Elseya_dentata,6.6660000000e+03,3.0000000000e-01,Elseya,Chelidae,Testudines,Reptilia,Chordata,1.8875870428e+02,9.2961683138e-01,1.3706115870e-02,1.3743397247e+01,4.3309979814e+03,4.3309979818e+03,2.3494854906e+06,5.2603499659e-04,1.0000000000e+00,False,True,val
Elusor_macrurus,3.8000000000e+03,3.0000000000e-01,Elusor,Chelidae,Testudines,Reptilia,Chordata,2.4795092769e+02,9.1396935804e-01,3.1476406648e-02,1.8797831690e+01,9.6151118296e+02,9.6151118305e+02,3.3454251463e+06,7.2325894434e-04,1.0000000000e+00,False,True,train
Emberiza_calandra,3.2000000000e+01,2.8000000000e-01,Emberiza,Emberizidae,Passeriformes,Aves,Chordata,5.7617227711e+03,9.5719122747e-01,2.2941848920e-02,5.9907811249e+03,8.8012054539e+01,8.8012054548e+01,6.6453683720e+02,2.4482850882e-01,1.0000000000e+00,False,True,train
Emberiza_citrinella,2.9700000000e+01,2.8000000000e-01,Emberiza,Emberizidae,Passeriformes,Aves,Chordata,1.4108230030e+03,9.6607651945e-01,3.6490857899e-02,8.4038993056e+02,1.9994786153e+02,1.9994786155e+02,2.6711678685e+03,3.4429761247e-02,1.0000000000e+00,False,True,test
Emberizoides_ypiranganus,2.0170000000e+01,2.8000000000e-01,Emberizoides,Thraupidae,Passeriformes,Aves,Chordata,2.2992597409e+03,9.7868503146e-01,2.4157370589e-02,2.0722840295e+03,5.0360955558e+01,5.0360955563e+01,4.8611528273e+02,8.4890733493e-02,1.0000000000e+00,False,True,test
Emmelichthys_nitidus,1.0500000000e+03,2.0000000000e-01,Emmelichthys,Emmelichthyidae,Acanthuriformes,Actinopterygii,Chordata,2.7189047848e+02,9.0608032497e-01,3.1919000000e-02,5.6936600000e+01,1.5883765294e-01,7.3380594981e-01,1.7676485381e+04,2.0000000000e-03,1.6600756442e+00,True,False,train
Empidonax_difficilis,1.0900000000e+01,2.8000000000e-01,Empidonax,Tyrannidae,Passeriformes,Aves,Chordata,4.5313931690e+01,9.2793971564e-01,7.7426225673e-02,1.9448131629e+01,7.2807471214e+02,7.2807471221e+02,2.1741786770e+03,8.0057112268e-04,1.0000000000e+00,False,True,val
Empidonax_oberholseri,1.1000000000e+01,2.8000000000e-01,Empidonax,Tyrannidae,Passeriformes,Aves,Chordata,1.1465833948e+03,9.1261488742e-01,2.3575274966e-02,9.5834521143e+02,2.1620608544e+02,2.1620608546e+02,2.6513299082e+03,3.9170027327e-02,1.0000000000e+00,False,True,val
Empidonax_traillii,1.5000000000e+01,2.8000000000e-01,Empidonax,Tyrannidae,Passeriformes,Aves,Chordata,1.9675341077e+03,9.2301270684e-01,2.7328406145e-02,1.6950679754e+03,2.2525119120e+02,2.2525119122e+02,2.2072704508e+03,6.9248035073e-02,1.0000000000e+00,False,True,train
Empidonax_virescens,1.2600000000e+01,2.8000000000e-01,Empidonax,Tyrannidae,Passeriformes,Aves,Chordata,1.3523669830e+03,9.3019981737e-01,2.8774903510e-02,1.0875091740e+03,2.1315365790e+02,2.1315365792e+02,2.4308352737e+03,4.4560338271e-02,1.0000000000e+00,False,True,train
Emydocephalus_ijimae,6.0000000000e+02,3.0000000000e-01,Emydocephalus,Elapidae,Squamata,Reptilia,Chordata,6.9960517776e+02,8.8155191248e-01,2.1140625267e-02,1.3446564060e+02,8.0197211791e+03,8.0197211799e+03,6.4697465047e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Emydura_macquarii,4.0000000000e+03,3.0000000000e-01,Emydura,Chelidae,Testudines,Reptilia,Chordata,2.9351418345e+02,7.3644727960e-01,6.0524638154e-02,1.6343072525e+01,1.3594693918e+04,1.3594693919e+04,1.1338808734e+07,6.2275483559e-04,1.0000000000e+00,False,True,test
Emys_orbicularis,2.2758306782e+03,3.0000000000e-01,Emys,Emydidae,Testudines,Reptilia,Chordata,2.7305884752e+02,9.6785927940e-01,2.0558779130e-02,2.4276972450e+01,5.0170812192e+02,5.0170812197e+02,1.4582394978e+05,2.0000000000e-03,1.0000000000e+00,False,False,train
Encrasicholina_devisi,8.0000000000e+00,2.0000000000e-01,Encrasicholina,Engraulidae,Clupeiformes,Actinopterygii,Chordata,1.0990704187e+02,9.6077522048e-01,2.8714697894e-02,1.1901178621e+02,3.2385521715e-02,2.1071186742e-01,6.4380033839e+02,2.0000000000e-03,1.8421046424e+00,True,False,test
Encrasicholina_heteroloba,1.4400000000e+01,2.0000000000e-01,Encrasicholina,Engraulidae,Clupeiformes,Actinopterygii,Chordata,8.4441528681e+02,9.9698785928e-01,1.3493904401e-02,1.4695689347e+03,4.0572320733e-04,2.3506741126e-03,2.3255743935e+01,2.0000000000e-03,1.7392897574e+00,True,False,val
Encrasicholina_punctifer,2.0500000000e+01,2.0000000000e-01,Encrasicholina,Engraulidae,Clupeiformes,Actinopterygii,Chordata,8.8882084431e+01,9.8551083869e-01,2.5919000000e-02,8.8650315613e+01,8.1858287160e-03,1.0251743047e-01,2.8307850487e+02,2.0000000000e-03,2.2966063156e+00,True,False,train
Encrasicholina_purpurea,6.1700000000e+00,2.0000000000e-01,Encrasicholina,Engraulidae,Clupeiformes,Actinopterygii,Chordata,4.8339426876e+02,9.9738289445e-01,2.3259373872e-02,6.6133187056e+02,7.7145716949e-04,2.2908204944e-03,4.9920520723e+00,2.0000000000e-03,1.4150708744e+00,True,False,train
Engraulicypris_sardella,1.0300000000e+01,2.0000000000e-01,Engraulicypris,Leuciscidae,Cypriniformes,Actinopterygii,Chordata,3.1600479857e+01,9.9833875080e-01,2.2315293303e-02,6.6597763330e+01,6.3999823050e-03,5.4927855309e-01,5.3892860059e+01,2.0000000000e-03,4.2090907342e+00,True,False,train
Engraulis_anchoita,5.0500000000e+01,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,2.7182917657e+02,9.8000000000e-01,9.1747489087e-02,8.7315233339e+01,6.3441649438e-02,6.3441650273e-02,5.7397652984e+02,2.0000000000e-03,1.0000000043e+00,True,False,train
Engraulis_australis,2.1300000000e+01,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,1.8251650371e+02,7.0389788660e-01,3.3810000000e-02,1.9242037226e+02,3.2124300072e-01,1.1306499502e+01,5.5798972149e+03,2.0000000000e-03,3.2091204659e+00,True,False,val
Engraulis_capensis,5.0500000000e+01,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,2.2335788969e+02,5.1497908696e-01,3.3810000000e-02,1.7461098433e+02,6.1918888537e-01,4.9243071518e+01,6.1231527533e+04,2.0000000000e-03,4.2141079207e+00,True,False,test
Engraulis_encrasicolus,4.3861458694e+01,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,1.5159100461e+01,9.9590390192e-01,1.4768691803e-02,1.9694786185e+02,5.0946729490e-05,4.0530304333e+00,1.4821505835e+02,2.0000000000e-03,4.0912890642e+01,True,False,train
Engraulis_japonicus,6.2000000000e+02,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,3.1059339777e+02,9.8004715975e-01,8.5972814442e-02,1.2799288855e+02,1.5062561328e-02,4.4053327797e-01,2.6301765221e+04,2.0000000000e-03,3.0639026708e+00,True,False,train
Engraulis_mordax,1.0850000000e+02,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,3.8785067488e+03,3.7263876348e-01,3.3810000000e-02,1.1785999886e+03,1.1218660778e-01,2.6482209289e-01,9.6417329656e+03,2.0000000000e-03,1.3205156227e+00,True,False,val
Engraulis_ringens,5.2400000000e+01,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,8.4576566520e+02,9.5760968479e-01,3.3520000000e-02,4.0382017088e+02,3.5231451028e-02,3.5231451111e-02,2.1647316801e+03,2.0000000000e-03,1.0000000008e+00,True,False,train
Enicognathus_ferrugineus,1.6695000000e+02,2.8000000000e-01,Enicognathus,Psittacidae,Psittaciformes,Aves,Chordata,1.8436392716e+03,6.9771575760e-01,2.5098331345e-02,5.3389085982e+02,5.6316357698e+03,5.6316357703e+03,1.3984709397e+05,2.1809255414e-02,1.0000000000e+00,False,True,train
Ensatina_eschscholtzii,1.0250000000e+01,2.8000000000e-01,Ensatina,Plethodontidae,Caudata,Amphibia,Chordata,3.8118473964e+01,8.4910841346e-01,1.4904776060e-02,1.6669221015e+01,1.3372255294e+01,1.3372255296e+01,5.1543312216e+02,2.0000000000e-03,1.0000000000e+00,False,False,train
Enteromius_liberiensis,2.3800000000e+01,2.0000000000e-01,Enteromius,Cyprinidae,Cypriniformes,Actinopterygii,Chordata,4.9235493516e+01,9.8856155682e-01,2.7877882385e-02,2.9421590532e+01,4.4127719840e-02,1.6821513257e-01,2.9643514772e+02,2.0000000000e-03,1.5508329346e+00,True,False,train
Entosphenus_tridentatus,5.2600000000e+02,1.2500000000e-01,Entosphenus,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata,2.0169568727e+02,4.7721727825e-01,2.3741130391e-02,1.8729315131e+01,7.6517400864e-01,7.6517400872e-01,3.9513480261e+03,2.0000000000e-03,1.0000000000e+00,False,False,train
Eolophus_roseicapilla,2.9930000000e+02,2.8000000000e-01,Eolophus,Cacatuidae,Psittaciformes,Aves,Chordata,1.9093978746e+03,9.5484915008e-01,2.2258497912e-02,6.5567156386e+02,5.7167929449e+02,5.7167929455e+02,2.2408039988e+04,2.7012546653e-02,1.0000000000e+00,False,True,val
Eopsaltria_georgiana,1.7500000000e+01,2.8000000000e-01,Eopsaltria,Petroicidae,Passeriformes,Aves,Chordata,1.7390068446e+03,9.4032829336e-01,2.6305879838e-02,1.4049161839e+03,1.8454883137e+02,1.8454883138e+02,2.0261718695e+03,5.7437120776e-02,1.0000000000e+00,False,True,train
Eopsetta_jordani,3.5000000000e+03,2.0000000000e-01,Eopsetta,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,2.5077603205e+04,4.3751285689e-01,2.5665658614e-02,4.7182251177e+03,4.7746367669e-02,6.4865349892e-02,1.8456034577e+06,2.0000000000e-03,1.1085623223e+00,True,False,train
Eos_histrio,2.0500000000e+02,2.8000000000e-01,Eos,Psittaculidae,Psittaciformes,Aves,Chordata,1.2156895756e+03,9.1875602380e-01,2.2752494182e-02,3.9538937168e+02,9.2619883372e+02,9.2619883381e+02,4.5880391621e+04,1.6294363644e-02,1.0000000000e+00,False,True,train
Epidalea_calamita,4.0000000000e+01,2.8000000000e-01,Epidalea,Bufonidae,Anura,Amphibia,Chordata,4.7894736057e+02,9.9022333941e-01,2.1653000000e-02,2.2767889136e+02,7.6466603091e-02,2.6761135850e+00,5.4112598201e+02,2.0000000000e-03,1.0000000000e+00,False,False,val
Epinephelus_coioides,2.4589000000e+04,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,1.9161835901e+02,9.8932185803e-01,2.6714583139e-02,1.2742853346e+01,9.8357212044e-03,2.9573869463e-02,4.9078744517e+04,2.3278523516e-13,1.4421578051e+00,True,True,test
Epinephelus_cyanopodus,2.5905000000e+04,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,2.4690823083e+02,9.3094709273e-01,1.3388460580e-02,2.1183273151e+01,1.8872286360e-02,7.7988138447e-02,1.4288551550e+06,1.0877400381e-11,1.6027959670e+00,True,True,val
Epinephelus_drummondhayi,1.8000000000e+04,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,2.1342364856e+02,9.7795122964e-01,2.0658913697e-02,1.3585250081e+01,1.6386862844e-02,2.7685640271e-02,1.5634284723e+05,7.7778029616e-04,1.1905993535e+00,True,True,train
Epinephelus_fuscoguttatus,2.0887000000e+04,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,2.4531291548e+02,9.2000763533e-01,1.4351026303e-02,1.4133862180e+01,4.3598131202e-02,8.8941427341e-02,4.6156710298e+05,8.1021618537e-04,1.2676876892e+00,True,True,train
Epinephelus_howlandi,2.2950000000e+03,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,2.2581440848e+02,6.1264674819e-01,2.1475376575e-02,1.9214026384e+01,4.4856123291e-01,8.5416206303e-01,3.5666564644e+05,1.0824321512e-03,1.2385394187e+00,True,True,train
Epinephelus_itajara,2.0200000000e+05,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,3.8542900499e+02,7.4689277652e-01,4.9494442678e-02,8.3045458906e+00,2.8879039889e-01,5.6761994456e-01,3.0733179922e+07,4.7039191489e-04,1.2524241869e+00,True,True,train
Epinephelus_labriformis,4.0000000000e+03,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,9.1309925110e+01,9.8958952690e-01,1.9732000000e-02,7.1769000000e+00,1.2344694746e-02,2.0423651750e-02,3.7839949533e+04,4.1353885348e-04,1.1822576850e+00,True,True,train
Epinephelus_maculatus,2.5290000000e+03,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,5.6995456900e+01,9.9174077855e-01,2.1296616405e-02,2.1300315843e+01,6.4189198242e-03,7.4913695967e-01,3.4718681525e+04,1.2217814304e-03,4.8680811969e+00,True,True,test
Epinephelus_malabaricus,2.0702000000e+05,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,3.0429298148e+02,9.9230777774e-01,2.1469734360e-02,1.8251107650e+01,4.5327199716e-03,5.0542139568e-02,6.3688828074e+04,1.0474152817e-03,2.2323166717e+00,True,True,train
Epinephelus_polyphekadion,1.0491000000e+04,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,7.7902542237e+01,9.8765000000e-01,2.0085068666e-02,1.7787774148e+01,8.2192859577e-03,8.7601280818e-01,2.8644943903e+05,1.0166600761e-03,4.7302768719e+00,True,True,train
Epinephelus_quoyanus,1.0380000000e+03,2.0000000000e-01,Epinephelus,Serranidae,Perciformes,Actinopterygii,Chordata,5.5437742396e+01,9.8765000000e-01,2.2047595247e-02,2.6411549793e+01,9.4215941741e-03,1.0417483746e+00,6.9251052596e+03,1.5018723532e-03,4.7761824319e+00,True,True,train
Equulites_elongatus,7.7000000000e+00,2.0000000000e-01,Equulites,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,1.1850148934e+02,9.5147943651e-01,2.8761000000e-02,6.9556562436e+01,3.7283189700e-02,3.7283189700e-02,2.4245978916e+02,2.0000000000e-03,1.0000000000e+00,True,False,train
Equulites_leuciscus,3.0000000000e+02,2.0000000000e-01,Equulites,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,8.1025133326e+01,9.8921933512e-01,2.0769107299e-02,2.0391333686e+01,8.3121813085e-03,2.2168985133e-02,1.3010594786e+03,2.0000000000e-03,1.3851584066e+00,True,False,train
Equulites_lineolatus,3.5300000000e+01,2.0000000000e-01,Equulites,Leiognathidae,Acanthuriformes ,Actinopterygii,Chordata,3.4319830032e+01,9.6100413981e-01,2.1427000000e-02,1.9175525406e+01,4.2431866678e-02,2.1811277553e-01,6.8571937934e+02,2.0000000000e-03,1.7198377166e+00,True,False,train
Eremias_argus,6.8000000000e+00,3.0000000000e-01,Eremias,Lacertidae,Squamata,Reptilia,Chordata,1.0350964869e+02,4.7792764967e-01,2.6639803143e-02,3.0073717610e+01,2.2381503756e+03,2.2381503759e+03,1.1044238776e+04,2.0000000000e-03,1.0000000000e+00,False,False,train
Eremophila_alpestris,3.3800000000e+01,2.8000000000e-01,Eremophila,Alaudidae,Passeriformes,Aves,Chordata,5.7623408579e+03,9.5374417771e-01,2.2468798943e-02,5.8504247837e+03,7.1759898507e+01,7.1759898514e+01,7.1230958066e+02,2.3906439193e-01,1.0000000000e+00,False,True,train
Eremophilus_mutisii,1.7250000000e+02,2.0000000000e-01,Eremophilus,Trichomycteridae,Siluriformes,Actinopterygii,Chordata,1.3343739094e+02,9.8452840390e-01,5.7893844175e-02,5.2728011516e+01,2.8428937405e-02,2.2411374229e-01,8.0127279459e+02,2.0000000000e-03,1.9792963630e+00,True,False,test
Eretmochelys_imbricata,1.2700000000e+05,3.0000000000e-01,Eretmochelys,Cheloniidae,Testudines,Reptilia,Chordata,4.7348053092e+02,9.5309921453e-01,6.6039469165e-02,1.1380119967e+01,3.1765202433e+03,3.1765202436e+03,2.9987208988e+07,4.3418932519e-04,1.0000000000e+00,False,True,test
Erignathus_barbatus,4.0000000000e+05,3.0000000000e-01,Erignathus,Phocidae,Carnivora,Mammalia,Chordata,1.7128794454e+03,5.3265085152e-01,6.2179070559e-02,2.1003894201e+01,6.4724245250e+07,6.4724245256e+07,6.4496833278e+08,2.0000000000e-03,1.0000000000e+00,False,False,train
Erilepis_zonifer,8.8500000000e+04,2.0000000000e-01,Erilepis,Anoplopomatidae,Perciformes,Actinopterygii,Chordata,2.4569015978e+02,7.5000000000e-01,3.1536745590e-02,4.6760002063e+01,2.7681442169e+00,1.5335451239e+03,1.1838721360e+07,2.0000000000e-03,8.1554875129e+00,True,False,train
