species,Wwi,d_V,genus,family,order,class,phylum,kap,v,s_p_M,E_Hb,E_Hj,E_Hp,k_J,s_M,p_M,metamorphosis,estim_p_M,estim_v,estim_kap,estim_k_J,estim_E_Hb,estim_E_Hj,estim_E_Hp,estim_s_M,estim_s_p_M,estim_p_Am
Chionodraco_myersi,4.0500000000e+02,2.0000000000e-01,Chionodraco,Channichthyidae,Perciformes,Actinopterygii,Chordata,3.5354424762e-01,2.3403809984e-02,1.0831014894e-01,5.9325522703e+01,8.6971028999e+03,1.7143667720e+06,2.0000000000e-03,4.9338741673e+00,2.6161984670e+02,True,True,True,True,False,True,True,True,True,True,True
Sander_vitreus,1.1300000000e+04,2.0000000000e-01,Sander,Percidae,Perciformes,Actinopterygii,Chordata,9.6120439940e-01,1.4777975695e-02,3.0380204893e-02,4.1060883801e-02,9.4737028289e+00,7.6788003848e+04,2.0076205082e-03,6.1152565798e+00,2.1756965716e+01,True,True,True,True,True,True,True,True,True,True,True
Dussumieria_acuta,7.6890000000e+01,2.0000000000e-01,Dussumieria,Dussumieriidae,Clupeiformes,Actinopterygii,Chordata,9.9370084704e-01,1.6311025484e-02,7.3627764711e-02,1.4307758074e-03,8.3438697636e-02,2.1539859059e+03,2.0000000000e-03,3.7585107370e+00,8.6497668733e+02,True,True,True,True,False,True,True,True,True,True,True
Oncorhynchus_nerka,7.7000000000e+03,2.0000000000e-01,Oncorhynchus,Salmonidae,Salmoniformes,Actinopterygii,Chordata,9.7420839660e-01,8.9486389749e-02,1.0865880601e-01,9.3615703856e+00,3.4324494748e+03,4.5920228977e+05,2.0000000000e-03,6.9192569858e+00,4.7871621592e+01,True,True,True,True,False,True,True,True,True,True,True
Morus_serrator,3.5000000000e+03,2.8000000000e-01,Morus,Sulidae,Suliformes,Aves,Chordata,9.6170879784e-01,2.2884666158e-02,9.2212347266e-01,2.8018370401e+03,2.8018370404e+03,1.3212141079e+05,2.5160510135e-02,1.0000000000e+00,6.1313716816e+02,False,True,True,True,True,True,False,True,True,True,True
Dentex_congoensis,1.9400000000e+03,2.0000000000e-01,Dentex,Sparidae,Spariformes,Actinopterygii,Chordata,8.9588973849e-01,2.4508000000e-02,2.7856389570e-03,6.3481423997e-03,6.3481423998e-03,7.9476738744e+03,2.0000000000e-03,1.0000000000e+00,8.5987996774e+02,True,True,False,True,False,True,True,True,True,True,True
Panopea_abbreviata,3.0000000000e+03,9.0000000000e-02,Panopea,Hiatellidae,Adapedonta,Bivalvia,Mollusca,8.0000000000e-01,3.2265677949e-02,1.4132813995e-03,4.1030876718e-04,4.1030877646e-04,2.3297099329e+03,2.0000000000e-03,1.0000000075e+00,1.7110384651e+01,True,True,True,False,False,True,True,True,True,True,True
Pangshura_tecta,1.7950000000e+03,3.0000000000e-01,Pangshura,Geoemydidae,Testudines,Reptilia,Chordata,9.0499156677e-01,2.4021078277e-02,1.8926286681e-02,3.5648996692e+03,3.5648996696e+03,4.0761591553e+04,8.4714217412e-04,1.0000000000e+00,2.1055941898e+01,False,True,True,True,True,True,False,True,True,True,True
Trachurus_mediterraneus,1.6720000000e+03,2.0000000000e-01,Trachurus,Carangidae,Carangiformes,Actinopterygii,Chordata,9.7280170551e-01,2.6480000000e-02,1.3789579521e-02,2.6740374904e-02,2.0669559160e+00,5.4284535286e+03,2.0000000000e-03,4.2436876001e+00,2.5616049338e+01,True,True,False,True,False,True,True,True,True,True,True
Synodontis_zambezensis,8.0200000000e+02,2.0000000000e-01,Synodontis,Mochokidae,Siluriformes,Actinopterygii,Chordata,4.7718957157e-01,2.2833000000e-02,6.7540985460e-02,1.7544996987e+00,1.7545000383e+00,7.6943133331e+04,2.0000000000e-03,1.0000000653e+00,3.8172645058e+00,True,True,False,True,False,True,True,True,True,True,True
Trimma_benjamini,1.4400000000e-01,2.0000000000e-01,Trimma,Gobiidae,Gobiiformes,Actinopterygii,Chordata,9.0000000000e-01,2.0615990009e-02,2.2820066559e-02,1.2159817966e-01,1.2159817967e-01,9.5473487086e+00,2.0000000000e-03,1.0000000000e+00,7.3592137767e+01,False,True,True,False,False,True,False,True,True,True,True
Anoplopoma_fimbria,1.7700000000e+04,2.0000000000e-01,Anoplopoma,Anoplopomatidae,Perciformes,Actinopterygii,Chordata,7.6960822178e-01,2.9926424993e-02,9.4457875612e-03,1.3808276767e-01,9.2748367216e+00,1.9637474725e+06,2.0000000000e-03,3.8120756260e+00,9.8815369000e+03,True,False,True,True,False,True,True,True,True,True,True
Afrotis_afra,7.0000000000e+02,2.8000000000e-01,Afrotis,Otididae,Otidiformes,Aves,Chordata,9.7551375512e-01,3.1647730447e-02,8.5937731009e-01,5.7706628234e+02,5.7706628240e+02,1.2861045010e+04,7.8805120791e-02,1.0000000000e+00,1.9353547637e+03,False,True,True,True,True,True,False,True,True,True,True
Trichoglossus_euteles,7.3700000000e+01,2.8000000000e-01,Trichoglossus,Psittaculidae,Psittaciformes,Aves,Chordata,6.9284732760e-01,2.0974672817e-02,9.6465570980e-01,3.3229552244e+03,3.3229552247e+03,7.1095474962e+04,2.0367495765e-02,1.0000000000e+00,4.9625080981e+02,False,True,True,True,True,True,False,True,True,True,True
Neophema_chrysogaster,4.5900000000e+01,2.8000000000e-01,Neophema,Psittaculidae,Psittaciformes,Aves,Chordata,8.9347515396e-01,2.2776448892e-02,8.8847086946e-01,5.9928673246e+02,5.9928673252e+02,1.5767223678e+04,1.9147153600e-02,1.0000000000e+00,4.6652813595e+02,False,True,True,True,True,True,False,True,True,True,True
Eurycea_quadridigitata,2.6000000000e+00,2.8000000000e-01,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,9.4004051937e-01,1.1038484133e-02,4.3995330667e-02,2.7370323896e+00,1.1991028701e+02,1.6589946232e+02,2.0000000000e-03,1.0000000000e+00,1.2819815160e+02,False,True,True,True,False,True,True,True,True,True,True
Atlapetes_semirufus,3.0850000000e+01,2.8000000000e-01,Atlapetes,Passerellidae,Passeriformes,Aves,Chordata,9.8591818643e-01,2.2720033527e-02,6.8528525601e-01,3.7211865236e+01,3.7211865240e+01,3.6939035407e+02,9.8375986421e-02,1.0000000000e+00,2.4041728525e+03,False,True,True,True,True,True,False,True,True,True,True
Caranx_senegallus,1.4800000000e+04,2.0000000000e-01,Caranx,Carangidae,Carangiformes,Actinopterygii,Chordata,7.8629063405e-01,2.7414000000e-02,5.4247750617e-03,2.5493705576e-01,2.4589146541e+00,8.7514264879e+04,2.0000000000e-03,2.1263645983e+00,2.2707474356e+01,True,True,False,True,False,True,True,True,True,True,True
Rhizoprionodon_porosus,4.7000000000e+03,2.0000000000e-01,Rhizoprionodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,7.2929272100e-01,2.8732000000e-02,1.9242153266e-01,1.1554309182e+05,1.1554309183e+05,9.7395795706e+05,2.0000000000e-03,1.0000000000e+00,1.7766636496e+01,False,True,False,True,False,True,False,True,True,True,True
Gambusia_affinis,3.3700000000e+00,2.0000000000e-01,Gambusia,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,9.0856460077e-01,2.3805746511e-02,1.9784215909e-02,8.2269959323e-01,8.2269985051e-01,1.4939768779e+02,2.0000000000e-03,1.0000000947e+00,1.3607777316e+02,True,True,True,True,False,True,True,True,True,True,True
Galeorhinus_galeus,3.4900000000e+04,2.0000000000e-01,Galeorhinus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,5.8781629363e-01,4.6927556146e-02,3.9788894651e-01,1.0270671581e+05,1.0270671582e+05,2.3170617997e+07,2.0000000000e-03,1.0000000000e+00,1.7963429262e+01,False,True,True,True,False,True,False,True,True,True,True
Phataginus_tricuspis,3.0000000000e+03,3.0000000000e-01,Phataginus,Manidae,Pholidota,Mammalia,Chordata,9.2922901500e-01,3.9726822606e-02,3.6296783011e-01,2.9869921852e+04,2.9869921855e+04,4.7585572568e+05,2.0000000000e-03,1.0000000000e+00,2.8088874693e+01,False,True,True,True,False,True,False,True,True,True,True
Trygonoptera_personata,1.3160101063e+03,2.0000000000e-01,Trygonoptera,Urolophidae,Myliobatiformes,Chondrichthyes,Chordata,8.3399400307e-01,2.7358526226e-02,3.2349315729e-01,3.6552346273e+04,3.6552346276e+04,3.3098938635e+05,2.0000000000e-03,1.0000000000e+00,1.9510277762e+01,False,True,True,True,False,True,False,True,True,True,True
Crocodylus_mindorensis,7.5300000000e+04,3.0000000000e-01,Crocodylus,Crocodylidae,Crocodilia,Reptilia,Chordata,8.8638335221e-01,3.9981703535e-02,1.6539095029e-01,1.5013909246e+04,1.5013909248e+04,5.0874040229e+06,2.0000000000e-03,1.0000000000e+00,2.1042295448e+01,False,True,True,True,False,True,False,True,True,True,True
Setophaga_townsendi,8.6000000000e+00,2.8000000000e-01,Setophaga,Parulidae,Passeriformes,Aves,Chordata,9.2299116609e-01,2.4540806114e-02,8.2200952218e-01,1.4047595001e+02,1.4047595003e+02,7.5875252943e+02,1.3978805415e-01,1.0000000000e+00,3.4333194703e+03,False,True,True,True,True,True,False,True,True,True,True
Telespiza_cantans,3.4000000000e+01,2.8000000000e-01,Telespiza,Fringillidae,Passeriformes,Aves,Chordata,9.4238819382e-01,2.7215194345e-02,8.2311169233e-01,2.8682313707e+02,2.8682313710e+02,4.0108450414e+03,4.2928177465e-02,1.0000000000e+00,1.0494166120e+03,False,True,True,True,True,True,False,True,True,True,True
Buteo_rufofuscus,1.3300000000e+03,2.8000000000e-01,Buteo,Accipitridae,Accipitriformes,Aves,Chordata,9.8770539872e-01,5.0525543667e-02,1.2969327394e-01,1.8826245468e+03,1.8826245470e+03,3.2473059028e+04,8.7350848869e-04,1.0000000000e+00,2.1324740646e+01,False,True,True,True,True,True,False,True,True,True,True
Gallotia_stehlini,8.8000000000e+01,3.0000000000e-01,Gallotia,Lacertidae,Squamata,Reptilia,Chordata,5.9450050768e-01,6.1547887850e-02,3.6816743941e-01,8.6020262885e+03,8.6020262893e+03,1.4531457590e+05,2.0000000000e-03,1.0000000000e+00,1.6746695973e+01,False,True,True,True,False,True,False,True,True,True,True
Galatea_paradoxa,3.4480000000e+02,9.0000000000e-02,Galatea,Donacidae,Cardiida,Bivalvia,Mollusca,9.8000000000e-01,1.7365021460e-02,1.3088299661e-02,1.0889596073e-04,1.0889597031e-04,6.4161422803e+02,5.1976934517e-04,1.0000000293e+00,3.9147344124e+00,True,True,True,False,True,True,True,True,True,True,True
Dicologlossa_cuneata,9.9210000000e+01,2.0000000000e-01,Dicologlossa,Soleidae,Pleuronectiformes,Actinopterygii,Chordata,9.3543709629e-01,2.1198112324e-02,2.1810512563e-01,3.9123228462e-02,4.2755645180e+00,1.5175181060e+04,2.0000000000e-03,4.7399157973e+00,2.5285507842e+01,True,True,True,True,False,True,True,True,True,True,True
Coracopsis_barklyi,2.5000000000e+02,2.8000000000e-01,Coracopsis,Psittrichasiidae,Psittaciformes,Aves,Chordata,9.5673155028e-01,5.6268456588e-02,9.2761121500e-01,7.9304668898e+02,7.9304668906e+02,4.1658446895e+04,2.2116500810e-02,1.0000000000e+00,5.4146209458e+02,False,True,True,True,True,True,False,True,True,True,True
Hippocampus_hippocampus,8.8800000000e+00,2.0000000000e-01,Hippocampus,Syngnathidae,Syngnathiformes,Actinopterygii,Chordata,6.8034969823e-01,2.7966874609e-02,6.2086256709e-02,5.1883015454e+00,5.0935653604e+01,5.2040173862e+03,2.0000000000e-03,2.0821049126e+00,4.9031293347e+01,True,True,True,True,False,True,True,True,True,True,True
Streptoprocne_rutila,1.0800000000e+02,2.8000000000e-01,Streptoprocne,Apodidae,Apodiformes,Aves,Chordata,9.7709154162e-01,4.3689011277e-02,9.1728521070e-02,3.2957507641e+02,3.2957507644e+02,4.2843236690e+03,8.5218853259e-04,1.0000000000e+00,2.0811170582e+01,False,True,True,True,True,True,False,True,True,True,True
Strigops_habroptila,1.7500000000e+03,2.8000000000e-01,Strigops,Strigopidae,Psittaciformes,Aves,Chordata,9.9026754797e-01,2.5843825987e-02,9.2432074720e-01,2.6999706273e+02,2.6999706276e+02,2.0400415046e+04,2.5297310127e-02,1.0000000000e+00,6.2184984152e+02,False,True,True,True,True,True,False,True,True,True,True
Natrix_maura,3.8400000000e+02,3.0000000000e-01,Natrix,Colubridae,Squamata,Reptilia,Chordata,5.6169918981e-01,5.8081348943e-02,8.1678901146e-02,1.2241826918e+04,1.2241826919e+04,4.5086829651e+05,4.9332472504e-04,1.0000000000e+00,1.3013948061e+01,False,True,True,True,True,True,False,True,True,True,True
Rhinogobiops_nicholsii,3.6400000000e+01,2.0000000000e-01,Rhinogobiops,Gobiidae,Gobiiformes,Actinopterygii,Chordata,6.5702886784e-01,2.1473589126e-02,1.7958484900e-02,2.6189656238e-01,2.6189656241e-01,1.9231016480e+03,2.0000000000e-03,1.0000000000e+00,2.0934130692e+01,False,True,True,True,False,True,False,True,True,True,True
Eurycea_longicauda,4.5600000000e+00,2.8000000000e-01,Eurycea,Plethodontidae,Caudata,Amphibia,Chordata,4.7989449344e-01,2.9529087488e-02,1.7295266057e-01,1.1295376529e+02,2.6906778362e+03,9.4479147016e+03,2.0000000000e-03,1.0000000000e+00,3.4423757893e+01,False,True,True,True,False,True,True,True,True,True,True
Liparis_inquilinus,2.5200000000e+00,2.0000000000e-01,Liparis,Liparidae,Perciformes,Actinopterygii,Chordata,9.9353007812e-01,2.0914718931e-02,5.2307397571e-02,2.0578759423e-03,1.2859115641e+00,3.2739260091e+01,2.0000000000e-03,7.9910092571e+00,8.7164650820e+01,True,True,True,True,False,True,True,True,True,True,True
Clamator_jacobinus,7.6000000000e+01,2.8000000000e-01,Clamator,Cuculidae,Cuculiformes,Aves,Chordata,7.8462000000e-01,5.0655206944e-02,8.1995937452e-01,3.1091078114e+03,3.1091078117e+03,6.0835864437e+04,2.8438192197e-02,1.0000000000e+00,6.9530856941e+02,False,True,True,False,True,True,False,True,True,True,True
Perna_canaliculus,2.5362318841e+02,1.3800000000e-01,Perna,Mytilidae ,Mytiloida,Bivalvia,Mollusca,8.6033855841e-01,6.1646261372e-03,7.3373520090e-03,5.2050091349e-05,4.9857428405e-01,2.9450000000e+02,2.0000000000e-03,2.1084161937e+01,2.4510533757e+01,True,True,True,True,False,True,True,False,True,True,True
Zonotrichia_querula,3.3700000000e+01,2.8000000000e-01,Zonotrichia,Passerellidae,Passeriformes,Aves,Chordata,9.7102792918e-01,2.4713336434e-02,7.1650672494e-01,7.1498558497e+01,7.1498558504e+01,6.4538099145e+02,1.5566068209e-01,1.0000000000e+00,3.8112194919e+03,False,True,True,True,True,True,False,True,True,True,True
Zimmerius_chrysops,1.0400000000e+01,2.8000000000e-01,Zimmerius,Tyrannidae,Passeriformes,Aves,Chordata,9.5705837349e-01,2.4002231794e-02,8.3834501394e-01,1.3263018298e+02,1.3263018299e+02,1.6186015644e+03,2.4712110722e-02,1.0000000000e+00,6.0424385005e+02,False,True,True,True,True,True,False,True,True,True,True
Hemidactylus_turcicus,5.5000000000e+00,3.0000000000e-01,Hemidactylus,Gekkonidae,Squamata,Reptilia,Chordata,8.5022316702e-01,3.8626017014e-02,1.5303002740e-01,4.1228346755e+02,4.1228346759e+02,3.1477811822e+03,2.0000000000e-03,1.0000000000e+00,5.0097809454e+01,False,True,True,True,False,True,False,True,True,True,True
Cygnus_olor,1.0600000000e+04,2.8000000000e-01,Cygnus,Anatidae,Anseriformes,Aves,Chordata,7.7801289216e-01,2.7129942358e-02,9.5804257311e-01,2.2339717340e+04,2.2339717342e+04,2.0232273772e+06,2.8609263368e-02,1.0000000000e+00,6.9496795263e+02,False,True,True,True,True,True,False,True,True,True,True
Empidonax_difficilis,1.0900000000e+01,2.8000000000e-01,Empidonax,Tyrannidae,Passeriformes,Aves,Chordata,9.2793971564e-01,7.7426225673e-02,1.1403027957e-01,7.2807471214e+02,7.2807471221e+02,2.1741786770e+03,8.0057112268e-04,1.0000000000e+00,1.9448131629e+01,False,True,True,True,True,True,False,True,True,True,True
Argopecten_purpuratus,2.1377777778e+02,9.0000000000e-02,Argopecten,Pectinidae,Pectinida,Bivalvia,Mollusca,6.3225528558e-01,1.6670374742e-02,1.9342712522e-04,4.1695096472e-05,4.1977547083e-04,3.3843274212e+02,2.0000000000e-03,2.1449600301e+00,1.1254479037e+03,True,True,True,True,False,True,True,True,True,True,True
Nanorana_parkeri,1.4700000000e+01,2.8000000000e-01,Nanorana,Dicroglossidae,Anura,Amphibia,Chordata,7.7110892022e-01,2.1517596170e-02,2.2589574900e-02,8.5654180161e+00,6.5473449400e+01,7.3588394819e+02,2.0000000000e-03,1.0000000000e+00,2.1351805213e+01,False,True,True,True,False,True,True,True,True,True,True
Engraulis_anchoita,5.0500000000e+01,2.0000000000e-01,Engraulis,Engraulidae,Clupeiformes,Actinopterygii,Chordata,9.8000000000e-01,9.1747489087e-02,2.2684740027e-02,6.3441649438e-02,6.3441650273e-02,5.7397652984e+02,2.0000000000e-03,1.0000000043e+00,8.7315233339e+01,True,True,True,False,False,True,True,True,True,True,True
Streptoprocne_biscutata,1.1900000000e+02,2.8000000000e-01,Streptoprocne,Apodidae,Apodiformes,Aves,Chordata,9.5709208429e-01,3.2165775837e-02,7.5950865995e-01,9.2932200238e+02,9.2932200247e+02,1.4553548758e+04,1.8262240283e-02,1.0000000000e+00,4.4440775963e+02,False,True,True,True,True,True,False,True,True,True,True
Rhea_americana,2.3000000000e+04,2.8000000000e-01,Rhea,Rheidae,Rheiformes,Aves,Chordata,8.4559215848e-01,2.8749054307e-02,9.2375000129e-01,2.0115453295e+04,2.0115453297e+04,1.0676277953e+06,8.4902928771e-02,1.0000000000e+00,2.0301474002e+03,False,True,True,True,True,True,False,True,True,True,True
Peucaea_cassinii,1.8100000000e+01,2.8000000000e-01,Peucaea,Passerellidae,Passeriformes,Aves,Chordata,9.7490664646e-01,2.3863184951e-02,7.1024346508e-01,4.0831095966e+01,4.0831095970e+01,4.1901130989e+02,1.1537204157e-01,1.0000000000e+00,2.8188192674e+03,False,True,True,True,True,True,False,True,True,True,True
Anchoa_hepsetus,2.9760000000e+01,2.0000000000e-01,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Chordata,9.3606800576e-01,3.2603589075e-02,1.5486411872e-02,3.0353273618e-02,6.0653484836e-02,9.3706600696e+02,2.0000000000e-03,1.2538430132e+00,2.0207212410e+02,True,True,True,True,False,True,True,True,True,True,True
Chlamydoselachus_anguineus,1.8271975958e+04,2.0000000000e-01,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Chondrichthyes,Chordata,4.6223770876e-01,5.1946620625e-02,1.4498442691e-01,5.1805107789e+05,5.1805107794e+05,1.4344088633e+07,2.0000000000e-03,1.0000000000e+00,2.5189123789e+01,False,True,True,True,False,True,False,True,True,True,True
Pristis_microdon,2.4000000000e+06,2.0000000000e-01,Pristis,Pristidae,Rhinopristiformes,Chondrichthyes,Chordata,9.7406377261e-01,1.9671298254e-02,5.1892105921e-02,5.0999503116e+04,5.0999503121e+04,2.4135244566e+06,2.0000000000e-03,1.0000000000e+00,1.9734100000e+01,False,False,True,True,False,True,False,True,True,True,True
Calonectris_borealis,1.3000000000e+03,2.8000000000e-01,Calonectris,Procellariidae,Procellariiformes,Aves,Chordata,9.7673284982e-01,4.8301142385e-02,3.7359383226e-01,8.7538464885e+03,8.7538464894e+03,1.7313511003e+05,8.5825613905e-04,1.0000000000e+00,2.0932932476e+01,False,True,True,True,True,True,False,True,True,True,True
Milnesium_tardigradum,5.3100000000e-05,7.0000000000e-02,Milnesium,Milnesiidae,Parachela,Eutardigrada,Tardigrada,9.6828901302e-01,4.5239898275e-03,1.0817735943e-02,2.2015849455e-05,6.7691621141e-05,6.9733144273e-04,2.0000000000e-03,1.3739145499e+00,9.9934929911e+01,True,True,True,True,False,True,True,True,True,True,True
Anarhichas_minor,2.7900000000e+04,2.0000000000e-01,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Chordata,7.4567103679e-01,7.2740193159e-03,1.8741886467e-02,8.5806084771e+01,5.6220491040e+05,8.6908209613e+05,2.0000000000e-03,1.8102819350e+01,2.0042673784e+01,True,True,True,True,False,True,True,True,True,True,True
Cichla_intermedia,2.5200000000e+03,2.0000000000e-01,Cichla,Cichlidae,Cichliformes,Actinopterygii,Chordata,8.1753872688e-01,2.8788306592e-02,9.0853248649e-02,1.5995741453e+00,1.5995741454e+00,1.9930016147e+05,2.0000000000e-03,1.0000000000e+00,2.4052319592e+01,False,True,True,True,False,True,False,True,True,True,True
Oceanites_oceanicus,5.8000000000e+01,2.8000000000e-01,Oceanites,Oceanitidae,Procellariiformes,Aves,Chordata,9.6659026307e-01,3.2644014583e-02,2.0284905586e-01,1.4027247576e+03,1.4027247578e+03,7.3969232701e+03,8.2026449392e-04,1.0000000000e+00,2.0008172205e+01,False,True,True,True,True,True,False,True,True,True,True
Chologaster_cornuta,1.7000000000e+00,2.0000000000e-01,Chologaster,Amblyopsidae,Percopsiformes,Actinopterygii,Chordata,9.9311886296e-01,2.1733053216e-02,2.5286064957e-02,3.9495142465e-03,3.9495142469e-03,1.8399527058e+01,2.0000000000e-03,1.0000000000e+00,7.6250922438e+02,False,True,True,True,False,True,False,True,True,True,True
Macropus_rufus,3.5000000000e+04,3.0000000000e-01,Macropus,Macropodidae,Diprotodontia,Mammalia,Chordata,8.1723061347e-01,5.2312838442e-02,3.3931389692e-01,4.2661873496e+02,4.2661873500e+02,1.3062455416e+07,1.9889943719e-03,1.0000000000e+00,3.6653906096e+01,False,True,True,True,True,True,False,True,True,True,True
Pseudosida_bidentata,5.1764705882e-04,1.7000000000e-01,Pseudosida,Sididae,Ctenopoda,Branchiopoda,Arthropoda,7.2260040166e-01,2.0389236357e-02,2.3702975395e-03,1.0406286389e-02,1.0406286390e-02,1.4954208902e-01,2.0000000000e-03,1.0000000000e+00,1.7329442951e+03,False,True,True,True,False,True,False,True,True,True,True
Nototheniops_larseni,1.3630000000e+02,2.0000000000e-01,Nototheniops,Nototheniidae,Perciformes,Actinopterygii,Chordata,4.2587462226e-01,6.3860650524e-02,6.9624040097e-02,2.0895628707e+01,4.9557561626e+03,2.8390240100e+05,2.0000000000e-03,5.9170658641e+00,5.7733311893e+01,True,True,True,True,False,True,True,True,True,True,True
