48	37.8
46	37.62
56	62.01
60	66.92
60	68.14
73	100.95
60	83.43
60	73.71
56	53
70	105.84
63	83.88
75	99.86
107	211.42
110	218.25
64	86.57
64	78.26
138	165.6
72	112.96
72	101.44
80	134.88
90	164.72
62	78.59
79	134.54
97	178.95
92	172.17
68	116.1
105	288.59
100	203.87
101	203.9
101	221.13
107	250.62
104	253.64
78	143.7
83	163.82
105	247.07
130	369.78
135	407.77
77	129.36
101	211.29
106	203.08
62	72.8
72	101.74
69	104.67
71	106.2
67	89.42
67	79.11
64	86.62
72	137.04
76	144.02
87	196.58
70	104.37
77	139.42
69	83.07
74	120.59
67	94.84
63	84.15
77	124.96
78	136.3
64	77.61
68	105.24
65	73.91
60	64.78
78	139.8
60	82.58
80	110.89
73	130.02
62	65.37
87	181.6
96	194.18
96	175.2
