0.328	2.006
0.443	1.553
0.445	1.197
1.280	3.526
1.335	3.882
1.340	2.944
1.347	1.779
1.396	3.138
1.401	2.167
1.402	2.005
1.405	1.552
1.455	2.685
1.456	2.490
2.230	5.499
2.289	5.079
2.291	4.723
2.293	4.399
2.296	3.946
2.298	3.493
2.471	3.040
2.472	2.716
2.475	2.295
3.241	6.793
3.293	7.570
3.303	5.822
3.304	5.563
3.306	5.207
3.357	6.275
3.376	2.845
3.415	6.016
3.421	4.916
3.423	4.592
3.465	7.116
3.482	4.107
3.483	3.945
3.485	3.589
4.263	5.983
4.264	5.789
4.311	7.569
4.312	7.310
4.316	6.695
4.317	6.501
4.319	6.209
4.370	7.051
4.378	5.627
4.383	4.721
4.428	6.857
4.436	5.400
4.437	5.206
4.439	4.883
5.267	8.474
5.326	8.086
5.327	7.794
5.390	6.662
5.398	5.302
5.431	9.477
5.443	7.374
5.444	7.082
5.449	6.241
5.451	5.917
5.453	5.626
6.283	8.797
6.285	8.408
6.287	8.117
6.302	5.496
6.337	9.250
6.341	8.538
6.345	7.826
6.346	7.567
6.348	7.308
6.349	7.049
6.350	6.887
6.351	6.661
6.356	5.819
6.409	6.402
6.411	6.143
7.241	9.378
7.302	8.537
7.314	6.369
7.361	8.148
7.419	7.792
7.478	7.404
7.482	6.789
7.536	7.113
8.203	9.280
8.317	8.989
8.376	8.633
8.426	9.733
8.434	8.374
8.435	8.147
8.493	7.888
8.500	6.659
9.275	9.700
9.334	9.215
9.335	8.956
9.336	8.794
9.343	7.564
9.436	11.059
10.192	7.401
10.230	10.799
10.234	10.023
10.235	9.796
10.293	9.602
10.397	11.220
10.408	9.311
10.409	9.116
10.473	7.757
11.300	11.543
11.301	11.252
11.302	11.057
11.305	10.637
11.306	10.378
11.307	10.216
11.308	9.989
11.319	8.177
11.369	9.245
11.473	10.863
11.537	9.569
12.385	9.568
12.434	10.895
12.437	10.344
12.439	10.053
12.440	9.891
12.448	8.467
13.225	10.959
13.276	11.929
13.277	11.768
13.279	11.444
13.388	12.156
13.398	10.505
13.400	10.149
13.401	9.858
13.440	13.094
14.348	12.446
14.365	9.436
14.416	10.472
14.456	13.385
14.464	11.961
14.467	11.313
14.470	10.828
15.145	11.475
15.326	9.403
15.375	10.827
15.429	11.215
15.606	9.985
16.264	13.642
16.264	13.480
16.332	11.473
16.387	11.894
16.393	10.664
16.432	13.836
17.358	10.016
17.392	13.997
17.513	12.637
17.574	11.828
17.576	11.440
18.320	10.015
18.411	13.802
18.413	13.510
18.421	12.086
18.527	13.284
18.530	12.798
18.531	12.604
18.532	12.378
19.380	12.409
19.427	14.221
19.427	14.092
19.434	12.992
19.444	11.244
19.445	10.985
19.489	13.250
19.495	12.150
19.496	11.956
19.498	11.535
20.344	11.988
20.389	14.026
20.401	11.826
20.403	11.599
20.404	11.373
20.406	11.049
20.410	10.305
20.448	13.606
20.450	13.314
20.528	9.366
21.298	13.184
21.416	12.472
21.417	12.245
21.421	11.598
22.422	14.478
22.424	14.154
22.547	12.374
23.338	12.503
23.449	12.794
23.500	13.829
23.502	13.409
23.505	13.020
24.462	13.764
24.466	12.987
24.525	12.631
25.434	11.724
26.452	11.723
28.477	13.598
29.434	14.374
30.459	13.079
31.479	12.722
