8.253	18.772
10.664	17.801
10.767	15.879
13.091	14.049
14.366	16.836
14.91	23.624
15.524	15.45
15.547	21.659
15.761	9.989
15.961	15.91
16.454	19.718
17.527	19.718
17.843	15.419
17.904	9.989
18.267	17.801
18.583	22.14
18.911	16.836
18.919	24.598
19.092	16.836
19.389	23.107
19.542	17.333
19.607	19.718
20.084	17.801
20.196	15.91
20.861	22.14
21.429	20.67
21.928	17.302
22.091	19.212
22.155	13.565
22.658	18.27
23.03	18.27
23.448	22.623
23.463	21.18
25.311	23.624
25.673	16.527
26.788	18.27
27.201	15.419
28.557	13.596
37.586	16.682
38.459	18.426
40.598	14.838
47.454	17.022
47.845	10.424
51.465	16.836
53.495	11.922
56.487	14.23
56.498	13.415
68.037	6.559
69.727	5.333
71.965	3.707
75.6	1.855
77.314	0.833
78.995	1.872
79.506	3.707
80.7	1.855
81.626	2.205
82.176	1.872
82.385	3.331
83.182	2.222
85.302	1.514
85.308	1.182
85.633	0.544
85.862	0.848
85.864	5.314
86.312	1.855
86.397	1.514
86.6	3.349
86.698	2.205
86.795	1.167
86.905	0.861
87.337	1.514
87.406	0.253
87.482	2.205
87.818	0.539
87.958	1.855
88.091	0.848
88.548	2.574
88.897	2.574
88.922	1.172
89.208	0.835
89.222	4.039
89.335	1.523
89.53	1.855
90.104	1.509
90.538	4.892
90.951	1.186
91.027	0.861
91.09	5.411
91.173	0.552
91.218	1.87
91.41	2.959
91.817	0.02
91.933	1.172
92.265	2.211
92.481	1.855
92.533	2.959
92.698	1.523
92.916	1.158
93.031	2.589
93.599	2.226
93.637	0.253
93.893	1.509
93.976	0.848
94.463	1.158
94.738	1.509
94.962	0.848
95.366	1.855
95.68	0.242
95.738	0.848
95.956	0.539
96.643	1.509
97.304	0.253
97.491	1.494
97.721	0.564
98.063	1.172
98.352	0.835
98.481	1.509
98.841	1.186
99.22	0.028
100.201	0.539
100.478	0.848
100.827	1.186
101.343	0.253
101.408	0.539
102.3	2.226
102.307	1.855
102.391	1.186
102.403	0.552
102.695	0.253
103.594	0.542
104.649	0.542
105.34	0.251
105.346	0.021
105.763	0.844
105.769	0.531
106.461	0.241
106.883	0.856
106.89	0.531
107.307	1.516
107.707	0.261
108.825	0.52
108.893	0.241
109.13	0.856
109.88	0.844
110.394	0.241
111.264	0.542
111.59	0.014
111.835	0.251
112.066	1.186
112.455	0.542
113.158	0.021
113.466	0.261
114.1	0.028
114.66	0.251
115.604	0.261
115.673	0.014
116.681	0.021
117.243	0.251
118.064	0.231
118.878	0.542
119.206	0.021
120.212	0.251
120.572	1.173
123.509	0.261
124.844	0.241
125.989	0.241
128.163	0.014
130.897	0.553
