0.369,0.070257609
0.3691,0.08143927
0.401,0.081938183
0.435,0.091199645
0.447,0.059636111
0.453,0.0696285
0.482,0.082723751
0.555,0.095688793
0.61,0.105812603
0.646,0.086099286
0.784,0.101783664
0.899,0.141185373
0.955,0.235163908
0.984,0.152808437
1.004,0.149310286
1.058,0.218080491
1.133,0.1859901
1.139,0.169826037
1.153,0.16298332
1.263,0.272178448
1.265,0.184921409
1.281,0.303510748
1.283,0.218556185
1.302,0.161454125
1.319,0.209981303
1.32,0.154295073
1.405,0.166966367
1.422,0.208276323
1.9,0.21105
2.217,0.503259
2.28,0.9209621
2.51,1.224603
2.527,0.323456
2.554,0.298818
2.6,0.3172
2.618,0.30107
2.634,0.61899
2.68,0.4154
2.686,0.88638
2.711,0.65064
2.7111,0.51509
2.764,0.610844
2.767,0.464856
2.812,1.192288
2.846,0.39844
2.85,0.9405
2.856,0.394128
2.88,0.3533324
2.881,0.72025
2.908,0.642668
2.9081,0.299524
2.917,0.487139
2.921,0.78867
2.934,0.457704
2.938,0.405444
2.966,0.69701
3,0.5169812
3.014,0.629926
3.037,0.324959
3.06,0.7471445
3.14,0.5467808
3.166,0.376754
3.17,0.6189817
3.175,0.333375
3.18,0.9314234
3.181,0.3324117
3.204,0.28836
3.21,0.5457
3.212,0.774092
3.232,0.652864
3.24,0.7065173
3.241,0.3635179
3.295,0.649115
3.321,1.026189
3.333,1.313202
3.35,0.4397717
3.39,0.8721256
3.391,0.2632241
3.394,0.268126
3.396,0.5094
3.41,0.238465
3.419,0.536783
3.47,1.011331
3.546,0.570906
3.55,0.1977953
3.612,0.744072
3.615,1.218255
3.62,0.3668392
3.651,1.102602
3.67,0.7561639
3.7,0.3410723
3.856,0.439584
3.903,0.706443
3.904,1.807552
3.94,0.4140842
3.97,0.706936
4.23,0.6852819
4.25,0.5602165
4.342,1.319968
