0,0.305
0,0.292
0,0.299
0,0.31
0,0.193
0,0.212
0,0.254
0,0.27
0,0.208
0,0.254
0,0.237
0,0.151
0,0.239
0,0.219
0,0.271
0,0.265
0,0.195
0,0.228
0,0.252
0,0.272
0,0.269
0,0.264
0,0.267
0,0.27
0,0.258
0,0.239
0,0.207
0,0.261
0,0.173
0,0.279
0,0.28
0,0.19
0,0.252
0,0.225
0,0.265
0,0.271
0,0.235
0,0.24
0,0.24
0,0.252
0,0.275
0,0.209
0,0.252
0,0.166
0,0.254
0,0.221
0,0.198
0,0.186
0,0.186
0,0.197
0,0.206
0,0.206
0,0.21
10,0.222
25,0.284
25,0.278
25,0.296
28,0.36
28,0.357
31,0.322
34,0.294
36,0.402
36,0.403
37,0.345
37,0.276
38,0.248
40,0.371
40,0.376
40,0.359
41,0.396
41,0.385
42,0.424
42,0.412
42,0.305
42,0.373
43,0.398
45,0.395
45,0.345
46,0.361
46,0.324
47,0.373
48,0.306
48,0.314
48,0.311
49,0.346
49,0.341
49,0.273
49,0.377
50,0.407
50,0.294
51,0.271
56,0.376
56,0.385
56,0.345
57,0.333
57,0.352
59,0.391
59,0.302
60,0.432
63,0.411
71,0.398
72,0.659
108,0.588
108,0.562
116,0.811
117,0.547
120,0.618
120,0.638
121,0.675
121,0.675
121,0.784
122,0.754
122,0.745
122,0.722
122,0.623
123,0.719
124,0.787
125,0.667
125,0.717
126,0.76
126,0.579
127,0.708
128,0.489
128,0.574
128,0.297
129,0.568
129,0.602
129,0.608
130,0.734
130,0.469
136,0.698
136,0.711
137,0.612
137,0.658
139,0.735
140,0.634
151,0.637
