species,ab/m,abjx/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Dolichotis_patagonum,4.337728e-02,5.574409e-02,7.343816e-02,1.197459e+03,3.000000e-01,5.200000e-02,5.200000e-02,1.250000e+04,8.417827e-02,3.099500e+02,False,True,1.029790e+04,9.155500e-01,3.083300e-02,1.479149e+03,7.849124e+03,5.106000e-11,9.794826e-02,2.653254e-01,4.225000e+06
Ototylomys_phyllotis,9.414021e-02,1.093609e-01,1.134198e-01,4.720989e+02,3.000000e-01,1.538462e-01,1.538462e-01,6.500000e+01,2.745187e-02,3.093500e+02,False,True,4.508619e+03,9.779200e-01,2.489800e-02,3.288877e+03,7.840926e+03,2.661000e-10,9.217869e-02,7.371843e-01,9.383000e+03
Calyptorhynchus_banksii,2.504481e-03,2.504481e-03,7.332193e-03,3.199537e+03,2.800000e-01,3.384782e-02,3.384782e-02,7.386000e+02,1.891940e-02,3.119500e+02,False,False,1.766135e+04,9.963700e-01,2.197200e-02,9.804570e+03,7.327251e+03,1.791000e-15,1.000000e+00,7.494637e-03,2.331000e+04
Crocodylus_johnsoni,1.741830e-03,1.741830e-03,2.500000e-01,1.516884e+04,3.000000e-01,1.578947e-03,1.578947e-03,2.660000e+04,4.285099e-02,2.951500e+02,False,False,1.149531e+03,9.700000e-01,7.124000e-02,5.592000e+01,7.461000e+03,1.065000e-10,1.000000e+00,1.073047e-03,2.163000e+06
Balaena_mysticetus,5.141855e-03,9.881192e-03,1.117704e-01,1.725648e+04,3.000000e-01,9.000000e-03,9.000000e-03,1.000000e+08,2.718004e-03,3.101500e+02,False,True,3.054850e+03,9.602200e-01,2.194100e-02,1.761980e+01,7.843852e+03,1.358000e-13,4.132715e-01,3.743379e-02,1.095000e+09
Grus_virgo,4.041783e-03,4.041783e-03,1.013006e-02,1.452310e+03,2.800000e-01,3.593635e-02,3.593635e-02,2.042500e+03,3.718215e-02,3.126500e+02,False,False,1.344558e+04,9.954800e-01,4.000000e-02,3.979902e+03,7.335664e+03,3.715000e-14,1.000000e+00,8.962239e-03,7.468000e+04
Esox_lucius,2.227327e-03,2.227327e-03,1.500000e-01,1.296293e+04,2.000000e-01,1.951220e-07,1.951220e-07,2.460000e+04,1.542861e+02,2.851500e+02,False,False,8.050561e+02,9.281600e-01,2.321700e-02,5.176990e+01,5.230260e+03,3.822000e-08,1.000000e+00,2.568877e-06,9.183000e+04
Rana_chensinensis,3.793997e-02,3.793997e-02,3.712733e-01,5.741348e+03,2.800000e-01,6.980198e-04,6.980198e-04,2.020000e+01,1.201808e+00,2.831500e+02,False,False,8.289545e+02,6.418400e-01,1.024400e-01,2.564744e+02,7.323179e+03,1.469000e-07,1.000000e+00,2.664677e-04,1.005000e+05
Indicator_minor,1.106593e-02,1.106593e-02,3.231279e-02,2.798574e+02,2.800000e-01,1.074074e-01,1.074074e-01,2.700000e+01,3.501784e-01,3.120000e+02,False,False,4.393373e+03,9.563000e-01,6.101000e-02,3.216000e+03,7.318267e+03,6.849000e-12,1.000000e+00,9.501586e-03,4.414000e+04
Chanos_chanos,1.183409e-03,3.740487e-03,2.000000e-01,2.428623e+03,2.000000e-01,2.544270e-08,2.544270e-08,1.400000e+04,2.161719e+04,3.021500e+02,True,False,7.724968e+02,7.455000e-01,4.969000e-02,3.923000e+01,5.200000e+03,6.052000e-10,7.077372e-01,2.034190e-07,3.539000e+06
Tetrao_urogallus,6.647113e-03,6.647113e-03,1.825290e-02,8.438692e+02,2.800000e-01,1.863980e-02,1.863980e-02,1.985000e+03,1.706426e-01,3.141500e+02,False,False,4.799453e+03,9.906100e-01,4.944000e-02,9.203226e+02,7.322710e+03,1.507000e-19,1.000000e+00,3.601411e-03,1.701000e+05
Glyptemys_muhlenbergii,3.767123e-03,3.767123e-03,1.662671e-01,1.213508e+04,3.000000e-01,2.013138e-02,2.013138e-02,2.470000e+02,9.888690e-03,2.951500e+02,False,False,1.332003e+02,8.467800e-01,1.138800e-01,1.900060e+01,7.843624e+03,4.067000e-11,1.000000e+00,1.213778e-02,5.066000e+05
Uria_aalge,4.494613e-03,4.494613e-03,5.774858e-03,2.062241e+03,2.800000e-01,7.096774e-02,7.096774e-02,9.920000e+02,2.075413e-02,3.138500e+02,False,False,1.096197e+04,9.968300e-01,3.544200e-02,4.014260e+03,7.301301e+03,1.417000e-17,1.000000e+00,7.886683e-02,7.254000e+03
Calidris_ferruginea,8.460844e-03,8.460844e-03,1.054693e-02,9.235679e+02,2.800000e-01,1.268657e-01,1.268657e-01,6.700000e+01,8.532128e-02,3.141500e+02,False,False,1.264998e+04,9.919600e-01,4.364400e-02,1.083710e+04,7.304239e+03,2.235000e-15,1.000000e+00,3.564669e-02,6.340000e+03
Rhyacotriton_olympicus,2.465753e-02,1.746575e-01,3.913242e-01,3.884917e+04,2.800000e-01,2.407215e-03,2.407215e-03,8.000000e-01,6.177738e-03,2.801500e+02,False,False,1.799041e+01,8.032400e-01,7.902500e-03,1.712280e+01,7.322408e+03,1.551000e-08,6.760688e-02,2.465879e-01,2.286000e+02
Stephanoaetus_coronatus,2.326853e-02,2.326853e-02,4.039181e-02,8.438692e+02,2.800000e-01,2.354430e-02,2.354430e-02,3.950000e+03,1.919729e-02,3.141500e+02,False,False,1.821110e+04,9.980600e-01,3.502000e-02,4.856715e+03,7.328205e+03,2.945000e-12,1.000000e+00,2.167318e-03,1.279000e+05
Cypseloides_cryptus,6.149113e-03,6.149113e-03,1.522446e-02,9.096060e+02,2.800000e-01,1.142857e-01,1.142857e-01,3.500000e+01,1.759003e-02,3.120500e+02,False,False,7.419230e+03,9.944900e-01,1.609300e-02,9.497168e+03,7.351381e+03,3.829000e-12,1.000000e+00,1.820520e-02,3.733000e+03
Callithrix_pygmaea,8.676351e-02,1.001676e-01,1.889877e-01,1.768380e+03,3.000000e-01,1.290323e-01,5.645161e-01,1.240000e+02,4.490184e-02,3.083500e+02,False,True,5.810565e+02,4.443900e-01,3.159600e-01,5.242320e+01,7.848992e+03,7.121000e-17,1.303389e-01,2.468061e-01,3.491000e+06
Puffinus_assimilis,8.486487e-03,8.486487e-03,1.252341e-02,2.867071e+03,2.800000e-01,1.000000e-01,1.000000e-01,3.000000e+02,1.775331e-02,3.121500e+02,False,False,3.666941e+03,9.947400e-01,9.009000e-02,1.061722e+03,7.329458e+03,2.181000e-18,1.000000e+00,1.054161e-02,5.299000e+04
Bufo_gargarizans,9.056946e-04,9.056946e-04,1.248726e-01,1.091476e+04,2.800000e-01,1.680000e-05,1.680000e-05,2.500000e+02,1.108590e+01,2.901500e+02,False,False,1.695995e+03,9.420400e-01,3.437000e-02,5.177236e+02,7.330727e+03,1.026000e-09,2.962276e-04,3.665005e-03,2.206000e+05
Philomachus_pugnax,9.020104e-03,9.020104e-03,1.025918e-02,9.329443e+02,2.800000e-01,9.090909e-02,9.090909e-02,1.100000e+02,8.532128e-02,3.141500e+02,False,False,1.249120e+04,9.937500e-01,4.351800e-02,9.222238e+03,7.320537e+03,5.341000e-18,1.000000e+00,7.315768e-02,2.429000e+03
Dolichonyx_oryzivorus,6.642855e-03,9.686995e-03,1.577528e-02,3.995097e+02,2.800000e-01,7.685714e-02,7.685714e-02,3.500000e+01,1.689571e-01,3.147500e+02,False,False,8.788659e+02,9.655600e-01,4.880900e-02,4.040172e+02,7.326777e+03,3.094000e-12,2.152361e-01,3.247387e-01,4.305000e+03
Lama_glama,1.498013e-01,1.613670e-01,2.256415e-01,2.122312e+03,3.000000e-01,7.857143e-02,7.857143e-02,1.400000e+05,1.361722e-02,3.114500e+02,False,True,9.805172e+02,8.299000e-01,1.378100e-01,1.979260e+01,7.851833e+03,6.319000e-31,3.805394e-01,2.267168e-01,1.063000e+08
Phacellodomus_ruber,7.818130e-03,1.165375e-02,1.932498e-02,4.438996e+02,2.800000e-01,3.108108e-01,3.108108e-01,3.700000e+01,9.011046e-02,3.147500e+02,False,False,2.771768e+03,6.887100e-01,3.777900e-02,1.305172e+03,7.322576e+03,4.844000e-12,3.727808e-01,6.501913e-01,3.136000e+04
Anatololacerta_anatolica,8.940553e-03,8.940553e-03,3.000000e-01,3.033769e+03,3.000000e-01,3.855892e-02,3.855892e-02,7.980000e+00,4.614722e-02,2.991500e+02,False,False,7.781314e+01,4.837700e-01,1.877600e-02,2.201770e+01,7.837335e+03,4.587000e-09,1.000000e+00,5.527232e-02,1.781000e+04
Tapirus_terrestris,7.835713e-02,9.835159e-02,1.541147e-01,3.238656e+03,3.000000e-01,2.400000e-02,3.450400e-01,2.500000e+05,1.222729e-02,3.101500e+02,False,True,1.169711e+03,9.675000e-01,7.978000e-02,2.601000e+01,7.750000e+03,1.409000e-14,1.134936e-01,2.854226e-01,1.763000e+07
Testudo_hermanni,4.185944e-03,4.185944e-03,3.941057e-01,8.013320e+03,3.000000e-01,5.120000e-03,5.120000e-03,2.500000e+03,5.538279e-02,2.971500e+02,False,False,9.297984e+01,6.643400e-01,3.298600e-02,5.109200e+00,7.865881e+03,3.354000e-10,1.000000e+00,8.741881e-03,4.157000e+06
Sciurus_carolinensis,1.972474e-02,2.738668e-02,5.954364e-02,1.676929e+03,3.000000e-01,2.814259e-02,3.752345e-01,5.330000e+02,1.125867e-01,3.118500e+02,False,True,2.556078e+03,8.529700e-01,3.113800e-02,6.289688e+02,7.845783e+03,4.569000e-25,1.878563e-02,1.228311e-01,1.971000e+06
Arvicola_amphibius,1.134061e-01,1.287485e-01,1.692965e-01,1.961460e+02,3.000000e-01,4.166667e-02,3.500000e-01,1.200000e+02,2.080083e-01,3.106500e+02,False,True,1.770692e+03,9.784700e-01,2.732700e-01,4.357458e+02,7.843236e+03,3.424000e-19,5.367294e-02,1.510050e-01,6.617000e+04
Varanus_bengalensis,7.102993e-03,7.102993e-03,9.969559e-02,6.235926e+03,3.000000e-01,1.083333e-02,1.083333e-02,7.200000e+03,8.659500e-02,2.981500e+02,False,False,2.071871e+02,3.737800e-01,1.954100e-01,4.157400e+00,7.859314e+03,1.073000e-10,1.000000e+00,1.677488e-01,4.682000e+06
Cuthona_nana,1.600000e-01,8.000000e-01,8.800000e-01,2.957880e+02,1.500000e-01,1.532143e-05,1.532143e-05,1.400000e-01,1.081856e+02,2.851500e+02,True,False,6.029779e+01,7.195500e-01,2.530900e-03,1.716337e+03,3.920986e+03,2.901000e-04,6.538936e-04,1.810188e-01,7.165000e+00
Sula_dactylatra,4.619930e-03,4.619930e-03,1.869460e-02,1.436352e+03,2.800000e-01,2.100000e-02,2.100000e-02,2.000000e+03,3.550662e-02,3.151500e+02,False,False,2.692730e+04,9.960300e-01,4.567500e-02,9.499999e+03,7.321875e+03,8.934000e-13,1.000000e+00,9.431571e-04,2.762000e+05
Trachypithecus_cristatus,1.452152e-02,4.985721e-02,1.559611e-01,2.044273e+03,3.000000e-01,7.017544e-02,7.017544e-02,5.700000e+03,9.690485e-03,3.116500e+02,False,True,3.905393e+01,7.860800e-01,2.639100e-02,1.845100e+00,7.863984e+03,4.036000e-12,5.152017e-01,3.211476e-01,4.322000e+06
Macropus_giganteus,2.068195e-02,5.564086e-02,9.070935e-02,1.810983e+03,3.000000e-01,2.285714e-05,1.857143e-01,3.500000e+04,1.380465e-02,3.094500e+02,False,True,7.477810e+02,7.596000e-01,6.734500e-02,2.445650e+01,7.847364e+03,5.475000e-15,1.079761e-04,3.411945e-01,2.381533e+07
Alectoris_graeca,1.551366e-02,1.551366e-02,1.770544e-02,4.818319e+02,2.800000e-01,4.730435e-02,4.730435e-02,5.750000e+02,3.424431e-01,3.138500e+02,False,False,5.270869e+03,9.676100e-01,3.960000e-02,1.712033e+03,7.308671e+03,3.851000e-12,1.000000e+00,2.111611e-01,9.784000e+03
Dipodomys_heermanni,3.801401e-02,4.824672e-02,7.168293e-02,6.788092e+02,3.000000e-01,6.015385e-02,4.323077e-01,6.500000e+01,7.580922e-02,3.101500e+02,False,True,3.346595e+03,9.756200e-01,3.567500e-02,1.949490e+03,7.847535e+03,2.885000e-11,3.296943e-02,1.551491e-01,4.428000e+04
Microtus_pennsylvanicus,5.116126e-02,6.099618e-02,7.153358e-02,2.817197e+02,3.000000e-01,5.020408e-02,2.351020e-01,4.900000e+01,1.979628e-01,3.116500e+02,False,True,2.298425e+03,9.685600e-01,3.545800e-02,1.325097e+03,7.824183e+03,3.395000e-10,9.040108e-02,3.349434e-01,6.625000e+03
Girardinus_denticulatus,3.068493e-02,3.068493e-02,1.227397e-01,5.476360e+02,2.000000e-01,8.785714e-03,8.785714e-03,1.400000e+00,5.478091e-01,3.006500e+02,True,False,1.696486e+02,8.851300e-01,1.493900e-02,3.537696e+02,5.214706e+03,3.445000e-08,1.383753e-01,7.661403e-02,4.306000e+02
Cacomantis_merulinus,3.752984e-03,3.752984e-03,7.575451e-03,6.939550e+02,2.800000e-01,4.637097e-02,4.637097e-02,2.480000e+01,3.718215e-01,3.126500e+02,False,False,6.188868e+03,9.759200e-01,1.987900e-02,7.608577e+03,7.322477e+03,1.152000e-12,1.000000e+00,2.528798e-02,2.587000e+03
Loris_tardigradus,1.100960e-01,1.311708e-01,1.634855e-01,1.807779e+03,3.000000e-01,4.617968e-02,5.835432e-01,2.382000e+02,2.103409e-02,3.086500e+02,False,True,4.490399e+02,9.347500e-01,1.694600e-01,7.524380e+01,7.832373e+03,1.052000e-26,3.171371e-02,3.965885e-01,3.752000e+05
Bubo_bengalensis,2.574511e-03,2.574511e-03,4.770151e-03,3.691512e+03,2.800000e-01,1.631016e-02,1.631016e-02,2.992000e+03,4.647769e-02,3.126500e+02,False,False,9.676370e+03,9.979700e-01,8.110000e-02,1.805671e+03,7.318884e+03,2.060000e-21,1.000000e+00,3.328025e-03,5.652000e+04
Peucaea_botterii,5.255886e-03,7.604222e-03,1.230090e-02,4.660946e+02,2.800000e-01,1.095238e-01,1.095238e-01,2.100000e+01,7.884665e-02,3.147500e+02,False,False,1.019837e+03,9.754400e-01,4.830800e-02,5.845174e+02,7.320566e+03,3.698000e-12,2.385247e-01,3.835312e-01,1.937000e+03
Xiphocolaptes_falcirostris,6.898350e-03,1.292575e-02,2.498054e-02,4.438996e+02,2.800000e-01,7.272727e-02,7.272727e-02,1.100000e+02,4.505523e-02,3.147500e+02,False,False,1.857240e+03,9.665100e-01,4.605700e-02,7.212186e+02,7.322943e+03,7.312000e-12,1.047989e-01,4.592334e-01,1.148000e+04
Megaderma_lyra,1.333839e-01,1.480610e-01,2.390590e-01,1.376659e+03,3.000000e-01,2.142857e-01,2.142857e-01,3.500000e+01,1.016955e-02,3.079500e+02,False,True,1.604734e+04,9.975000e-01,3.630500e-01,9.511123e+03,7.835272e+03,3.017000e-18,4.482587e-03,9.738372e-01,2.064000e+04
Bombina_bombina,5.952498e-04,4.184065e-03,1.505952e-01,1.291119e+04,2.800000e-01,1.223022e-04,1.294964e-02,1.390000e+01,1.549044e+00,2.901500e+02,False,False,1.236901e+02,8.614300e-01,7.201800e-02,4.897290e+01,7.300728e+03,1.805000e-09,7.830688e-03,2.396045e-02,7.888000e+03
Charadrius_nivosus,4.383562e-03,4.383562e-03,1.013699e-02,7.032243e+02,2.800000e-01,1.870968e-02,1.870968e-02,3.100000e+02,8.532128e-02,3.141500e+02,False,False,3.698704e+04,9.982200e-01,2.592900e-02,3.313102e+04,7.320307e+03,7.700000e-15,1.000000e+00,2.538986e-03,6.156000e+03
