species,ab/m,ap/m,am,d_V,Wwb/i,Wwbjx/i,Wwp/i,Wwi,Ri,T_typical,acceleration,weaning,foetus,p_Am,kap,v,p_M,E_G,h_a,E_Hb/bjx,E_Hbjx/p,E_Hp
Cetorhinus_maximus,7.000000e-02,4.700000e-01,4.122610e+04,2.000000e-01,4.772804e-03,4.772804e-03,5.645161e-01,4.650000e+06,1.819236e-03,2.846500e+02,,False,,6.104264e+03,9.244500e-01,5.098800e-02,9.752900e+01,5.217647e+03,9.578000e-09,1.000000e+00,3.473761e-03,2.725000e+08
Esox_lucius,2.227327e-03,1.500000e-01,1.296293e+04,2.000000e-01,1.951220e-07,1.951220e-07,3.691057e-02,2.460000e+04,1.542861e+02,2.851500e+02,,False,,8.050561e+02,9.281600e-01,2.321700e-02,5.176990e+01,5.230260e+03,3.822000e-08,1.000000e+00,2.568877e-06,9.183000e+04
Alopias_pelagicus,4.675325e-02,2.701299e-01,7.637143e+03,2.000000e-01,8.431731e-02,8.431731e-02,5.382374e-01,1.373000e+05,5.041152e-03,2.998500e+02,,False,,6.022727e+02,5.805300e-01,3.872100e-02,1.131670e+01,5.235351e+03,1.975000e-10,1.000000e+00,1.023143e-01,7.389000e+07
Rhaebo_blombergi,4.806537e-04,8.815189e-02,5.504703e+03,2.800000e-01,8.810573e-07,4.317181e-03,7.180617e-01,1.135000e+03,1.553217e+02,3.001500e+02,,False,,3.172514e+02,6.541800e-01,2.795200e-02,2.928950e+01,7.310230e+03,1.422000e-10,1.822622e-04,3.034321e-03,2.564000e+06
Amphiura_filiformis,1.070565e-04,1.200000e-01,3.304156e+04,9.000000e-02,8.955786e-08,1.407525e-03,8.168306e-01,5.846500e+00,5.022548e+02,2.841500e+02,,False,,1.439180e+01,9.914600e-01,3.039900e-02,4.150950e+01,2.347901e+03,3.000000e-09,6.978707e-03,7.163842e-06,1.770000e+02
Cirrhinus_cirrhosus,5.479452e-04,8.054795e-02,4.419689e+03,2.000000e-01,4.122835e-08,4.122835e-08,1.574803e-01,1.270000e+04,5.656507e+03,3.011500e+02,,False,,1.193913e+02,9.073800e-01,1.981700e-02,1.688460e+01,5.214651e+03,2.051000e-10,4.840637e-02,4.006385e-06,6.265000e+05
Erpetoichthys_calabaricus,2.602740e-03,3.000000e-01,4.222924e+03,2.000000e-01,1.974217e-05,1.974217e-05,6.076159e-01,6.040000e+01,5.683265e+00,2.991500e+02,,False,,5.482991e+01,9.262000e-01,9.734000e-03,1.703000e+01,5.235000e+03,6.520000e-10,1.000000e+00,2.365631e-05,1.094000e+04
Labeo_catla,5.479452e-04,2.005479e-01,1.767876e+03,2.000000e-01,1.356477e-08,1.356477e-08,5.181347e-02,3.860000e+04,2.036342e+04,3.011500e+02,,False,,8.762749e+01,9.283000e-01,3.937300e-03,2.316520e+01,5.262732e+03,9.326000e-09,6.291180e-03,2.571038e-05,2.196000e+05
Aplodontia_rufa,1.225697e-02,2.122570e-01,7.527784e+02,3.000000e-01,2.266667e-02,3.493333e-01,8.444444e-01,1.125000e+03,3.653134e-02,3.111500e+02,,True,,2.940164e+03,4.014400e-01,2.806500e-02,2.922546e+02,7.806374e+03,1.254000e-13,2.891667e-02,9.322034e-02,1.416000e+07
Melanogrammus_aeglefinus,1.958894e-03,9.000000e-02,2.589034e+04,2.000000e-01,1.071429e-07,1.071429e-07,2.148810e-02,1.680000e+04,2.433340e+02,2.791500e+02,,False,,9.727085e+02,3.665800e-01,8.532500e-02,5.310450e+01,5.206856e+03,3.861000e-08,6.199849e-02,5.080769e-05,1.300000e+06
Cyprideis_torosa,2.739726e-02,3.013699e-01,5.860656e+02,1.700000e-01,2.250000e-03,2.250000e-03,5.150000e-01,1.176471e-04,6.227972e-02,2.881500e+02,,False,,6.367405e+00,9.901000e-01,4.121000e-03,2.588000e+02,4.442000e+03,2.150000e-06,1.399765e-01,1.608634e-02,4.239000e-03
Varanus_bengalensis,7.102993e-03,9.969559e-02,6.235926e+03,3.000000e-01,1.083333e-02,1.083333e-02,4.166667e-02,7.200000e+03,8.659500e-02,2.981500e+02,,False,,2.071871e+02,3.737800e-01,1.954100e-01,4.157400e+00,7.859314e+03,1.073000e-10,1.000000e+00,1.677488e-01,4.682000e+06
Lagostrophus_fasciatus,4.330868e-02,1.925624e-01,4.763115e+02,3.000000e-01,1.428571e-04,4.285714e-01,4.761905e-01,2.100000e+03,1.406643e-02,3.096500e+02,,True,,4.136164e+02,8.996800e-01,4.265400e-02,3.830390e+01,7.829092e+03,5.074700e-11,2.045964e-04,7.736357e-01,7.189474e+05
Trachurus_trachurus,8.955396e-04,2.500000e-02,2.407259e+04,2.000000e-01,8.488964e-07,8.488964e-07,7.724958e-02,1.178000e+03,2.326297e+02,2.881500e+02,,False,,1.959727e+02,9.388000e-01,4.962000e-02,4.333000e+01,5.109000e+03,5.102000e-10,1.014419e-01,6.418073e-05,1.837000e+04
Rhodeus_amarus,9.863014e-03,2.000000e-01,2.100502e+03,2.000000e-01,2.317497e-04,2.317497e-04,1.158749e-01,8.630000e+00,3.237321e-01,2.931500e+02,,False,,4.700735e+01,9.035800e-01,2.974700e-02,3.774540e+01,5.218811e+03,4.050000e-08,1.948549e-01,7.243024e-03,5.662000e+02
Channa_punctata,9.090909e-04,3.318182e-01,5.820882e+02,2.000000e-01,1.666667e-06,1.666667e-06,9.333333e-02,3.000000e+02,8.219178e+01,3.001500e+02,,False,,9.746243e+01,9.969600e-01,4.454000e-02,1.648840e+01,5.232446e+03,6.290500e-08,1.000000e+00,6.852200e-07,3.459327e+02
Caretta_caretta,1.311952e-03,2.699687e-01,2.105097e+04,3.000000e-01,1.193580e-04,1.193580e-04,4.857951e-01,1.626200e+05,8.911702e-01,2.931500e+02,,False,,7.472709e+02,7.285600e-01,6.807400e-02,1.120050e+01,7.322000e+03,1.112000e-10,1.000000e+00,2.567089e-04,9.875000e+07
Mytilaster_minimus,3.013699e-04,5.016438e-02,3.650000e+03,9.000000e-02,7.290000e-07,5.144033e-03,3.000000e-02,5.000000e-01,1.400000e+03,2.931500e+02,,False,,1.272596e+00,8.678000e-01,4.576000e-02,1.928000e+01,2.348000e+03,1.011000e-10,3.458423e-04,1.542691e-01,2.401000e+00
Oryctolagus_cuniculus_NZW,9.589043e-03,6.073060e-02,6.239328e+02,3.000000e-01,1.071333e-02,1.071333e-02,5.440000e-01,5.000000e+03,4.688005e-01,3.121500e+02,,True,,1.017491e+04,7.846300e-01,3.802500e-02,1.575563e+03,7.829315e+03,1.669000e-14,4.124644e-02,3.320106e-01,5.292000e+06
Ophiura_albida,3.652968e-04,1.003653e-01,1.435337e+04,9.000000e-02,5.422785e-07,2.386737e-06,8.055236e-03,9.655556e-01,9.536088e+01,2.831500e+02,,False,,5.863864e+00,9.000000e-01,4.825800e-02,9.983500e+00,2.358957e+03,5.110000e-09,1.297943e-01,2.545308e-04,2.483000e+00
Merlangius_merlangus,1.484773e-03,3.727667e-02,1.780327e+04,2.000000e-01,3.868049e-08,8.239746e-07,7.106234e-03,5.695000e+03,3.716152e+03,2.841500e+02,,False,,2.425537e+02,5.696800e-01,5.662300e-02,4.739590e+01,5.205717e+03,8.046000e-09,8.736337e-03,5.163366e-04,1.010000e+05
Chrosomus_neogaeus,5.936073e-03,1.726027e-01,2.190000e+03,2.000000e-01,1.196581e-04,1.196581e-04,1.008547e-01,1.170000e+01,8.383562e+00,2.931500e+02,,False,,2.161959e+01,9.077300e-01,4.055000e-02,6.945830e+01,5.221161e+03,2.804000e-09,1.523269e-03,9.993450e-01,4.580000e+02
Carcharias_taurus,1.141553e-02,5.114155e-01,2.533755e+03,2.000000e-01,3.420074e-05,3.420074e-05,3.035688e-01,2.690000e+05,4.736055e+00,2.991500e+02,,False,,1.228548e+03,9.245500e-01,5.600500e-02,3.294260e+01,5.222046e+03,6.058000e-09,1.000000e+00,4.410089e-05,1.685000e+07
Ramazzottius_oberhaeuseri,1.055556e-02,2.388889e-02,9.000000e+02,7.000000e-02,1.140655e-02,1.140655e-02,9.113680e-02,5.190000e-06,1.250000e-01,2.931500e+02,,False,,3.331137e+00,9.766000e-01,1.139000e-03,3.871000e+02,1.828000e+03,4.319000e-08,2.487717e-01,3.729994e-01,1.637000e-05
Scyliorhinus_canicula,6.849315e-02,2.500000e-01,6.388925e+03,2.000000e-01,9.848485e-04,9.848485e-04,6.439394e-02,1.320000e+03,8.546038e-02,2.891500e+02,,False,,3.188324e+02,8.800000e-01,2.159000e-02,4.358070e+01,5.149000e+03,4.745000e-08,1.000000e+00,8.649414e-03,2.473000e+04
Arion_subfuscus,1.150685e-01,5.726027e-01,5.860656e+02,1.500000e-01,1.851852e-03,1.851852e-03,2.129630e-01,1.080000e+01,1.023776e-01,2.911500e+02,,False,,1.852346e+02,9.814300e-01,2.802200e-02,4.659731e+02,3.916048e+03,5.021000e-06,8.366501e-03,9.975186e-01,1.209000e+02
Macropus_rufogriseus,3.637410e-02,1.736344e-01,7.109127e+02,3.000000e-01,3.857143e-05,3.178571e-01,4.642857e-01,1.400000e+04,1.800502e-02,3.096500e+02,,True,,6.037877e+02,8.083000e-01,5.401000e-02,2.792000e+01,7.950000e+03,1.860000e-11,8.142478e-05,6.780623e-01,7.225000e+06
Ostorhinchus_doederleini,1.358696e-02,2.038043e-01,1.705625e+02,2.000000e-01,2.483660e-05,8.104575e-04,9.084967e-02,1.530000e+01,5.911142e+01,3.016500e+02,,False,,4.688620e+01,9.648000e-01,2.415200e-02,6.958070e+01,5.219525e+03,2.296000e-07,2.415804e-02,8.037807e-03,2.645000e+02
Siren_lacertina,6.575342e-03,8.657534e-02,1.100643e+04,2.800000e-01,4.487916e-06,4.487916e-06,1.420000e-02,1.000000e+03,3.179958e+00,2.911500e+02,,False,,3.865523e+02,9.531000e-01,1.211300e-02,6.451790e+01,7.301684e+03,4.651000e-09,1.000000e+00,6.457047e-04,1.781000e+03
Loxodonta_africana,2.299310e-02,1.605958e-01,6.994058e+03,3.000000e-01,2.187500e-02,1.250000e-01,7.786880e-01,4.800000e+06,2.287656e-03,3.093500e+02,,True,,1.283153e+03,9.660500e-01,2.159200e-02,1.603460e+01,7.841429e+03,2.418000e-12,1.254488e-01,1.963855e-01,2.241000e+08
Isurus_oxyrinchus,4.308647e-02,6.055865e-01,6.756679e+03,2.000000e-01,3.954132e-03,3.954132e-03,3.954132e-01,5.058000e+05,1.821559e-02,2.991500e+02,,False,,8.127857e+02,8.727800e-01,2.165200e-02,1.885930e+01,5.227650e+03,9.015000e-10,1.000000e+00,5.965194e-03,3.735000e+07
Macrobiotus_hufelandii,3.166667e-02,5.500000e-02,9.000000e+02,7.000000e-02,6.818874e-03,6.818874e-03,2.480974e-02,6.570000e-05,1.250000e-01,2.931500e+02,,False,,1.011610e+00,8.942000e-01,1.032000e-03,2.879000e+01,1.822000e+03,1.785000e-07,7.218487e-01,5.260314e-01,2.036000e-04
Galeopterus_variegatus,3.286506e-02,1.757222e-01,1.431224e+03,3.000000e-01,2.000000e-02,2.000000e-02,7.428571e-01,1.750000e+03,6.866096e-02,3.101500e+02,,True,,2.746939e+02,7.167700e-01,2.561000e-02,2.283260e+01,7.859151e+03,6.275600e-13,1.385515e-01,1.564420e-01,2.179788e+06
Enteromius_liberiensis,3.082192e-03,1.280822e-01,2.022289e+03,2.000000e-01,4.201681e-05,4.201681e-05,1.647059e-01,2.380000e+01,1.977957e+00,2.971500e+02,,False,,5.079807e+01,9.886700e-01,2.765400e-02,2.964030e+01,5.220574e+03,3.494000e-09,2.852340e-01,5.863935e-04,2.587000e+02
Placopecten_magellanicus,3.944814e-04,5.000000e-02,1.727402e+04,9.000000e-02,3.000000e-09,2.000000e-08,1.000000e-02,5.555556e+02,7.217847e+04,2.801500e+02,,False,,6.220174e+02,5.902800e-01,7.445200e-03,3.304513e+02,2.361827e+03,2.715000e-08,8.803585e-02,6.648461e-07,1.007000e+03
Huso_huso,8.338297e-04,3.486599e-01,2.695902e+04,2.000000e-01,2.031250e-08,2.031250e-08,1.562500e-02,3.200000e+06,3.412555e+03,2.881500e+02,,False,,1.899262e+03,4.308100e-01,1.551200e-02,1.667810e+01,5.226676e+03,1.154000e-08,1.000000e+00,5.696248e-07,2.772000e+07
Zootoca_vivipara,8.275128e-03,2.080537e-01,4.600151e+03,3.000000e-01,3.800000e-02,3.800000e-02,4.400000e-01,5.000000e+00,1.863548e-02,2.868500e+02,,False,,5.162430e+02,7.251500e-01,2.376500e-02,3.444866e+02,7.837059e+03,1.533000e-07,1.000000e+00,3.551373e-02,6.375000e+03
Argopecten_purpuratus,1.806867e-03,3.468358e-02,2.678307e+03,9.000000e-02,6.933472e-09,5.093555e-08,8.316008e-03,2.137778e+02,6.084888e+05,2.891500e+02,,False,,5.186611e+01,9.719000e-01,3.876000e-02,5.168000e+01,2.374000e+03,5.544000e-08,6.304300e-03,6.001059e-06,7.557000e+01
Ophiura_ophiura,1.826484e-03,6.684932e-01,2.870674e+03,9.000000e-02,4.411946e-08,8.034857e-07,1.497987e-03,1.186778e+01,3.356703e+02,2.831500e+02,,False,,4.903733e+00,9.000000e-01,6.507700e-02,3.383700e+00,2.357606e+03,1.174000e-06,2.122703e-01,1.471052e-04,4.698000e+00
Cuora_flavomarginata,7.156115e-03,7.401404e-01,4.828215e+03,3.000000e-01,1.000000e-02,1.000000e-02,6.680000e-01,1.000000e+03,3.560322e-02,2.971500e+02,,False,,1.100735e+02,5.647800e-01,3.866000e-02,6.927800e+00,7.866447e+03,9.711000e-10,1.000000e+00,6.679005e-03,6.754000e+06
Globicephala_macrorhynchus,3.174603e-02,1.746032e-01,5.152407e+03,3.000000e-01,6.239460e-02,6.239460e-02,6.593592e-01,5.930000e+05,2.445459e-03,3.101500e+02,,True,,7.449805e+02,9.237000e-01,1.329300e-02,1.716300e+01,7.845274e+03,7.087000e-13,2.517750e-01,2.263008e-01,8.091000e+07
Tachyglossus_aculeatus,1.835616e-03,1.018356e-01,6.514457e+03,3.000000e-01,1.000000e-04,3.947368e-01,1.000000e+00,3.800000e+03,7.675236e-03,3.046500e+02,,False,,1.356882e+03,9.992700e-01,4.969600e-02,1.440048e+02,7.822994e+03,2.385000e-12,7.260046e-05,1.409974e-01,4.271000e+04
Gammarus_pseudolimnaeus,4.028747e-02,2.085676e-01,1.101921e+03,1.700000e-01,1.739130e-03,1.739130e-03,1.330435e-01,6.764706e-02,1.544004e-01,2.851500e+02,,False,,2.001373e+01,9.133400e-01,1.509600e-02,1.239950e+02,4.435986e+03,5.889200e-06,4.692928e-02,2.085436e-01,4.502800e+00
