species,ab,ap,am,d_V,Wwb,Wwbjx,Wwp,Wwi,Ri,T_typical,metamorphosis,weaning,p_Am,kap,v,p_M,E_G,h_a,E_Hb,E_Hbjx,E_Hp
Sympterygia_bonapartii,2.167640e+02,1.294161e+03,2.930328e+03,2.000000e-01,2.076611e+01,2.076611e+01,2.121700e+03,4.710000e+03,3.276084e-01,2.851500e+02,False,False,3.061727e+03,2.796400e-01,8.896400e-02,1.000773e+02,5.193594e+03,2.784000e-07,5.153000e+04,5.153000e+04,1.073000e+07
Lissotriton_vulgaris,5.375850e+01,1.343963e+03,1.569748e+04,2.800000e-01,8.200000e-03,8.200000e-03,7.280000e-01,5.200000e+00,4.459314e-01,2.931500e+02,False,False,1.625909e+02,6.103600e-01,6.083900e-02,6.217980e+01,7.307366e+03,2.854000e-09,2.275000e+01,1.979000e+02,4.030000e+03
Manis_javanica,1.671338e+02,2.318971e+02,2.767984e+03,3.000000e-01,1.400000e+02,1.400000e+02,2.000000e+03,1.350000e+04,9.031845e-03,3.065500e+02,False,True,6.555068e+02,9.930200e-01,4.462300e-02,3.998890e+01,7.830650e+03,1.128000e-12,3.088000e+03,1.496000e+04,5.559000e+04
Pungitius_pungitius,7.840199e+00,5.470000e+02,1.825000e+03,2.000000e-01,2.755518e-03,2.755518e-03,5.581961e-01,4.465568e+00,2.191781e-01,2.931500e+02,False,False,3.187773e+01,9.500000e-01,1.305000e-01,1.874000e+01,5.200000e+03,8.666000e-09,7.561000e-01,7.561000e-01,1.786000e+02
Arion_subfuscus,6.743768e+01,3.355828e+02,5.860656e+02,1.500000e-01,2.000000e-02,2.000000e-02,2.300000e+00,1.080000e+01,1.023776e-01,2.911500e+02,True,False,1.852346e+02,9.814300e-01,2.802200e-02,4.659731e+02,3.916048e+03,5.021000e-06,1.009000e+00,1.206000e+02,1.209000e+02
Neophocaena_phocaenoides,7.170126e+01,5.624067e+02,2.698880e+03,3.000000e-01,7.000000e+03,2.450000e+04,1.995446e+04,7.200000e+04,6.113647e-03,3.101500e+02,False,True,8.651021e+02,5.956000e-01,2.366900e-02,2.262380e+01,7.837537e+03,6.863000e-14,7.621000e+06,2.301000e+07,7.794000e+07
Lepidochelys_olivacea,2.235670e+01,6.205000e+03,1.825000e+04,3.000000e-01,1.700000e+01,1.700000e+01,4.490000e+04,4.000000e+04,1.780822e-01,2.931500e+02,False,False,9.719230e+02,8.942900e-01,5.756400e-02,3.238500e+01,7.354518e+03,3.273000e-10,4.785000e+03,4.785000e+03,2.554000e+07
Pontoporia_blainvillei,2.516104e+02,5.331365e+02,1.689156e+03,3.000000e-01,5.619712e+03,5.619712e+03,3.200000e+04,3.200000e+04,6.216120e-03,3.103500e+02,False,True,7.662792e+02,9.400900e-01,3.829900e-02,3.363110e+01,7.831664e+03,5.728000e-14,3.251000e+05,2.114000e+06,7.910000e+06
Branchotenthes_octohamatus,2.467604e+00,9.428611e+00,1.396026e+01,7.000000e-02,2.300000e-13,2.300000e-13,1.300000e-03,2.600000e-03,3.581595e+02,2.931500e+02,True,False,1.207592e-01,9.947400e-01,4.010900e-04,2.129670e+01,1.827926e+03,4.475000e-09,1.922000e-07,3.481000e-03,2.693000e-02
Brachionus_plicatilis,1.000000e+00,1.900000e+00,1.100000e+01,6.000000e-02,3.800000e-07,3.800000e-07,2.200000e-06,2.800000e-06,4.528302e+00,2.931500e+02,False,False,9.979957e+01,3.680800e-01,1.259600e-02,4.843520e+03,1.559423e+03,1.932000e-03,3.132000e-04,3.132000e-04,6.225000e-04
Anolis_gundlachi,2.569616e+01,2.286064e+02,8.023207e+02,3.000000e-01,9.277189e-02,9.277189e-02,1.537879e+00,2.913171e+00,6.730476e-02,2.981500e+02,False,False,1.760022e+02,8.121000e-01,2.311000e-02,1.266000e+02,7.836000e+03,6.243000e-08,1.014000e+02,1.014000e+02,4.028000e+03
Paralithodes_camtschaticus,1.277233e+03,9.047067e+03,3.884917e+04,1.700000e-01,5.240000e-04,5.882353e-03,8.400000e+02,8.000000e+03,3.088869e+03,2.801500e+02,True,False,2.847218e+02,5.169100e-01,2.306100e-02,6.671300e+01,4.440415e+03,1.389000e-08,5.204000e-01,8.623000e+01,2.310000e+06
Urechis_caupo,2.209990e+00,7.281916e+02,4.839877e+03,1.600000e-01,8.200000e-06,2.000000e-04,5.600000e+01,1.600000e+02,8.264673e+04,2.901500e+02,True,False,8.665241e+01,5.000000e-01,2.939800e-02,1.228450e+01,1.056366e+03,2.441000e-08,1.715000e-03,4.473000e-02,2.389000e+04
Phocoena_phocoena,9.981457e+01,3.942379e+02,1.104087e+03,3.000000e-01,8.500000e+03,1.175928e+04,3.700000e+04,5.500000e+04,9.135684e-03,3.101500e+02,False,True,6.802767e+02,6.029900e-01,2.393400e-02,1.850340e+01,7.846832e+03,5.598000e-11,8.505000e+06,1.741000e+07,4.539000e+07
Archosargus_probatocephalus,1.010302e+00,4.572603e+02,7.300000e+03,2.000000e-01,2.680000e-04,2.680000e-04,6.980000e+02,1.275000e+04,3.872609e+02,2.931500e+02,True,False,1.808545e+02,9.942500e-01,8.384900e-02,2.311420e+01,5.220953e+03,1.102000e-09,5.952000e-03,1.091000e-01,1.828000e+04
Hippocampus_kuda,1.183143e+01,6.014308e+01,8.996814e+02,2.000000e-01,3.100000e-03,3.100000e-03,1.170000e+01,1.150000e+02,5.557523e+00,3.009500e+02,True,False,4.154754e+01,9.940400e-01,2.268200e-02,4.536060e+01,5.217958e+03,3.368000e-09,7.216000e-02,1.145000e+01,3.766000e+02
Pecten_maximus,2.393850e+00,6.947057e+02,1.384624e+04,9.000000e-02,1.155556e-06,3.333333e-05,1.111111e+01,2.222222e+02,3.033302e+04,2.861500e+02,True,False,5.820433e+01,8.865400e-01,3.021500e-02,4.905920e+01,2.372028e+03,9.121000e-09,2.541000e-04,2.141000e-02,3.234000e+03
Symsagittifera_roscoffensis,4.824738e+00,1.375050e+02,4.402573e+02,5.000000e-02,4.200000e-06,4.200000e-06,5.000000e-03,2.310000e-02,1.243591e+01,2.911500e+02,True,False,3.714595e+00,9.000000e-01,2.307500e-02,9.935910e+01,1.305423e+03,2.235000e-07,5.684000e-04,5.269000e-01,1.315000e+00
Larimichthys_polyactis,6.764085e+00,4.202366e+02,1.388441e+04,2.000000e-01,1.200000e-03,1.200000e-03,5.419400e+00,1.011200e+03,3.478722e+02,2.911500e+02,True,False,6.177799e+02,5.598600e-01,3.463500e-02,5.667310e+01,5.217896e+03,5.773000e-09,9.367000e-01,9.368000e-01,6.211000e+03
Crassostrea_virginica,1.155663e+00,5.557360e+01,7.300000e+03,9.000000e-02,1.666667e-06,8.333333e-05,1.333333e+00,3.977778e+02,1.300000e+06,2.931500e+02,True,False,1.142673e+01,6.810300e-01,2.198600e-02,4.165700e+00,2.315063e+03,9.487000e-10,1.248000e-03,7.197000e-02,9.740000e+02
Aglaoctenus_lagotis,1.249986e+01,1.597808e+02,2.336930e+02,1.700000e-01,2.670000e-04,2.670000e-04,9.700000e-02,7.200000e-01,5.081105e+00,2.998500e+02,True,False,7.909392e+00,8.572700e-01,6.203500e-03,2.514550e+01,4.434828e+03,3.764300e-07,1.546600e-01,4.930900e+00,7.555950e+01
Abramis_brama,1.568040e+01,1.336452e+03,6.603860e+03,2.000000e-01,2.800000e-03,2.800000e-03,3.190000e+02,6.050000e+03,2.271399e+03,2.911500e+02,True,False,4.010921e+02,6.636700e-01,1.641600e-02,2.334840e+01,5.228964e+03,4.116000e-08,5.484000e-01,5.485000e-01,2.366000e+05
Scyliorhinus_canicula,4.375976e+02,1.597231e+03,6.388925e+03,2.000000e-01,1.300000e+00,1.300000e+00,8.500000e+01,1.320000e+03,8.546038e-02,2.891500e+02,False,False,3.188324e+02,8.800000e-01,2.159000e-02,4.358070e+01,5.149000e+03,4.745000e-08,2.139000e+02,2.139000e+02,2.473000e+04
Homo_sapiens,9.516196e+01,1.144913e+03,6.951661e+03,3.000000e-01,3.313000e+03,1.175000e+04,4.800000e+04,6.800000e+04,4.462962e-03,3.101500e+02,False,True,1.189921e+02,7.865600e-01,3.146100e-02,2.582600e+00,7.879555e+03,2.281000e-15,4.810000e+06,1.346000e+07,8.726000e+07
Xiphias_gladius,1.898303e+00,1.642500e+03,4.015000e+03,2.000000e-01,1.661124e-03,1.661124e-03,7.400000e+04,6.500000e+05,4.109589e+04,2.931500e+02,True,False,1.651206e+03,8.992600e-01,3.836800e-02,5.012570e+01,5.215637e+03,5.065000e-08,8.741000e-02,2.010000e-01,1.226000e+07
Rana_muscosa,7.095739e+01,5.250847e+03,1.339648e+04,2.800000e-01,4.200000e-03,4.200000e-03,7.000000e+00,7.600000e+01,3.975664e-01,2.831500e+02,False,False,9.294508e+01,9.734200e-01,1.428400e-01,2.320040e+01,7.320794e+03,1.430000e-08,7.658000e-01,2.032000e+02,1.696000e+03
Cyprideis_torosa,1.605659e+01,1.766225e+02,5.860656e+02,1.700000e-01,2.647059e-07,2.647059e-07,6.058824e-05,1.176471e-04,6.227972e-02,2.881500e+02,True,False,6.367405e+00,9.901000e-01,4.121000e-03,2.588000e+02,4.442000e+03,2.150000e-06,9.545000e-06,6.819000e-05,4.239000e-03
Gammarus_pulex,1.120860e+02,7.125469e+02,1.082696e+03,1.700000e-01,1.350000e-04,1.350000e-04,5.000000e-03,5.100000e-02,3.183411e-01,2.861500e+02,True,False,4.028563e+01,8.942400e-01,1.776000e-02,3.233844e+02,4.452863e+03,3.032000e-06,5.441000e-02,1.830000e+00,3.545000e+00
Alopias_vulpinus,4.621314e+02,3.724236e+03,6.796051e+03,2.000000e-01,7.548833e+03,7.548833e+03,1.496000e+05,2.938000e+05,7.357214e-03,2.963500e+02,False,False,9.718533e+02,6.627600e-01,3.823000e-02,1.855490e+01,5.232035e+03,2.108000e-09,3.350000e+06,3.350000e+06,1.134000e+08
Anarhichas_minor,3.886813e+02,3.310269e+03,9.930808e+03,2.000000e-01,8.700000e-02,8.700000e-02,7.960000e+02,2.790000e+04,7.443503e+01,2.766500e+02,True,False,3.556813e+01,7.430300e-01,7.355100e-03,2.005630e+01,5.244123e+03,5.694000e-09,8.774000e+01,5.758000e+05,8.836000e+05
Elseya_dentata,7.122365e+01,2.678714e+03,4.210615e+03,3.000000e-01,1.870000e+01,1.870000e+01,3.900000e+03,6.666000e+03,2.070957e-02,3.001500e+02,False,False,2.490832e+02,8.833100e-01,1.230500e-02,1.954740e+01,7.850949e+03,1.285000e-09,6.394000e+03,6.394000e+03,4.202000e+06
Eutrigla_gurnardus,7.748174e+00,3.236293e+03,1.165065e+04,2.000000e-01,1.400000e-03,1.400000e-03,3.700000e+01,1.300000e+03,2.317466e+02,2.791500e+02,True,False,8.482896e+01,4.708200e-01,1.897900e-01,3.013140e+01,5.219397e+03,3.735000e-08,7.129000e+00,3.949000e+03,2.384000e+05
Septifer_virgatus,6.327677e-01,2.315930e+02,2.771523e+03,9.000000e-02,1.254960e-06,1.254960e-06,1.000000e-01,5.810000e+00,4.329750e+03,2.981500e+02,True,False,6.110012e+00,8.641000e-01,2.986000e-02,6.137000e+00,2.357000e+03,3.685000e-10,3.208000e-04,2.465000e-03,3.701000e+01
Procavia_capensis,1.238779e+02,2.410269e+02,9.896096e+02,3.000000e-01,6.580000e+02,6.580000e+02,2.830000e+03,4.000000e+03,3.031498e-02,3.100500e+02,False,True,5.753717e+02,4.183000e-01,1.265900e-02,2.946380e+01,7.825457e+03,1.302000e-10,1.172000e+06,1.967000e+06,5.627000e+06
Egernia_cunninghami,3.817788e+01,5.861214e+02,1.243969e+04,3.000000e-01,7.730000e+00,7.730000e+00,2.011339e+02,3.633579e+02,2.765342e-02,2.981500e+02,False,False,4.724682e+02,7.625000e-01,1.183700e-02,8.437130e+01,7.779352e+03,1.845000e-10,4.840000e+03,4.840000e+03,3.714000e+05
Leucoraja_naevus,1.372500e+02,3.422250e+03,5.110000e+03,2.000000e-01,7.000000e+00,7.000000e+00,1.161000e+03,3.326000e+03,2.465753e-01,2.931500e+02,False,False,3.279307e+02,3.982600e-01,3.006100e-02,1.324010e+01,5.239754e+03,1.050000e-08,1.541000e+04,1.541000e+04,3.633000e+06
Ctenophorus_adelaidensis,1.046268e+01,4.240748e+01,6.294838e+02,3.000000e-01,5.800000e-01,5.800000e-01,2.500000e+00,5.400000e+00,1.429743e-02,3.031500e+02,False,False,2.481703e+02,9.083800e-01,1.718300e-02,1.577668e+02,7.838702e+03,5.139000e-08,2.476000e+02,2.476000e+02,2.572000e+03
Atherina_presbyter,4.174714e+01,5.075802e+02,3.924371e+03,2.000000e-01,2.200000e-03,2.200000e-03,2.260000e+00,7.040000e+01,8.791218e+00,2.851500e+02,True,False,1.214038e+02,6.546000e-01,2.951000e-02,3.583000e+01,5.185000e+03,5.235000e-07,3.468000e+00,1.127000e+01,4.162000e+03
Speleomantes_imperialis,2.777790e+02,2.329009e+03,9.963115e+03,2.800000e-01,8.710000e-02,8.710000e-02,2.900000e+00,7.800000e+00,1.706294e-02,2.881500e+02,False,False,7.704116e+01,7.851000e-01,1.416900e-02,3.656230e+01,7.302850e+03,8.635000e-09,1.021000e+02,1.021000e+02,5.092000e+03
Lagorchestes_hirsutus,3.317742e+01,9.745171e+01,9.384047e+02,3.000000e-01,6.000000e-01,5.000000e+02,1.300000e+03,1.310000e+03,4.107396e-02,3.096500e+02,False,True,6.016192e+02,7.565600e-01,1.607700e-01,4.654950e+01,7.830911e+03,2.361000e-17,1.012000e+03,1.458000e+06,4.790000e+06
Oncorhynchus_clarkii_stomias,1.612296e+02,3.455625e+03,1.446289e+04,2.000000e-01,8.000000e-02,8.000000e-02,1.700000e+01,1.500000e+02,2.169931e-01,2.801500e+02,True,False,2.108516e+02,7.215000e-01,5.850000e-02,5.788790e+01,5.222900e+03,4.665000e-07,9.580000e+01,3.973000e+02,3.200000e+04
Mytilus_edulis,2.357713e-01,4.305183e+02,2.041285e+04,9.000000e-02,2.690000e-08,2.690000e-08,6.380000e-02,1.246000e+02,2.424528e+03,2.911500e+02,True,False,1.106704e+01,9.964900e-01,6.099900e-02,2.646300e+00,2.348000e+03,4.282000e-09,2.317000e-07,3.642000e-07,5.578000e-01
Lepidochelys_kempii,2.235670e+01,4.015000e+03,1.761029e+04,3.000000e-01,1.400000e+01,1.400000e+01,4.490000e+04,4.500000e+04,6.030000e-01,2.931500e+02,False,False,7.283207e+02,6.929000e-01,4.241000e-02,2.017000e+01,7.841000e+03,1.421000e-09,1.324000e+04,1.324000e+04,3.648000e+07
Argopecten_purpuratus,4.839344e+00,9.289326e+01,2.678307e+03,9.000000e-02,1.482222e-06,1.088889e-05,1.777778e+00,2.137778e+02,6.084888e+05,2.891500e+02,True,False,5.186611e+01,9.719000e-01,3.876000e-02,5.168000e+01,2.374000e+03,5.544000e-08,2.859000e-06,4.535000e-04,7.557000e+01
Rhodeus_amarus,2.071728e+01,4.201005e+02,2.100502e+03,2.000000e-01,2.000000e-03,2.000000e-03,1.000000e+00,8.630000e+00,3.237321e-01,2.931500e+02,True,False,4.700735e+01,9.035800e-01,2.974700e-02,3.774540e+01,5.218811e+03,4.050000e-08,7.991000e-01,4.101000e+00,5.662000e+02
Salamandra_lanzai,6.854357e+03,1.860468e+04,4.700130e+04,2.800000e-01,1.250000e-01,1.500000e+00,8.000000e+00,2.000000e+01,8.753557e-04,2.791500e+02,False,False,2.763951e+02,9.836100e-01,8.550300e-02,1.153143e+02,7.266721e+03,2.702000e-08,1.169000e+01,1.526000e+02,2.017000e+03
Gopherus_polyphemus,8.428097e+01,3.623287e+03,4.170971e+04,3.000000e-01,3.890000e+01,3.890000e+01,2.780000e+03,5.500000e+03,2.808699e-02,2.971500e+02,False,False,1.783910e+02,7.435200e-01,2.074300e-02,9.947300e+00,7.863083e+03,4.164000e-12,4.825000e+04,4.825000e+04,9.030000e+06
Macropus_parma,2.871859e+01,1.113013e+02,7.109127e+02,3.000000e-01,5.670000e-01,1.770000e+03,2.510000e+03,3.550000e+03,2.410444e-02,3.096500e+02,False,True,8.680407e+02,8.735700e-01,3.297700e-02,8.131930e+01,7.825688e+03,9.889000e-12,1.256000e+02,1.451000e+06,2.405000e+06
Crocodylus_porosus,2.735387e+01,3.072631e+03,1.578007e+04,3.000000e-01,7.100000e+01,7.100000e+01,5.500000e+04,4.750000e+05,1.806076e-01,2.951500e+02,False,False,7.324583e+02,9.091900e-01,2.337600e-02,1.531620e+01,7.864994e+03,3.890000e-10,1.078000e+04,1.078000e+04,1.810000e+07
Biomphalaria_glabrata,1.300000e+01,5.020000e+01,3.600000e+02,1.500000e-01,3.879400e-04,1.400000e-01,4.400000e-01,2.350000e+00,1.370000e+02,2.931500e+02,True,False,1.848408e+02,5.410000e-01,2.103000e-02,8.688000e+02,3.950000e+03,5.001000e-07,4.955000e-01,3.633000e+02,1.060000e+03
Pseudomys_novaehollandiae,1.806987e+01,3.763073e+01,6.276672e+02,3.000000e-01,4.000000e+00,4.000000e+00,1.460000e+01,1.700000e+01,1.529473e-01,3.106500e+02,False,True,2.882640e+03,7.625400e-01,1.703300e-02,2.552876e+03,7.842347e+03,3.486000e-11,3.121000e+03,2.296000e+04,1.050000e+05
Chaenocephalus_aceratus,4.928058e+02,1.997917e+04,5.995803e+04,2.000000e-01,4.500000e-02,1.395513e+00,6.340000e+02,9.780000e+02,7.547279e+00,2.721500e+02,True,False,1.068416e+03,2.800800e-01,1.129400e-01,1.486104e+02,5.221554e+03,1.071000e-07,1.567000e+02,8.292000e+03,1.030000e+07
Palaemonetes_pugio,2.000000e+01,6.000000e+01,4.000000e+02,1.700000e-01,2.000000e-04,2.000000e-04,4.400000e-02,1.000000e+00,1.330000e+00,2.931500e+02,True,False,8.532516e+01,9.916700e-01,2.070600e-02,2.972055e+02,4.443076e+03,9.171000e-07,4.099000e-03,1.013000e-01,1.276000e+00
Hydromys_chrysogaster,3.296009e+01,6.168539e+01,6.172465e+02,3.000000e-01,3.140000e+01,1.500000e+02,4.330000e+02,8.500000e+02,1.011657e-01,3.097500e+02,False,True,9.289840e+02,9.610400e-01,2.075300e-01,1.106089e+02,7.836110e+03,4.272000e-20,6.899000e+03,5.177000e+04,3.142000e+05
Semicossyphus_pulcher,2.195824e+00,1.460000e+03,1.934500e+04,2.000000e-01,1.280000e-04,1.280000e-04,8.000000e+02,1.600000e+04,8.500000e+04,2.931500e+02,True,False,3.829771e+02,3.804100e-01,7.479300e-02,7.397900e+00,5.304052e+03,1.588000e-10,4.645000e-01,4.646000e-01,4.351000e+06
Channa_punctata,5.291711e-01,1.931475e+02,5.820882e+02,2.000000e-01,5.000000e-04,5.000000e-04,2.800000e+01,3.000000e+02,8.219178e+01,3.001500e+02,False,False,9.746243e+01,9.969600e-01,4.454000e-02,1.648840e+01,5.232446e+03,6.290500e-08,2.370400e-04,2.370400e-04,3.459327e+02
Crocodylus_mindorensis,2.664830e+01,1.410865e+03,2.076325e+04,3.000000e-01,5.050000e+01,5.050000e+01,1.500000e+04,7.530000e+04,2.167291e-01,2.981500e+02,False,False,6.732272e+02,8.864500e-01,3.998700e-02,2.104280e+01,7.842835e+03,6.437000e-11,1.500000e+04,1.500000e+04,5.084000e+06
Raja_montagui,3.279269e+02,3.912544e+03,1.805211e+04,2.000000e-01,5.300000e+00,5.300000e+00,1.064000e+03,2.788000e+03,7.644538e-02,2.851500e+02,False,False,6.966373e+02,7.596200e-01,5.405200e-02,5.809670e+01,5.221127e+03,1.209000e-08,2.772000e+03,2.772000e+03,1.305000e+06
Heteronotia_binoei,2.779566e+01,4.984386e+01,5.475000e+03,3.000000e-01,1.697625e-01,1.697625e-01,1.938401e+00,4.323691e+00,4.804153e-02,2.991500e+02,False,False,4.636495e+01,8.973300e-01,7.429100e-03,3.299600e+01,7.913671e+03,4.414000e-09,1.011000e+02,1.011000e+02,1.126000e+03
Rattus_norvegicus_Wistar,1.670726e+01,2.499772e+01,3.136930e+02,3.000000e-01,5.820000e+00,4.772000e+01,1.230000e+02,3.300000e+02,1.027093e+00,3.101500e+02,False,True,9.335676e+03,9.480300e-01,2.901800e-02,4.643982e+03,7.843971e+03,1.112000e-09,3.457000e+02,1.054000e+04,4.130000e+04
Cirrhinus_cirrhosus,2.421747e+00,3.559969e+02,4.419689e+03,2.000000e-01,5.236000e-04,5.236000e-04,2.000000e+03,1.270000e+04,5.656507e+03,3.011500e+02,True,False,1.193913e+02,9.073800e-01,1.981700e-02,1.688460e+01,5.214651e+03,2.051000e-10,1.215000e-01,2.510000e+00,6.265000e+05
Clypeaster_subdepressus,1.735448e+00,2.932063e+03,2.344262e+04,9.000000e-02,5.100000e-06,5.564116e-06,1.850000e+01,5.000000e+02,8.190210e+03,2.991500e+02,True,False,1.008441e+01,8.000000e-01,1.336000e-02,3.622600e+00,2.376252e+03,9.252000e-10,2.325000e-03,7.537000e-02,1.072000e+04
Poroderma_africanum,2.888812e+02,2.905698e+03,5.283088e+03,2.000000e-01,1.719000e+01,1.719000e+01,2.560000e+03,5.200000e+03,6.795579e-02,2.911500e+02,False,False,4.784331e+02,6.564300e-01,2.788000e-02,3.085260e+01,5.221017e+03,3.257000e-08,1.208000e+04,1.208000e+04,3.232000e+06
Nandinia_binotata,1.387164e+01,2.512068e+02,1.661346e+03,3.000000e-01,5.500000e+01,5.500000e+01,1.200000e+03,2.700000e+03,5.056141e-02,3.105500e+02,False,True,1.244018e+02,8.867900e-01,3.022600e-02,9.367900e+00,7.870535e+03,4.187000e-13,3.564000e+04,7.040000e+04,1.583000e+06
Mytilus_californianus,1.182287e+00,4.327169e+02,8.630693e+03,9.000000e-02,7.290000e-08,8.925313e-08,3.250000e-01,1.000000e+02,2.780773e+04,2.911500e+02,True,False,1.078888e+01,9.804600e-01,2.132200e-02,4.844100e+00,2.348000e+03,1.845000e-09,3.215000e-06,2.627000e-05,1.586000e+01
Lissotriton_helveticus,3.225510e+01,1.994441e+03,9.418490e+03,2.800000e-01,1.800000e-03,1.800000e-03,9.600000e-01,5.200000e+00,3.822269e-01,2.931500e+02,False,False,9.292066e+01,8.674300e-01,7.613700e-02,4.965940e+01,7.304995e+03,1.075000e-08,1.807000e+00,1.271000e+01,1.631000e+03
Enteromius_liberiensis,6.233082e+00,2.590192e+02,2.022289e+03,2.000000e-01,1.000000e-03,1.000000e-03,3.920000e+00,2.380000e+01,1.977957e+00,2.971500e+02,True,False,5.079807e+01,9.886700e-01,2.765400e-02,2.964030e+01,5.220574e+03,3.494000e-09,4.327000e-02,1.517000e-01,2.587000e+02
Macrobiotus_hufelandii,2.850000e+01,4.950000e+01,9.000000e+02,7.000000e-02,4.480000e-07,4.480000e-07,1.630000e-06,6.570000e-05,1.250000e-01,2.931500e+02,True,False,1.011610e+00,8.942000e-01,1.032000e-03,2.879000e+01,1.822000e+03,1.785000e-07,7.731000e-05,1.071000e-04,2.036000e-04
Mytilaster_minimus,1.100000e+00,1.831000e+02,3.650000e+03,9.000000e-02,3.645000e-07,2.572016e-03,1.500000e-02,5.000000e-01,1.400000e+03,2.931500e+02,True,False,1.272596e+00,8.678000e-01,4.576000e-02,1.928000e+01,2.348000e+03,1.011000e-10,1.281000e-04,3.704000e-01,2.401000e+00
Mytilus_trossulus,2.069002e+00,4.336036e+02,1.489681e+03,9.000000e-02,7.777778e-06,1.150000e-04,8.333333e+00,3.777778e+01,1.387142e+04,2.911500e+02,True,False,5.847327e+01,5.285400e-01,4.451700e-02,2.685330e+01,2.348000e+03,9.115000e-08,9.598000e-03,1.493000e-01,1.941000e+04
Stichopus_vastus,5.291711e-01,1.936766e+02,1.062311e+03,9.000000e-02,4.200000e-06,1.709241e-02,1.820000e+02,2.850000e+03,8.801565e+04,3.001500e+02,True,False,9.066790e+00,9.852700e-01,3.958600e-02,7.677900e+00,2.359650e+03,2.291000e-09,1.342000e-04,2.044000e-01,7.061000e+03
Pelophylax_perezi,3.470897e+00,1.175602e+03,3.985246e+03,2.800000e-01,4.200000e-03,8.200000e-01,1.600000e+01,6.490000e+01,8.531469e+00,2.881500e+02,False,False,2.470745e+02,6.309000e-01,4.765600e-02,4.670820e+01,7.306681e+03,8.095000e-08,9.870000e+00,2.305000e+03,6.358000e+04
Macropus_giganteus,3.745467e+01,1.642731e+02,1.810983e+03,3.000000e-01,8.000000e-01,6.500000e+03,1.740000e+04,3.500000e+04,1.380465e-02,3.094500e+02,False,True,7.477810e+02,7.596000e-01,6.734500e-02,2.445650e+01,7.847364e+03,5.475000e-15,8.773769e+02,8.125662e+06,2.381533e+07
Branchiostoma_floridae,9.097310e-01,1.528348e+01,7.305140e+02,6.000000e-02,7.221500e-05,3.168700e-04,2.630000e-02,4.218000e-01,6.870163e+02,3.036500e+02,True,False,6.232006e+00,8.286000e-01,1.170000e-02,2.608000e+01,1.565000e+03,3.967000e-10,2.335000e-03,9.704000e-02,8.591000e+00
Smaug_giganteus,9.175132e+01,1.991751e+03,9.088500e+03,3.000000e-01,7.000000e+00,7.000000e+00,1.600000e+02,2.510000e+02,3.424658e-03,2.931500e+02,False,False,1.830321e+02,9.179800e-01,2.514500e-02,3.305850e+01,7.825197e+03,1.150000e-09,3.082000e+03,3.082000e+03,1.486000e+05
Smeringurus_mesaensis,2.309602e+02,6.458976e+02,1.350959e+03,1.700000e-01,1.300000e-02,1.300000e-02,1.600000e+00,2.200000e+00,9.958425e-02,2.981500e+02,True,False,1.373494e+01,9.433300e-01,3.889900e-02,3.026390e+01,4.447007e+03,1.127000e-09,3.822000e+00,1.922000e+02,7.662000e+02
Carcharhinus_leucas,1.363759e+02,1.026579e+03,5.657202e+03,2.000000e-01,2.490000e+03,2.490000e+03,8.486000e+04,4.100000e+05,7.353451e-02,3.031500e+02,False,False,7.475160e+02,6.769000e-01,2.324000e-02,1.372000e+01,5.237000e+03,4.832000e-10,8.613000e+05,8.613000e+05,3.826000e+07
Homarus_gammarus,1.434457e+03,8.453871e+03,7.019414e+04,1.700000e-01,1.000000e-02,1.540000e-01,3.310000e+02,6.000000e+03,9.359755e+00,2.811500e+02,True,False,1.716380e+02,8.957600e-01,2.075100e-02,2.428930e+01,4.400000e+03,4.083000e-09,1.969000e+00,1.456000e+01,8.329000e+04
Phataginus_tetradactyla,4.246770e+01,2.639064e+02,1.107194e+03,3.000000e-01,1.250000e+02,1.250000e+02,1.100000e+03,3.600000e+03,1.806369e-02,3.065500e+02,False,True,1.952666e+02,9.092400e-01,2.367100e-02,1.502880e+01,7.861418e+03,5.395000e-10,4.910000e+04,1.002000e+05,8.332000e+05
Globicephala_macrorhynchus,1.635685e+02,8.996267e+02,5.152407e+03,3.000000e-01,3.700000e+04,3.700000e+04,3.910000e+05,5.930000e+05,2.445459e-03,3.101500e+02,False,True,7.449805e+02,9.237000e-01,1.329300e-02,1.716300e+01,7.845274e+03,7.087000e-13,4.610000e+06,1.831000e+07,8.091000e+07
Macrocheira_kaempferi,2.150340e+01,4.805960e+03,9.568913e+04,1.700000e-01,1.800000e-04,8.100000e-02,1.920000e+02,1.900000e+04,1.567576e+03,2.831500e+02,True,False,4.529965e+01,9.519400e-01,3.321500e-02,1.309800e+01,4.400000e+03,1.563000e-10,2.921000e-02,1.125000e+01,3.976000e+04
Hyalella_azteca,1.005918e+01,2.829977e+01,1.607027e+03,1.700000e-01,4.000000e-05,4.000000e-05,3.639000e-04,1.749410e-02,1.442527e+00,2.981500e+02,True,False,6.417619e+01,8.753800e-01,1.708200e-02,2.852572e+02,4.435942e+03,5.434000e-05,1.867000e-02,1.869000e-02,2.766000e-01
