0,0.212
0,0.216
0,0.242
0,0.231
0,0.11
0,0.199
0,0.262
0,0.224
0,0.175
0,0.216
0,0.243
0,0.234
0,0.187
0,0.229
0,0.224
0,0.233
0,0.181
0,0.21
0,0.196
0,0.222
0,0.228
0,0.232
0,0.234
0,0.179
0,0.216
0,0.22
0,0.236
0,0.245
0,0.238
0,0.24
0,0.246
0,0.235
0,0.246
0,0.291
0,0.213
0,0.168
0,0.174
0,0.256
0,0.191
0,0.181
0,0.197
0,0.175
0,0.193
0,0.207
0,0.22
0,0.223
0,0.227
0,0.22
0,0.137
0,0.222
0,0.226
0,0.228
0,0.214
13,0.215
14,0.278
16,0.25
16,0.26
17,0.194
23,0.296
25,0.275
25,0.279
28,0.33
29,0.293
31,0.281
32,0.433
32,0.325
32,0.329
32,0.333
33,0.325
37,0.386
38,0.331
42,0.345
47,0.379
49,0.354
50,0.376
51,0.324
51,0.353
52,0.389
52,0.36
53,0.36
54,0.371
54,0.41
55,0.333
55,0.406
56,0.322
57,0.359
61,0.397
66,0.447
71,0.403
74,0.41
81,0.424
85,0.459
85,0.486
87,0.443
94,0.514
96,0.483
96,0.529
103,0.516
111,0.713
112,0.715
112,0.655
112,0.399
117,0.779
127,0.656
129,0.594
129,0.7
130,0.615
131,0.557
131,0.647
133,0.609
134,0.732
134,0.634
135,0.674
135,0.737
137,0.607
167,0.798
170,0.782
