species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,kap,v,p_M,E_Hb,E_Hp,k_J,s_M,E_Hbj,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Malacoraja_senta,6.982990e+03,2.444047e+04,2.000000e-01,2.953044e+02,1.560868e+03,3.400000e+03,1.145641e-03,2.772500e+02,False,5.980633e+02,4.497964e-01,3.120000e-02,3.327310e+01,1.576313e+05,1.686945e+06,2.000000e-03,1.000000e+00,1.576313e+05,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Platycephalus_richardsoni,1.215907e+01,7.100899e+03,2.000000e-01,6.500000e-05,2.894923e+02,1.704000e+03,2.703883e+03,2.880500e+02,True,4.274568e+01,8.899888e-01,2.084600e-02,2.110881e+01,2.915517e-02,1.978430e+05,2.000000e-03,5.859782e+00,5.914714e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Brycon_amazonicus,8.307964e-01,1.427015e+03,2.000000e-01,4.000000e-04,1.880624e+02,1.650000e+03,1.510560e+01,2.981500e+02,True,2.527921e+02,9.996555e-01,5.899005e-02,2.708735e+01,3.690361e-04,2.768453e+02,2.000000e-03,4.093741e+00,2.540315e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Chionodraco_rastrospinosus,5.162798e+02,3.317284e+04,2.000000e-01,6.540000e-02,2.020000e+02,1.390000e+03,2.503765e+00,2.726500e+02,True,1.331050e+04,5.792251e-01,2.068486e-02,5.617132e+03,7.095611e+00,3.754223e+05,2.000000e-03,1.559118e+00,3.240229e+01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Pogona_barbata,3.085593e+01,2.181186e+03,3.000000e-01,2.810000e+00,5.670000e+01,7.180000e+02,4.133302e-01,3.081500e+02,False,3.617345e+03,9.303591e-01,4.713882e-02,8.696915e+02,3.199346e+02,7.379328e+04,2.000000e-03,1.000000e+00,3.199346e+02,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
Rana_muscosa,7.095739e+01,1.339648e+04,2.800000e-01,4.200000e-03,7.000000e+00,7.600000e+01,3.975664e-01,2.831500e+02,False,9.263878e+01,9.740208e-01,1.378527e-01,2.308907e+01,7.360540e-01,1.640180e+03,2.000000e-03,1.000000e+00,7.360540e-01,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True
Xema_sabini,4.797407e+00,3.784900e+02,2.800000e-01,1.600000e+01,1.681500e+02,1.770000e+02,4.861423e-02,3.140500e+02,False,2.159896e+03,9.398590e-01,3.091096e-02,8.245299e+02,1.483026e+03,1.819207e+04,3.620746e-02,1.000000e+00,1.483026e+03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Progne_subis,3.062175e+00,6.170205e+02,2.800000e-01,5.000000e+00,6.080000e+01,6.400000e+01,1.126381e-01,3.147500e+02,False,1.826337e+03,8.122772e-01,3.612330e-02,7.666966e+02,1.966909e+03,3.846731e+04,3.128808e-02,1.000000e+00,1.966909e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Alectoris_chukar,7.026479e+00,2.987358e+02,2.800000e-01,1.350000e+01,5.092000e+02,5.360000e+02,3.580087e-01,3.138500e+02,False,1.022887e+03,9.361871e-01,7.034663e-02,1.742181e+02,3.077319e+03,1.639285e+05,7.135503e-03,1.000000e+00,3.077319e+03,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Tyrannus_forficatus,2.449740e+00,4.927286e+02,2.800000e-01,2.800000e+00,4.085000e+01,4.300000e+01,6.758285e-02,3.147500e+02,False,3.114589e+03,9.691793e-01,2.941589e-02,2.228424e+03,9.614765e+01,1.653832e+03,9.090830e-02,1.000000e+00,9.614765e+01,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Oenanthe_familiaris,2.704921e+00,4.483386e+02,2.800000e-01,2.000000e+00,1.520000e+01,1.600000e+01,6.758285e-02,3.147500e+02,False,1.367468e+03,9.395657e-01,3.260236e-02,9.940461e+02,2.808661e+02,2.899180e+03,4.060287e-02,1.000000e+00,2.808661e+02,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Allocyttus_niger,1.552224e+02,1.573782e+05,2.000000e-01,2.857143e-03,7.414773e+02,1.650000e+03,3.939554e+01,2.782500e+02,False,7.363670e+02,5.571045e-01,2.885900e-02,6.347045e+01,1.833687e+00,1.924685e+06,2.000000e-03,1.000000e+00,1.833687e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
Coilia_brachygnathus,1.138111e+01,1.846269e+03,2.000000e-01,2.700000e-04,1.700000e+01,1.566000e+02,1.299919e+02,2.906500e+02,True,3.472347e+01,8.746129e-01,2.122520e-02,2.233210e+01,1.510295e-01,1.561873e+04,2.000000e-03,3.581130e+00,7.067496e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
Thalasseus_elegans,5.307770e+00,1.007029e+03,2.800000e-01,2.640000e+01,2.296150e+02,2.417000e+02,2.075413e-02,3.138500e+02,False,3.336852e+03,8.524587e-01,3.049618e-02,1.207870e+03,5.169665e+03,5.352856e+04,4.913561e-02,1.000000e+00,5.169665e+03,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Nanorana_parkeri,3.892520e+01,4.764777e+03,2.800000e-01,5.600000e-03,4.400000e-01,1.470000e+01,2.181634e-01,2.841500e+02,False,6.020696e+01,7.711089e-01,2.151760e-02,2.135181e+01,8.565418e+00,7.358839e+02,2.000000e-03,1.000000e+00,8.565418e+00,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True
Accipiter_nisus,6.736785e+00,1.037733e+03,2.800000e-01,1.650000e+01,2.945000e+02,3.100000e+02,8.759477e-02,3.131500e+02,False,1.314383e+02,9.477706e-01,5.905830e-02,1.983359e+01,5.442460e+03,2.629973e+04,8.126603e-04,1.000000e+00,5.442460e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True
Pica_hudsonia,4.287045e+00,8.877992e+02,2.800000e-01,8.500000e+00,1.995000e+02,2.100000e+02,1.464295e-01,3.147500e+02,False,2.468700e+03,9.519775e-01,2.491741e-02,1.003028e+03,4.606561e+02,1.189706e+04,4.102290e-02,1.000000e+00,4.606561e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
Ardea_purpurea,5.716060e+00,1.235090e+03,2.800000e-01,3.700000e+01,1.012700e+03,1.066000e+03,8.226121e-02,3.137500e+02,False,5.336877e+03,9.516320e-01,2.333474e-02,1.647317e+03,1.060341e+03,2.938501e+04,6.754000e-02,1.000000e+00,1.060341e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True
Atherinella_brasiliensis,7.278070e+00,1.517998e+03,2.000000e-01,2.100000e-03,2.800000e+00,3.860000e+01,1.581030e+01,3.003500e+02,True,3.617734e+01,9.030621e-01,1.787213e-02,2.010114e+01,8.422490e-01,1.829829e+03,2.000000e-03,1.832203e+00,5.305233e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Siganus_luridus,6.049713e+00,1.385761e+03,2.000000e-01,9.200000e-05,4.500000e+01,2.476700e+02,9.482131e+02,3.001500e+02,True,1.375490e+01,7.779555e-01,1.264244e-02,1.389626e+01,1.167071e-01,8.309836e+04,2.000000e-03,7.416866e+00,4.817111e+01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True
Isurus_oxyrinchus,2.911215e+02,6.756679e+03,2.000000e-01,2.000000e+03,2.000000e+05,5.058000e+05,1.821559e-02,2.991500e+02,False,8.099133e+02,8.733339e-01,2.171166e-02,1.876561e+01,2.221556e+05,3.716135e+07,2.000000e-03,1.000000e+00,2.221556e+05,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Rachycentron_canadum,8.957422e+00,1.077844e+04,2.000000e-01,1.400000e-03,2.270000e+03,6.860000e+04,7.515005e+03,2.860500e+02,True,2.921258e+03,8.780636e-01,6.236353e-02,2.350139e+02,9.151098e-02,5.554890e+05,2.000000e-03,1.678196e+00,4.362311e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Deirochelys_reticularia,8.413821e+01,7.281045e+03,3.000000e-01,1.100000e+01,1.624294e+03,2.763000e+03,3.164381e-02,2.951500e+02,False,4.279588e+02,9.202390e-01,2.454003e-02,4.180675e+01,2.321944e+03,5.578476e+05,2.000000e-03,1.000000e+00,2.321944e+03,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
Macquaria_novemaculeata,4.501670e+00,1.188095e+04,2.000000e-01,3.800000e-04,6.006608e+02,2.900000e+03,1.740602e+03,2.971500e+02,True,1.798093e+02,9.050346e-01,2.203400e-02,1.761920e+01,7.567624e-02,2.374993e+05,1.013691e-03,1.098273e+00,1.003469e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
Acroteriobatus_annulatus,2.281560e+02,2.123638e+03,2.000000e-01,3.547230e+01,7.464953e+02,8.000000e+03,2.966607e-02,2.951500e+02,False,2.098568e+02,9.148356e-01,1.940554e-02,1.435309e+01,3.887258e+03,1.328217e+05,2.001898e-03,1.000000e+00,3.887258e+03,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Prionotus_albirostris,5.925255e+00,1.966107e+03,2.000000e-01,8.000000e-04,9.200000e+00,9.230000e+01,2.543096e+02,2.999500e+02,True,9.549957e+00,7.659936e-01,2.420800e-02,1.761264e+01,1.193058e+00,1.610368e+04,2.000000e-03,1.059277e+01,1.540838e+03,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Congresox_talabonoides,7.241985e+01,5.286649e+04,2.000000e-01,4.200000e-03,1.775000e+03,1.400000e+04,6.960931e+02,2.799500e+02,True,1.456440e+03,3.492812e-01,3.196700e-02,7.701880e+01,3.565093e+00,4.709486e+06,2.000000e-03,1.704340e+00,1.782704e+01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Rhodeus_ocellatus,2.071728e+01,2.100502e+03,2.000000e-01,2.000000e-03,4.500000e-01,1.140000e+01,3.237321e-01,2.931500e+02,True,4.727318e+01,7.792255e-01,2.176275e-02,2.190657e+01,2.081279e+00,6.642210e+02,2.000000e-03,1.170892e+00,3.379220e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True
Turdus_viscivorus,2.960102e+00,9.410672e+02,2.800000e-01,6.000000e+00,1.116250e+02,1.175000e+02,1.576933e-01,3.147500e+02,False,6.160045e+03,9.578050e-01,2.320818e-02,4.195892e+03,1.337441e+02,2.264852e+03,1.716841e-01,1.000000e+00,1.337441e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Carinascincus_ocellatus,1.537963e+02,7.742849e+03,3.000000e-01,6.096632e-01,2.995275e+00,1.200000e+01,4.029525e-03,2.981500e+02,False,1.469123e+02,8.928127e-01,6.043995e-02,6.368985e+01,3.828181e+02,2.891132e+03,2.000000e-03,1.000000e+00,3.828181e+02,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Turdus_torquatus,2.858030e+00,4.039487e+02,2.800000e-01,6.300000e+00,1.007000e+02,1.060000e+02,2.027485e-01,3.147500e+02,False,8.048556e+03,9.418560e-01,2.193996e-02,6.187695e+03,1.406719e+02,2.140575e+03,2.528946e-01,1.000000e+00,1.406719e+02,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
Alepes_kleinii,2.906097e+00,8.839378e+02,2.000000e-01,1.800000e-04,2.300000e+01,6.460000e+01,3.975110e+02,3.011500e+02,True,2.392346e+01,8.417847e-01,2.037131e-02,2.008194e+01,1.422582e-01,2.942883e+04,2.000000e-03,3.708757e+00,7.410487e+00,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Gyps_rueppellii,1.122797e+01,2.126839e+03,2.800000e-01,1.000000e+02,8.075000e+03,8.500000e+03,1.946550e-02,3.131500e+02,False,3.370879e+02,9.935218e-01,4.535945e-02,2.115075e+01,2.552609e+03,2.746915e+05,8.669395e-04,1.000000e+00,2.552609e+03,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
Thalasseus_bergii,5.613987e+00,9.800461e+02,2.800000e-01,4.260000e+01,2.296150e+02,2.417000e+02,2.075413e-02,3.138500e+02,False,2.113909e+03,7.487441e-01,4.422381e-02,5.190737e+02,2.846497e+04,2.246702e+05,2.120786e-02,1.000000e+00,2.846497e+04,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Abbottina_rivularis,1.809277e+01,1.761029e+03,2.000000e-01,5.200000e-04,8.700000e-01,7.900000e+01,7.772727e+00,2.911500e+02,True,5.361753e+01,9.714891e-01,2.209131e-02,2.151791e+01,5.271924e-02,1.288639e+02,2.000000e-03,1.533968e+00,1.920165e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Natator_depressus,2.854085e+01,1.687048e+04,3.000000e-01,1.671583e+01,6.000000e+04,9.480000e+04,3.481089e-01,2.981500e+02,False,8.032135e+02,8.752353e-01,1.242569e-01,1.915899e+01,2.918112e+04,4.367610e+07,1.858265e-03,1.000000e+00,2.918112e+04,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True
Crotalus_lepidus,4.959122e+01,7.760263e+03,3.000000e-01,6.800000e+00,4.606265e+01,2.190000e+02,2.426413e-02,2.991500e+02,False,7.589848e+01,8.424994e-01,2.238853e-02,1.201454e+01,6.950717e+03,6.661884e+04,1.000000e-03,1.000000e+00,6.950717e+03,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Crex_crex,4.375249e+00,7.994465e+02,2.800000e-01,9.700000e+00,1.377500e+02,1.450000e+02,1.876298e-01,3.127500e+02,False,2.546904e+03,6.652858e-01,3.306333e-02,7.536900e+02,5.928880e+03,1.278259e+05,3.082767e-02,1.000000e+00,5.928880e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True
Zonotrichia_atricapilla,2.449740e+00,4.660946e+02,2.800000e-01,3.100000e+00,2.992500e+01,3.150000e+01,1.351657e-01,3.147500e+02,False,5.477250e+03,9.502512e-01,2.459621e-02,5.419575e+03,1.002706e+02,8.585573e+02,2.221846e-01,1.000000e+00,1.002706e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Indicator_minor,2.858030e+00,2.135969e+02,2.800000e-01,2.900000e+00,2.565000e+01,2.700000e+01,4.588081e-01,3.149500e+02,False,9.854882e+01,6.956264e-01,9.378360e-02,2.267465e+01,7.524033e+03,7.074305e+04,9.258608e-04,1.000000e+00,7.524033e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Scorpaena_scrofa,3.743131e+01,1.863058e+04,2.000000e-01,1.800000e-03,3.472994e+02,1.780000e+03,5.289689e+01,2.875500e+02,True,1.759265e+02,8.779202e-01,2.778900e-02,1.743768e+01,5.554071e-01,1.477947e+05,2.000000e-03,1.024675e+00,5.977040e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
Terrapene_carolina,3.796704e+01,3.187251e+04,3.000000e-01,2.019178e+01,4.798308e+02,1.232640e+03,1.948388e-02,3.021500e+02,False,1.458131e+02,8.735015e-01,6.188912e-02,1.316972e+01,1.400140e+04,1.118966e+06,5.040903e-04,1.000000e+00,1.400140e+04,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True
Cetengraulis_edentulus,2.042916e+00,5.592483e+02,2.000000e-01,2.700000e-04,2.300000e+01,1.405800e+02,1.183160e+02,3.005500e+02,True,7.451624e+01,9.311762e-01,2.098461e-02,2.008895e+01,5.935733e-02,7.650481e+03,2.000000e-03,1.000000e+00,5.935736e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Amblygobius_bynoensis,2.160437e+00,1.824369e+02,2.000000e-01,2.771000e-04,1.090000e+00,1.000000e+01,7.989251e+01,3.012500e+02,False,1.040188e+02,9.000000e-01,2.080570e-02,5.538559e+01,8.012889e-02,5.188043e+02,2.000000e-03,1.000000e+00,8.012889e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Synthliboramphus_scrippsi,6.634712e+00,7.227479e+02,2.800000e-01,2.440000e+01,1.577950e+02,1.661000e+02,4.150825e-02,3.141500e+02,False,1.554561e+03,7.636296e-01,2.875710e-02,4.540210e+02,1.318995e+04,1.253658e+05,1.857344e-02,1.000000e+00,1.318995e+04,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
Coregonus_muksun,1.037058e+03,1.636619e+04,2.000000e-01,1.800000e-03,1.000000e+03,8.557000e+03,4.918675e+01,2.861500e+02,True,4.087300e+01,9.733866e-01,2.108700e-02,1.454967e+01,1.933763e-01,2.403259e+05,2.000000e-03,6.698131e+00,5.865455e+01,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
Spermestes_cucullata,2.449740e+00,2.663398e+02,2.800000e-01,5.500000e-01,8.540500e+00,8.990000e+00,1.126381e-01,3.147500e+02,False,5.779458e+02,9.230972e-01,2.934907e-02,4.095379e+02,1.342114e+02,3.976960e+03,1.677825e-02,1.000000e+00,1.342114e+02,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Engraulis_ringens,7.548889e+00,1.377672e+03,2.000000e-01,9.000000e-04,1.064000e+01,5.240000e+01,1.938705e+01,2.911500e+02,True,8.457657e+02,9.576097e-01,3.352000e-02,4.038202e+02,3.523145e-02,2.164732e+03,2.000000e-03,1.000000e+00,3.523145e-02,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Macropus_eugenii,3.273485e+01,1.073478e+03,3.000000e-01,3.700000e-01,2.700000e+03,5.000000e+03,1.406643e-02,3.096500e+02,False,5.507952e+02,8.846426e-01,5.642956e-01,3.156389e+01,3.460818e+02,3.975252e+06,2.247549e-03,1.000000e+00,3.460818e+02,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
Chaenodraco_wilsoni,7.234226e+02,2.933881e+04,2.000000e-01,5.610000e-02,6.280000e+01,5.757000e+02,2.938088e-01,2.723500e+02,True,1.000255e+04,9.025830e-01,2.499760e-02,7.447763e+03,1.716001e+00,2.500087e+04,2.000000e-03,1.554325e+00,7.879355e+00,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Branta_sandvicensis,6.124350e+00,1.933463e+03,2.800000e-01,9.080000e+01,1.833500e+03,1.930000e+03,8.689072e-02,3.143500e+02,False,4.051557e+03,8.398597e-01,3.380182e-02,7.343563e+02,1.538873e+04,4.274795e+05,3.008416e-02,1.000000e+00,1.538873e+04,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
Xiphophorus_maculatus,1.994807e+01,1.516884e+03,2.000000e-01,1.350000e-02,7.700000e-01,5.000000e+00,3.208330e+00,2.951500e+02,False,4.796856e+02,5.788904e-01,2.265205e-02,2.878024e+02,1.204017e+01,1.646300e+03,2.000000e-03,1.000000e+00,1.204017e+01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
Lissotriton_vulgaris,5.375850e+01,1.569748e+04,2.800000e-01,8.200000e-03,7.280000e-01,5.200000e+00,4.459314e-01,2.931500e+02,False,1.625872e+02,6.103552e-01,6.083940e-02,6.217977e+01,2.274691e+01,4.030179e+03,2.000000e-03,1.000000e+00,2.274691e+01,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True
Hemimysis_speluncola,1.968981e+01,4.227519e+02,1.700000e-01,9.941176e-05,9.176471e-04,3.270588e-03,1.640442e-01,2.931500e+02,True,5.530468e+01,9.000000e-01,9.183304e-03,8.008201e+02,3.646001e-02,5.997125e-01,2.000000e-03,1.816541e+00,3.917532e-01,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Geothlypis_trichas,2.449740e+00,5.104846e+02,2.800000e-01,1.740000e+00,9.310000e+00,9.800000e+00,1.576933e-01,3.147500e+02,False,2.592954e+03,8.370659e-01,2.708885e-02,2.540230e+03,4.233203e+02,2.556102e+03,1.038306e-01,1.000000e+00,4.233203e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Limosa_haemastica,4.287045e+00,1.593975e+03,2.800000e-01,2.100000e+01,2.850000e+02,3.000000e+02,8.532128e-02,3.141500e+02,False,9.165027e+03,9.702071e-01,2.177265e-02,5.357992e+03,2.138994e+02,2.230679e+03,2.189400e-01,1.000000e+00,2.138994e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
Hypopyrrhus_pyrohypogaster,3.266320e+00,6.658494e+02,2.800000e-01,5.700000e+00,7.600000e+01,8.000000e+01,9.011046e-02,3.147500e+02,False,1.758205e+03,9.616970e-01,3.488066e-02,8.096039e+02,3.962900e+02,6.756051e+03,3.316181e-02,1.000000e+00,3.962900e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Petrochelidon_pyrrhonota,2.858030e+00,5.238016e+02,2.800000e-01,1.900000e+00,2.527000e+01,2.660000e+01,1.196780e-01,3.147500e+02,False,1.366664e+03,8.147560e-01,2.992899e-02,7.479725e+02,7.824666e+02,1.730159e+04,3.054808e-02,1.000000e+00,7.824666e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Macrothrix_triserialis,8.295022e-01,9.758849e+00,1.700000e-01,1.002573e-05,2.262472e-05,3.588235e-05,4.627379e+00,3.021500e+02,False,1.217633e+02,4.623930e-01,2.433273e-02,2.251172e+03,1.748867e-02,1.305184e-01,2.000000e-03,1.000000e+00,1.748867e-02,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Leuconotopicus_borealis,2.245595e+00,7.454097e+02,2.800000e-01,3.300000e+00,4.560000e+01,4.800000e+01,7.478572e-02,3.149500e+02,False,1.968675e+03,7.133970e-01,4.325187e-02,7.897057e+02,2.264672e+03,5.441276e+04,3.216379e-02,1.000000e+00,2.264672e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
Gerrhosaurus_validus,4.015379e+01,2.412301e+03,3.000000e-01,1.100000e+01,1.182638e+02,6.539100e+02,2.852048e-02,3.031500e+02,False,2.755162e+02,9.553011e-01,2.297534e-02,4.120977e+01,1.904074e+03,3.070812e+04,2.000000e-03,1.000000e+00,1.904074e+03,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Pagothenia_borchgrevinki,7.006655e+02,6.467977e+04,2.000000e-01,3.600000e-02,3.840000e+01,2.727000e+02,9.276471e-01,2.714500e+02,True,4.389815e+03,5.196071e-01,2.182647e-02,2.293951e+03,9.352060e+00,1.079727e+05,2.000000e-03,1.858678e+00,7.301906e+01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
Lepisma_saccharina,3.574029e+01,9.125000e+02,1.700000e-01,2.800000e-04,7.000000e-03,4.809000e-02,1.273464e-01,2.981500e+02,True,2.135641e+01,8.897898e-01,4.063477e-03,1.160937e+02,1.017541e-01,2.771851e+00,2.000000e-03,1.685641e+00,6.176024e-01,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False
Crocodylus_moreletii,5.693334e+01,1.090985e+04,3.000000e-01,4.620000e+01,1.053936e+04,4.850000e+04,1.154919e-01,2.968500e+02,False,1.285865e+02,8.020964e-01,1.465844e-01,3.049497e+00,7.650796e+04,2.666062e+07,1.151836e-04,1.000000e+00,7.650796e+04,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Helix_pomatia,2.500000e+01,7.300000e+03,1.500000e-01,1.400000e-02,2.194880e+01,5.000000e+01,1.780822e-01,2.931500e+02,True,6.599149e+01,9.678828e-01,3.064050e-02,2.499564e+01,1.151534e+00,2.452494e+03,2.000000e-03,1.225810e+00,2.168453e+00,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
Euryalona_orientalis,9.758849e-01,1.064602e+01,1.700000e-01,4.508387e-06,1.227869e-05,4.764706e-05,2.385571e+00,3.021500e+02,False,3.383708e+01,6.394642e-01,2.040964e-02,6.716061e+02,7.714115e-03,4.652859e-02,2.000000e-03,1.000000e+00,7.714115e-03,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Leucoraja_wallacei,1.093270e+03,1.261466e+04,2.000000e-01,1.742425e+02,3.893681e+03,8.300000e+03,9.512742e-03,2.844500e+02,False,1.856830e+03,6.612990e-01,3.200000e-02,1.455542e+02,5.630331e+04,3.985026e+06,2.000000e-03,1.000000e+00,5.630331e+04,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Troglodytes_aedon,2.653885e+00,3.995097e+02,2.800000e-01,1.500000e+00,1.472500e+01,1.550000e+01,3.153866e-01,3.147500e+02,False,1.046710e+03,8.121816e-01,3.464043e-02,5.962981e+02,8.235528e+02,1.349417e+04,2.446439e-02,1.000000e+00,8.235528e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
