species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,kap,v,p_M,E_Hb,E_Hp,k_J,s_M,E_Hbj,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Aplodontia_rufa,1.569560e+01,7.527784e+02,3.000000e-01,2.550000e+01,9.500000e+02,1.125000e+03,3.653134e-02,3.111500e+02,False,4.773218e+03,6.646539e-01,3.391324e-02,8.547230e+02,1.600275e+04,1.085303e+07,2.000000e-03,1.000000e+00,1.600275e+04,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,test
Apodemus_sylvaticus,6.821858e+00,5.282704e+02,3.000000e-01,2.500000e+00,1.400000e+01,4.400000e+01,7.145985e-01,3.098500e+02,False,6.993050e+02,5.636350e-01,2.463640e-02,1.920572e+02,4.969764e+03,7.361254e+04,2.000000e-03,1.000000e+00,4.969764e+03,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,train
Aptenodytes_forsteri,1.429015e+01,3.032945e+03,2.800000e-01,3.150000e+02,4.275000e+04,4.500000e+04,8.242812e-03,3.113500e+02,False,5.455461e+02,9.975973e-01,4.542681e-02,2.169488e+01,2.374437e+03,2.776287e+05,8.884201e-04,1.000000e+00,2.374437e+03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,train
Apteryx_mantelli,2.717927e+01,3.041406e+03,2.800000e-01,2.392500e+02,2.232500e+03,2.350000e+03,9.863860e-02,3.113200e+02,False,2.954100e+02,8.236839e-01,9.129286e-02,2.094463e+01,2.930362e+05,4.359503e+05,8.586637e-04,1.000000e+00,2.930362e+05,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,test
Apus_affinis,4.511604e+00,9.795981e+02,2.800000e-01,1.950000e+00,2.327500e+01,2.450000e+01,7.513285e-02,3.112500e+02,False,7.820374e+02,8.341424e-01,2.078565e-02,4.264415e+02,8.008762e+02,1.503513e+04,1.751460e-02,1.000000e+00,8.008762e+02,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Apus_apus,4.215594e+00,1.291929e+03,2.800000e-01,2.900000e+00,3.819000e+01,4.020000e+01,3.756643e-02,3.112500e+02,False,1.049102e+03,9.195219e-01,2.279150e-02,5.642790e+02,4.628126e+02,9.439998e+03,2.315230e-02,1.000000e+00,4.628126e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Apus_pallidus,4.368703e+00,1.285723e+03,2.800000e-01,2.800000e+00,3.990000e+01,4.200000e+01,7.839950e-02,3.112500e+02,False,7.769892e+02,8.580229e-01,2.405737e-02,3.477217e+02,9.528657e+02,2.457925e+04,1.427149e-02,1.000000e+00,9.528657e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aquila_chrysaetos,8.982380e+00,2.465901e+03,2.800000e-01,1.050000e+02,4.934300e+03,5.194000e+03,4.603592e-02,3.131500e+02,False,3.061315e+03,9.811376e-01,2.520469e-02,4.695297e+02,1.756942e+03,8.131250e+04,1.924721e-02,1.000000e+00,1.756942e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,test
Aquila_rapax,8.574090e+00,2.070329e+03,2.800000e-01,1.000000e+02,1.871500e+03,1.970000e+03,1.946550e-02,3.131500e+02,False,2.591310e+03,9.535648e-01,2.890693e-02,4.844603e+02,5.726406e+03,1.403627e+05,1.982851e-02,1.000000e+00,5.726406e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Aquila_spilogaster,8.778235e+00,2.465901e+03,2.800000e-01,7.000000e+01,1.549450e+03,1.631000e+03,3.893101e-02,3.131500e+02,False,2.319924e+03,9.529758e-01,2.463845e-02,4.670989e+02,3.719553e+03,1.032257e+05,1.920644e-02,1.000000e+00,3.719553e+03,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Aquila_verreauxii,9.084452e+00,2.054917e+03,2.800000e-01,9.500000e+01,4.409900e+03,4.642000e+03,3.893101e-02,3.131500e+02,False,3.289721e+03,9.692693e-01,2.312581e-02,5.436823e+02,2.337604e+03,1.283836e+05,2.233545e-02,1.000000e+00,2.337604e+03,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Ara_ararauna,5.307770e+00,1.961557e+03,2.800000e-01,1.970000e+01,1.425000e+03,1.500000e+03,3.653561e-02,3.144500e+02,False,2.508117e+03,9.660169e-01,2.471301e-02,5.392341e+02,6.274916e+02,7.358201e+04,2.218772e-02,1.000000e+00,6.274916e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Ara_glaucogularis,5.307770e+00,1.003587e+03,2.800000e-01,1.800000e+01,7.448000e+02,7.840000e+02,3.507419e-02,3.144500e+02,False,2.005706e+03,9.109773e-01,2.222487e-02,4.801332e+02,1.657846e+03,1.257946e+05,1.997594e-02,1.000000e+00,1.657846e+03,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Ara_macao,5.307770e+00,1.505381e+03,2.800000e-01,2.100000e+01,1.140000e+03,1.200000e+03,3.653561e-02,3.144500e+02,False,2.899840e+03,7.337009e-01,2.694029e-02,5.374723e+02,6.805300e+03,5.410893e+05,2.216649e-02,1.000000e+00,6.805300e+03,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Arapaima_gigas,4.359145e+00,3.535751e+03,2.000000e-01,1.984954e-02,2.962963e+04,1.000000e+05,1.131301e+02,3.011500e+02,False,7.582973e+02,9.905053e-01,3.238953e-02,2.898987e+01,2.589784e-01,3.661036e+05,2.000000e-03,1.000000e+00,2.589784e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Archboldia_papuensis,5.409842e+00,6.658494e+02,2.800000e-01,1.700000e+01,1.187500e+02,1.250000e+02,2.252762e-02,3.147500e+02,False,1.408153e+03,9.489052e-01,3.248599e-02,5.268117e+02,1.894282e+03,1.881921e+04,2.161739e-02,1.000000e+00,1.894282e+03,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Archilochus_alexandri,3.062175e+00,6.642480e+02,2.800000e-01,3.300000e-01,3.952000e+00,4.160000e+00,9.799937e-02,3.112500e+02,False,3.438288e+01,8.916703e-01,4.401608e-02,1.979091e+01,2.728632e+02,9.280059e+02,8.112334e-04,1.000000e+00,2.728632e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,test
Archosargus_probatocephalus,1.010302e+00,7.300000e+03,2.000000e-01,2.680000e-04,6.980000e+02,1.275000e+04,3.872609e+02,2.931500e+02,True,1.852615e+02,9.948597e-01,7.785398e-02,2.411430e+01,4.847773e-03,1.704018e+04,2.000000e-03,2.654651e+00,9.099066e-02,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Arcitalitrus_dorrieni,1.191780e+02,2.158807e+03,1.700000e-01,2.224923e-05,6.842682e-03,4.090000e-02,3.217876e-01,2.861500e+02,True,7.869583e+00,8.280576e-01,9.470181e-03,4.824250e+01,1.589924e-02,1.260440e+01,2.000000e-03,2.403965e+00,2.526400e-01,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Arctogadus_glacialis,2.271475e+02,1.234813e+04,2.000000e-01,2.400000e-03,3.500000e+01,1.570000e+02,2.267551e+00,2.771500e+02,True,4.566189e+02,8.726587e-01,2.433400e-02,1.487941e+02,3.822485e-01,7.071133e+03,2.000000e-03,1.171681e+00,6.233624e-01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,train
Ardea_alba,4.695335e+00,1.118849e+03,2.800000e-01,3.500000e+01,9.500000e+02,1.000000e+03,1.222685e-01,3.136500e+02,False,2.830885e+03,8.591220e-01,3.889461e-02,5.610863e+02,7.146513e+03,2.977883e+05,2.288839e-02,1.000000e+00,7.146513e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Ardea_cinerea,5.103625e+00,1.840213e+03,2.800000e-01,3.500000e+01,1.370850e+03,1.443000e+03,8.151231e-02,3.136500e+02,False,5.375744e+03,9.489094e-01,2.608335e-02,1.446725e+03,1.124846e+03,5.039530e+04,5.911053e-02,1.000000e+00,1.124846e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Ardea_herodias,5.511915e+00,1.191327e+03,2.800000e-01,5.400000e+01,2.071000e+03,2.180000e+03,1.645224e-01,3.137500e+02,False,3.706490e+03,9.081416e-01,3.344266e-02,6.843571e+02,4.994880e+03,2.471967e+05,2.801289e-02,1.000000e+00,4.994880e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,test
Ardea_purpurea,5.716060e+00,1.235090e+03,2.800000e-01,3.700000e+01,1.012700e+03,1.066000e+03,8.226121e-02,3.137500e+02,False,5.336877e+03,9.516320e-01,2.333474e-02,1.647317e+03,1.060341e+03,2.938501e+04,6.754000e-02,1.000000e+00,1.060341e+03,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,train
Ardenna_carneipes,1.102383e+01,1.639466e+03,2.800000e-01,9.900000e+01,8.550000e+02,9.000000e+02,1.842063e-02,3.125500e+02,False,2.315431e+03,7.429279e-01,2.216527e-02,4.573017e+02,3.653006e+04,4.277206e+05,1.877163e-02,1.000000e+00,3.653006e+04,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Ardenna_gravis,1.081968e+01,2.763206e+03,2.800000e-01,2.300000e+02,1.235000e+03,1.300000e+03,1.842063e-02,3.125500e+02,False,3.374477e+03,5.960864e-01,2.462682e-02,5.042779e+02,1.235527e+05,9.887625e+05,2.105063e-02,1.000000e+00,1.235527e+05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Ardenna_grisea,1.143212e+01,1.845756e+03,2.800000e-01,1.130000e+02,9.025000e+02,9.500000e+02,1.842063e-02,3.125500e+02,False,5.133786e+02,6.348362e-01,4.215750e-02,4.677138e+01,2.181056e+05,4.305712e+06,2.000000e-03,1.000000e+00,2.181056e+05,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Ardenna_pacifica,1.081968e+01,1.574321e+03,2.800000e-01,6.000000e+01,4.508700e+02,4.746000e+02,1.842063e-02,3.125500e+02,False,1.895322e+03,6.788788e-01,1.862981e-02,4.171847e+02,2.963050e+04,3.237673e+05,1.716215e-02,1.000000e+00,2.963050e+04,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Ardenna_tenuirostris,1.081968e+01,2.166049e+03,2.800000e-01,7.700000e+01,6.650000e+02,7.000000e+02,1.842063e-02,3.125500e+02,False,1.968272e+03,7.982893e-01,2.306413e-02,4.322696e+02,2.567890e+04,2.776220e+05,1.771589e-02,1.000000e+00,2.567890e+04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Ardeola_idae,4.205387e+00,7.360852e+02,2.800000e-01,2.150000e+01,2.403500e+02,2.530000e+02,5.909642e-02,3.136500e+02,False,3.881638e+03,8.377342e-01,3.166856e-02,1.385125e+03,3.924121e+03,5.736978e+04,5.678976e-02,1.000000e+00,3.924121e+03,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,val
Ardeotis_kori,4.695335e+00,1.606673e+03,2.800000e-01,9.900000e+01,5.595500e+03,5.890000e+03,3.027373e-02,3.134000e+02,False,3.875848e+03,9.959122e-01,5.385117e-02,4.905821e+02,4.904668e+02,2.571080e+04,2.000000e-02,1.000000e+00,4.904668e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,val
Arenaria_interpres,4.470775e+00,1.115783e+03,2.800000e-01,1.150000e+01,1.073500e+02,1.130000e+02,8.532128e-02,3.141500e+02,False,3.404880e+03,8.892166e-01,2.468218e-02,1.769369e+03,1.359342e+03,1.296261e+04,7.239100e-02,1.000000e+00,1.359342e+03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,train
Arenaria_melanocephala,4.389117e+00,1.115783e+03,2.800000e-01,1.260000e+01,1.179900e+02,1.242000e+02,8.532128e-02,3.141500e+02,False,3.293629e+03,9.093324e-01,2.609829e-02,1.644214e+03,1.226792e+03,1.221183e+04,6.699771e-02,1.000000e+00,1.226792e+03,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,train
Argopecten_purpuratus,4.839344e+00,2.678307e+03,9.000000e-02,1.482222e-06,1.777778e+00,2.137778e+02,6.084888e+05,2.891500e+02,True,1.451050e+03,6.322553e-01,1.667037e-02,1.125448e+03,4.169510e-05,3.384327e+02,2.000000e-03,2.144960e+00,4.197755e-04,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Argulus_coregoni,1.289407e+01,7.237107e+01,1.700000e-01,6.300000e-06,2.522727e-02,1.020000e-01,2.932125e+02,2.911500e+02,True,9.644897e+01,6.491479e-01,2.079753e-02,7.445729e+02,7.954042e-03,1.440082e+02,2.000000e-03,4.261340e+00,7.177580e-01,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,train
Argya_squamiceps,2.858030e+00,5.992645e+02,2.800000e-01,3.000000e+00,6.982500e+01,7.350000e+01,9.011046e-02,3.147500e+02,False,4.480610e+03,9.871783e-01,2.087843e-02,3.431728e+03,2.372712e+01,4.265726e+02,1.404865e-01,1.000000e+00,2.372712e+01,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,test
Argyrosomus_japonicus,3.248709e+00,3.271779e+03,2.000000e-01,3.700000e-04,1.778425e+03,7.500000e+04,4.584662e+03,2.981500e+02,True,5.877347e+02,9.904877e-01,2.454062e-02,2.611308e+01,2.989133e-03,2.517717e+04,1.537166e-03,1.029362e+00,3.260811e-03,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Ariomma_indica,3.943809e+00,1.259554e+03,2.000000e-01,5.200000e-04,5.660000e+01,2.466000e+02,4.964091e+02,3.009500e+02,True,4.684702e+01,8.735312e-01,2.040709e-02,1.915529e+01,2.651129e-01,4.300127e+04,2.000000e-03,2.565469e+00,4.529111e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Arion_subfuscus,6.743768e+01,5.860656e+02,1.500000e-01,2.000000e-02,2.300000e+00,1.080000e+01,1.023776e-01,2.911500e+02,True,2.638059e+02,9.820469e-01,2.243089e-02,8.402105e+02,9.804422e-01,2.092606e+02,2.000000e-03,4.446538e+00,1.693530e+02,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,val
Arremon_castaneiceps,2.858030e+00,4.438996e+02,2.800000e-01,4.260000e+00,3.325000e+01,3.500000e+01,4.505523e-02,3.147500e+02,False,2.608757e+03,9.258022e-01,3.241409e-02,1.753230e+03,4.768799e+02,4.717232e+03,7.180427e-02,1.000000e+00,4.768799e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Arripis_georgianus,1.021284e+01,4.659607e+03,2.000000e-01,4.200000e-03,1.900000e+01,6.830000e+02,4.077597e+02,2.905500e+02,True,1.230854e+03,5.097031e-01,3.361200e-02,1.827414e+02,2.429006e+00,2.849640e+04,2.000000e-03,1.260842e+00,4.944137e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Artemisiospiza_belli,2.653885e+00,4.039487e+02,2.800000e-01,1.940000e+00,1.719500e+01,1.810000e+01,1.531878e-01,3.147500e+02,False,2.822201e+03,9.451726e-01,2.244087e-02,2.769535e+03,9.536089e+01,9.415171e+02,1.134164e-01,1.000000e+00,9.536089e+01,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,val
Artemisiospiza_nevadensis,2.653885e+00,5.016066e+02,2.800000e-01,1.900000e+00,1.681500e+01,1.770000e+01,1.621988e-01,3.147500e+02,False,2.832880e+03,9.375991e-01,2.382062e-02,2.738836e+03,1.314230e+02,1.085735e+03,1.117101e-01,1.000000e+00,1.314230e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,val
Ascidiella_aspersa,1.000000e+00,5.490000e+02,6.000000e-02,1.600000e-05,3.771770e-01,3.100000e+01,3.795342e+03,2.931500e+02,False,4.486817e+02,9.000000e-01,3.203309e-02,2.862608e+02,2.564139e-04,2.125826e+01,2.000000e-03,1.000000e+00,2.564139e-04,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,val
Asellus_aquaticus,1.720602e+01,1.122072e+03,1.700000e-01,5.000000e-04,3.000000e-03,4.500000e-02,1.138630e+00,2.881500e+02,True,1.341787e+02,8.754408e-01,7.996593e-03,8.586587e+02,3.137145e-02,5.911430e-01,2.000000e-03,1.383492e+00,9.888256e-02,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,train
Asio_flammeus,5.103625e+00,1.099573e+03,2.800000e-01,1.600000e+01,3.857000e+02,4.060000e+02,1.784328e-01,3.133500e+02,False,3.021531e+03,9.266324e-01,2.396061e-02,1.037030e+03,1.142163e+03,2.663045e+04,4.249742e-02,1.000000e+00,1.142163e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Asio_otus,5.511915e+00,1.402208e+03,2.800000e-01,1.740000e+01,2.372150e+02,2.497000e+02,8.921642e-02,3.133500e+02,False,2.721164e+03,9.490140e-01,2.398891e-02,1.086926e+03,9.668981e+02,1.135668e+04,4.449705e-02,1.000000e+00,9.668981e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Aspidophoroides_monopterygius,2.401721e+02,1.136370e+04,2.000000e-01,2.600000e-03,3.800000e+00,3.800000e+01,2.005069e+00,2.779500e+02,True,2.106988e+02,5.561935e-01,2.361200e-02,6.472674e+01,3.695481e+00,1.176153e+04,2.000000e-03,1.307257e+00,8.441654e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Astacus_astacus,4.035763e+02,1.435337e+04,1.700000e-01,1.400000e-02,1.800000e+01,6.820000e+01,2.090102e-01,2.831500e+02,False,1.449215e+02,9.062369e-01,2.285033e-02,4.262333e+01,2.883901e+00,6.696583e+03,2.000000e-03,1.000000e+00,2.883901e+00,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,train
Asterropteryx_semipunctata,2.984107e+00,2.486756e+02,2.000000e-01,2.771000e-04,1.140000e-01,8.950000e-01,5.315832e+00,3.008500e+02,False,2.868360e+01,9.000000e-01,2.197545e-02,2.892632e+01,1.268425e-01,7.103168e+01,2.000000e-03,1.000000e+00,1.268425e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Astrapia_mayeri,4.287045e+00,6.658494e+02,2.800000e-01,1.200000e+01,1.472500e+02,1.550000e+02,2.252762e-02,3.147500e+02,False,2.285987e+03,9.720726e-01,3.055358e-02,9.620442e+02,4.825813e+02,7.704089e+03,3.933187e-02,1.000000e+00,4.825813e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,test
Astrochelys_yniphora,8.058573e+01,4.752379e+04,3.000000e-01,1.671577e+01,4.300000e+03,8.800000e+03,4.747096e-02,2.971500e+02,False,5.669544e+01,8.099314e-01,1.737211e-02,2.482517e+00,1.588698e+04,1.068794e+07,9.417906e-05,1.000000e+00,1.588698e+04,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Astyanax_bimaculatus,5.378525e+00,4.157284e+03,2.000000e-01,5.200000e-04,5.970000e+00,9.160000e+01,1.368634e+01,2.981500e+02,True,5.615039e+01,9.851132e-01,2.006693e-02,1.860364e+01,2.571944e-02,3.889535e+02,2.000000e-03,1.294621e+00,5.606539e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,test
Astyanax_eigenmanniorum,4.239544e+00,4.157284e+03,2.000000e-01,5.200000e-04,7.050000e+00,3.630000e+01,1.368634e+01,2.981500e+02,True,6.027669e+01,9.698330e-01,2.171613e-02,2.450422e+01,5.337266e-02,1.088935e+03,2.000000e-03,1.195347e+00,9.169354e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,train
Astyanax_mexicanus,2.199167e+00,3.210784e+03,2.000000e-01,4.000000e-04,1.971465e+00,1.680000e+01,5.606108e+00,2.971500e+02,True,8.499381e+01,9.933912e-01,2.277943e-02,4.912913e+01,7.696666e-03,1.170900e+02,2.000000e-03,1.221554e+00,1.418343e-02,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Athene_brama,5.716060e+00,5.548306e+02,2.800000e-01,1.250000e+01,1.083000e+02,1.140000e+02,6.939055e-02,3.133500e+02,False,1.942791e+03,8.239198e-01,2.315417e-02,7.949723e+02,3.457401e+03,3.754491e+04,3.257447e-02,1.000000e+00,3.457401e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Athene_noctua,5.716060e+00,5.598745e+02,2.800000e-01,1.100000e+01,1.710000e+02,1.800000e+02,7.930349e-02,3.133500e+02,False,1.874827e+03,9.445197e-01,2.176103e-02,7.624242e+02,7.974738e+02,1.305422e+04,3.123894e-02,1.000000e+00,7.974738e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Atheresthes_evermanni,9.230076e+01,7.411751e+04,2.000000e-01,2.800000e-03,7.927875e+02,8.700000e+03,2.226195e+02,2.748500e+02,True,3.009383e+04,5.758074e-01,2.591153e-02,5.355971e+03,8.871340e-02,8.065016e+05,2.000000e-03,1.008036e+00,9.063788e-02,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Atherina_presbyter,4.174714e+01,3.924371e+03,2.000000e-01,2.200000e-03,2.260000e+00,7.040000e+01,8.791218e+00,2.851500e+02,True,9.517186e+02,8.601710e-01,8.694366e-03,1.086735e+03,1.370082e-01,1.269434e+03,2.000000e-03,1.820619e+00,9.534299e-01,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Atherinella_brasiliensis,7.278070e+00,1.517998e+03,2.000000e-01,2.100000e-03,2.800000e+00,3.860000e+01,1.581030e+01,3.003500e+02,True,3.617734e+01,9.030621e-01,1.787213e-02,2.010114e+01,8.422490e-01,1.829829e+03,2.000000e-03,1.832203e+00,5.305233e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Atlantoraja_castelnaui,3.605440e+02,1.294412e+04,2.000000e-01,7.200100e+01,1.041877e+04,2.070000e+04,4.171778e-02,2.902500e+02,False,5.021036e+02,7.000000e-01,3.694630e-02,2.034280e+01,3.575351e+04,9.935867e+06,2.000000e-03,1.000000e+00,3.575351e+04,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Atlapetes_latinuchus,3.266320e+00,6.658494e+02,2.800000e-01,2.900000e+00,2.238200e+01,2.356000e+01,4.505523e-02,3.147500e+02,False,2.303486e+03,9.586264e-01,2.346356e-02,1.946119e+03,1.401926e+02,1.303659e+03,8.042597e-02,1.000000e+00,1.401926e+02,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Atlapetes_melanolaemus,3.021346e+00,6.658494e+02,2.800000e-01,3.240000e+00,1.995000e+01,2.100000e+01,4.505523e-02,3.147500e+02,False,2.094520e+03,9.421208e-01,2.885369e-02,1.642894e+03,3.030623e+02,2.275179e+03,6.720340e-02,1.000000e+00,3.030623e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Atlapetes_semirufus,3.041760e+00,6.658494e+02,2.800000e-01,2.900000e+00,2.930750e+01,3.085000e+01,4.505523e-02,3.147500e+02,False,2.818587e+03,9.859182e-01,2.272003e-02,2.404173e+03,3.721187e+01,3.693904e+02,9.837599e-02,1.000000e+00,3.721187e+01,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Atrobucca_nibe,2.829009e+00,3.441961e+03,2.000000e-01,1.950000e-04,3.747007e+01,1.120000e+03,1.612453e+04,2.976500e+02,True,2.350469e+02,4.909435e-01,2.292978e-02,2.223275e+01,3.180538e-01,6.661312e+04,2.000000e-03,1.356994e+00,7.964672e-01,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Atropus_atropos,1.903540e+00,8.684900e+02,2.000000e-01,4.770000e-05,7.220000e+01,4.208000e+02,4.287257e+03,3.013500e+02,True,2.323420e+01,9.061582e-01,1.967365e-02,1.631022e+01,2.067063e-02,4.318636e+04,2.000000e-03,5.381593e+00,3.246964e+00,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Atule_mate,3.390446e+00,8.839378e+02,2.000000e-01,8.200000e-05,5.920000e+01,3.180000e+02,9.106976e+02,3.011500e+02,True,3.633949e+01,9.364403e-01,1.905718e-02,1.595328e+01,2.070660e-02,1.952270e+04,2.000000e-03,2.851177e+00,4.823180e-01,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,val
Auchenoglanis_occidentalis,8.722462e+00,1.937903e+03,2.000000e-01,8.300000e-03,6.530000e+02,3.800000e+03,4.954100e+01,2.961500e+02,True,1.779572e+02,9.395394e-01,1.796083e-02,1.571319e+01,8.975699e-01,9.412814e+04,2.000000e-03,1.002090e+00,9.032361e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,val
