species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,kap,v,p_M,E_Hb,E_Hp,k_J,s_M,E_Hbj,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Neodraco_skottsbergi,1.806954e+03,4.197062e+04,2.000000e-01,1.410000e-02,6.000000e+00,1.240000e+01,2.268253e-02,2.721500e+02,True,9.825190e+01,4.901524e-01,2.395290e-02,3.651453e+01,4.112563e+01,4.048877e+04,2.000000e-03,1.428230e+00,1.274583e+02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,train
Neoniphon_sammara,1.759112e+00,2.675317e+03,2.000000e-01,2.680000e-04,5.350000e+01,5.190000e+02,3.364088e+03,3.010500e+02,False,2.525177e+02,6.033428e-01,2.530200e-02,2.786054e+01,2.908175e-01,9.001510e+04,2.000000e-03,1.000000e+00,2.908175e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,test
Neophema_chrysogaster,4.287045e+00,6.842639e+02,2.800000e-01,2.500000e+00,4.360500e+01,4.590000e+01,9.864615e-02,3.144500e+02,False,9.545207e+02,8.934752e-01,2.277645e-02,4.665281e+02,5.992867e+02,1.576722e+04,1.914715e-02,1.000000e+00,5.992867e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Neophocaena_phocaenoides,7.170126e+01,2.698880e+03,3.000000e-01,7.000000e+03,5.219693e+04,7.200000e+04,6.113647e-03,3.101500e+02,False,8.799237e+02,6.102881e-01,2.306768e-02,2.385927e+01,7.017955e+06,7.431028e+07,2.000000e-03,1.000000e+00,7.017955e+06,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Neophron_percnopterus,8.574090e+00,1.900798e+03,2.800000e-01,1.500000e+02,1.924700e+03,2.026000e+03,3.893101e-02,3.131500e+02,False,3.885573e+03,7.665356e-01,3.066171e-02,6.487956e+02,4.247020e+04,6.815320e+05,2.640172e-02,1.000000e+00,4.247020e+04,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,train
Neotrygon_annotata,1.477266e+02,2.298238e+03,2.000000e-01,6.176360e+01,2.421944e+02,6.040000e+02,8.484760e-03,3.011500e+02,False,1.456565e+02,6.458754e-01,1.740375e-02,1.571671e+01,7.876326e+04,3.954671e+05,2.000000e-03,1.000000e+00,7.876326e+04,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Neotrygon_kuhlii,1.503577e+02,2.699044e+03,2.000000e-01,4.148209e+01,6.841583e+02,2.024700e+03,8.336285e-03,3.009500e+02,False,7.215349e+01,9.021988e-01,1.663190e-02,6.497274e+00,1.405400e+04,4.930282e+05,3.722005e-04,1.000000e+00,1.405400e+04,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Neotrygon_picta,1.516921e+02,3.267598e+03,2.000000e-01,3.212021e+01,1.873251e+02,6.680000e+02,1.377159e-02,3.008500e+02,False,1.162102e+02,7.310599e-01,1.454812e-02,1.361485e+01,2.788253e+04,1.628460e+05,2.000000e-03,1.000000e+00,2.788253e+04,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Nestor_notabilis,5.967306e+00,2.701353e+03,2.800000e-01,1.870000e+01,8.759000e+02,9.220000e+02,6.959474e-02,3.144500e+02,False,4.808854e+03,9.730898e-01,2.660596e-02,1.476279e+03,3.376897e+02,1.710485e+04,6.030787e-02,1.000000e+00,3.376897e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Ninox_novaeseelandiae,5.103625e+00,1.462735e+03,2.800000e-01,1.600000e+01,1.805000e+02,1.900000e+02,3.965174e-02,3.133500e+02,False,1.709723e+03,9.053771e-01,3.070885e-02,5.696477e+02,2.747312e+03,4.634523e+04,2.333989e-02,1.000000e+00,2.747312e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Ninox_strenua,7.349220e+00,3.076788e+02,2.800000e-01,4.300000e+01,1.189875e+03,1.252500e+03,3.965174e-02,3.133500e+02,False,1.840828e+03,9.682436e-01,2.806407e-02,3.695461e+02,1.971041e+03,7.091812e+04,1.513479e-02,1.000000e+00,1.971041e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Nipponia_nippon,5.716060e+00,1.254540e+03,2.800000e-01,5.420000e+01,1.805000e+03,1.900000e+03,1.542398e-01,3.137500e+02,False,5.608947e+03,9.244612e-01,2.663559e-02,1.352016e+03,2.625689e+03,8.965212e+04,5.529039e-02,1.000000e+00,2.625689e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,test
Nothonotus_bellus,6.826274e+00,9.979813e+02,2.000000e-01,2.100000e-03,4.425452e-01,5.100000e+00,3.006068e-01,2.941500e+02,True,2.599446e+01,9.534192e-01,4.579616e-02,1.510127e+01,4.772724e-01,1.283607e+02,2.000000e-03,1.000000e+00,4.772724e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,val
Notothenia_neglecta,7.885616e+02,5.821179e+04,2.000000e-01,9.000000e-04,8.280000e+02,1.870000e+03,1.082255e+01,2.714500e+02,True,8.292931e+01,9.459013e-01,2.399300e-02,8.591241e+01,1.624568e-01,5.564277e+05,2.000000e-03,1.131020e+01,2.513588e+02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,train
Nototheniops_larseni,5.531569e+02,2.422827e+04,2.000000e-01,4.200000e-03,3.200000e+01,1.363000e+02,3.375148e+00,2.731500e+02,True,1.080109e+02,4.258746e-01,6.386065e-02,5.773331e+01,2.089563e+01,2.839024e+05,2.000000e-03,5.917066e+00,4.955756e+03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,train
Noturus_baileyi,1.600000e+01,1.277500e+03,2.000000e-01,1.280000e-02,6.488436e-01,4.600000e+00,1.506849e-01,2.931500e+02,True,4.533805e+01,8.899875e-01,6.464960e-02,2.541074e+01,7.164065e+00,4.600565e+02,2.000000e-03,1.000000e+00,7.164066e+00,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,train
Noturus_phaeus,5.079474e+00,3.906959e+03,2.000000e-01,8.200000e-03,3.600000e+00,2.540000e+01,2.293344e-01,2.891500e+02,True,1.009046e+01,9.440427e-01,8.716697e-02,1.967742e+01,2.482644e+00,1.385475e+03,2.000000e-03,6.014379e+00,6.614041e+02,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,val
Nuchequula_blochii,1.136721e+00,7.683393e+02,2.000000e-01,2.680000e-04,1.700000e+00,1.790000e+01,6.507541e+01,3.016500e+02,True,2.575115e+01,9.375092e-01,2.078727e-02,2.056474e+01,7.431874e-02,7.126096e+02,2.000000e-03,2.053562e+00,6.558187e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Nuchequula_gerreoides,1.194449e+00,8.073587e+02,2.000000e-01,2.680000e-04,1.774163e+02,4.450000e+02,2.724935e+01,3.011500e+02,True,2.727884e+01,9.983254e-01,2.876100e-02,1.880958e+01,1.963527e-03,1.984548e+03,2.000000e-03,4.951735e+00,2.421688e-01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,train
Numenius_arquata,5.879376e+00,1.490836e+03,2.800000e-01,5.000000e+01,7.870750e+02,8.285000e+02,8.532128e-02,3.141500e+02,False,4.993343e+03,8.453868e-01,2.710004e-02,1.387928e+03,6.355344e+03,1.152126e+05,5.632377e-02,1.000000e+00,6.355344e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,val
Numenius_phaeopus,4.491190e+00,1.134535e+03,2.800000e-01,3.500000e+01,3.474150e+02,3.657000e+02,8.532128e-02,3.141500e+02,False,1.171696e+04,9.454984e-01,2.282573e-02,6.663966e+03,5.468919e+02,4.831743e+03,2.728224e-01,1.000000e+00,5.468919e+02,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Numenius_tahitiensis,4.899480e+00,1.115783e+03,2.800000e-01,3.760000e+01,4.398500e+02,4.630000e+02,8.532128e-02,3.141500e+02,False,5.221944e+03,7.907945e-01,2.968864e-02,1.622921e+03,7.160101e+03,9.907740e+04,6.630640e-02,1.000000e+00,7.160101e+03,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,train
Numida_meleagris,6.909120e+00,5.781983e+02,2.800000e-01,2.580000e+01,1.499100e+03,1.578000e+03,1.867871e-01,3.138500e+02,False,4.687125e+02,9.634162e-01,5.821446e-02,5.081927e+01,3.736216e+03,3.329242e+05,2.000000e-03,1.000000e+00,3.736216e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,val
Nycticorax_nycticorax,5.103625e+00,1.035426e+03,2.800000e-01,3.070000e+01,5.605000e+02,5.900000e+02,8.151231e-02,3.136500e+02,False,2.926479e+03,9.109650e-01,3.101524e-02,7.923135e+02,3.046541e+03,8.040427e+04,3.211963e-02,1.000000e+00,3.046541e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,test
Nyctiphanes_australis,1.075170e+01,7.848742e+02,1.700000e-01,2.190834e-07,3.781909e-03,5.000000e-02,2.087947e+00,2.891500e+02,False,2.940625e+02,5.094080e-01,2.429521e-02,6.403372e+02,3.888234e-02,5.181084e+01,2.000000e-03,1.000000e+00,3.888234e-02,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,train
Nymphicus_hollandicus,4.184972e+00,1.596616e+03,2.800000e-01,5.000000e+00,8.217500e+01,8.650000e+01,9.360423e-02,3.144500e+02,False,1.169600e+03,9.344084e-01,2.703933e-02,4.861267e+02,5.939912e+02,1.640202e+04,1.994008e-02,1.000000e+00,5.939912e+02,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Obliquaria_reflexa,1.458659e+01,1.113172e+04,9.000000e-02,2.901724e-07,5.667430e-01,5.400000e+00,8.466124e+01,2.901500e+02,True,1.146356e+01,9.962762e-01,1.912057e-02,7.401977e+00,1.639136e-06,4.442813e+00,2.000000e-03,1.043130e+00,1.860751e-06,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,train
Oceanites_oceanicus,8.982380e+00,1.628608e+03,2.800000e-01,6.500000e+00,5.510000e+01,5.800000e+01,1.842063e-02,3.125500e+02,False,7.266016e+01,9.665903e-01,3.264401e-02,2.000817e+01,1.402725e+03,7.396923e+03,8.202645e-04,1.000000e+00,1.402725e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Oceanodroma_castro,1.016642e+01,1.954330e+03,2.800000e-01,7.500000e+00,8.550000e+01,9.000000e+01,1.842063e-02,3.125500e+02,False,8.073025e+01,9.707839e-01,2.889159e-02,1.969759e+01,1.337251e+03,1.242961e+04,8.073853e-04,1.000000e+00,1.337251e+03,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Oceanodroma_furcata,1.016642e+01,9.771650e+02,2.800000e-01,9.000000e+00,9.025000e+01,9.500000e+01,1.842063e-02,3.125500e+02,False,8.356360e+01,9.667027e-01,3.076159e-02,1.988549e+01,1.856982e+03,1.577148e+04,8.151121e-04,1.000000e+00,1.856982e+03,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Oceanodroma_leucorhoa,8.369945e+00,1.954330e+03,2.800000e-01,8.500000e+00,8.265000e+01,8.700000e+01,1.842063e-02,3.125500e+02,False,7.244811e+02,8.611305e-01,1.893303e-02,2.713268e+02,3.018744e+03,4.444927e+04,1.115708e-02,1.000000e+00,3.018744e+03,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,val
Oceanodroma_microsoma,8.369945e+00,1.954330e+03,2.800000e-01,4.000000e+00,2.850000e+01,3.000000e+01,1.842063e-02,3.125500e+02,False,5.219981e+02,7.044272e-01,1.492165e-02,2.185835e+02,3.586809e+03,4.584434e+04,9.157373e-03,1.000000e+00,3.586809e+03,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Oceanodroma_tristrami,9.186525e+00,1.628608e+03,2.800000e-01,9.000000e+00,1.235000e+02,1.300000e+02,1.842063e-02,3.125500e+02,False,9.356102e+01,9.730519e-01,3.339943e-02,2.024205e+01,1.453092e+03,2.268985e+04,8.298825e-04,1.000000e+00,1.453092e+03,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,train
Octopus_cyanea,1.410897e+01,2.023320e+02,2.100000e-01,5.500000e-03,1.000000e+03,3.600000e+03,1.260210e+04,2.981500e+02,True,1.873203e+03,3.513657e-01,1.485712e-03,2.738227e+03,1.232474e+00,9.697199e+05,2.000000e-03,1.807223e+01,9.782498e+03,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,test
Octopus_joubini,2.956848e+01,1.508596e+02,2.100000e-01,3.500000e-02,3.000000e+01,5.500000e+01,6.977557e+01,2.971500e+02,True,3.094384e+02,6.441042e-01,1.831248e-02,2.429701e+02,3.248253e+01,1.980487e+05,2.000000e-03,3.367179e+00,1.564411e+03,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Octopus_vulgaris,3.097085e+01,2.874227e+02,2.100000e-01,1.619048e-03,1.000000e+03,1.800000e+03,1.458093e+03,2.931500e+02,True,5.262836e+01,9.927419e-01,1.078845e-02,7.283408e+01,6.043465e-03,2.271461e+04,2.000000e-03,6.588688e+01,1.827981e+03,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,test
Ocyurus_chrysurus,4.085753e+00,4.260857e+03,2.000000e-01,3.200000e-04,1.740000e+02,7.800000e+03,7.733468e+02,2.990500e+02,True,1.224076e+02,9.866762e-01,1.430809e-02,1.178106e+01,7.958991e-03,6.377138e+03,6.752783e-04,1.365167e+00,2.029147e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Odocoileus_virginianus,8.363023e+01,1.044636e+03,3.000000e-01,3.600000e+03,4.500000e+04,7.000000e+04,4.327389e-02,3.121500e+02,False,1.013066e+03,8.234414e-01,2.727540e-01,2.363925e+01,4.999583e+06,7.018853e+07,2.000000e-03,1.000000e+00,4.999583e+06,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Odontostilbe_paraguayensis,2.932222e+00,4.102668e+02,2.000000e-01,5.200000e-04,2.590000e-01,6.080000e-01,7.063696e+00,3.001500e+02,True,3.909107e+01,5.258491e-01,2.127147e-02,2.745138e+01,1.773371e+00,1.503511e+03,2.000000e-03,1.016774e+00,1.869125e+00,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Oedura_monilis,1.371404e+01,4.104494e+03,3.000000e-01,9.500000e-01,6.108185e+00,1.300000e+01,8.283602e-03,2.981500e+02,False,6.113866e+01,7.648152e-01,6.561762e-02,2.058710e+01,1.983360e+03,1.431393e+04,1.996792e-03,1.000000e+00,1.983360e+03,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Oenanthe_familiaris,2.704921e+00,4.483386e+02,2.800000e-01,2.000000e+00,1.520000e+01,1.600000e+01,6.758285e-02,3.147500e+02,False,1.367468e+03,9.395657e-01,3.260236e-02,9.940461e+02,2.808661e+02,2.899180e+03,4.060287e-02,1.000000e+00,2.808661e+02,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Oenanthe_oenanthe,2.858030e+00,4.483386e+02,2.800000e-01,2.800000e+00,2.375000e+01,2.500000e+01,9.011046e-02,3.147500e+02,False,2.832011e+03,9.582013e-01,2.558304e-02,2.439366e+03,1.351095e+02,1.101532e+03,9.941286e-02,1.000000e+00,1.351095e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,val
Oligosarcus_hepsetus,2.443519e+00,7.135075e+02,2.000000e-01,5.200000e-04,1.300000e+01,2.790000e+02,2.522749e+02,3.001500e+02,True,9.940676e+01,9.354982e-01,2.159200e-02,1.822700e+01,9.422786e-02,2.989259e+03,2.000000e-03,1.002937e+00,9.506461e-02,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Oncorhynchus_clarkii_stomias,1.612296e+02,1.446289e+04,2.000000e-01,8.000000e-02,1.700000e+01,1.500000e+02,2.169931e-01,2.801500e+02,True,2.222350e+02,7.619414e-01,5.298431e-02,5.422578e+01,7.028093e+01,3.200000e+04,2.000000e-03,1.384044e+00,1.958139e+02,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,train
Oncorhynchus_gilae,1.738641e+02,4.759529e+03,2.000000e-01,4.770000e-02,3.100000e+01,1.700000e+02,1.418208e-01,2.821500e+02,True,1.467236e+02,9.591287e-01,5.720652e-02,7.744118e+01,7.377890e+00,1.639204e+04,2.000000e-03,2.629549e+00,1.521258e+02,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,test
Oncorhynchus_kisutch,6.606822e+02,7.950670e+03,2.000000e-01,3.137000e-01,1.080000e+04,1.520000e+04,2.740927e+00,2.781500e+02,True,6.675317e+02,9.489173e-01,4.936345e-02,5.993772e+02,4.024486e+01,5.707383e+06,2.000000e-03,1.514976e+01,2.164349e+05,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,train
Oncorhynchus_mykiss,1.415675e+02,1.749147e+04,2.000000e-01,1.605892e-01,3.500000e+03,2.540000e+04,8.090469e+01,2.886500e+02,True,2.506295e+03,6.187505e-01,3.247202e-02,3.503518e+02,4.343595e+01,3.976014e+06,2.000000e-03,2.630020e+00,8.714892e+02,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,train
Oncorhynchus_nerka,4.260031e+02,9.359219e+03,2.000000e-01,9.200000e-02,2.800000e+03,7.700000e+03,1.010907e+00,2.811500e+02,True,1.336765e+02,9.742084e-01,8.948639e-02,4.787162e+01,9.361570e+00,4.592023e+05,2.000000e-03,6.919257e+00,3.432449e+03,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,test
Oncorhynchus_tshawytscha,5.189271e+02,3.363269e+03,2.000000e-01,5.150000e-01,4.786408e+03,6.500000e+04,6.921837e+00,2.841500e+02,True,3.711894e+02,5.699464e-01,8.579887e-02,2.162576e+01,1.137663e+03,7.516257e+06,1.338763e-03,3.819854e+00,6.608734e+04,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,train
Onychodactylus_japonicus,2.725160e+02,8.417783e+03,2.800000e-01,6.540000e-02,4.911978e+00,9.650000e+00,6.072858e-02,2.851500e+02,False,8.071518e+01,3.886421e-01,1.844273e-02,1.695293e+01,4.298282e+02,5.462317e+04,6.066550e-04,1.000000e+00,4.298282e+02,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,train
Onychogalea_fraenata,2.462972e+01,5.545119e+02,3.000000e-01,3.000000e-01,2.300000e+03,3.400000e+03,4.107396e-02,3.096500e+02,False,1.375972e+04,9.600755e-01,2.063772e-02,4.045482e+03,3.887421e+00,1.020947e+06,2.000000e-03,1.000000e+00,3.887421e+00,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Onychoprion_anaethetus,5.716060e+00,8.624791e+02,2.800000e-01,2.340000e+01,1.266350e+02,1.333000e+02,2.075413e-02,3.138500e+02,False,1.530389e+03,6.870600e-01,3.084338e-02,4.169639e+02,1.809308e+04,1.725337e+05,1.716765e-02,1.000000e+00,1.809308e+04,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Onychoprion_fuscatus,5.716060e+00,1.724958e+03,2.800000e-01,2.340000e+01,1.900000e+02,2.000000e+02,2.075413e-02,3.138500e+02,False,1.712803e+03,6.871362e-01,3.594272e-02,4.074178e+02,1.963898e+04,2.686734e+05,1.630812e-02,1.000000e+00,1.963898e+04,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Ophiura_albida,5.243240e+00,1.435337e+04,9.000000e-02,5.236000e-07,7.777778e-03,9.655556e-01,9.536088e+01,2.831500e+02,True,5.343582e+00,9.000000e-01,5.814317e-02,8.409303e+00,1.246141e-04,2.397250e+00,2.000000e-03,1.706072e+00,6.215781e-04,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,train
Ophiura_ophiura,5.243240e+00,2.870674e+03,9.000000e-02,5.236000e-07,1.777778e-02,1.186778e+01,3.356703e+02,2.831500e+02,True,4.903709e+00,9.000000e-01,6.507682e-02,3.383745e+00,1.467451e-04,5.096410e+00,4.307262e-04,1.674359e+00,6.910779e-04,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,test
Opisthocomus_hoazin,6.532640e+00,1.368528e+03,2.800000e-01,2.090000e+01,7.125000e+02,7.500000e+02,5.480342e-02,3.144500e+02,False,1.863968e+03,9.489202e-01,2.443690e-02,4.549026e+02,1.337731e+03,6.904562e+04,1.867789e-02,1.000000e+00,1.337731e+03,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Orectolobus_halei,4.007379e+02,1.081992e+04,2.000000e-01,1.580000e+02,5.573900e+03,1.270000e+05,1.946409e-01,2.921500e+02,False,8.397213e+02,5.695164e-01,2.487961e-02,1.930023e+01,8.519858e+04,3.878960e+06,2.000000e-03,1.000000e+00,8.519858e+04,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Orectolobus_hutchinsi,4.139093e+02,1.069950e+04,2.000000e-01,7.870000e+01,8.516468e+03,2.350000e+04,5.841397e-02,2.914500e+02,False,5.421410e+02,6.234855e-01,2.639552e-02,2.078774e+01,5.211924e+04,7.911264e+06,2.000000e-03,1.000000e+00,5.211924e+04,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Orectolobus_maculatus,1.540371e+02,8.816233e+03,2.000000e-01,5.200000e+01,1.446868e+03,2.550000e+05,9.232968e-02,2.921500e+02,False,6.204170e+02,9.522031e-01,2.059736e-02,1.837969e+01,2.034961e+03,6.350208e+04,2.000000e-03,1.000000e+00,2.034961e+03,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,test
Orectolobus_ornatus,3.875629e+02,8.014757e+03,2.000000e-01,4.450000e+01,5.494268e+03,1.870000e+05,1.946409e-01,2.921500e+02,False,5.450499e+02,8.735004e-01,1.790996e-02,1.646416e+01,4.913403e+03,7.453784e+05,2.000000e-03,1.000000e+00,4.913403e+03,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Oregonichthys_crameri,1.827789e+01,7.063867e+03,2.000000e-01,5.200000e-04,6.429048e-01,3.300000e+00,8.549141e-01,2.851500e+02,True,4.635267e+01,8.505797e-01,8.938013e-02,2.745585e+01,4.243326e-01,6.810762e+02,2.000000e-03,1.000009e+00,4.243443e-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,train
Oreophasis_derbianus,8.636401e+00,9.154806e+02,2.800000e-01,1.077000e+02,1.843000e+03,1.940000e+03,4.150825e-02,3.138500e+02,False,2.373719e+02,9.425477e-01,6.042389e-02,2.103292e+01,3.484622e+04,9.781090e+05,8.644896e-04,1.000000e+00,3.484622e+04,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Oreortyx_pictus,4.274661e+00,4.818319e+02,2.800000e-01,8.500000e+00,2.202575e+02,2.318500e+02,2.282954e-01,3.138500e+02,False,3.439994e+03,8.951211e-01,1.927456e-02,1.510399e+03,6.799033e+02,1.943318e+04,6.190211e-02,1.000000e+00,6.799033e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,val
Oreoscoptes_montanus,3.062175e+00,8.877992e+02,2.800000e-01,3.200000e+00,3.562500e+01,3.750000e+01,1.802209e-01,3.147500e+02,False,3.556040e+03,9.378951e-01,2.227186e-02,2.938800e+03,1.708583e+02,1.686334e+03,1.202424e-01,1.000000e+00,1.708583e+02,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,val
Oriolus_sagittatus,3.470465e+00,3.151687e+02,2.800000e-01,7.000000e+00,9.310000e+01,9.800000e+01,6.307732e-02,3.147500e+02,False,4.739694e+03,9.709031e-01,2.324871e-02,3.192690e+03,1.377168e+02,1.719759e+03,1.308564e-01,1.000000e+00,1.377168e+02,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,test
Ortalis_vetula,5.675349e+00,4.240121e+02,2.800000e-01,5.300000e+01,5.149000e+02,5.420000e+02,8.301650e-02,3.138500e+02,False,6.293202e+03,6.680146e-01,3.934633e-02,1.498271e+03,1.653891e+04,2.599118e+05,6.094721e-02,1.000000e+00,1.653891e+04,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Orthotomus_sutorius,2.796786e+00,4.438996e+02,2.800000e-01,7.800000e-01,6.650000e+00,7.000000e+00,7.321475e-02,3.147500e+02,False,8.356933e+02,9.644378e-01,2.468131e-02,7.748074e+02,6.565346e+01,7.642299e+02,3.162360e-02,1.000000e+00,6.565346e+01,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Oryctolagus_cuniculus_NZW,5.982918e+00,6.239328e+02,3.000000e-01,5.356667e+01,2.720000e+03,5.000000e+03,4.688005e-01,3.121500e+02,False,1.023622e+04,7.807768e-01,3.717466e-02,1.583706e+03,7.432752e+04,5.280016e+06,2.000000e-03,1.000000e+00,7.432752e+04,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,train
